Category,value
tests,10576774
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1610389
20 - 44 years,4569315
45 - 54 years,1425987
55 - 64 years,1336849
65 years and older,1615623
Unknown,18611
positive,0.0970297748632995
