date,Arizona_cume,Arizona
2020-12-01 00:00:00,49,
2020-12-02 00:00:00,58,9
2020-12-03 00:00:00,68,10
2020-12-04 00:00:00,72,4
2020-12-05 00:00:00,73,1
2020-12-07 00:00:00,77,4
2020-12-08 00:00:00,81,4
2020-12-09 00:00:00,87,6
2020-12-10 00:00:00,94,7
2020-12-11 00:00:00,102,8
2020-12-12 00:00:00,109,7
2020-12-13 00:00:00,112,3
2020-12-14 00:00:00,121,9
2020-12-15 00:00:00,158,37
2020-12-16 00:00:00,723,565
2020-12-17 00:00:00,3840,3117
2020-12-18 00:00:00,7470,3630
2020-12-19 00:00:00,10024,2554
2020-12-20 00:00:00,11040,1016
2020-12-21 00:00:00,16534,5494
2020-12-22 00:00:00,24293,7759
2020-12-23 00:00:00,33993,9700
2020-12-24 00:00:00,37829,3836
2020-12-25 00:00:00,37966,137
2020-12-26 00:00:00,44480,6514
2020-12-27 00:00:00,47129,2649
2020-12-28 00:00:00,56404,9275
2020-12-29 00:00:00,69266,12862
2020-12-30 00:00:00,84106,14840
2020-12-31 00:00:00,91895,7789
2021-01-01 00:00:00,92688,793
2021-01-02 00:00:00,100241,7553
2021-01-03 00:00:00,103441,3200
2021-01-04 00:00:00,112048,8607
2021-01-05 00:00:00,120910,8862
2021-01-06 00:00:00,132791,11881
2021-01-07 00:00:00,145340,12549
2021-01-08 00:00:00,157300,11960
2021-01-09 00:00:00,165228,7928
2021-01-10 00:00:00,168438,3210
2021-01-11 00:00:00,184147,15709
2021-01-12 00:00:00,207282,23135
2021-01-13 00:00:00,232486,25204
2021-01-14 00:00:00,257142,24656
2021-01-15 00:00:00,282044,24902
2021-01-16 00:00:00,297767,15723
2021-01-17 00:00:00,307081,9314
2021-01-18 00:00:00,326045,18964
2021-01-19 00:00:00,352985,26940
2021-01-20 00:00:00,384623,31638
2021-01-21 00:00:00,419827,35204
2021-01-22 00:00:00,457671,37844
2021-01-23 00:00:00,486224,28553
2021-01-24 00:00:00,502481,16257
2021-01-25 00:00:00,531728,29247
2021-01-26 00:00:00,568434,36706
2021-01-27 00:00:00,608086,39652
2021-01-28 00:00:00,647913,39827
2021-01-29 00:00:00,687639,39726
2021-01-30 00:00:00,713909,26270
2021-01-31 00:00:00,725496,11587
2021-02-01 00:00:00,755544,30048
2021-02-02 00:00:00,794049,38505
2021-02-03 00:00:00,837712,43663
2021-02-04 00:00:00,884165,46453
2021-02-05 00:00:00,927900,43735
2021-02-06 00:00:00,966078,38178
2021-02-07 00:00:00,982399,16321
2021-02-08 00:00:00,1021150,38751
2021-02-09 00:00:00,1065356,44206
2021-02-10 00:00:00,1115783,50427
2021-02-11 00:00:00,1166948,51165
2021-02-12 00:00:00,1228494,61546
2021-02-13 00:00:00,1274124,45630
2021-02-14 00:00:00,1291464,17340
2021-02-15 00:00:00,1322749,31285
2021-02-16 00:00:00,1367290,44541
2021-02-17 00:00:00,1414278,46988
2021-02-18 00:00:00,1459299,45021
2021-02-19 00:00:00,1502048,42749
2021-02-20 00:00:00,1537258,35210
2021-02-21 00:00:00,1552157,14899
2021-02-22 00:00:00,1580208,28051
2021-02-23 00:00:00,1624345,44137
2021-02-24 00:00:00,1681297,56952
2021-02-25 00:00:00,1741772,60475
2021-02-26 00:00:00,1808650,66878
2021-02-27 00:00:00,1860421,51771
2021-02-28 00:00:00,1886034,25613
2021-03-01 00:00:00,1931646,45612
2021-03-02 00:00:00,1982600,50954
