date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,630,741,577,441,357,2
1/1/2022,24313,12623,11433,12656,17912,12760
1/10/2021,1127,1157,960,778,711,9
1/10/2022,24540,12702,11490,12712,17936,13193
1/11/2021,1196,1238,1037,829,773,10
1/11/2022,24558,12707,11490,12715,17941,13217
1/12/2021,1301,1325,1109,912,973,11
1/12/2022,24580,12719,11492,12726,17947,13264
1/13/2021,1357,1389,1187,973,1215,12
1/13/2022,24600,12723,11499,12731,17951,13275
1/14/2021,1454,1475,1282,1055,1471,12
1/14/2022,24651,12740,11505,12738,17963,13352
1/15/2021,1569,1569,1361,1143,2219,12
1/15/2022,24674,12742,11507,12742,17965,13387
1/16/2021,1577,1582,1374,1156,2304,12
1/16/2022,24685,12743,11509,12743,17965,13407
1/17/2021,1583,1590,1382,1159,2312,12
1/17/2022,24694,12743,11512,12744,17967,13413
1/18/2021,1650,1662,1441,1214,2375,13
1/18/2022,24707,12748,11514,12749,17973,13438
1/19/2021,1736,1721,1506,1287,2614,14
1/19/2022,24717,12757,11522,12757,17974,13474
1/2/2021,654,758,585,454,364,2
1/2/2022,24317,12628,11437,12656,17912,12768
1/20/2021,1980,1990,1828,1580,2817,19
1/20/2022,24726,12766,11525,12762,17979,13522
1/21/2021,2123,2105,1928,1678,3025,20
1/21/2022,24750,12776,11532,12771,17983,13549
1/22/2021,2215,2181,2023,1780,3350,21
1/22/2022,24763,12783,11536,12771,17985,13592
1/23/2021,2256,2216,2054,1810,3502,24
1/23/2022,24770,12783,11536,12772,17985,13605
1/24/2021,2261,2219,2054,1811,3517,24
1/24/2022,24782,12786,11542,12772,17990,13630
1/25/2021,2311,2269,2116,1902,3737,25
1/25/2022,24789,12789,11547,12774,17991,13651
1/26/2021,2372,2323,2172,1975,4013,26
1/26/2022,24801,12794,11552,12780,17999,13680
1/27/2021,2625,2465,2319,2127,4317,28
1/27/2022,24813,12798,11553,12784,18002,13732
1/28/2021,2816,2585,2453,2280,4652,32
1/28/2022,24836,12806,11561,12784,18006,13768
1/29/2021,2908,2671,2530,2389,4922,36
1/29/2022,24847,12809,11561,12787,18008,13789
1/3/2021,654,759,585,455,366,2
1/3/2022,24337,12635,11445,12664,17915,12818
1/30/2021,2970,2714,2559,2428,5036,43
1/30/2022,24853,12811,11561,12787,18008,13797
1/31/2021,2979,2717,2560,2431,5054,43
1/31/2022,24859,12811,11565,12793,18010,13813
1/4/2021,723,832,651,521,428,3
1/4/2022,24362,12641,11451,12669,17916,12850
1/5/2021,804,904,706,585,500,6
1/5/2022,24394,12648,11456,12680,17921,12910
1/6/2021,884,956,760,635,569,6
1/6/2022,24427,12663,11467,12685,17923,13004
1/7/2021,996,1044,846,699,666,6
1/7/2022,24475,12681,11477,12699,17928,13093
1/8/2021,1114,1149,949,759,702,9
1/8/2022,24496,12690,11485,12702,17933,13140
1/9/2021,1127,1156,958,775,709,9
1/9/2022,24517,12694,11488,12707,17935,13172
10/1/2021,22331,11693,10683,11826,16961,8008
10/10/2021,22472,11747,10741,11859,17020,8080
10/11/2021,22479,11753,10747,11860,17028,8087
10/12/2021,22489,11760,10749,11860,17030,8097
10/13/2021,22513,11770,10759,11865,17045,8109
10/14/2021,22528,11771,10761,11875,17052,8116
10/15/2021,22543,11777,10771,11877,17067,8126
10/16/2021,22556,11777,10772,11882,17069,8131
10/17/2021,22579,11779,10775,11882,17070,8138
10/18/2021,22591,11788,10777,11887,17076,8142
10/19/2021,22611,11792,10778,11893,17080,8147
10/2/2021,22344,11695,10684,11826,16965,8012
10/20/2021,22625,11800,10787,11898,17088,8158
10/21/2021,22643,11807,10791,11903,17091,8163
10/22/2021,22669,11818,10800,11919,17109,8169
10/23/2021,22685,11825,10806,11929,17123,8179
10/24/2021,22694,11830,10808,11930,17132,8181
10/25/2021,22708,11838,10819,11939,17155,8190
10/26/2021,22725,11846,10826,11953,17175,8211
10/27/2021,22758,11860,10840,11969,17215,8227
10/28/2021,22774,11865,10847,11979,17234,8234
10/29/2021,22811,11890,10861,12006,17267,8251
10/3/2021,22356,11695,10687,11830,16970,8020
10/30/2021,22832,11906,10877,12012,17277,8262
10/31/2021,22850,11915,10888,12019,17283,8268
10/4/2021,22376,11701,10691,11835,16980,8026
10/5/2021,22390,11706,10697,11840,16987,8033
10/6/2021,22415,11720,10709,11845,16994,8045
10/7/2021,22428,11729,10717,11855,17001,8056
10/8/2021,22454,11742,10737,11858,17008,8070
10/9/2021,22464,11746,10740,11859,17017,8076
11/1/2021,22872,11927,10896,12037,17304,8271
11/10/2021,23106,12034,10986,12153,17433,9441
11/11/2021,23134,12046,10994,12165,17439,9510
11/12/2021,23169,12065,11014,12179,17457,9838
11/13/2021,23189,12075,11024,12186,17462,9974
11/14/2021,23208,12080,11029,12194,17463,10019
11/15/2021,23231,12091,11040,12208,17484,10078
11/16/2021,23256,12108,11044,12220,17496,10169
11/17/2021,23277,12123,11051,12229,17520,10426
11/18/2021,23318,12142,11067,12240,17535,10523
11/19/2021,23370,12163,11078,12262,17549,10714
11/2/2021,22899,11934,10906,12046,17318,8281
11/20/2021,23390,12180,11087,12270,17557,10857
11/21/2021,23411,12186,11091,12277,17564,10900
11/22/2021,23438,12196,11105,12291,17581,10961
11/23/2021,23464,12200,11120,12299,17594,11015
11/24/2021,23484,12210,11126,12305,17604,11070
11/25/2021,23484,12210,11126,12305,17604,11070
11/26/2021,23507,12220,11128,12318,17611,11125
11/27/2021,23524,12222,11132,12323,17613,11138
11/28/2021,23531,12226,11134,12328,17614,11144
11/29/2021,23554,12239,11139,12337,17631,11193
11/3/2021,22930,11950,10915,12057,17336,8292
11/30/2021,23580,12248,11150,12346,17643,11280
11/4/2021,22959,11960,10928,12070,17356,8298
11/5/2021,23003,11983,10952,12096,17375,8407
11/6/2021,23028,11992,10961,12108,17384,8774
11/7/2021,23038,12002,10962,12115,17391,8832
11/8/2021,23057,12008,10969,12124,17404,8994
11/9/2021,23079,12015,10978,12134,17412,9149
12/1/2020,,,,1,,
12/1/2021,23605,12266,11158,12360,17665,11347
12/10/2020,,1,,1,1,
12/10/2021,23921,12411,11258,12486,17758,11915
12/11/2020,,1,,1,1,
12/11/2021,23940,12426,11268,12496,17766,11963
12/12/2020,,2,,1,1,
12/12/2021,23946,12433,11272,12505,17767,11985
12/13/2020,,2,,1,1,
12/13/2021,23972,12440,11280,12517,17785,12016
12/14/2020,,2,,1,1,
12/14/2021,23999,12451,11293,12523,17794,12050
12/15/2020,2,5,1,3,3,
12/15/2021,24021,12464,11303,12534,17805,12091
12/16/2020,23,46,36,26,16,
12/16/2021,24055,12471,11314,12546,17814,12147
12/17/2020,53,80,71,54,21,
12/17/2021,24090,12486,11327,12562,17829,12221
12/18/2020,99,140,117,86,43,
12/18/2021,24106,12490,11334,12572,17836,12305
12/19/2020,109,152,125,100,44,
12/19/2021,24133,12499,11344,12574,17836,12329
12/2/2020,,1,,1,,
12/2/2021,23634,12280,11164,12369,17673,11368
12/20/2020,110,154,125,100,46,
12/20/2021,24152,12505,11362,12585,17845,12386
12/21/2020,112,155,127,100,47,
12/21/2021,24174,12516,11375,12596,17861,12429
12/22/2020,119,174,142,109,52,1
12/22/2021,24196,12524,11388,12604,17875,12484
12/23/2020,174,284,220,149,74,2
12/23/2021,24214,12535,11396,12614,17884,12509
12/24/2020,253,385,292,203,84,2
12/24/2021,24222,12537,11397,12618,17889,12513
12/25/2020,279,412,312,223,89,2
12/25/2021,24222,12537,11397,12618,17889,12513
12/26/2020,297,436,323,232,92,2
12/26/2021,24230,12549,11402,12619,17893,12523
12/27/2020,323,457,339,244,94,2
12/27/2021,24244,12568,11410,12622,17893,12591
12/28/2020,378,513,383,274,107,2
12/28/2021,24258,12579,11416,12631,17897,12665
12/29/2020,438,590,429,323,201,2
12/29/2021,24279,12601,11427,12641,17903,12712
12/3/2020,,1,,1,1,
12/3/2021,23698,12302,11184,12392,17682,11495
12/30/2020,536,676,504,382,302,2
12/30/2021,24304,12620,11433,12652,17909,12751
12/31/2020,589,718,550,421,351,2
12/31/2021,24312,12622,11433,12655,17912,12758
12/4/2020,,1,,1,1,
12/4/2021,23719,12309,11190,12400,17683,11612
12/5/2020,,1,,1,1,
12/5/2021,23749,12326,11197,12408,17687,11642
12/6/2020,,1,,1,1,
12/6/2021,23761,12328,11203,12420,17704,11673
12/7/2020,,1,,1,1,
12/7/2021,23778,12335,11207,12431,17715,11712
12/8/2020,,1,,1,1,
12/8/2021,23820,12354,11222,12447,17730,11783
12/9/2020,,1,,1,1,
12/9/2021,23870,12387,11238,12465,17747,11837
2/1/2021,3043,2781,2619,2536,5407,43
2/1/2022,24865,12812,11566,12794,18012,13829
2/10/2021,4930,3661,3569,3779,8849,182
2/10/2022,24945,12837,11586,12810,18026,13976
2/11/2021,5089,3786,3699,3949,9474,189
2/11/2022,24960,12841,11591,12813,18027,14006
2/12/2021,5523,4091,3991,4324,10204,233
2/12/2022,24965,12843,11595,12815,18027,14008
2/13/2021,5925,4314,4170,4514,10697,268
2/13/2022,24966,12843,11595,12815,18028,14012
2/14/2021,5935,4317,4174,4516,10718,268
2/14/2022,24968,12844,11595,12815,18031,14028
2/15/2021,6070,4446,4286,4629,11033,275
2/15/2022,24973,12845,11597,12815,18032,14040
2/16/2021,6226,4605,4438,4807,11383,287
2/16/2022,24978,12849,11597,12817,18033,14045
2/17/2021,6816,4955,4719,5079,11720,583
2/17/2022,24985,12851,11599,12820,18034,14062
2/18/2021,6889,5015,4797,5172,11816,586
2/18/2022,25000,12852,11603,12820,18035,14084
2/19/2021,7012,5091,4877,5279,11899,597
2/2/2021,3089,2816,2655,2581,5738,45
2/2/2022,24878,12815,11568,12798,18013,13856
2/20/2021,7248,5200,4990,5367,11963,617
2/21/2021,7252,5203,4993,5370,11969,618
2/22/2021,7285,5225,5012,5416,11994,619
2/23/2021,7312,5245,5045,5458,12043,621
2/24/2021,7602,5452,5224,5672,12215,636
2/25/2021,7852,5648,5399,5843,12461,663
2/26/2021,8154,5869,5619,6044,12700,678
2/27/2021,8246,5947,5698,6114,12774,685
2/28/2021,8255,5952,5704,6120,12794,685
2/3/2021,3442,2953,2796,2744,6176,52
2/3/2022,24887,12821,11569,12800,18014,13877
2/4/2021,3871,3099,2941,2925,6748,64
2/4/2022,24906,12822,11570,12802,18019,13910
2/5/2021,3976,3191,3041,3067,7292,67
2/5/2022,24907,12823,11572,12803,18019,13928
2/6/2021,4334,3418,3327,3439,7629,156
2/6/2022,24910,12826,11573,12804,18019,13940
2/7/2021,4341,3421,3331,3443,7658,157
2/7/2022,24920,12828,11578,12804,18021,13953
2/8/2021,4548,3468,3393,3537,7913,164
2/8/2022,24932,12831,11580,12806,18024,13967
2/9/2021,4606,3510,3429,3614,8173,168
2/9/2022,24939,12833,11582,12809,18025,13971
3/1/2021,8515,6152,5907,6313,12981,699
3/10/2021,9752,6847,6530,7494,13688,910
3/11/2021,9933,6944,6637,7698,13805,925
3/12/2021,10064,7015,6703,7844,13877,932
3/13/2021,10095,7029,6722,7899,13925,934
3/14/2021,10103,7034,6726,7918,13934,934
3/15/2021,10194,7060,6762,8043,14004,942
3/16/2021,10440,7199,6885,8217,14117,988
3/17/2021,10679,7306,6992,8370,14226,1020
3/18/2021,10860,7424,7101,8465,14300,1036
3/19/2021,11040,7529,7206,8590,14377,1046
3/2/2021,8912,6380,6105,6543,13151,759
3/20/2021,11126,7597,7256,8654,14417,1051
3/21/2021,11150,7599,7258,8662,14428,1053
3/22/2021,11281,7697,7362,8726,14474,1071
3/23/2021,11636,7831,7468,8829,14535,1110
3/24/2021,11932,7904,7527,8898,14607,1145
3/25/2021,12285,8031,7638,8996,14662,1177
3/26/2021,12508,8088,7692,9066,14698,1220
3/27/2021,12736,8141,7728,9108,14724,1252
3/28/2021,12779,8160,7748,9117,14729,1259
3/29/2021,13024,8210,7807,9183,14767,1307
3/3/2021,9037,6454,6161,6674,13253,784
3/30/2021,13276,8278,7875,9250,14822,1350
3/31/2021,13655,8395,7989,9345,14892,1410
3/4/2021,9153,6520,6219,6819,13314,795
3/5/2021,9341,6638,6336,6994,13418,864
3/6/2021,9453,6696,6387,7057,13452,873
3/7/2021,9457,6697,6388,7072,13463,874
3/8/2021,9544,6742,6421,7218,13525,880
3/9/2021,9637,6804,6494,7374,13610,898
4/1/2021,13980,8473,8075,9412,14993,1437
4/10/2021,15478,9088,8596,9936,15442,1703
4/11/2021,15506,9094,8600,9938,15447,1710
4/12/2021,15618,9124,8624,9962,15477,1722
4/13/2021,15714,9154,8660,9995,15506,1733
4/14/2021,15842,9206,8697,10037,15537,1758
4/15/2021,15979,9248,8720,10076,15571,1774
4/16/2021,16112,9305,8760,10108,15617,1807
4/17/2021,16154,9338,8793,10139,15647,1817
4/18/2021,16166,9342,8798,10140,15650,1819
4/19/2021,16304,9360,8817,10170,15670,1941
4/2/2021,14288,8571,8179,9532,15070,1505
4/20/2021,16405,9383,8846,10198,15705,1990
4/21/2021,16523,9426,8888,10230,15732,2043
4/22/2021,16632,9454,8923,10262,15756,2077
4/23/2021,16757,9502,8956,10298,15778,2166
4/24/2021,16813,9529,8985,10313,15790,2188
4/25/2021,16840,9535,8995,10320,15795,2200
4/26/2021,16899,9546,9008,10334,15810,2213
4/27/2021,16966,9570,9034,10355,15829,2227
4/28/2021,17112,9611,9072,10391,15857,2255
4/29/2021,17194,9637,9094,10417,15870,2274
4/3/2021,14350,8602,8212,9569,15104,1520
4/30/2021,17294,9662,9127,10457,15899,2294
4/4/2021,14368,8606,8217,9572,15114,1526
4/5/2021,14546,8674,8275,9614,15161,1544
4/6/2021,14775,8756,8351,9686,15238,1566
4/7/2021,14960,8835,8406,9771,15294,1589
4/8/2021,15162,8934,8492,9833,15367,1616
4/9/2021,15374,9031,8557,9904,15426,1646
5/1/2021,17340,9682,9134,10459,15910,2307
5/10/2021,17828,9836,9271,10601,16004,2436
5/11/2021,17875,9847,9289,10614,16016,2446
5/12/2021,17934,9862,9309,10638,16030,2480
5/13/2021,17993,9883,9334,10660,16045,2781
5/14/2021,18078,9917,9358,10694,16068,3216
5/15/2021,18120,9934,9373,10706,16078,3361
5/16/2021,18135,9942,9378,10710,16080,3378
5/17/2021,18207,9970,9395,10732,16092,3518
5/18/2021,18271,9992,9414,10739,16105,3583
5/19/2021,18349,10028,9445,10762,16132,3820
5/2/2021,17367,9685,9136,10468,15913,2314
5/20/2021,18402,10049,9463,10776,16145,3918
5/21/2021,18457,10074,9482,10785,16161,4100
5/22/2021,18508,10090,9495,10792,16168,4213
5/23/2021,18518,10095,9500,10795,16169,4223
5/24/2021,18567,10106,9508,10809,16176,4266
5/25/2021,18620,10121,9521,10818,16180,4291
5/26/2021,18706,10145,9542,10830,16199,4388
5/27/2021,18752,10158,9557,10847,16206,4420
5/28/2021,18798,10177,9574,10857,16213,4530
5/29/2021,18832,10185,9577,10861,16217,4552
5/3/2021,17415,9702,9154,10480,15917,2325
5/30/2021,18841,10187,9583,10861,16220,4558
5/31/2021,18842,10188,9583,10862,16222,4558
5/4/2021,17490,9731,9169,10503,15927,2345
5/5/2021,17563,9764,9192,10527,15944,2367
5/6/2021,17619,9780,9217,10543,15966,2388
5/7/2021,17727,9807,9243,10568,15978,2406
5/8/2021,17753,9818,9254,10586,15983,2423
5/9/2021,17780,9821,9258,10590,15985,2428
6/1/2021,18882,10201,9591,10878,16228,4573
6/10/2021,19180,10321,9691,10956,16295,4976
6/11/2021,19237,10341,9703,10967,16308,5057
6/12/2021,19254,10348,9708,10970,16312,5066
6/13/2021,19257,10349,9712,10974,16313,5066
6/14/2021,19295,10359,9720,10984,16322,5102
6/15/2021,19324,10362,9731,10991,16328,5121
6/16/2021,19367,10373,9744,10998,16333,5189
6/17/2021,19401,10387,9752,11010,16335,5228
6/18/2021,19445,10397,9768,11021,16343,5261
6/19/2021,19462,10402,9775,11024,16345,5280
6/2/2021,18917,10227,9607,10893,16237,4658
6/20/2021,19472,10407,9777,11025,16347,5285
6/21/2021,19501,10410,9782,11032,16349,5313
6/22/2021,19521,10415,9788,11038,16355,5325
6/23/2021,19569,10422,9803,11044,16356,5372
6/24/2021,19594,10427,9815,11048,16364,5389
6/25/2021,19629,10438,9822,11057,16366,5429
6/26/2021,19638,10441,9826,11063,16367,5436
6/27/2021,19646,10444,9829,11064,16368,5444
6/28/2021,19668,10454,9842,11077,16368,5479
6/29/2021,19694,10467,9846,11083,16371,5497
6/3/2021,18954,10238,9617,10905,16245,4694
6/30/2021,19722,10477,9852,11102,16381,5552
6/4/2021,18998,10256,9633,10922,16251,4770
6/5/2021,19032,10265,9645,10925,16258,4802
6/6/2021,19043,10266,9648,10926,16258,4811
6/7/2021,19064,10273,9663,10931,16264,4844
6/8/2021,19098,10285,9673,10935,16274,4862
6/9/2021,19151,10307,9682,10945,16286,4935
7/1/2021,19740,10492,9859,11108,16387,5571
7/10/2021,19920,10584,9929,11172,16432,5839
7/11/2021,19926,10586,9931,11175,16433,5841
7/12/2021,19955,10600,9941,11184,16438,5869
7/13/2021,19967,10609,9944,11188,16440,5890
7/14/2021,19988,10621,9954,11195,16448,5927
7/15/2021,20032,10637,9967,11210,16454,5963
7/16/2021,20065,10657,9985,11216,16462,6020
7/17/2021,20079,10662,9989,11219,16464,6041
7/18/2021,20087,10665,9991,11222,16465,6042
7/19/2021,20109,10674,9996,11232,16471,6090
7/2/2021,19766,10510,9870,11117,16395,5618
7/20/2021,20154,10698,10011,11240,16475,6113
7/21/2021,20180,10715,10028,11251,16486,6150
7/22/2021,20209,10733,10043,11261,16492,6178
7/23/2021,20238,10750,10056,11277,16494,6235
7/24/2021,20274,10758,10063,11282,16501,6250
7/25/2021,20283,10764,10068,11288,16502,6259
7/26/2021,20318,10779,10077,11301,16515,6318
7/27/2021,20341,10791,10088,11314,16521,6353
7/28/2021,20367,10809,10103,11331,16530,6428
7/29/2021,20413,10837,10117,11339,16539,6466
7/3/2021,19782,10521,9874,11123,16398,5630
7/30/2021,20465,10859,10132,11353,16546,6517
7/31/2021,20502,10865,10144,11357,16551,6541
