date,Arizona_cume,Arizona
2020-12-01,349,
2020-12-02,382,33
2020-12-03,414,32
2020-12-04,426,12
2020-12-05,430,4
2020-12-06,435,5
2020-12-07,463,28
2020-12-08,486,23
2020-12-09,512,26
2020-12-10,542,30
2020-12-11,561,19
2020-12-12,583,22
2020-12-13,599,16
2020-12-14,635,36
2020-12-15,803,168
2020-12-16,1589,786
2020-12-17,5009,3420
2020-12-18,8927,3918
2020-12-19,11545,2618
2020-12-20,12674,1129
2020-12-21,18381,5707
2020-12-22,26303,7922
2020-12-23,36557,10254
2020-12-24,40472,3915
2020-12-25,40622,150
2020-12-26,47198,6576
2020-12-27,49879,2681
2020-12-28,59489,9610
2020-12-29,72908,13419
2020-12-30,88242,15334
2020-12-31,96576,8334
2021-01-01,100416,3840
2021-01-02,108279,7863
2021-01-03,111588,3309
2021-01-04,120895,9307
2021-01-05,130603,9708
2021-01-06,143266,12663
2021-01-07,156546,13280
2021-01-08,169097,12551
2021-01-09,177170,8073
2021-01-10,180552,3382
2021-01-11,197325,16773
2021-01-12,221238,23913
2021-01-13,247309,26071
2021-01-14,272860,25551
2021-01-15,298933,26073
2021-01-16,314933,16000
2021-01-17,324426,9493
2021-01-18,344085,19659
2021-01-19,372072,27987
2021-01-20,405716,33644
2021-01-21,442487,36771
2021-01-22,481586,39099
2021-01-23,510637,29051
2021-01-24,527037,16400
2021-01-25,557681,30644
2021-01-26,595462,37781
2021-01-27,636564,41102
2021-01-28,678166,41602
2021-01-29,719372,41206
2021-01-30,746040,26668
2021-01-31,758099,12059
2021-02-01,794907,36808
2021-02-02,835665,40758
2021-02-03,881323,45658
2021-02-04,930193,48870
2021-02-05,975951,45758
2021-02-06,1016021,40070
2021-02-07,1032615,16594
2021-02-08,1072787,40172
2021-02-09,1118147,45360
2021-02-10,1171137,52990
2021-02-11,1224555,53418
2021-02-12,1287917,63362
2021-02-13,1334764,46847
2021-02-14,1352461,17697
2021-02-15,1385150,32689
2021-02-16,1431460,46310
2021-02-17,1480306,48846
2021-02-18,1527511,47205
2021-02-19,1571902,44391
2021-02-20,1608392,36490
2021-02-21,1624081,15689
2021-02-22,1654302,30221
2021-02-23,1699976,45674
2021-02-24,1758588,58612
2021-02-25,1820662,62074
2021-02-26,1889316,68654
2021-02-27,1942500,53184
2021-02-28,1969401,26901
2021-03-01,2024262,54861
2021-03-02,2076961,52699
2021-03-03,2137481,60520
2021-03-04,2197677,60196
2021-03-05,2258964,61287
2021-03-06,2305640,46676
2021-03-07,2332287,26647
2021-03-08,2385258,52971
2021-03-09,2443955,58697
2021-03-10,2513929,69974
2021-03-11,2587277,73348
2021-03-12,2662793,75516
2021-03-13,2716554,53761
2021-03-14,2745938,29384
2021-03-15,2796079,50141
2021-03-16,2852900,56821
2021-03-17,2918181,65281
2021-03-18,2984445,66264
2021-03-19,3046838,62393
2021-03-20,3095840,49002
2021-03-21,3128406,32566
2021-03-22,3174201,45795
2021-03-23,3224994,50793
2021-03-24,3290828,65834
2021-03-25,3364819,73991
2021-03-26,3437647,72828
2021-03-27,3492648,55001
2021-03-28,3531837,39189
2021-03-29,3595295,63458
2021-03-30,3664847,69552
2021-03-31,3744727,79880
2021-04-01,3828564,83837
2021-04-02,3899996,71432
2021-04-03,3950947,50951
2021-04-04,3972508,21561
2021-04-05,4032885,60377
2021-04-06,4100760,67875
2021-04-07,4177772,77012
2021-04-08,4256466,78694
2021-04-09,4328907,72441
2021-04-10,4379264,50357
2021-04-11,4410757,31493
2021-04-12,4464820,54063
2021-04-13,4516151,51331
2021-04-14,4577541,61390
2021-04-15,4643417,65876
2021-04-16,4707714,64297
2021-04-17,4751212,43498
2021-04-18,4781513,30301
2021-04-19,4835268,53755
2021-04-20,4891235,55967
2021-04-21,4954507,63272
2021-04-22,5018183,63676
2021-04-23,5077667,59484
2021-04-24,5118150,40483
2021-04-25,5144146,25996
2021-04-26,5191697,47551
2021-04-27,5241858,50161
2021-04-28,5292732,50874
2021-04-29,5339662,46930
2021-04-30,5386160,46498
2021-05-01,5415682,29522
2021-05-02,5437024,21342
2021-05-03,5467875,30851
2021-05-04,5507756,39881
2021-05-05,5543807,36051
2021-05-06,5582125,38318
2021-05-07,5621266,39141
2021-05-08,5648347,27081
2021-05-09,5661337,12990
2021-05-10,5687941,26604
2021-05-11,5714697,26756
2021-05-12,5745844,31147
2021-05-13,5785846,40002
2021-05-14,5826285,40439
2021-05-15,5857539,31254
2021-05-16,5874838,17299
2021-05-17,5907692,32854
2021-05-18,5935960,28268
2021-05-19,5972598,36638
2021-05-20,6004033,31435
2021-05-21,6038407,34374
2021-05-22,6064734,26327
2021-05-23,6075684,10950
2021-05-24,6098613,22929
2021-05-25,6120488,21875
2021-05-26,6144161,23673
2021-05-27,6165955,21794
2021-05-28,6190276,24321
2021-05-29,6203668,13392
2021-05-30,6211184,7516
2021-05-31,6215788,4604
2021-06-01,6237663,21875
2021-06-02,6258247,20584
2021-06-03,6281870,23623
2021-06-04,6308428,26558
2021-06-05,6329207,20779
2021-06-06,6338979,9772
2021-06-07,6359201,20222
2021-06-08,6378434,19233
2021-06-09,6399126,20692
2021-06-10,6419973,20847
2021-06-11,6445635,25662
2021-06-12,6462636,17001
2021-06-13,6470710,8074
2021-06-14,6488595,17885
2021-06-15,6505068,16473
2021-06-16,6521830,16762
2021-06-17,6538064,16234
2021-06-18,6557116,19052
2021-06-19,6568316,11200
2021-06-20,6574097,5781
2021-06-21,6585882,11785
2021-06-22,6600172,14290
2021-06-23,6615469,15297
2021-06-24,6629841,14372
2021-06-25,6646309,16468
2021-06-26,6656352,10043
2021-06-27,6662320,5968
2021-06-28,6674307,11987
2021-06-29,6686336,12029
2021-06-30,6699493,13157
2021-07-01,6712719,13226
2021-07-02,6726189,13470
2021-07-03,6733937,7748
2021-07-04,6735288,1351
2021-07-05,6744690,9402
2021-07-06,6755766,11076
2021-07-07,6767096,11330
2021-07-08,6778279,11183
2021-07-09,6793507,15228
2021-07-10,6803618,10111
2021-07-11,6808638,5020
2021-07-12,6819778,11140
2021-07-13,6829890,10112
2021-07-14,6840515,10625
2021-07-15,6851309,10794
2021-07-16,6865044,13735
2021-07-17,6873555,8511
2021-07-18,6878903,5348
2021-07-19,6891448,12545
2021-07-20,6903337,11889
2021-07-21,6916375,13038
2021-07-22,6929521,13146
2021-07-23,6945613,16092
2021-07-24,6956381,10768
2021-07-25,6963053,6672
2021-07-26,6977109,14056
2021-07-27,6991231,14122
2021-07-28,7006001,14770
2021-07-29,7020479,14478
2021-07-30,7040066,19587
2021-07-31,7053536,13470
2021-08-01,7061706,8170
2021-08-02,7076853,15147
2021-08-03,7090702,13849
2021-08-04,7105291,14589
2021-08-05,7119569,14278
2021-08-06,7139446,19877
2021-08-07,7152692,13246
2021-08-08,7160455,7763
2021-08-09,7176005,15550
2021-08-10,7190482,14477
2021-08-11,7204902,14420
2021-08-12,7220250,15348
2021-08-13,7241012,20762
