date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,414,440,670,467,6
1/1/2022,13094,9237,12022,22582,63069,6388
1/10/2021,569,705,812,1166,1038,10
1/10/2022,13262,9333,12101,22722,63279,6543
1/11/2021,579,714,822,1185,1073,11
1/11/2022,13282,9343,12106,22735,63303,6563
1/12/2021,598,738,853,1232,1174,11
1/12/2022,13298,9353,12112,22748,63326,6577
1/13/2021,642,791,942,1341,1396,12
1/13/2022,13316,9368,12121,22768,63340,6600
1/14/2021,678,835,996,1416,1525,13
1/14/2022,13335,9382,12135,22791,63364,6656
1/15/2021,693,846,1009,1439,1581,13
1/15/2022,13347,9388,12143,22797,63370,6668
1/16/2021,716,881,1056,1497,1747,15
1/16/2022,13360,9392,12145,22798,63378,6675
1/17/2021,718,883,1059,1503,1763,16
1/17/2022,13376,9396,12151,22806,63393,6692
1/18/2021,725,885,1072,1526,1908,17
1/18/2022,13389,9406,12158,22814,63404,6709
1/19/2021,761,937,1126,1607,2087,17
1/19/2022,13403,9412,12165,22827,63424,6733
1/2/2021,334,447,463,703,482,6
1/2/2022,13105,9243,12032,22591,63074,6398
1/20/2021,803,987,1197,1702,2397,17
1/20/2022,13419,9422,12170,22838,63442,6756
1/21/2021,923,1148,1376,1939,3112,17
1/21/2022,13432,9430,12180,22853,63460,6791
1/22/2021,1061,1283,1546,2202,4079,18
1/22/2022,13437,9437,12182,22860,63462,6798
1/23/2021,1099,1341,1602,2313,5283,21
1/23/2022,13440,9441,12185,22862,63466,6809
1/24/2021,1116,1358,1624,2387,6493,22
1/24/2022,13454,9448,12194,22870,63472,6815
1/25/2021,1140,1382,1655,2475,7240,22
1/25/2022,13465,9455,12200,22879,63487,6830
1/26/2021,1151,1395,1685,2525,7710,22
1/26/2022,13479,9459,12207,22889,63496,6837
1/27/2021,1222,1451,1756,2717,9070,23
1/27/2022,13487,9462,12211,22902,63507,6858
1/28/2021,1273,1526,1864,2926,10565,29
1/28/2022,13503,9465,12223,22917,63518,6884
1/29/2021,1356,1589,1967,3105,11903,33
1/29/2022,13506,9471,12227,22919,63520,6890
1/3/2021,334,449,463,705,484,6
1/3/2022,13130,9252,12042,22608,63105,6409
1/30/2021,1403,1617,2023,3196,12563,33
1/30/2022,13509,9472,12229,22920,63525,6893
1/31/2021,1440,1644,2071,3285,13295,35
1/31/2022,13514,9483,12234,22928,63540,6903
1/4/2021,343,453,474,723,491,6
1/4/2022,13146,9258,12047,22627,63134,6426
1/5/2021,351,463,489,742,517,6
1/5/2022,13173,9270,12059,22646,63167,6446
1/6/2021,359,470,503,770,556,7
1/6/2022,13198,9282,12068,22656,63195,6474
1/7/2021,441,570,648,914,761,8
1/7/2022,13228,9305,12082,22679,63235,6504
1/8/2021,534,675,775,1124,984,10
1/8/2022,13243,9311,12089,22692,63249,6517
1/9/2021,568,704,811,1166,1035,10
1/9/2022,13253,9315,12097,22701,63255,6525
10/1/2021,11548,8320,10927,20785,58797,4538
10/10/2021,11701,8393,11014,20875,58970,4575
10/11/2021,11717,8403,11018,20892,59003,4581
10/12/2021,11731,8408,11025,20902,59016,4596
10/13/2021,11748,8415,11031,20915,59028,4611
10/14/2021,11762,8428,11040,20929,59057,4614
10/15/2021,11786,8436,11048,20941,59078,4623
10/16/2021,11802,8442,11052,20946,59088,4629
10/17/2021,11818,8450,11061,20951,59094,4632
10/18/2021,11838,8458,11067,20957,59108,4639
10/19/2021,11863,8469,11073,20965,59119,4649
10/2/2021,11573,8326,10937,20797,58812,4545
10/20/2021,11881,8476,11080,20976,59146,4651
10/21/2021,11898,8489,11092,20993,59161,4656
10/22/2021,11911,8497,11105,21014,59231,4661
10/23/2021,11914,8499,11114,21025,59279,4661
10/24/2021,11919,8505,11116,21030,59307,4664
10/25/2021,11936,8510,11126,21048,59396,4668
10/26/2021,11942,8525,11138,21061,59493,4672
10/27/2021,11956,8532,11150,21078,59589,4677
10/28/2021,11976,8540,11160,21099,59688,4683
10/29/2021,11998,8549,11174,21113,59789,4690
10/3/2021,11582,8329,10940,20797,58819,4548
10/30/2021,12013,8552,11182,21121,59827,4690
10/31/2021,12017,8557,11186,21127,59859,4691
10/4/2021,11599,8337,10957,20809,58841,4551
