date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-10,2,1
2020-12-12,4,2
2020-12-16,6,2
2020-12-18,8,2
2020-12-21,20,12
2020-12-22,81,61
2020-12-23,291,210
2020-12-24,427,136
2020-12-26,592,165
2020-12-27,653,61
2020-12-28,922,269
2020-12-29,1306,384
2020-12-30,1642,336
2020-12-31,1918,276
2021-01-01,1999,81
2021-01-02,2047,48
2021-01-03,2073,26
2021-01-04,2265,192
2021-01-05,2399,134
2021-01-06,2654,255
2021-01-07,2909,255
2021-01-08,3170,261
2021-01-09,3227,57
2021-01-10,3279,52
2021-01-11,3478,199
2021-01-12,3768,290
2021-01-13,4073,305
2021-01-14,4456,383
2021-01-15,4873,417
2021-01-16,5230,357
2021-01-17,5261,31
2021-01-18,5632,371
2021-01-19,5957,325
2021-01-20,6524,567
2021-01-21,6985,461
2021-01-22,7403,418
2021-01-23,8211,808
2021-01-24,8827,616
2021-01-25,9379,552
2021-01-26,10011,632
2021-01-27,10821,810
2021-01-28,11727,906
2021-01-29,12275,548
2021-01-30,12737,462
2021-01-31,13267,530
2021-02-01,13939,672
2021-02-02,14572,633
2021-02-03,15735,1163
2021-02-04,16457,722
2021-02-05,17083,626
2021-02-06,17397,314
2021-02-07,17582,185
2021-02-08,17981,399
2021-02-09,18428,447
2021-02-10,19395,967
2021-02-11,20039,644
2021-02-12,20952,913
2021-02-13,21452,500
2021-02-14,21561,109
2021-02-15,22107,546
2021-02-16,22675,568
2021-02-17,23211,536
2021-02-18,23595,384
2021-02-19,24014,419
2021-02-20,24174,160
2021-02-21,24240,66
2021-02-22,24547,307
2021-02-23,24789,242
2021-02-24,25536,747
2021-02-25,26566,1030
2021-02-26,27468,902
2021-02-27,28298,830
2021-02-28,28840,542
2021-03-01,29748,908
2021-03-02,30712,964
2021-03-03,32987,2275
2021-03-04,34500,1513
2021-03-05,36065,1565
2021-03-06,36904,839
2021-03-07,37337,433
2021-03-08,38144,807
2021-03-09,39123,979
2021-03-10,41070,1947
2021-03-11,42666,1596
2021-03-12,44095,1429
2021-03-13,44929,834
2021-03-14,45301,372
2021-03-15,46112,811
2021-03-16,47121,1009
2021-03-17,48936,1815
2021-03-18,50259,1323
2021-03-19,51460,1201
2021-03-20,52643,1183
2021-03-21,53199,556
2021-03-22,54467,1268
2021-03-23,55710,1243
2021-03-24,57248,1538
2021-03-25,58676,1428
2021-03-26,60231,1555
2021-03-27,61276,1045
2021-03-28,62108,832
2021-03-29,63651,1543
2021-03-30,65168,1517
2021-03-31,67427,2259
2021-04-01,69181,1754
2021-04-02,70708,1527
2021-04-03,71438,730
2021-04-04,71732,294
2021-04-05,72966,1234
2021-04-06,74343,1377
2021-04-07,76036,1693
2021-04-08,77534,1498
2021-04-09,79147,1613
2021-04-10,80125,978
2021-04-11,80561,436
2021-04-12,82557,1996
2021-04-13,83630,1073
2021-04-14,85379,1749
2021-04-15,86895,1516
2021-04-16,88158,1263
2021-04-17,89041,883
2021-04-18,89477,436
2021-04-19,90504,1027
2021-04-20,91681,1177
2021-04-21,93068,1387
2021-04-22,94342,1274
2021-04-23,95653,1311
2021-04-24,96456,803
2021-04-25,96788,332
2021-04-26,97993,1205
2021-04-27,99347,1354
2021-04-28,100606,1259
2021-04-29,101784,1178
2021-04-30,103014,1230
2021-05-01,103692,678
2021-05-02,103934,242
2021-05-03,104754,820
2021-05-04,105616,862
2021-05-05,106567,951
2021-05-06,107381,814
2021-05-07,108231,850
2021-05-08,108834,603
2021-05-09,108969,135
2021-05-10,109551,582
2021-05-11,110162,611
2021-05-12,110699,537
2021-05-13,111473,774
2021-05-14,112162,689
2021-05-15,112579,417
2021-05-16,112751,172
2021-05-17,113988,1237
2021-05-18,114591,603
2021-05-19,115257,666
2021-05-20,115949,692
2021-05-21,116633,684
2021-05-22,117004,371
2021-05-23,117131,127
2021-05-24,117578,447
2021-05-25,118032,454
2021-05-26,118406,374
2021-05-27,118803,397
2021-05-28,119330,527
2021-05-29,119464,134
2021-05-30,119536,72
2021-05-31,119614,78
2021-06-01,120074,460
2021-06-02,120432,358
2021-06-03,120779,347
2021-06-04,121190,411
2021-06-05,121396,206
2021-06-06,121471,75
2021-06-07,121882,411
2021-06-08,122155,273
2021-06-09,122576,421
2021-06-10,122922,346
2021-06-11,123372,450
2021-06-12,123645,273
2021-06-13,123734,89
2021-06-14,124051,317
2021-06-15,124403,352
2021-06-16,124724,321
2021-06-17,124984,260
2021-06-18,125340,356
2021-06-19,125521,181
2021-06-20,125611,90
2021-06-21,125853,242
2021-06-22,126113,260
2021-06-23,126379,266
2021-06-24,126601,222
2021-06-25,126923,322
2021-06-26,127065,142
2021-06-27,127133,68
2021-06-28,127344,211
2021-06-29,127576,232
2021-06-30,127838,262
2021-07-01,128079,241
2021-07-02,128392,313
2021-07-03,128489,97
2021-07-04,128514,25
2021-07-05,128707,193
2021-07-06,128915,208
2021-07-07,129127,212
2021-07-08,129358,231
2021-07-09,129639,281
2021-07-10,129828,189
2021-07-11,129896,68
2021-07-12,130130,234
2021-07-13,130341,211
2021-07-14,130548,207
2021-07-15,130727,179
2021-07-16,131045,318
2021-07-17,131230,185
2021-07-18,131314,84
2021-07-19,131584,270
2021-07-20,131846,262
2021-07-21,132146,300
2021-07-22,132452,306
2021-07-23,132865,413
2021-07-24,133072,207
2021-07-25,133176,104
2021-07-26,133462,286
2021-07-27,133763,301
2021-07-28,134062,299
2021-07-29,134349,287
2021-07-30,134789,440
2021-07-31,135021,232
2021-08-01,135111,90
2021-08-02,135419,308
2021-08-03,135697,278
2021-08-04,136000,303
2021-08-05,136280,280
2021-08-06,136770,490
2021-08-07,136992,222
2021-08-08,137130,138
2021-08-09,137501,371
2021-08-10,137790,289
2021-08-11,138077,287
2021-08-12,138376,299
2021-08-13,138858,482
2021-08-14,139118,260
2021-08-15,139273,155
2021-08-16,139652,379
2021-08-17,140015,363
2021-08-18,140331,316
2021-08-19,140663,332
2021-08-20,141231,568
2021-08-21,141464,233
2021-08-22,141613,149
2021-08-23,141944,331
2021-08-24,142241,297
2021-08-25,142602,361
2021-08-26,142928,326
2021-08-27,143370,442
2021-08-28,143620,250
2021-08-29,143762,142
2021-08-30,144136,374
2021-08-31,144406,270
2021-09-01,144657,251
2021-09-02,144904,247
2021-09-03,145298,394
2021-09-04,145483,185
2021-09-05,145583,100
2021-09-06,145648,65
2021-09-07,145940,292
2021-09-08,146198,258
2021-09-09,146480,282
2021-09-10,146823,343
2021-09-11,147013,190
2021-09-12,147096,83
2021-09-13,147406,310
2021-09-14,147675,269
2021-09-15,147899,224
2021-09-16,148199,300
2021-09-17,148576,377
2021-09-18,148743,167
2021-09-19,148799,56
2021-09-20,149021,222
2021-09-21,149255,234
2021-09-22,149444,189
2021-09-23,149661,217
2021-09-24,149969,308
2021-09-25,150122,153
2021-09-26,150203,81
2021-09-27,150465,262
2021-09-28,150754,289
2021-09-29,151003,249
2021-09-30,151201,198
2021-10-01,151507,306
2021-10-02,151659,152
2021-10-03,151717,58
2021-10-04,151915,198
2021-10-05,152127,212
2021-10-06,152308,181
2021-10-07,152498,190
2021-10-08,152776,278
2021-10-09,152882,106
2021-10-10,152934,52
2021-10-11,153157,223
2021-10-12,153337,180
2021-10-13,153492,155
2021-10-14,153691,199
2021-10-15,153917,226
2021-10-16,154034,117
2021-10-17,154086,52
2021-10-18,154255,169
2021-10-19,154473,218
2021-10-20,154607,134
2021-10-21,154793,186
2021-10-22,155396,603
2021-10-23,155902,506
2021-10-24,156135,233
2021-10-25,157051,916
2021-10-26,157804,753
2021-10-27,158587,783
2021-10-28,159383,796
2021-10-29,160165,782
2021-10-30,160551,386
2021-10-31,160739,188
2021-11-01,161459,720
2021-11-02,162058,599
2021-11-03,162731,673
2021-11-04,163443,712
2021-11-05,164204,761
2021-11-06,164601,397
2021-11-07,164754,153
2021-11-08,165469,715
2021-11-09,166063,594
2021-11-10,166764,701
2021-11-11,167450,686
2021-11-12,168239,789
2021-11-13,168576,337
2021-11-14,168738,162
2021-11-15,169385,647
2021-11-16,170002,617
2021-11-17,170639,637
2021-11-18,171320,681
2021-11-19,172185,865
2021-11-20,172628,443
2021-11-21,172897,269
2021-11-22,173545,648
2021-11-23,174259,714
2021-11-24,174750,491
2021-11-25,174752,2
2021-11-26,175264,512
2021-11-27,175612,348
2021-11-28,175834,222
2021-11-29,176548,714
2021-11-30,177283,735
2021-12-01,178043,760
2021-12-02,178822,779
2021-12-03,179739,917
2021-12-04,180186,447
2021-12-05,180422,236
2021-12-06,181132,710
2021-12-07,181795,663
2021-12-08,182420,625
2021-12-09,183119,699
2021-12-10,183938,819
2021-12-11,184377,439
2021-12-12,184678,301
2021-12-13,185255,577
2021-12-14,185742,487
2021-12-15,186274,532
2021-12-16,186814,540
2021-12-17,187572,758
2021-12-18,187911,339
2021-12-19,188105,194
2021-12-20,188862,757
2021-12-21,189554,692
2021-12-22,190220,666
2021-12-23,190757,537
2021-12-24,190881,124
2021-12-26,191018,137
2021-12-27,191509,491
2021-12-28,191983,474
2021-12-29,192436,453
2021-12-30,192915,479
2021-12-31,193154,239
2022-01-01,193176,22
2022-01-02,193322,146
