date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,105,95,56,67,69,2
1/1/2022,11669,7529,7369,6940,10437,16974
1/10/2021,260,209,159,156,202,5
1/10/2022,11858,7636,7506,7094,10521,17325
1/11/2021,275,230,184,175,219,5
1/11/2022,11906,7654,7550,7134,10548,17418
1/12/2021,295,245,206,201,265,5
1/12/2022,11959,7690,7604,7198,10577,17492
1/13/2021,304,255,213,212,436,5
1/13/2022,12024,7728,7661,7252,10603,17573
1/14/2021,315,267,223,225,598,5
1/14/2022,12057,7749,7682,7266,10610,17663
1/15/2021,330,281,233,234,764,5
1/15/2022,12082,7762,7686,7272,10610,17715
1/16/2021,336,284,233,234,769,5
1/16/2022,12100,7766,7695,7275,10613,17738
1/17/2021,336,285,233,236,773,5
1/17/2022,12106,7774,7704,7285,10617,17761
1/18/2021,338,289,235,240,778,5
1/18/2022,12160,7815,7743,7348,10627,17844
1/19/2021,343,300,237,244,822,5
1/19/2022,12239,7865,7820,7397,10646,17951
1/2/2021,105,95,56,68,69,2
1/2/2022,11679,7532,7372,6945,10443,16987
1/20/2021,361,315,259,262,1147,7
1/20/2022,12325,7935,7898,7440,10662,18023
1/21/2021,376,335,278,280,1458,7
1/21/2022,12359,7955,7913,7449,10665,18075
1/22/2021,406,365,317,308,1861,8
1/22/2022,12372,7973,7925,7449,10667,18127
1/23/2021,410,369,317,310,1867,8
1/23/2022,12386,7986,7934,7456,10670,18155
1/24/2021,410,371,318,312,1869,8
1/24/2022,12421,8017,7975,7477,10679,18181
1/25/2021,425,379,333,331,1894,8
1/25/2022,12443,8045,7984,7499,10685,18231
1/26/2021,449,395,349,353,2187,9
1/26/2022,12465,8066,8007,7512,10688,18260
1/27/2021,470,412,366,377,2251,11
1/27/2022,12485,8083,8019,7519,10693,18292
1/28/2021,491,440,408,449,2544,11
1/28/2022,12513,8102,8040,7529,10695,18338
1/29/2021,541,502,498,519,2708,12
1/29/2022,12528,8117,8052,7533,10695,18368
1/3/2021,107,97,56,69,70,2
1/3/2022,11703,7542,7386,6962,10450,17030
1/30/2021,560,516,512,536,2715,12
1/30/2022,12544,8126,8055,7534,10698,18396
1/31/2021,572,522,517,547,2723,12
1/31/2022,12567,8133,8055,7542,10699,18417
1/4/2021,126,113,66,82,78,2
1/4/2022,11723,7550,7400,6978,10460,17069
1/5/2021,153,123,83,95,88,2
1/5/2022,11746,7569,7422,7001,10472,17116
1/6/2021,184,155,106,115,98,3
1/6/2022,11777,7587,7437,7016,10487,17175
1/7/2021,208,173,124,129,183,4
1/7/2022,11800,7597,7467,7037,10500,17239
1/8/2021,257,206,156,155,200,4
1/8/2022,11818,7606,7478,7052,10503,17271
1/9/2021,260,207,158,155,202,4
1/9/2022,11832,7617,7485,7061,10506,17294
10/1/2021,10300,6375,6382,6184,9614,6124
10/10/2021,10347,6404,6397,6202,9630,6200
10/11/2021,10351,6411,6404,6205,9634,6203
10/12/2021,10363,6413,6407,6206,9636,6235
10/13/2021,10377,6420,6411,6210,9639,6239
10/14/2021,10386,6427,6417,6214,9644,6249
10/15/2021,10405,6432,6423,6218,9647,6253
10/16/2021,10415,6432,6423,6218,9649,6260
10/17/2021,10424,6433,6423,6218,9649,6264
10/18/2021,10434,6439,6427,6221,9654,6269
10/19/2021,10452,6449,6434,6225,9661,6282
10/2/2021,10302,6376,6382,6186,9615,6126
10/20/2021,10456,6451,6437,6226,9666,6291
10/21/2021,10469,6453,6442,6228,9666,6297
10/22/2021,10479,6459,6444,6234,9670,6310
10/23/2021,10484,6464,6451,6237,9673,6318
10/24/2021,10485,6467,6453,6238,9675,6322
10/25/2021,10490,6475,6457,6238,9680,6327
10/26/2021,10502,6480,6463,6241,9687,6397
10/27/2021,10515,6486,6465,6243,9696,6477
10/28/2021,10529,6499,6472,6249,9706,6735
10/29/2021,10534,6505,6476,6251,9710,7393
10/3/2021,10306,6376,6383,6187,9617,6126
10/30/2021,10540,6509,6483,6261,9712,7396
10/31/2021,10540,6512,6485,6261,9712,7400
10/4/2021,10309,6377,6388,6188,9618,6131
10/5/2021,10320,6381,6390,6192,9626,6149
10/6/2021,10324,6388,6391,6193,9629,6153
10/7/2021,10336,6400,6396,6197,9630,6184
10/8/2021,10340,6404,6396,6197,9630,6193
10/9/2021,10345,6404,6397,6199,9630,6195
11/1/2021,10547,6520,6495,6265,9717,7406
11/10/2021,10718,6651,6617,6341,9800,11414
11/11/2021,10743,6679,6635,6352,9814,11480
11/12/2021,10759,6696,6647,6359,9831,11695
11/13/2021,10769,6703,6656,6364,9836,11767
11/14/2021,10777,6714,6670,6370,9840,11887
11/15/2021,10814,6753,6709,6389,9872,12012
11/16/2021,10847,6780,6733,6402,9886,12150
11/17/2021,10864,6803,6746,6416,9899,12421
11/18/2021,10888,6819,6754,6428,9904,12588
11/19/2021,10913,6842,6771,6439,9913,12693
11/2/2021,10562,6530,6506,6271,9728,7427
11/20/2021,10929,6855,6782,6448,9917,12748
11/21/2021,10946,6860,6792,6453,9921,12796
11/22/2021,10964,6867,6803,6465,9932,12845
11/23/2021,10982,6883,6813,6480,9958,12899
11/24/2021,11001,6904,6829,6492,9994,12965
11/25/2021,11006,6904,6829,6494,10002,12965
11/26/2021,11029,6921,6844,6520,10026,13035
11/27/2021,11053,6943,6852,6530,10028,13099
11/28/2021,11067,6955,6862,6533,10032,13143
11/29/2021,11085,6969,6874,6545,10049,13331
11/3/2021,10567,6537,6509,6275,9732,7521
11/30/2021,11142,7046,6953,6570,10076,14927
