date,Cochise_cume,Cochise
2020-12-01,3,
2020-12-15,4,1
2020-12-16,5,1
2020-12-17,16,11
2020-12-18,24,8
2020-12-19,31,7
2020-12-20,32,1
2020-12-21,44,12
2020-12-22,305,261
2020-12-23,721,416
2020-12-24,831,110
2020-12-26,853,22
2020-12-28,938,85
2020-12-29,1012,74
2020-12-30,1221,209
2020-12-31,1415,194
2021-01-01,1448,33
2021-01-02,1462,14
2021-01-03,1540,78
2021-01-04,1587,47
2021-01-05,1675,88
2021-01-06,1778,103
2021-01-07,1847,69
2021-01-08,2001,154
2021-01-09,2375,374
2021-01-10,2390,15
2021-01-11,2671,281
2021-01-12,2928,257
2021-01-13,3371,443
2021-01-14,3674,303
2021-01-15,4144,470
2021-01-16,4546,402
2021-01-17,4571,25
2021-01-18,4782,211
2021-01-19,5191,409
2021-01-20,5861,670
2021-01-21,6472,611
2021-01-22,6807,335
2021-01-23,7377,570
2021-01-24,7497,120
2021-01-25,7930,433
2021-01-26,8397,467
2021-01-27,9084,687
2021-01-28,10048,964
2021-01-29,10731,683
2021-01-30,10769,38
2021-01-31,10885,116
2021-02-01,11213,328
2021-02-02,11459,246
2021-02-03,12004,545
2021-02-04,12463,459
2021-02-05,13024,561
2021-02-06,13216,192
2021-02-07,13248,32
2021-02-08,13687,439
2021-02-09,14514,827
2021-02-10,15824,1310
2021-02-11,17798,1974
2021-02-12,19178,1380
2021-02-13,19513,335
2021-02-14,19529,16
2021-02-15,19864,335
2021-02-16,20555,691
2021-02-17,21055,500
2021-02-18,21723,668
2021-02-19,22093,370
2021-02-20,22463,370
2021-02-21,22589,126
2021-02-22,22882,293
2021-02-23,23101,219
2021-02-24,23969,868
2021-02-25,25980,2011
2021-02-26,27504,1524
2021-02-27,28387,883
2021-02-28,28478,91
2021-03-01,29108,630
2021-03-02,29629,521
2021-03-03,30710,1081
2021-03-04,32282,1572
2021-03-05,33362,1080
2021-03-06,34404,1042
2021-03-07,34476,72
2021-03-08,35007,531
2021-03-09,35980,973
2021-03-10,37525,1545
2021-03-11,39649,2124
2021-03-12,40988,1339
2021-03-13,41847,859
2021-03-14,41894,47
2021-03-15,42798,904
2021-03-16,43720,922
2021-03-17,44609,889
2021-03-18,45985,1376
2021-03-19,47003,1018
2021-03-20,47925,922
2021-03-21,47997,72
2021-03-22,48567,570
2021-03-23,48934,367
2021-03-24,49862,928
2021-03-25,52216,2354
2021-03-26,53662,1446
2021-03-27,54733,1071
2021-03-28,54803,70
2021-03-29,55347,544
2021-03-30,56011,664
2021-03-31,57333,1322
2021-04-01,59552,2219
2021-04-02,60913,1361
2021-04-03,62243,1330
2021-04-04,62301,58
2021-04-05,62887,586
2021-04-06,63683,796
2021-04-07,65143,1460
2021-04-08,66744,1601
2021-04-09,67839,1095
2021-04-10,68624,785
2021-04-11,68727,103
2021-04-12,69430,703
2021-04-13,69984,554
2021-04-14,70942,958
2021-04-15,72807,1865
2021-04-16,73871,1064
2021-04-17,75214,1343
2021-04-18,75285,71
2021-04-19,75919,634
2021-04-20,76434,515
2021-04-21,77402,968
2021-04-22,78932,1530
2021-04-23,79932,1000
2021-04-24,80806,874
2021-04-25,80863,57
2021-04-26,81331,468
2021-04-27,81831,500
2021-04-28,82776,945
2021-04-29,83793,1017
2021-04-30,84486,693
2021-05-01,85032,546
2021-05-02,85080,48
2021-05-03,85377,297
2021-05-04,85850,473
2021-05-05,86699,849
2021-05-06,87699,1000
2021-05-07,88411,712
2021-05-08,88892,481
2021-05-09,88939,47
2021-05-10,89275,336
2021-05-11,89582,307
2021-05-12,90142,560
2021-05-13,91141,999
2021-05-14,91677,536
2021-05-15,92016,339
2021-05-16,92078,62
2021-05-17,92529,451
2021-05-18,92990,461
2021-05-19,93766,776
2021-05-20,94539,773
2021-05-21,95252,713
2021-05-22,95580,328
2021-05-23,95635,55
2021-05-24,96051,416
2021-05-25,96343,292
2021-05-26,96775,432
2021-05-27,97426,651
2021-05-28,97952,526
2021-05-29,98044,92
2021-05-30,98106,62
2021-05-31,98175,69
2021-06-01,98493,318
2021-06-02,98915,422
2021-06-03,99501,586
2021-06-04,99987,486
2021-06-05,100122,135
2021-06-06,100160,38
