date,Yuma_cume,Yuma
2020-12-01,7,
2020-12-03,8,1
2020-12-04,9,1
2020-12-08,10,1
2020-12-10,11,1
2020-12-12,13,2
2020-12-16,19,6
2020-12-17,44,25
2020-12-18,45,1
2020-12-19,48,3
2020-12-20,51,3
2020-12-21,224,173
2020-12-22,871,647
2020-12-23,1603,732
2020-12-24,1824,221
2020-12-26,1923,99
2020-12-27,1924,1
2020-12-28,2338,414
2020-12-29,2667,329
2020-12-30,3077,410
2020-12-31,3161,84
2021-01-01,3209,48
2021-01-02,3217,8
2021-01-03,3220,3
2021-01-04,3446,226
2021-01-05,3779,333
2021-01-06,4246,467
2021-01-07,4460,214
2021-01-08,4733,273
2021-01-09,4749,16
2021-01-10,4766,17
2021-01-11,5374,608
2021-01-12,5965,591
2021-01-13,6605,640
2021-01-14,6788,183
2021-01-15,6977,189
2021-01-16,6993,16
2021-01-17,7004,11
2021-01-18,7053,49
2021-01-19,7465,412
2021-01-20,8019,554
2021-01-21,9597,1578
2021-01-22,11014,1417
2021-01-23,11182,168
2021-01-24,11203,21
2021-01-25,11636,433
2021-01-26,12434,798
2021-01-27,13769,1335
2021-01-28,15655,1886
2021-01-29,17478,1823
2021-01-30,18533,1055
2021-01-31,18558,25
2021-02-01,19364,806
2021-02-02,20384,1020
2021-02-03,21771,1387
2021-02-04,22750,979
2021-02-05,23394,644
2021-02-06,23469,75
2021-02-07,23508,39
2021-02-08,23817,309
2021-02-09,24645,828
2021-02-10,26590,1945
2021-02-11,28696,2106
2021-02-12,30302,1606
2021-02-13,31097,795
2021-02-14,31120,23
2021-02-15,31245,125
2021-02-16,31514,269
2021-02-17,31857,343
2021-02-18,32399,542
2021-02-19,33143,744
2021-02-20,33466,323
2021-02-21,33495,29
2021-02-22,33550,55
2021-02-23,34713,1163
2021-02-24,37065,2352
2021-02-25,39684,2619
2021-02-26,42089,2405
2021-02-27,42930,841
2021-02-28,43227,297
2021-03-01,44877,1650
2021-03-02,46050,1173
2021-03-03,47211,1161
2021-03-04,49695,2484
2021-03-05,53023,3328
2021-03-06,53270,247
2021-03-07,53433,163
2021-03-08,54254,821
2021-03-09,56058,1804
2021-03-10,57884,1826
2021-03-11,60807,2923
2021-03-12,63575,2768
2021-03-13,65019,1444
2021-03-14,65209,190
2021-03-15,65965,756
2021-03-16,67458,1493
2021-03-17,69475,2017
2021-03-18,73023,3548
2021-03-19,75949,2926
2021-03-20,77142,1193
2021-03-21,77450,308
2021-03-22,77900,450
2021-03-23,79277,1377
2021-03-24,81480,2203
2021-03-25,83517,2037
2021-03-26,85714,2197
2021-03-27,86303,589
2021-03-28,86528,225
2021-03-29,87908,1380
2021-03-30,91462,3554
2021-03-31,95122,3660
2021-04-01,98809,3687
2021-04-02,101495,2686
2021-04-03,103107,1612
2021-04-04,104600,1493
2021-04-05,106659,2059
2021-04-06,109313,2654
2021-04-07,112247,2934
2021-04-08,115365,3118
2021-04-09,118079,2714
2021-04-10,119339,1260
2021-04-11,119928,589
2021-04-12,120705,777
2021-04-13,121884,1179
2021-04-14,124469,2585
2021-04-15,127179,2710
2021-04-16,130203,3024
2021-04-17,131103,900
2021-04-18,131735,632
2021-04-19,133761,2026
2021-04-20,136543,2782
2021-04-21,139081,2538
2021-04-22,141340,2259
2021-04-23,144433,3093
2021-04-24,145774,1341
2021-04-25,146790,1016
2021-04-26,148130,1340
2021-04-27,151749,3619
2021-04-28,154301,2552
2021-04-29,156711,2410
2021-04-30,159086,2375
2021-05-01,160083,997
2021-05-02,160694,611
2021-05-03,161793,1099
2021-05-04,163392,1599
2021-05-05,164903,1511
2021-05-06,166547,1644
2021-05-07,168155,1608
2021-05-08,168673,518
2021-05-09,168908,235
2021-05-10,169585,677
2021-05-11,170453,868
2021-05-12,171895,1442
2021-05-13,173065,1170
2021-05-14,174410,1345
2021-05-15,175514,1104
2021-05-16,175663,149
2021-05-17,176354,691
2021-05-18,177042,688
2021-05-19,178233,1191
2021-05-20,179158,925
2021-05-21,180161,1003
2021-05-22,180742,581
2021-05-23,180884,142
2021-05-24,181367,483
2021-05-25,182129,762
2021-05-26,183267,1138
2021-05-27,184303,1036
2021-05-28,185403,1100
2021-05-29,185607,204
2021-05-30,185748,141
2021-05-31,185852,104
2021-06-01,186505,653
2021-06-02,187682,1177
2021-06-03,188602,920
2021-06-04,189560,958
2021-06-05,190384,824
2021-06-06,190491,107
2021-06-07,191017,526
2021-06-08,191670,653
2021-06-09,192664,994
2021-06-10,193589,925
2021-06-11,194595,1006
2021-06-12,194991,396
2021-06-13,195084,93
2021-06-14,195657,573
2021-06-15,196372,715
2021-06-16,197101,729
2021-06-17,197737,636
2021-06-18,198400,663
2021-06-19,198616,216
2021-06-20,198692,76
2021-06-21,199110,418
2021-06-22,200063,953
2021-06-23,201809,1746
2021-06-24,203315,1506
2021-06-25,204014,699
2021-06-26,204285,271
2021-06-27,204389,104
2021-06-28,204888,499
2021-06-29,205659,771
2021-06-30,206309,650
2021-07-01,207125,816
2021-07-02,207653,528
2021-07-03,207818,165
2021-07-04,207833,15
2021-07-05,208028,195
2021-07-06,208531,503
2021-07-07,209121,590
2021-07-08,209565,444
2021-07-09,210034,469
2021-07-10,210237,203
2021-07-11,210322,85
2021-07-12,210833,511
2021-07-13,211293,460
2021-07-14,211738,445
2021-07-15,212182,444
2021-07-16,212711,529
2021-07-17,212900,189
2021-07-18,213018,118
2021-07-19,213453,435
2021-07-20,213937,484
2021-07-21,214422,485
2021-07-22,214962,540
2021-07-23,215513,551
2021-07-24,215763,250
2021-07-25,215855,92
2021-07-26,216419,564
2021-07-27,217034,615
2021-07-28,217670,636
2021-07-29,218297,627
2021-07-30,218865,568
2021-07-31,219093,228
2021-08-01,219217,124
2021-08-02,219711,494
2021-08-03,220266,555
2021-08-04,220855,589
2021-08-05,221353,498
2021-08-06,221980,627
2021-08-07,222293,313
2021-08-08,222458,165
2021-08-09,223133,675
2021-08-10,224232,1099
2021-08-11,224826,594
2021-08-12,225450,624
2021-08-13,227013,1563
2021-08-14,227352,339
2021-08-15,227521,169
2021-08-16,228237,716
2021-08-17,228854,617
2021-08-18,229552,698
2021-08-19,230165,613
2021-08-20,230826,661
2021-08-21,231102,276
2021-08-22,231246,144
2021-08-23,231823,577
2021-08-24,232423,600
2021-08-25,233046,623
2021-08-26,233688,642
2021-08-27,234419,731
2021-08-28,234671,252
2021-08-29,234849,178
2021-08-30,235460,611
2021-08-31,235949,489
2021-09-01,236479,530
2021-09-02,237156,677
2021-09-03,237869,713
2021-09-04,238100,231
2021-09-05,238278,178
2021-09-06,238380,102
2021-09-07,238915,535
2021-09-08,239418,503
2021-09-09,239852,434
2021-09-10,240542,690
2021-09-11,240798,256
2021-09-12,240928,130
2021-09-13,241431,503
2021-09-14,241842,411
2021-09-15,242240,398
2021-09-16,242606,366
2021-09-17,243212,606
2021-09-18,243422,210
2021-09-19,243554,132
2021-09-20,243859,305
2021-09-21,244228,369
2021-09-22,244633,405
2021-09-23,244938,305
2021-09-24,245405,467
2021-09-25,245594,189
2021-09-26,245710,116
2021-09-27,246044,334
2021-09-28,246359,315
2021-09-29,246647,288
