date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,181,163,193,245,5
1/10/2021,273,298,303,316,530,6
1/11/2021,280,310,311,330,577,6
1/12/2021,289,317,325,358,643,9
1/13/2021,300,326,337,375,741,9
1/14/2021,315,358,363,422,866,10
1/15/2021,424,473,471,547,998,26
1/16/2021,427,473,472,547,1053,26
1/17/2021,428,473,472,547,1055,26
1/18/2021,440,478,485,559,1133,26
1/19/2021,447,493,493,579,1186,27
1/2/2021,179,181,163,194,246,5
1/20/2021,471,504,509,599,1267,27
1/21/2021,486,512,518,623,1401,28
1/22/2021,554,568,553,664,1467,32
1/23/2021,560,579,563,671,1676,32
1/24/2021,561,579,565,671,1676,32
1/25/2021,574,590,580,689,1722,33
1/26/2021,583,596,584,702,1793,33
1/27/2021,609,610,607,719,1904,35
1/28/2021,633,640,644,749,1989,35
1/29/2021,678,672,663,783,2211,42
1/3/2021,179,181,163,194,246,5
1/30/2021,713,696,686,790,2217,45
1/31/2021,713,696,686,791,2217,45
1/4/2021,198,215,197,213,282,5
1/5/2021,210,229,213,229,336,5
1/6/2021,228,253,230,250,374,6
1/7/2021,251,267,252,268,468,6
1/8/2021,273,298,303,316,529,6
1/9/2021,273,298,303,316,530,6
10/1/2021,3734,2812,2689,3179,5160,1654
10/10/2021,3784,2844,2712,3189,5175,1677
10/11/2021,3792,2851,2714,3189,5176,1679
10/12/2021,3795,2857,2719,3190,5178,1682
10/13/2021,3800,2857,2723,3194,5179,1686
10/14/2021,3810,2863,2728,3194,5179,1688
10/15/2021,3822,2870,2733,3197,5181,1689
10/16/2021,3829,2871,2734,3198,5182,1691
10/17/2021,3831,2872,2734,3198,5182,1691
10/18/2021,3839,2881,2738,3198,5183,1693
10/19/2021,3844,2883,2741,3199,5184,1695
10/2/2021,3735,2813,2689,3179,5162,1654
10/20/2021,3848,2885,2741,3200,5184,1699
10/21/2021,3855,2892,2743,3202,5186,1705
10/22/2021,3863,2895,2745,3206,5188,1715
10/23/2021,3867,2896,2745,3207,5188,1719
10/24/2021,3868,2896,2745,3209,5188,1721
10/25/2021,3876,2898,2746,3212,5190,1722
10/26/2021,3883,2900,2747,3212,5193,1724
10/27/2021,3888,2902,2747,3212,5195,1725
10/28/2021,3899,2918,2753,3214,5197,1737
10/29/2021,3906,2920,2757,3218,5200,1743
10/3/2021,3736,2815,2689,3179,5162,1654
10/30/2021,3910,2920,2759,3219,5201,1745
10/31/2021,3911,2920,2759,3219,5201,1745
10/4/2021,3739,2824,2693,3181,5163,1657
10/5/2021,3747,2827,2696,3182,5165,1659
10/6/2021,3755,2829,2704,3183,5167,1659
10/7/2021,3769,2836,2707,3185,5170,1669
10/8/2021,3776,2841,2710,3185,5174,1674
10/9/2021,3782,2842,2711,3188,5174,1677
11/1/2021,3913,2920,2760,3219,5202,1748
11/10/2021,3958,2939,2773,3231,5224,1842
11/11/2021,3960,2940,2775,3232,5226,1851
11/12/2021,3965,2944,2779,3235,5228,1870
11/13/2021,3967,2945,2779,3235,5230,1883
11/14/2021,3968,2945,2780,3235,5232,1884
11/15/2021,3974,2947,2782,3238,5236,1896
11/16/2021,3979,2948,2782,3238,5239,1911
11/17/2021,3983,2952,2786,3242,5240,1934
11/18/2021,3987,2955,2790,3245,5243,1994
11/19/2021,3995,2961,2798,3251,5247,2047
11/2/2021,3917,2922,2760,3219,5204,1752
11/20/2021,3997,2963,2799,3251,5249,2050
11/21/2021,4003,2964,2799,3253,5250,2052
11/22/2021,4013,2968,2802,3255,5251,2069
11/23/2021,4019,2974,2806,3255,5254,2082
11/24/2021,4027,2980,2808,3256,5254,2094
11/25/2021,4027,2980,2808,3256,5254,2094
11/26/2021,4033,2980,2810,3256,5255,2105
11/27/2021,4034,2980,2812,3256,5255,2105
11/28/2021,4035,2980,2812,3257,5255,2105
11/29/2021,4038,2981,2814,3264,5256,2115
11/3/2021,3919,2924,2760,3219,5210,1756
11/30/2021,4050,2988,2818,3271,5261,2127
11/4/2021,3928,2925,2762,3220,5214,1760
11/5/2021,3940,2928,2766,3224,5215,1799
11/6/2021,3942,2930,2767,3225,5216,1803
11/7/2021,3943,2931,2768,3226,5216,1804
11/8/2021,3947,2934,2770,3227,5219,1820
11/9/2021,3954,2935,2770,3227,5221,1832
12/1/2021,4056,2993,2823,3273,5264,2151
12/10/2021,4124,3024,2854,3300,5303,2301
12/11/2021,4126,3026,2854,3301,5303,2302
12/12/2021,4127,3028,2855,3301,5303,2303
12/13/2021,4131,3030,2859,3303,5309,2308
12/14/2021,4136,3035,2859,3303,5311,2318
12/15/2021,4141,3039,2862,3304,5311,2328
12/16/2021,4149,3045,2863,3308,5317,2396
12/17/2020,23,17,11,19,9,1
12/17/2021,4156,3051,2866,3311,5319,2423
12/18/2020,39,35,21,37,14,1
12/18/2021,4157,3051,2866,3312,5320,2423
12/19/2020,39,35,21,37,14,1
12/19/2021,4158,3052,2866,3312,5320,2430
12/2/2021,4068,2999,2827,3276,5274,2179
12/20/2020,39,35,21,37,14,2
12/20/2021,4166,3052,2871,3312,5320,2439
12/21/2020,55,45,30,46,18,2
12/21/2021,4172,3055,2873,3317,5324,2451
12/22/2020,60,59,37,60,24,2
12/22/2021,4179,3057,2876,3321,5327,2470
12/23/2020,91,90,72,84,34,2
12/23/2021,4179,3057,2878,3321,5329,2479
12/24/2020,109,100,78,101,44,2
12/24/2021,4183,3057,2878,3321,5329,2482
12/25/2020,109,100,78,101,44,2
12/25/2021,4183,3057,2878,3321,5329,2482
12/26/2020,110,102,80,102,48,2
12/26/2021,4183,3057,2878,3321,5329,2483
12/27/2020,111,102,81,102,48,2
12/27/2021,4189,3063,2879,3327,5330,2501
12/28/2020,131,123,96,131,112,4
12/28/2021,4195,3065,2879,3327,5333,2518
12/29/2020,152,147,121,146,180,4
12/29/2021,4197,3066,2879,3328,5333,2519
12/3/2021,4080,3012,2835,3287,5283,2228
12/30/2020,163,169,142,173,217,5
12/31/2020,177,180,159,193,241,5
12/4/2021,4085,3014,2838,3289,5287,2231
12/5/2021,4086,3015,2839,3289,5288,2231
12/6/2021,4094,3017,2841,3292,5291,2248
12/7/2021,4102,3017,2845,3295,5293,2254
12/8/2021,4106,3018,2845,3295,5294,2267
12/9/2021,4110,3019,2851,3299,5303,2275
2/1/2021,723,705,699,795,2273,46
2/10/2021,863,778,790,894,3053,61
2/11/2021,883,804,826,928,3122,63
2/12/2021,921,830,849,974,3191,68
2/13/2021,926,835,849,989,3334,68
2/14/2021,926,835,849,989,3334,68
2/15/2021,931,838,854,991,3363,68
2/16/2021,948,850,865,1009,3401,71
2/17/2021,961,862,874,1019,3446,72
2/18/2021,998,903,916,1048,3484,81
2/19/2021,1035,926,939,1073,3510,82
2/2/2021,733,713,711,806,2336,47
2/20/2021,1045,931,946,1081,3524,98
2/21/2021,1045,931,946,1081,3524,98
2/22/2021,1059,937,956,1092,3545,101
2/23/2021,1077,951,968,1109,3584,103
2/24/2021,1101,965,984,1128,3618,106
2/25/2021,1126,985,1002,1152,3669,107
2/26/2021,1134,996,1014,1171,3702,107
2/27/2021,1140,1006,1016,1173,3705,108
2/28/2021,1140,1006,1018,1173,3713,108
2/3/2021,745,724,716,814,2469,48
2/4/2021,751,730,724,825,2563,48
2/5/2021,768,739,743,849,2638,49
2/6/2021,801,753,755,861,2829,51
2/7/2021,801,753,755,861,2829,51
2/8/2021,832,763,761,869,2887,59
2/9/2021,842,769,770,876,2960,60
3/1/2021,1162,1022,1036,1198,3739,115
3/10/2021,1321,1129,1157,1505,3949,127
3/11/2021,1340,1143,1173,1565,3981,127
3/12/2021,1405,1186,1215,1656,4014,132
3/13/2021,1411,1189,1221,1728,4031,134
3/14/2021,1412,1189,1221,1728,4033,134
3/15/2021,1425,1204,1241,1807,4098,136
3/16/2021,1431,1214,1252,1858,4127,136
3/17/2021,1451,1231,1278,1916,4173,139
3/18/2021,1473,1241,1302,1947,4209,142
3/19/2021,1505,1251,1322,1972,4228,148
3/2/2021,1191,1038,1057,1239,3764,118
3/20/2021,1508,1251,1322,1976,4234,148
3/21/2021,1509,1252,1322,1977,4235,148
3/22/2021,1538,1287,1352,1990,4247,148
3/23/2021,1581,1309,1384,2028,4264,152
3/24/2021,1625,1330,1414,2069,4293,160
3/25/2021,1660,1351,1449,2109,4314,161
3/26/2021,1702,1379,1482,2145,4337,164
3/27/2021,1739,1404,1496,2152,4347,174
3/28/2021,1739,1404,1496,2152,4348,174
3/29/2021,1754,1420,1525,2200,4364,181
3/3/2021,1230,1062,1075,1278,3821,121
3/30/2021,1776,1439,1544,2222,4382,184
3/31/2021,1811,1469,1613,2273,4402,184
3/4/2021,1257,1083,1098,1322,3850,123
3/5/2021,1263,1093,1109,1346,3862,123
3/6/2021,1270,1095,1114,1360,3868,124
3/7/2021,1271,1095,1114,1360,3869,125
3/8/2021,1281,1103,1126,1393,3895,125
3/9/2021,1300,1115,1143,1443,3920,126
4/1/2021,1853,1499,1646,2316,4414,189
4/10/2021,2076,1723,1825,2437,4502,230
4/11/2021,2076,1723,1826,2440,4503,230
4/12/2021,2083,1729,1835,2452,4515,231
4/13/2021,2097,1733,1841,2460,4530,231
4/14/2021,2110,1791,1872,2468,4540,234
4/15/2021,2124,1806,1880,2482,4551,235
4/16/2021,2147,1821,1896,2501,4569,240
4/17/2021,2147,1823,1899,2502,4570,241
4/18/2021,2147,1823,1899,2502,4570,241
4/19/2021,2161,1824,1903,2513,4574,243
4/2/2021,1869,1516,1662,2323,4422,197
4/20/2021,2191,1829,1915,2519,4586,248
4/21/2021,2239,1858,1926,2526,4594,249
4/22/2021,2263,1893,1951,2539,4605,250
4/23/2021,2286,1915,1959,2550,4617,254
4/24/2021,2296,1920,1963,2553,4622,257
4/25/2021,2296,1920,1963,2553,4622,257
4/26/2021,2299,1924,1973,2560,4637,257
4/27/2021,2309,1932,1982,2573,4646,258
4/28/2021,2333,1944,1987,2582,4660,261
4/29/2021,2356,1954,1999,2593,4675,265
4/3/2021,1870,1518,1664,2327,4424,197
4/30/2021,2363,1959,2001,2598,4680,267
4/4/2021,1876,1518,1665,2329,4424,197
4/5/2021,1890,1531,1674,2339,4432,198
4/6/2021,1931,1556,1702,2368,4448,203
4/7/2021,2006,1655,1739,2394,4469,210
4/8/2021,2045,1696,1804,2417,4488,222
4/9/2021,2062,1713,1817,2430,4494,227
5/1/2021,2367,1960,2004,2600,4680,268
5/10/2021,2415,2002,2035,2639,4710,291
5/11/2021,2419,2005,2037,2647,4715,291
5/12/2021,2432,2005,2049,2653,4720,293
5/13/2021,2451,2013,2058,2661,4729,296
5/14/2021,2468,2020,2061,2670,4732,323
5/15/2021,2471,2023,2064,2670,4734,327
5/16/2021,2474,2023,2064,2671,4734,329
5/17/2021,2479,2033,2074,2677,4741,334
5/18/2021,2483,2039,2076,2681,4742,344
5/19/2021,2495,2042,2086,2690,4746,348
5/2/2021,2368,1960,2005,2601,4680,268
5/20/2021,2501,2051,2093,2693,4753,353
5/21/2021,2510,2059,2097,2697,4760,367
5/22/2021,2518,2059,2099,2702,4761,384
5/23/2021,2519,2060,2099,2703,4762,384
5/24/2021,2528,2064,2104,2711,4762,395
5/25/2021,2535,2073,2109,2714,4769,404
5/26/2021,2547,2075,2113,2716,4770,408
5/27/2021,2563,2083,2119,2725,4773,415
5/28/2021,2573,2087,2124,2732,4773,424
5/29/2021,2576,2088,2125,2732,4773,424
5/3/2021,2371,1962,2009,2607,4684,269
5/30/2021,2576,2088,2125,2732,4773,424
5/31/2021,2578,2089,2125,2732,4773,427
5/4/2021,2383,1971,2017,2613,4694,269
5/5/2021,2392,1979,2022,2620,4700,274
5/6/2021,2401,1991,2025,2630,4704,285
5/7/2021,2405,1992,2028,2636,4706,289
5/8/2021,2410,1998,2032,2638,4706,290
5/9/2021,2410,1998,2033,2638,4706,290
6/1/2021,2587,2101,2129,2739,4777,437
6/10/2021,2643,2142,2165,2780,4815,490
6/11/2021,2647,2144,2166,2782,4815,495
6/12/2021,2648,2145,2167,2785,4816,497
6/13/2021,2649,2145,2167,2785,4816,497
6/14/2021,2658,2150,2174,2790,4818,511
6/15/2021,2662,2154,2179,2792,4820,525
6/16/2021,2667,2155,2182,2793,4821,529
6/17/2021,2672,2158,2183,2795,4823,544
6/18/2021,2689,2162,2189,2798,4829,549
6/19/2021,2692,2162,2190,2799,4831,554
6/2/2021,2592,2107,2133,2745,4783,441
6/20/2021,2692,2162,2190,2803,4831,555
6/21/2021,2695,2165,2194,2807,4836,562
6/22/2021,2697,2171,2195,2812,4837,569
6/23/2021,2699,2173,2196,2815,4839,575
6/24/2021,2704,2178,2198,2817,4839,579
6/25/2021,2710,2181,2201,2820,4845,594
6/26/2021,2713,2181,2204,2822,4846,594
6/27/2021,2713,2181,2204,2823,4846,594
6/28/2021,2719,2188,2208,2827,4847,604
6/29/2021,2729,2192,2210,2829,4848,612
6/3/2021,2601,2111,2135,2749,4788,443
6/30/2021,2741,2197,2217,2834,4849,627
6/4/2021,2613,2117,2143,2756,4790,451
6/5/2021,2615,2120,2144,2758,4793,453
6/6/2021,2619,2120,2144,2760,4793,453
6/7/2021,2622,2120,2146,2762,4796,465
6/8/2021,2625,2123,2155,2765,4799,478
6/9/2021,2630,2129,2158,2766,4803,481
7/1/2021,2747,2200,2220,2835,4852,637
7/10/2021,2787,2224,2237,2855,4872,694
7/11/2021,2788,2224,2238,2855,4872,694
7/12/2021,2797,2226,2240,2857,4873,702
7/13/2021,2803,2228,2243,2857,4875,714
7/14/2021,2816,2238,2243,2859,4880,723
7/15/2021,2824,2246,2246,2866,4883,731
7/16/2021,2829,2249,2251,2869,4888,736
7/17/2021,2833,2250,2252,2869,4888,741
7/18/2021,2836,2250,2252,2870,4888,743
7/19/2021,2847,2258,2255,2873,4891,764
7/2/2021,2749,2203,2224,2838,4854,643
7/20/2021,2860,2262,2258,2874,4895,788
7/21/2021,2865,2273,2267,2881,4900,809
7/22/2021,2881,2290,2276,2889,4906,834
7/23/2021,2897,2298,2289,2902,4912,870
7/24/2021,2908,2300,2296,2906,4914,880
7/25/2021,2908,2300,2296,2907,4916,882
7/26/2021,2935,2312,2307,2913,4922,915
7/27/2021,2960,2321,2317,2917,4927,939
7/28/2021,2965,2333,2323,2931,4934,955
7/29/2021,2986,2347,2333,2939,4939,974
7/3/2021,2757,2205,2225,2839,4857,646
7/30/2021,3001,2357,2339,2944,4941,995
7/31/2021,3006,2360,2339,2947,4941,1008
7/4/2021,2757,2205,2225,2839,4857,646
7/5/2021,2759,2208,2226,2840,4860,649
7/6/2021,2762,2213,2226,2843,4860,654
7/7/2021,2767,2214,2231,2848,4863,667
7/8/2021,2773,2218,2234,2852,4869,675
7/9/2021,2785,2222,2234,2854,4871,690
8/1/2021,3008,2361,2340,2948,4942,1010
8/10/2021,3122,2436,2410,2991,4970,1172
8/11/2021,3142,2448,2416,2994,4974,1177
8/12/2021,3165,2467,2428,3000,4984,1195
8/13/2021,3178,2481,2437,3006,4996,1245
8/14/2021,3182,2484,2439,3009,4996,1246
8/15/2021,3185,2484,2441,3009,4998,1246
8/16/2021,3200,2493,2449,3012,5009,1254
8/17/2021,3228,2508,2456,3019,5012,1267
8/18/2021,3258,2521,2463,3025,5019,1281
8/19/2021,3286,2540,2483,3037,5036,1307
8/2/2021,3018,2371,2344,2953,4946,1036
8/20/2021,3303,2561,2495,3045,5046,1348
8/21/2021,3318,2568,2502,3051,5049,1360
8/22/2021,3320,2570,2503,3053,5050,1361
8/23/2021,3336,2576,2515,3064,5055,1373
8/24/2021,3346,2581,2522,3068,5058,1378
8/25/2021,3358,2587,2528,3073,5064,1383
8/26/2021,3381,2606,2542,3082,5067,1409
8/27/2021,3396,2621,2548,3089,5074,1432
8/28/2021,3402,2624,2552,3091,5075,1437
8/29/2021,3405,2626,2554,3092,5075,1438
8/3/2021,3035,2372,2347,2956,4949,1044
8/30/2021,3425,2646,2558,3097,5077,1445
8/31/2021,3437,2651,2560,3097,5082,1447
8/4/2021,3062,2390,2362,2969,4957,1077
8/5/2021,3077,2404,2386,2979,4959,1090
8/6/2021,3097,2415,2397,2981,4963,1125
8/7/2021,3100,2417,2400,2986,4964,1132
8/8/2021,3103,2419,2403,2986,4966,1133
8/9/2021,3112,2432,2408,2988,4969,1158
9/1/2021,3454,2656,2567,3103,5085,1451
9/10/2021,3535,2703,2606,3134,5110,1552
9/11/2021,3545,2708,2607,3134,5111,1554
9/12/2021,3549,2709,2607,3134,5111,1559
9/13/2021,3562,2720,2614,3138,5116,1563
9/14/2021,3573,2728,2618,3140,5121,1573
9/15/2021,3582,2736,2624,3143,5123,1576
9/16/2021,3593,2744,2630,3146,5126,1585
9/17/2021,3608,2751,2638,3151,5130,1601
9/18/2021,3617,2756,2641,3155,5131,1602
9/19/2021,3618,2756,2641,3156,5131,1606
9/2/2021,3463,2663,2571,3107,5090,1471
9/20/2021,3627,2761,2644,3157,5133,1611
9/21/2021,3639,2765,2646,3158,5133,1615
9/22/2021,3654,2769,2654,3160,5137,1621
9/23/2021,3676,2781,2665,3166,5142,1628
9/24/2021,3689,2788,2671,3170,5147,1630
9/25/2021,3691,2789,2671,3170,5150,1630
9/26/2021,3691,2789,2671,3170,5150,1631
9/27/2021,3701,2793,2675,3171,5152,1632
9/28/2021,3707,2797,2676,3173,5153,1633
9/29/2021,3714,2806,2679,3174,5157,1637
9/3/2021,3471,2670,2575,3121,5098,1496
9/30/2021,3729,2809,2686,3176,5159,1645
9/4/2021,3477,2673,2576,3121,5098,1502
9/5/2021,3477,2674,2576,3121,5098,1503
9/6/2021,3478,2674,2576,3121,5098,1504
9/7/2021,3488,2681,2582,3122,5100,1511
9/8/2021,3496,2687,2589,3127,5101,1523
9/9/2021,3514,2697,2596,3131,5105,1538
