date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,227,280,297,354,932,6
1/10/2021,372,475,506,608,2240,31
1/11/2021,411,523,574,660,2482,34
1/12/2021,438,550,638,729,2734,35
1/13/2021,456,575,665,802,2935,36
1/14/2021,490,623,705,889,3162,44
1/15/2021,524,672,765,975,3430,45
1/16/2021,528,673,766,977,3438,45
1/17/2021,530,674,766,978,3440,45
1/18/2021,543,685,794,1006,3463,45
1/19/2021,574,712,837,1087,3620,46
1/2/2021,227,281,297,354,933,6
1/20/2021,603,756,898,1193,3782,52
1/21/2021,704,847,1013,1365,3998,66
1/22/2021,776,904,1067,1472,4128,79
1/23/2021,781,908,1070,1477,4253,113
1/24/2021,782,909,1070,1478,4265,115
1/25/2021,795,924,1097,1528,4383,116
1/26/2021,830,945,1128,1583,4525,118
1/27/2021,859,973,1170,1633,4697,131
1/28/2021,1012,1065,1284,1770,4918,180
1/29/2021,1095,1113,1360,1878,5160,235
1/3/2021,227,281,297,355,935,6
1/30/2021,1106,1133,1410,1907,5181,235
1/31/2021,1106,1134,1413,1908,5190,235
1/4/2021,243,301,316,387,1073,6
1/5/2021,285,336,357,424,1304,6
1/6/2021,296,360,378,455,1653,25
1/7/2021,334,430,466,554,2030,30
1/8/2021,371,474,505,603,2237,31
1/9/2021,372,475,505,608,2240,31
10/1/2021,5934,4531,5014,7206,14913,6375
10/10/2021,5975,4568,5040,7229,14950,6417
10/11/2021,5985,4575,5041,7237,14962,6430
10/12/2021,5995,4577,5044,7241,14967,6435
10/13/2021,6007,4579,5049,7245,14976,6448
10/14/2021,6020,4584,5053,7251,14986,6453
10/15/2021,6029,4592,5056,7258,14994,6463
10/16/2021,6033,4592,5057,7261,14997,6464
10/17/2021,6034,4592,5058,7261,14997,6464
10/18/2021,6044,4596,5059,7267,15007,6468
10/19/2021,6053,4602,5062,7276,15018,6476
10/2/2021,5936,4533,5016,7211,14921,6375
10/20/2021,6059,4604,5064,7283,15036,6487
10/21/2021,6065,4612,5067,7286,15049,6493
10/22/2021,6086,4621,5077,7291,15062,6503
10/23/2021,6088,4622,5078,7291,15067,6506
10/24/2021,6089,4623,5078,7293,15072,6508
10/25/2021,6098,4627,5083,7302,15091,6511
10/26/2021,6104,4634,5092,7306,15114,6518
10/27/2021,6116,4639,5098,7317,15130,6531
10/28/2021,6136,4656,5116,7337,15162,6537
10/29/2021,6151,4668,5124,7352,15181,6552
10/3/2021,5937,4533,5016,7211,14921,6375
10/30/2021,6156,4671,5126,7355,15185,6555
10/31/2021,6159,4671,5126,7355,15187,6555
10/4/2021,5944,4538,5018,7215,14927,6384
10/5/2021,5951,4542,5021,7219,14934,6392
10/6/2021,5957,4550,5027,7220,14941,6397
10/7/2021,5962,4554,5031,7224,14947,6406
10/8/2021,5969,4564,5039,7227,14950,6417
10/9/2021,5973,4566,5040,7229,14950,6417
11/1/2021,6167,4675,5133,7360,15196,6556
11/10/2021,6227,4713,5187,7417,15319,7494
11/11/2021,6234,4721,5189,7426,15328,7519
11/12/2021,6242,4725,5197,7431,15336,7665
11/13/2021,6247,4727,5198,7438,15341,7676
11/14/2021,6251,4728,5199,7441,15344,7681
11/15/2021,6270,4738,5207,7454,15362,7737
11/16/2021,6283,4741,5211,7460,15379,7773
11/17/2021,6302,4754,5227,7472,15387,7879
11/18/2021,6309,4756,5229,7475,15400,7899
11/19/2021,6323,4765,5243,7489,15410,7992
11/2/2021,6176,4681,5138,7367,15213,6559
11/20/2021,6334,4769,5247,7496,15418,8054
11/21/2021,6334,4769,5250,7498,15424,8056
11/22/2021,6344,4781,5263,7503,15434,8119
11/23/2021,6358,4786,5266,7509,15441,8144
11/24/2021,6365,4791,5271,7516,15447,8167
11/25/2021,6365,4791,5271,7516,15447,8167
11/26/2021,6372,4800,5277,7517,15453,8193
11/27/2021,6377,4800,5279,7520,15454,8203
11/28/2021,6382,4802,5279,7523,15457,8209
11/29/2021,6398,4811,5294,7533,15478,8240
11/3/2021,6181,4685,5146,7377,15230,6567
11/30/2021,6414,4827,5317,7542,15489,8282
11/4/2021,6193,4688,5154,7386,15250,6589
11/5/2021,6200,4691,5165,7392,15266,6649
11/6/2021,6204,4696,5174,7397,15287,6714
11/7/2021,6204,4701,5176,7398,15292,6727
11/8/2021,6212,4704,5182,7405,15303,6840
11/9/2021,6218,4709,5185,7411,15313,6936
12/1/2021,6418,4833,5321,7550,15497,8354
12/10/2020,1,,1,2,1,1
12/10/2021,6510,4877,5375,7616,15571,8565
12/11/2020,1,,1,2,1,1
12/11/2021,6515,4882,5377,7624,15576,8597
12/12/2020,1,,1,2,1,1
12/12/2021,6519,4882,5380,7624,15581,8606
12/13/2020,1,,1,2,1,1
12/13/2021,6538,4898,5390,7629,15594,8625
12/14/2020,1,,1,3,1,1
12/14/2021,6548,4908,5400,7642,15605,8689
12/15/2020,2,1,3,3,1,1
12/15/2021,6553,4910,5406,7647,15614,8718
12/16/2020,9,5,12,9,2,1
12/16/2021,6562,4913,5413,7655,15620,8729
12/17/2020,17,24,35,27,9,1
12/17/2021,6568,4918,5419,7662,15624,8743
12/18/2020,27,41,49,42,24,1
12/18/2021,6571,4921,5423,7666,15630,8753
12/19/2020,28,41,49,43,24,1
12/19/2021,6574,4925,5425,7668,15634,8755
12/2/2020,,,,,,1
12/2/2021,6426,4839,5330,7560,15505,8373
12/20/2020,28,41,49,45,24,1
12/20/2021,6587,4930,5431,7675,15644,8780
12/21/2020,29,41,49,47,28,2
12/21/2021,6597,4934,5436,7681,15651,8808
12/22/2020,32,52,66,57,66,2
12/22/2021,6608,4941,5443,7689,15660,8872
12/23/2020,62,82,91,89,116,2
12/23/2021,6612,4949,5449,7699,15667,8891
12/24/2020,75,100,105,105,162,2
12/24/2021,6617,4951,5450,7702,15669,8891
12/25/2020,77,101,106,105,162,2
12/25/2021,6617,4951,5450,7702,15669,8891
12/26/2020,77,101,107,106,162,2
12/26/2021,6618,4953,5453,7703,15672,8891
12/27/2020,78,101,107,106,162,2
12/27/2021,6638,4961,5457,7715,15679,8942
12/28/2020,115,153,165,182,280,2
12/28/2021,6645,4966,5461,7720,15687,8980
12/29/2020,136,198,221,244,470,3
12/29/2021,6649,4969,5463,7723,15689,8986
12/3/2020,,,,,,1
12/3/2021,6442,4846,5335,7573,15515,8443
12/30/2020,178,239,264,298,661,4
12/31/2020,223,277,297,350,850,6
12/4/2020,,,,1,,1
12/4/2021,6458,4851,5344,7581,15539,8484
12/5/2020,,,,1,,1
12/5/2021,6461,4855,5347,7582,15541,8487
12/6/2020,,,1,1,,1
12/6/2021,6471,4860,5353,7590,15547,8499
12/7/2020,1,,1,1,,1
12/7/2021,6480,4863,5357,7595,15548,8513
12/8/2020,1,,1,1,,1
12/8/2021,6487,4868,5365,7603,15553,8528
12/9/2020,1,,1,1,,1
12/9/2021,6496,4872,5369,7609,15563,8547
2/1/2021,1134,1165,1453,1999,5459,248
2/10/2021,1375,1432,1871,2679,7187,443
2/11/2021,1498,1520,1948,2781,7452,482
2/12/2021,1562,1570,1996,2856,7705,497
2/13/2021,1771,1674,2089,2934,7813,528
2/14/2021,1774,1675,2091,2941,7843,530
2/15/2021,1781,1681,2097,2956,7933,531
2/16/2021,1809,1704,2129,2992,8218,553
2/17/2021,1859,1747,2179,3040,8460,636
2/18/2021,1897,1775,2214,3098,8666,655
2/19/2021,1947,1804,2250,3147,8750,670
2/2/2021,1152,1184,1483,2033,5702,255
2/20/2021,1982,1822,2264,3162,8771,690
2/21/2021,1987,1823,2266,3163,8783,693
2/22/2021,2041,1863,2307,3199,8840,704
2/23/2021,2112,1904,2341,3266,8969,738
2/24/2021,2150,1925,2361,3310,9097,747
2/25/2021,2197,1975,2412,3386,9387,877
2/26/2021,2257,2017,2461,3419,9508,959
2/27/2021,2272,2027,2469,3435,9548,961
2/28/2021,2275,2027,2473,3439,9554,963
2/3/2021,1177,1213,1519,2100,6016,258
2/4/2021,1196,1242,1566,2157,6236,278
2/5/2021,1211,1260,1598,2284,6398,285
2/6/2021,1271,1327,1750,2538,6514,384
2/7/2021,1271,1327,1751,2538,6522,385
2/8/2021,1302,1369,1791,2563,6721,398
2/9/2021,1312,1392,1819,2614,6931,409
3/1/2021,2316,2049,2497,3467,9648,972
3/10/2021,2568,2208,2713,3975,10618,1128
3/11/2021,2602,2241,2734,4094,10816,1135
3/12/2021,2632,2252,2751,4168,10919,1139
3/13/2021,2642,2254,2760,4187,10953,1142
3/14/2021,2642,2255,2761,4195,10968,1143
3/15/2021,2668,2279,2813,4351,11135,1154
