Category,value
tests,526095
Yuma,10571
Yavapai,13551
Santa Cruz,2026
Pinal,33617
Pima,53098
Navajo,4410
Mohave,11390
Maricopa,365454
La Paz,1585
Greenlee,205
Graham,1114
Gila,5841
Coconino,6632
Cochise,5834
Apache,1218
Unknown,452
65 years and older,123297
55 - 64 years,99420
45 - 54 years,92821
20 - 44 years,183865
Less than 20 years,26240
positive,0.1879318374057917
