date,Gila_cume,Gila
1/1/2021,182,
1/11/2021,299,117
1/12/2021,300,1
1/13/2021,390,90
1/14/2021,457,67
1/15/2021,587,130
1/16/2021,728,141
1/17/2021,753,25
1/18/2021,759,6
1/19/2021,1072,313
1/2/2021,1314,242
1/20/2021,1566,252
1/21/2021,1800,234
1/22/2021,1803,3
1/23/2021,2005,202
1/24/2021,2006,1
1/25/2021,2237,231
1/26/2021,2574,337
1/27/2021,2843,269
1/28/2021,3458,615
1/29/2021,3982,524
1/3/2021,4012,30
1/30/2021,4281,269
1/31/2021,4464,183
1/4/2021,4669,205
1/5/2021,5040,371
1/6/2021,5664,624
1/7/2021,5668,4
1/8/2021,5669,1
1/9/2021,5782,113
12/17/2020,6184,402
12/18/2020,6621,437
12/20/2020,7139,518
12/21/2020,7311,172
12/22/2020,7465,154
12/23/2020,7466,1
12/24/2020,7756,290
12/26/2020,7947,191
12/27/2020,8404,457
12/28/2020,9088,684
12/29/2020,9588,500
12/30/2020,9955,367
12/31/2020,9966,11
2/1/2021,10409,443
2/10/2021,11087,678
2/11/2021,11780,693
2/12/2021,12756,976
2/13/2021,13610,854
2/14/2021,14170,560
2/15/2021,14182,12
2/16/2021,14587,405
2/17/2021,15171,584
2/18/2021,15620,449
2/19/2021,16014,394
2/2/2021,16704,690
2/20/2021,17782,1078
2/22/2021,18354,572
2/23/2021,18500,146
2/24/2021,18965,465
2/25/2021,19376,411
2/26/2021,19914,538
2/27/2021,20330,416
2/28/2021,20686,356
2/3/2021,20836,150
2/4/2021,21160,324
2/5/2021,21436,276
2/6/2021,21956,520
2/7/2021,22409,453
2/8/2021,24229,1820
2/9/2021,25127,898
3/1/2021,25421,294
3/10/2021,25810,389
3/11/2021,26197,387
3/12/2021,26931,734
3/13/2021,27246,315
3/14/2021,27781,535
3/15/2021,27806,25
3/16/2021,28077,271
3/17/2021,28651,574
3/18/2021,29074,423
3/19/2021,30492,1418
3/2/2021,30994,502
3/20/2021,32398,1404
3/22/2021,32923,525
3/23/2021,33105,182
3/24/2021,33559,454
3/25/2021,33771,212
3/26/2021,34150,379
3/27/2021,34452,302
3/28/2021,34789,337
3/29/2021,34982,193
3/3/2021,35226,244
3/30/2021,35391,165
3/31/2021,35733,342
3/4/2021,35938,205
3/5/2021,37734,1796
3/6/2021,38548,814
3/7/2021,38831,283
3/8/2021,38990,159
3/9/2021,39136,146
4/1/2021,39847,711
4/10/2021,40105,258
4/11/2021,40152,47
4/12/2021,40162,10
4/13/2021,40373,211
4/14/2021,40890,517
4/15/2021,41082,192
4/16/2021,41576,494
4/17/2021,41869,293
4/18/2021,42440,571
4/19/2021,42456,16
4/2/2021,42613,157
4/20/2021,42741,128
4/21/2021,42797,56
4/22/2021,43050,253
4/23/2021,43209,159
4/24/2021,43593,384
4/25/2021,43594,1
4/26/2021,43727,133
4/27/2021,43854,127
4/28/2021,43929,75
4/29/2021,44200,271
4/3/2021,44328,128
4/30/2021,44368,40
4/4/2021,44377,9
4/5/2021,44516,139
4/6/2021,44640,124
4/7/2021,44798,158
4/8/2021,44945,147
4/9/2021,45017,72
5/1/2021,45039,22
5/10/2021,45046,7
5/11/2021,45168,122
5/12/2021,45318,150
5/13/2021,45410,92
5/14/2021,45496,86
5/15/2021,45549,53
5/16/2021,45557,8
5/17/2021,45563,6
5/18/2021,45647,84
5/19/2021,45719,72
5/2/2021,45790,71
5/20/2021,45898,108
5/21/2021,46055,157
5/22/2021,46082,27
5/23/2021,46092,10
5/24/2021,46219,127
5/25/2021,46471,252
5/26/2021,46670,199
5/27/2021,46832,162
5/28/2021,46893,61
5/29/2021,46928,35
5/3/2021,46941,13
5/30/2021,47042,101
5/31/2021,47128,86
5/4/2021,47214,86
5/5/2021,47265,51
5/6/2021,47356,91
5/7/2021,47364,8
5/8/2021,47371,7
5/9/2021,47382,11
6/1/2021,47448,66
6/10/2021,47507,59
6/11/2021,47562,55
6/12/2021,47626,64
6/13/2021,47642,16
6/14/2021,47658,16
6/15/2021,47752,94
6/16/2021,47806,54
6/17/2021,47882,76
6/18/2021,47923,41
6/19/2021,47974,51
6/2/2021,47991,17
6/20/2021,47999,8
6/21/2021,48077,78
6/22/2021,48141,64
6/23/2021,48201,60
6/24/2021,48273,72
6/25/2021,48323,50
6/26/2021,48350,27
6/27/2021,48366,16
6/28/2021,48425,59
6/29/2021,48542,117
6/3/2021,48598,56
6/30/2021,48637,39
6/4/2021,48696,59
6/5/2021,48712,16
6/6/2021,48717,5
6/7/2021,48746,29
6/8/2021,48807,61
6/9/2021,48899,92
7/1/2021,48954,55
7/10/2021,48989,35
7/11/2021,49007,18
7/12/2021,49036,29
7/13/2021,49110,74
7/14/2021,49148,38
7/15/2021,49199,51
7/16/2021,49262,63
7/17/2021,49282,20
7/18/2021,49294,12
7/19/2021,49348,54
7/2/2021,49406,58
7/20/2021,49471,65
7/21/2021,49536,65
7/22/2021,49603,67
7/23/2021,49618,15
7/24/2021,49626,8
7/25/2021,49686,60
7/26/2021,49759,73
7/27/2021,49854,95
7/28/2021,49925,71
7/29/2021,49999,74
7/3/2021,50022,23
7/30/2021,50031,9
7/31/2021,50130,99
7/5/2021,50252,122
7/6/2021,50337,85
7/7/2021,50436,99
7/8/2021,50550,114
7/9/2021,50577,27
8/1/2021,50583,6
8/10/2021,50662,79
8/11/2021,50743,81
8/12/2021,50842,99
8/13/2021,50914,72
8/14/2021,51042,128
8/15/2021,51067,25
8/16/2021,51076,9
8/17/2021,51168,92
8/2/2021,51263,95
8/3/2021,51353,90
8/4/2021,51485,132
8/5/2021,51661,176
8/6/2021,51697,36
8/7/2021,51715,18
8/8/2021,51802,87
8/9/2021,51834,32
