date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,10,4
1/16/2021,154,144
1/17/2021,294,140
1/18/2021,508,214
1/19/2021,556,48
1/2/2021,558,2
1/20/2021,561,3
1/21/2021,598,37
1/22/2021,933,335
1/23/2021,1321,388
1/24/2021,1443,122
1/25/2021,1542,99
1/26/2021,1634,92
1/27/2021,1858,224
1/28/2021,2210,352
1/29/2021,2621,411
1/3/2021,2836,215
1/30/2021,2949,113
1/31/2021,3015,66
1/4/2021,3022,7
1/5/2021,3374,352
1/6/2021,3743,369
1/7/2021,4255,512
1/8/2021,4836,581
1/9/2021,5474,638
12/1/2020,5554,80
12/10/2020,5560,6
12/12/2020,5890,330
12/13/2020,6458,568
12/15/2020,6971,513
12/16/2020,7617,646
12/17/2020,8798,1181
12/18/2020,8901,103
12/19/2020,8903,2
12/2/2020,9082,179
12/20/2020,9492,410
12/21/2020,11042,1550
12/22/2020,11928,886
12/23/2020,12831,903
12/24/2020,13233,402
12/25/2020,13252,19
12/26/2020,13812,560
12/27/2020,14324,512
12/28/2020,15645,1321
12/29/2020,16884,1239
12/30/2020,17810,926
12/31/2020,18145,335
12/4/2020,18176,31
2/1/2021,19064,888
2/10/2021,19939,875
2/11/2021,21617,1678
2/12/2021,23688,2071
2/13/2021,25927,2239
2/14/2021,27508,1581
2/15/2021,27549,41
2/16/2021,28442,893
2/17/2021,29359,917
2/18/2021,31976,2617
2/19/2021,33605,1629
2/2/2021,36357,2752
2/20/2021,37869,1512
2/21/2021,37901,32
2/22/2021,39113,1212
2/23/2021,40740,1627
2/24/2021,43552,2812
2/25/2021,44691,1139
2/26/2021,46041,1350
2/27/2021,47097,1056
2/28/2021,47112,15
2/3/2021,47511,399
2/4/2021,48056,545
2/5/2021,50032,1976
2/6/2021,51716,1684
2/7/2021,53446,1730
2/8/2021,55118,1672
2/9/2021,55212,94
3/1/2021,56820,1608
3/10/2021,58633,1813
3/11/2021,60403,1770
3/12/2021,62607,2204
3/13/2021,64370,1763
3/14/2021,65223,853
3/15/2021,65320,97
3/16/2021,66287,967
3/17/2021,67206,919
3/18/2021,70080,2874
3/19/2021,72021,1941
3/2/2021,74607,2586
3/20/2021,75756,1149
3/21/2021,75814,58
3/22/2021,77156,1342
3/23/2021,79077,1921
3/24/2021,80870,1793
3/25/2021,82370,1500
3/26/2021,84005,1635
3/27/2021,85049,1044
3/28/2021,85130,81
3/29/2021,85874,744
3/3/2021,87752,1878
3/30/2021,89504,1752
3/31/2021,91484,1980
3/4/2021,93700,2216
3/5/2021,94262,562
3/6/2021,94413,151
3/7/2021,96232,1819
3/8/2021,98081,1849
3/9/2021,99928,1847
4/1/2021,101349,1421
4/10/2021,102880,1531
4/11/2021,103446,566
4/12/2021,103545,99
4/13/2021,104420,875
4/14/2021,105759,1339
4/15/2021,106822,1063
4/16/2021,108100,1278
4/17/2021,109378,1278
4/18/2021,109976,598
4/19/2021,110078,102
4/2/2021,110620,542
4/20/2021,111652,1032
4/21/2021,112552,900
4/22/2021,113478,926
4/23/2021,114637,1159
4/24/2021,114988,351
4/25/2021,115091,103
4/26/2021,116112,1021
4/27/2021,117122,1010
4/28/2021,117942,820
4/29/2021,118996,1054
4/3/2021,120138,1142
4/30/2021,120443,305
4/4/2021,120591,148
4/5/2021,121170,579
4/6/2021,122195,1025
4/7/2021,122971,776
4/8/2021,123743,772
4/9/2021,124507,764
5/1/2021,124905,398
5/10/2021,124964,59
5/11/2021,125433,469
5/12/2021,125962,529
5/13/2021,126486,524
5/14/2021,126904,418
5/15/2021,127449,545
5/16/2021,127670,221
5/17/2021,127751,81
5/18/2021,128104,353
5/19/2021,128368,264
5/2/2021,128751,383
5/20/2021,129361,610
5/21/2021,130087,726
5/22/2021,130400,313
5/23/2021,130505,105
5/24/2021,130965,460
5/25/2021,131280,315
5/26/2021,131748,468
5/27/2021,132088,340
5/28/2021,132563,475
5/29/2021,132866,303
5/3/2021,132959,93
5/30/2021,133236,277
5/31/2021,133480,244
5/4/2021,133914,434
5/5/2021,134165,251
5/6/2021,134515,350
5/7/2021,134631,116
