date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,946,865,630,479,216,7
1/10/2021,1292,1202,920,708,490,12
1/11/2021,1353,1289,983,747,830,12
1/12/2021,1416,1356,1059,801,1151,14
1/13/2021,1503,1430,1134,863,1486,14
1/14/2021,1522,1447,1163,886,1574,14
1/15/2021,1551,1463,1183,913,1663,14
1/16/2021,1555,1465,1186,914,1668,14
1/17/2021,1557,1468,1187,915,1672,14
1/18/2021,1566,1474,1196,919,1689,14
1/19/2021,1610,1501,1225,949,1801,19
1/2/2021,948,866,630,481,217,7
1/20/2021,1625,1508,1233,959,1831,20
1/21/2021,1747,1700,1404,1057,2352,23
1/22/2021,1856,1793,1486,1138,3013,24
1/23/2021,1885,1833,1511,1169,3047,25
1/24/2021,1886,1835,1514,1172,3057,25
1/25/2021,1922,1906,1577,1221,3214,25
1/26/2021,2056,2047,1715,1357,3368,33
1/27/2021,2198,2199,1833,1454,3568,34
1/28/2021,2355,2351,2023,1672,4262,35
1/29/2021,2514,2482,2189,1813,5344,39
1/3/2021,950,866,630,481,217,7
1/30/2021,2554,2513,2227,1889,6202,39
1/31/2021,2555,2514,2227,1890,6218,39
1/4/2021,1005,921,671,514,253,8
1/5/2021,1092,1016,736,559,288,8
1/6/2021,1207,1131,830,623,358,12
1/7/2021,1253,1169,890,660,389,12
1/8/2021,1285,1198,916,701,480,12
1/9/2021,1287,1199,920,705,485,12
12/1/2020,1,1,1,,2,
12/10/2020,1,2,3,,3,
12/11/2020,1,2,3,,3,
12/12/2020,1,2,5,,3,
12/13/2020,1,2,5,,3,
12/14/2020,1,2,5,,3,
12/15/2020,1,2,5,,3,
12/16/2020,3,3,6,1,4,
12/17/2020,9,7,10,5,6,
12/18/2020,9,7,11,5,6,
12/19/2020,9,7,11,5,8,
12/2/2020,1,1,1,,2,
12/20/2020,9,9,11,6,8,
12/21/2020,75,45,49,23,23,
12/22/2020,255,244,169,136,54,1
12/23/2020,446,459,327,253,93,4
12/24/2020,509,513,383,293,100,4
12/25/2020,509,513,383,293,100,4
12/26/2020,533,548,399,311,106,4
12/27/2020,533,548,399,311,107,4
12/28/2020,676,661,475,361,133,6
12/29/2020,775,751,532,409,165,7
12/3/2020,1,1,2,,2,
12/30/2020,913,849,613,462,199,7
12/31/2020,945,864,627,476,207,7
12/4/2020,1,1,3,,2,
12/5/2020,1,1,3,,2,
12/6/2020,1,1,3,,2,
12/7/2020,1,1,3,,2,
12/8/2020,1,1,3,,3,
12/9/2020,1,1,3,,3,
2/1/2021,2594,2540,2247,1915,6822,43
2/10/2021,2935,2843,2625,2359,9919,58
2/11/2021,3065,2957,2756,2514,10931,69
2/12/2021,3124,3004,2814,2570,12014,70
2/13/2021,3151,3027,2831,2605,12661,72
2/14/2021,3156,3031,2831,2606,12667,72
2/15/2021,3162,3035,2835,2613,12705,72
2/16/2021,3187,3039,2844,2617,12750,74
2/17/2021,3226,3076,2895,2674,12802,75
2/18/2021,3256,3098,2910,2693,12930,75
2/19/2021,3327,3169,2995,2788,13077,77
2/2/2021,2627,2573,2281,1973,7513,47
2/20/2021,3366,3191,3018,2823,13126,82
2/21/2021,3367,3192,3021,2823,13136,82
2/22/2021,3370,3195,3022,2825,13145,82
2/23/2021,3413,3247,3058,2879,13323,86
2/24/2021,3434,3281,3081,2923,14323,89
