date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-08-29 00:00:00,105,4,0.0380952380952381,1,0,0
2021-08-28 00:00:00,2951,358,0.1213148085394782,48,19,0.3958333333333333
2021-08-27 00:00:00,12152,1246,0.1025345622119816,818,432,0.528117359413203
2021-08-26 00:00:00,16627,1788,0.1075359355265532,990,565,0.5707070707070708
2021-08-25 00:00:00,18172,2033,0.1118754127228704,1125,631,0.560888888888889
2021-08-24 00:00:00,19252,1949,0.1012362351963432,1128,611,0.5416666666666666
2021-08-23 00:00:00,20689,2200,0.1063367006621876,1085,572,0.527188940092166
2021-08-22 00:00:00,9755,1171,0.120041004613019,250,133,0.532
2021-08-21 00:00:00,11435,1323,0.1156974202011369,396,190,0.4797979797979798
2021-08-20 00:00:00,18897,1997,0.1056781499708949,1020,564,0.5529411764705884
2021-08-19 00:00:00,19715,2063,0.1046411361907177,957,534,0.5579937304075236
2021-08-18 00:00:00,20236,2078,0.1026882783158727,930,497,0.5344086021505376
2021-08-17 00:00:00,20915,2144,0.1025101601721253,999,538,0.5385385385385386
2021-08-16 00:00:00,22199,2333,0.1050948240911753,951,511,0.53732912723449
2021-08-15 00:00:00,10359,1330,0.128390771309972,219,104,0.4748858447488584
2021-08-14 00:00:00,11007,1378,0.1251930589624784,340,182,0.5352941176470588
2021-08-13 00:00:00,16855,1929,0.1144467517057253,891,473,0.5308641975308642
2021-08-12 00:00:00,17206,1882,0.1093804486806928,852,445,0.5223004694835682
2021-08-11 00:00:00,17368,2035,0.117169507139567,928,499,0.5377155172413794
2021-08-10 00:00:00,17362,1955,0.11260223476558,861,444,0.5156794425087108
2021-08-09 00:00:00,17611,2140,0.1215149622395094,863,465,0.5388180764774044
2021-08-08 00:00:00,7745,1075,0.1387992253066495,195,107,0.5487179487179488
2021-08-07 00:00:00,8775,1204,0.1372079772079772,313,155,0.4952076677316294
2021-08-06 00:00:00,12620,1641,0.1300316957210777,824,372,0.4514563106796118
2021-08-05 00:00:00,13030,1721,0.13207981580967,681,308,0.4522760646108664
2021-08-04 00:00:00,12361,1695,0.1371248280883424,744,342,0.4596774193548388
2021-08-03 00:00:00,12851,1704,0.1325966850828729,767,316,0.4119947848761409
2021-08-02 00:00:00,12635,1864,0.1475267115156312,700,356,0.5085714285714286
2021-08-01 00:00:00,6500,1017,0.1564615384615385,171,71,0.4152046783625731
2021-07-31 00:00:00,6656,943,0.1416766826923077,248,132,0.532258064516129
2021-07-30 00:00:00,10022,1400,0.1396926761125524,651,290,0.445468509984639
2021-07-29 00:00:00,10018,1388,0.1385506089039729,643,301,0.4681181959564542
2021-07-28 00:00:00,9548,1381,0.1446376204440721,573,270,0.4712041884816754
2021-07-27 00:00:00,8922,1252,0.1403272808787268,548,253,0.4616788321167884
2021-07-26 00:00:00,8688,1176,0.1353591160220994,572,259,0.4527972027972028
2021-07-25 00:00:00,4416,712,0.161231884057971,120,58,0.4833333333333334
2021-07-24 00:00:00,4940,726,0.1469635627530364,138,64,0.463768115942029
2021-07-23 00:00:00,7322,942,0.1286533733952472,435,203,0.4666666666666668
2021-07-22 00:00:00,7524,976,0.1297182349813929,564,287,0.5088652482269505
2021-07-21 00:00:00,7658,958,0.1250979367981196,519,248,0.4778420038535646
2021-07-20 00:00:00,7439,925,0.1243446699825246,478,213,0.4456066945606695
2021-07-19 00:00:00,7829,944,0.1205773406565334,377,182,0.4827586206896552
2021-07-18 00:00:00,4053,598,0.1475450283740439,68,31,0.4558823529411766
2021-07-17 00:00:00,4332,567,0.1308864265927978,119,66,0.5546218487394958
2021-07-16 00:00:00,6325,742,0.1173122529644269,376,171,0.4547872340425532
2021-07-15 00:00:00,6350,708,0.111496062992126,459,229,0.4989106753812636
2021-07-14 00:00:00,6258,702,0.112176414189837,442,194,0.4389140271493213
2021-07-13 00:00:00,6632,725,0.1093184559710495,527,232,0.4402277039848198
2021-07-12 00:00:00,6806,726,0.1066705847781369,397,187,0.4710327455919396
2021-07-11 00:00:00,3339,438,0.1311769991015274,134,72,0.537313432835821
2021-07-10 00:00:00,3797,402,0.1058730576771135,102,48,0.4705882352941176
2021-07-09 00:00:00,5868,504,0.0858895705521472,441,234,0.5306122448979592
2021-07-08 00:00:00,5854,526,0.0898530919029723,442,199,0.4502262443438914
2021-07-07 00:00:00,6292,563,0.0894787031150668,403,221,0.5483870967741936
2021-07-06 00:00:00,6615,565,0.0854119425547997,367,156,0.4250681198910082
2021-07-05 00:00:00,4864,407,0.0836759868421053,249,142,0.570281124497992
2021-07-04 00:00:00,1565,119,0.076038338658147,24,13,0.5416666666666666
2021-07-03 00:00:00,3742,204,0.0545163014430786,388,311,0.8015463917525774
2021-07-02 00:00:00,5851,380,0.0649461630490515,529,306,0.5784499054820416
2021-07-01 00:00:00,5292,394,0.0744520030234316,701,418,0.5962910128388018
2021-06-30 00:00:00,5691,396,0.0695835529783869,800,525,0.65625
2021-06-29 00:00:00,6102,376,0.061619141265159,759,470,0.619235836627141
2021-06-28 00:00:00,6701,406,0.0605879719444859,472,258,0.5466101694915254
2021-06-27 00:00:00,3453,223,0.0645815233130611,188,126,0.6702127659574468
2021-06-26 00:00:00,3650,262,0.0717808219178082,327,239,0.7308868501529052
2021-06-25 00:00:00,5667,328,0.057878948297159,618,355,0.5744336569579288
2021-06-24 00:00:00,5432,334,0.0614874815905744,794,477,0.6007556675062974
2021-06-23 00:00:00,5824,315,0.0540865384615385,799,466,0.5832290362953694
2021-06-22 00:00:00,5953,345,0.0579539727868302,751,466,0.6205059920106526
2021-06-21 00:00:00,6426,366,0.0569561157796452,537,286,0.532588454376164
2021-06-20 00:00:00,3171,170,0.0536108483128351,140,91,0.65
2021-06-19 00:00:00,3559,195,0.0547906715369486,336,238,0.7083333333333334
2021-06-18 00:00:00,5376,277,0.0515252976190476,489,265,0.5419222903885482
2021-06-17 00:00:00,5717,306,0.0535245758264824,596,271,0.4546979865771812
2021-06-16 00:00:00,5992,309,0.0515687583444593,637,273,0.4285714285714286
2021-06-15 00:00:00,6009,288,0.0479281078382426,694,293,0.4221902017291067
2021-06-14 00:00:00,6512,312,0.0479115479115479,413,202,0.4891041162227604
2021-06-13 00:00:00,3393,165,0.0486295313881521,140,92,0.6571428571428573
2021-06-12 00:00:00,3533,165,0.046702519105576,259,126,0.4864864864864866
2021-06-11 00:00:00,5921,281,0.0474581996284411,526,278,0.5285171102661598
2021-06-10 00:00:00,5837,261,0.0447147507281138,737,450,0.610583446404342
2021-06-09 00:00:00,5985,326,0.0544695071010861,750,461,0.6146666666666668
2021-06-08 00:00:00,6335,302,0.0476716653512234,847,474,0.5596221959858324
2021-06-07 00:00:00,6917,318,0.0459736880150354,451,228,0.5055432372505544
2021-06-06 00:00:00,3914,194,0.0495656617271334,225,151,0.6711111111111112
2021-06-05 00:00:00,4305,191,0.0443670150987224,298,201,0.674496644295302
2021-06-04 00:00:00,6299,270,0.0428639466581997,522,302,0.578544061302682
2021-06-03 00:00:00,6392,279,0.043648310387985,699,412,0.5894134477825466
2021-06-02 00:00:00,7175,346,0.0482229965156794,682,383,0.56158357771261
2021-06-01 00:00:00,8143,327,0.0401571902247329,620,342,0.5516129032258066
2021-05-31 00:00:00,2731,145,0.0530941047235445,134,78,0.582089552238806
2021-05-30 00:00:00,4047,190,0.0469483568075117,138,80,0.5797101449275364
2021-05-29 00:00:00,4294,201,0.0468095016301816,254,181,0.7125984251968503
2021-05-28 00:00:00,6609,298,0.0450900287486761,573,312,0.5445026178010473
2021-05-27 00:00:00,7277,327,0.0449361000412258,741,316,0.426450742240216
2021-05-26 00:00:00,7393,321,0.043419450831868,752,436,0.5797872340425532
2021-05-25 00:00:00,7932,395,0.049798285426122,851,484,0.5687426556991776
2021-05-24 00:00:00,7976,390,0.0488966900702106,528,278,0.5265151515151516
2021-05-23 00:00:00,4088,239,0.0584637964774951,193,121,0.6269430051813472
2021-05-22 00:00:00,4355,217,0.0498277841561424,331,216,0.6525679758308158
2021-05-21 00:00:00,7276,342,0.0470038482682793,607,344,0.5667215815485996
2021-05-20 00:00:00,7344,362,0.0492919389978214,859,501,0.5832363213038418
2021-05-19 00:00:00,7421,384,0.0517450478372187,867,542,0.6251441753171858
2021-05-18 00:00:00,8244,377,0.0457302280446385,858,469,0.5466200466200466
2021-05-17 00:00:00,8898,459,0.0515846257585974,594,330,0.5555555555555556
2021-05-16 00:00:00,4242,264,0.0622347949080622,226,132,0.584070796460177
2021-05-15 00:00:00,3912,263,0.0672290388548057,343,223,0.6501457725947521
2021-05-14 00:00:00,7155,352,0.0491963661774983,615,334,0.543089430894309
2021-05-13 00:00:00,7816,401,0.0513050153531218,729,384,0.5267489711934158
2021-05-12 00:00:00,7963,410,0.0514881326133367,741,446,0.601889338731444
2021-05-11 00:00:00,9468,439,0.0463667089142374,843,460,0.545670225385528
2021-05-10 00:00:00,9932,487,0.0490334273056786,526,276,0.5247148288973384
2021-05-09 00:00:00,4021,273,0.0678935588162149,114,56,0.4912280701754386
2021-05-08 00:00:00,4621,297,0.0642718026401212,308,184,0.5974025974025974
2021-05-07 00:00:00,7941,434,0.0546530663644377,590,334,0.5661016949152542
2021-05-06 00:00:00,8049,480,0.0596347372344391,816,455,0.5575980392156864
2021-05-05 00:00:00,8514,479,0.0562602771905098,790,430,0.5443037974683544
2021-05-04 00:00:00,8945,516,0.0576858580212409,911,485,0.5323819978046104
2021-05-03 00:00:00,10203,486,0.0476330491032049,628,303,0.482484076433121
2021-05-02 00:00:00,4337,317,0.0730919990777035,230,136,0.591304347826087
2021-05-01 00:00:00,4757,331,0.0695816691191928,295,179,0.6067796610169492
2021-04-30 00:00:00,7954,487,0.0612270555695248,651,357,0.5483870967741936
2021-04-29 00:00:00,8270,439,0.0530834340991536,834,452,0.5419664268585132
2021-04-28 00:00:00,8653,525,0.0606725990985785,825,462,0.5600000000000002
2021-04-27 00:00:00,9391,514,0.0547332552443829,776,411,0.529639175257732
2021-04-26 00:00:00,10057,600,0.059659938351397,610,307,0.5032786885245902
2021-04-25 00:00:00,4136,306,0.0739845261121857,147,69,0.4693877551020408
2021-04-24 00:00:00,4513,319,0.0706846886771549,315,198,0.6285714285714286
2021-04-23 00:00:00,8132,471,0.0579193310378751,602,334,0.5548172757475084
2021-04-22 00:00:00,8221,525,0.0638608441795402,775,450,0.5806451612903226
2021-04-21 00:00:00,8858,505,0.05701061187627,788,381,0.483502538071066
2021-04-20 00:00:00,9896,538,0.0543654001616815,697,389,0.5581061692969872
2021-04-19 00:00:00,10824,570,0.0526607538802661,551,252,0.457350272232305
2021-04-18 00:00:00,4584,299,0.0652268760907504,183,106,0.5792349726775956
2021-04-17 00:00:00,4695,336,0.0715654952076677,300,178,0.5933333333333334
2021-04-16 00:00:00,8312,468,0.0563041385948027,576,297,0.515625
2021-04-15 00:00:00,8737,516,0.0590591736293922,714,378,0.5294117647058824
2021-04-14 00:00:00,9188,535,0.0582281236395298,894,465,0.5201342281879194
2021-04-13 00:00:00,9863,505,0.0512014600020278,814,472,0.57985257985258
2021-04-12 00:00:00,10726,549,0.0511840387842625,600,286,0.4766666666666668
2021-04-11 00:00:00,4083,303,0.0742101396032329,185,108,0.5837837837837838
2021-04-10 00:00:00,4919,328,0.0666802195568205,297,178,0.5993265993265994
2021-04-09 00:00:00,8523,437,0.0512730259298369,552,273,0.4945652173913044
2021-04-08 00:00:00,8457,461,0.0545110559299988,809,410,0.5067985166872684
2021-04-07 00:00:00,8788,428,0.0487027765134274,794,383,0.482367758186398
2021-04-06 00:00:00,9702,483,0.0497835497835498,767,356,0.4641460234680574
2021-04-05 00:00:00,10265,562,0.0547491475888943,644,308,0.4782608695652174
2021-04-04 00:00:00,3046,164,0.0538411030860144,100,38,0.38
2021-04-03 00:00:00,5348,320,0.0598354525056096,366,153,0.4180327868852459
2021-04-02 00:00:00,8596,402,0.0467659376454165,625,271,0.4336
2021-04-01 00:00:00,9019,447,0.049562035702406,862,445,0.5162412993039444
2021-03-31 00:00:00,9719,517,0.0531947731248071,959,469,0.489051094890511
2021-03-30 00:00:00,10950,528,0.0482191780821918,763,372,0.4875491480996068
2021-03-29 00:00:00,11148,523,0.0469142447075709,751,400,0.5326231691078562
2021-03-28 00:00:00,4852,278,0.0572959604286892,213,109,0.511737089201878
2021-03-27 00:00:00,5070,327,0.0644970414201184,365,206,0.5643835616438356
2021-03-26 00:00:00,9262,473,0.0510688836104513,781,382,0.4891165172855314
2021-03-25 00:00:00,9340,478,0.0511777301927195,883,432,0.4892412231030578
2021-03-24 00:00:00,9649,487,0.0504715514561094,898,442,0.492204899777283
2021-03-23 00:00:00,10488,464,0.0442410373760488,909,416,0.4576457645764578
2021-03-22 00:00:00,11488,532,0.0463091922005571,646,263,0.4071207430340557
2021-03-21 00:00:00,4917,273,0.0555216595485052,213,98,0.460093896713615
2021-03-20 00:00:00,5378,318,0.0591297880252882,346,150,0.4335260115606937
2021-03-19 00:00:00,9116,386,0.0423431329530496,715,304,0.4251748251748252
2021-03-18 00:00:00,8995,430,0.0478043357420789,738,363,0.491869918699187
2021-03-17 00:00:00,9285,420,0.0452342487883683,808,410,0.5074257425742574
2021-03-16 00:00:00,10283,478,0.0464844889623651,861,416,0.4831591173054588
2021-03-15 00:00:00,11074,547,0.0493949792306303,638,318,0.4984326018808778
2021-03-14 00:00:00,4864,256,0.0526315789473684,139,59,0.4244604316546763
2021-03-13 00:00:00,5279,321,0.0608069710172381,262,124,0.4732824427480916
2021-03-12 00:00:00,9792,451,0.0460580065359477,751,343,0.4567243675099868
2021-03-11 00:00:00,10684,475,0.0444590041183078,747,363,0.4859437751004016
2021-03-10 00:00:00,11222,500,0.04455533772946,935,403,0.4310160427807487
2021-03-09 00:00:00,11776,542,0.0460258152173913,765,350,0.457516339869281
2021-03-08 00:00:00,12660,639,0.0504739336492891,647,287,0.4435857805255023
2021-03-07 00:00:00,5493,369,0.0671764063353359,153,70,0.457516339869281
