date,Coconino_cume,Coconino
2020-12-01,1,
2020-12-02,2,1
2020-12-03,3,1
2020-12-12,4,1
2020-12-15,14,10
2020-12-16,146,132
2020-12-17,276,130
2020-12-18,480,204
2020-12-19,525,45
2020-12-20,531,6
2020-12-21,539,8
2020-12-22,597,58
2020-12-23,904,307
2020-12-24,1229,325
2020-12-25,1328,99
2020-12-26,1397,69
2020-12-27,1477,80
2020-12-28,1680,203
2020-12-29,2010,330
2020-12-30,2438,428
2020-12-31,2669,231
2021-01-01,2788,119
2021-01-02,2863,75
2021-01-03,2868,5
2021-01-04,3218,350
2021-01-05,3587,369
2021-01-06,4035,448
2021-01-07,4632,597
2021-01-08,5240,608
2021-01-09,5338,98
2021-01-10,5347,9
2021-01-11,5711,364
2021-01-12,6276,565
2021-01-13,6843,567
2021-01-14,7508,665
2021-01-15,8655,1147
2021-01-16,8827,172
2021-01-17,8864,37
2021-01-18,9196,332
2021-01-19,9794,598
2021-01-20,11351,1557
2021-01-21,12291,940
2021-01-22,13280,989
2021-01-23,13776,496
2021-01-24,13808,32
2021-01-25,14528,720
2021-01-26,15233,705
2021-01-27,16688,1455
2021-01-28,18133,1445
2021-01-29,19208,1075
2021-01-30,19578,370
2021-01-31,19623,45
2021-02-01,20775,1152
2021-02-02,21752,977
2021-02-03,23545,1793
2021-02-04,25708,2163
2021-02-05,27977,2269
2021-02-06,29691,1714
2021-02-07,29782,91
2021-02-08,30895,1113
2021-02-09,32001,1106
2021-02-10,34828,2827
2021-02-11,36549,1721
2021-02-12,39240,2691
2021-02-13,40855,1615
2021-02-14,40928,73
2021-02-15,42238,1310
2021-02-16,44067,1829
2021-02-17,46780,2713
2021-02-18,47950,1170
2021-02-19,49321,1371
2021-02-20,50331,1010
2021-02-21,50366,35
2021-02-22,50904,538
2021-02-23,51657,753
2021-02-24,53831,2174
2021-02-25,55723,1892
2021-02-26,57581,1858
2021-02-27,59310,1729
2021-02-28,59448,138
2021-03-01,61349,1901
2021-03-02,63172,1823
2021-03-03,65013,1841
2021-03-04,67208,2195
2021-03-05,69020,1812
2021-03-06,69981,961
2021-03-07,70097,116
2021-03-08,71256,1159
2021-03-09,72344,1088
2021-03-10,75261,2917
2021-03-11,77255,1994
2021-03-12,79816,2561
2021-03-13,81063,1247
2021-03-14,81167,104
2021-03-15,82504,1337
2021-03-16,84400,1896
2021-03-17,86115,1715
2021-03-18,87462,1347
2021-03-19,88888,1426
2021-03-20,89808,920
2021-03-21,89902,94
2021-03-22,90686,784
2021-03-23,92134,1448
2021-03-24,93711,1577
2021-03-25,95429,1718
2021-03-26,97401,1972
2021-03-27,97951,550
2021-03-28,98108,157
2021-03-29,99731,1623
2021-03-30,101331,1600
2021-03-31,102921,1590
2021-04-01,104230,1309
2021-04-02,105631,1401
2021-04-03,106155,524
2021-04-04,106253,98
2021-04-05,107106,853
2021-04-06,108304,1198
2021-04-07,109327,1023
2021-04-08,110571,1244
2021-04-09,111775,1204
2021-04-10,112343,568
2021-04-11,112457,114
2021-04-12,112986,529
2021-04-13,113864,878
2021-04-14,114800,936
2021-04-15,115705,905
2021-04-16,116785,1080
2021-04-17,117128,343
2021-04-18,117211,83
2021-04-19,118185,974
2021-04-20,119118,933
2021-04-21,120056,938
2021-04-22,121030,974
2021-04-23,122150,1120
2021-04-24,122512,362
2021-04-25,122687,175
2021-04-26,123281,594
2021-04-27,124109,828
2021-04-28,124938,829
2021-04-29,125727,789
2021-04-30,126502,775
2021-05-01,126914,412
2021-05-02,127011,97
2021-05-03,127463,452
2021-05-04,128040,577
2021-05-05,128652,612
2021-05-06,129087,435
2021-05-07,129713,626
2021-05-08,129927,214
2021-05-09,130014,87
2021-05-10,130490,476
2021-05-11,130801,311
2021-05-12,131278,477
2021-05-13,132076,798
2021-05-14,133171,1095
2021-05-15,133636,465
2021-05-16,133716,80
2021-05-17,134226,510
2021-05-18,134579,353
2021-05-19,135259,680
2021-05-20,135705,446
2021-05-21,136293,588
2021-05-22,136681,388
2021-05-23,136750,69
2021-05-24,136981,231
2021-05-25,137212,231
2021-05-26,137775,563
2021-05-27,138067,292
2021-05-28,138527,460
2021-05-29,138658,131
2021-05-30,138706,48
2021-05-31,138741,35
2021-06-01,138960,219
2021-06-02,139444,484
2021-06-03,139844,400
2021-06-04,140498,654
2021-06-05,140836,338
2021-06-06,140899,63
2021-06-07,141206,307
2021-06-08,141394,188
2021-06-09,142070,676
2021-06-10,142423,353
2021-06-11,142922,499
2021-06-12,143114,192
2021-06-13,143156,42
2021-06-14,143517,361
2021-06-15,143678,161
2021-06-16,144052,374
2021-06-17,144289,237
2021-06-18,144610,321
2021-06-19,144769,159
2021-06-20,144815,46
2021-06-21,144959,144
2021-06-22,145094,135
2021-06-23,145397,303
2021-06-24,145582,185
2021-06-25,145873,291
2021-06-26,145978,105
2021-06-27,146031,53
2021-06-28,146226,195
2021-06-29,146371,145
2021-06-30,146627,256
2021-07-01,146788,161
2021-07-02,147062,274
2021-07-03,147149,87
2021-07-04,147159,10
2021-07-05,147247,88
2021-07-06,147405,158
2021-07-07,147657,252
2021-07-08,147803,146
2021-07-09,148026,223
2021-07-10,148225,199
2021-07-11,148257,32
2021-07-12,148429,172
2021-07-13,148552,123
2021-07-14,148732,180
2021-07-15,148945,213
2021-07-16,149206,261
2021-07-17,149303,97
2021-07-18,149344,41
2021-07-19,149526,182
2021-07-20,149713,187
2021-07-21,149935,222
2021-07-22,150108,173
2021-07-23,150330,222
2021-07-24,150450,120
2021-07-25,150501,51
2021-07-26,150727,226
2021-07-27,150899,172
2021-07-28,151175,276
2021-07-29,151388,213
2021-07-30,151665,277
2021-07-31,151791,126
2021-08-01,151853,62
2021-08-02,152116,263
2021-08-03,152317,201
2021-08-04,152642,325
2021-08-05,152840,198
2021-08-06,153158,318
2021-08-07,153495,337
2021-08-08,153562,67
2021-08-09,153773,211
2021-08-10,153925,152
2021-08-11,154223,298
2021-08-12,154488,265
2021-08-13,154775,287
2021-08-14,154928,153
2021-08-15,155023,95
2021-08-16,155236,213
2021-08-17,155417,181
2021-08-18,155743,326
2021-08-19,156004,261
2021-08-20,156298,294
2021-08-21,156467,169
2021-08-22,156523,56
2021-08-23,156763,240
2021-08-24,156982,219
2021-08-25,157275,293
2021-08-26,157532,257
2021-08-27,157880,348
2021-08-28,158051,171
2021-08-29,158146,95
2021-08-30,158341,195
2021-08-31,158514,173
2021-09-01,158778,264
2021-09-02,158945,167
2021-09-03,159212,267
2021-09-04,159318,106
2021-09-05,159374,56
2021-09-06,159392,18
2021-09-07,159605,213
2021-09-08,159833,228
2021-09-09,160007,174
2021-09-10,160188,181
2021-09-11,160451,263
2021-09-12,160552,101
2021-09-13,160715,163
2021-09-14,160872,157
2021-09-15,161081,209
2021-09-16,161227,146
2021-09-17,161442,215
2021-09-18,161591,149
2021-09-19,161689,98
2021-09-20,161805,116
2021-09-21,161937,132
2021-09-22,162126,189
2021-09-23,162260,134
2021-09-24,162457,197
2021-09-25,162649,192
2021-09-26,162736,87
2021-09-27,162894,158
2021-09-28,163089,195
2021-09-29,163437,348
2021-09-30,163753,316
2021-10-01,164158,405
2021-10-02,164410,252
2021-10-03,164515,105
2021-10-04,164766,251
2021-10-05,165030,264
2021-10-06,165315,285
2021-10-07,165644,329
2021-10-08,165946,302
2021-10-09,166053,107
2021-10-10,166115,62
2021-10-11,166212,97
2021-10-12,166362,150
2021-10-13,166597,235
2021-10-14,166774,177
2021-10-15,167015,241
2021-10-16,167085,70
2021-10-17,167151,66
2021-10-18,167331,180
2021-10-19,167506,175
2021-10-20,167735,229
2021-10-21,167891,156
2021-10-22,168478,587
2021-10-23,168822,344
2021-10-24,169020,198
2021-10-25,169644,624
2021-10-26,170252,608
2021-10-27,171212,960
2021-10-28,171867,655
2021-10-29,172962,1095
2021-10-30,173464,502
2021-10-31,173671,207
2021-11-01,174226,555
2021-11-02,174731,505
2021-11-03,175533,802
2021-11-04,176155,622
2021-11-05,177230,1075
2021-11-06,178173,943
2021-11-07,178479,306
2021-11-08,179162,683
2021-11-09,179904,742
2021-11-10,180828,924
2021-11-11,181353,525
2021-11-12,182704,1351
2021-11-13,183236,532
2021-11-14,183531,295
2021-11-15,184216,685
2021-11-16,184978,762
2021-11-17,185821,843
2021-11-18,186504,683
2021-11-19,187765,1261
2021-11-20,188366,601
2021-11-21,188712,346
2021-11-22,189422,710
2021-11-23,190139,717
2021-11-24,190711,572
2021-11-26,191186,475
2021-11-27,191465,279
2021-11-28,191643,178
2021-11-29,192352,709
2021-11-30,193158,806
2021-12-01,194097,939
2021-12-02,194692,595
2021-12-03,195878,1186
2021-12-04,196701,823
2021-12-05,197114,413
2021-12-06,197680,566
2021-12-07,198195,515
2021-12-08,199093,898
2021-12-09,200147,1054
2021-12-10,201457,1310
2021-12-11,202068,611
2021-12-12,202406,338
2021-12-13,202998,592
2021-12-14,203529,531
2021-12-15,204045,516
2021-12-16,204696,651
2021-12-17,205845,1149
2021-12-18,206391,546
2021-12-19,206726,335
2021-12-20,207320,594
2021-12-21,207857,537
2021-12-22,208575,718
2021-12-23,209025,450
2021-12-24,209105,80
2021-12-26,209236,131
2021-12-27,209798,562
2021-12-28,210374,576
2021-12-29,210897,523
2021-12-30,211407,510
2021-12-31,211546,139
2022-01-01,211583,37
2022-01-02,211678,95
2022-01-03,212164,486
2022-01-04,212511,347
2022-01-05,213080,569
2022-01-06,213701,621
2022-01-07,214517,816
2022-01-08,215028,511
2022-01-09,215271,243
2022-01-10,215563,292
2022-01-11,215904,341
2022-01-12,216385,481
2022-01-13,216662,277
2022-01-14,217461,799
2022-01-15,217754,293
2022-01-16,217914,160
2022-01-17,218058,144
2022-01-18,218314,256
2022-01-19,218676,362
2022-01-20,219031,355
2022-01-21,219415,384
