date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20778,23185,21401,18671,13804,177
1/1/2022,932043,621585,633255,720302,1294141,561084
1/10/2021,34319,35507,33790,30659,31810,407
1/10/2022,943925,627408,638724,726008,1300050,579883
1/11/2021,36236,37340,35776,32372,36268,461
1/11/2022,945400,628150,639346,726647,1300790,582151
1/12/2021,39009,40060,38602,34957,44252,556
1/12/2022,946740,628831,639932,727315,1301450,584630
1/13/2021,41751,43014,41773,37743,53358,633
1/13/2022,948334,629571,640557,727974,1302130,587020
1/14/2021,44499,46089,45053,40817,63106,691
1/14/2022,949901,630358,641166,728580,1302634,590102
1/15/2021,47975,49358,48499,43995,72662,778
1/15/2022,950785,630814,641530,728910,1302809,592092
1/16/2021,49749,50930,50195,45619,78148,814
1/16/2022,951329,631062,641759,729118,1302979,592990
1/17/2021,50845,51944,51276,46715,81686,843
1/17/2022,952219,631486,642166,729560,1303378,594552
1/18/2021,52500,53475,53051,48500,89908,879
1/18/2022,953424,632034,642638,730023,1303883,596280
1/19/2021,54560,55362,55147,50750,100286,965
1/19/2022,954688,632635,643191,730560,1304374,598372
1/2/2021,22653,24907,22980,20099,14963,201
1/2/2022,932674,621918,633567,720634,1294447,561769
1/20/2021,57118,57929,58232,53986,112958,1072
1/20/2022,955812,633189,643656,731047,1304874,600198
1/21/2021,59926,60894,61765,57687,129237,1205
1/21/2022,956339,633446,643874,731232,1305045,601443
1/22/2021,64394,65069,66405,62655,145325,1332
1/23/2021,67639,67832,69490,65869,156031,1458
1/24/2021,69139,69223,71009,67556,163790,1504
1/25/2021,71518,71393,73625,70556,177757,1571
1/26/2021,74424,73925,76538,73814,195435,1662
1/27/2021,77555,76598,79535,77304,214727,1748
1/28/2021,80677,79258,82624,81073,236431,1863
1/29/2021,84546,82449,86044,84905,256881,2032
1/3/2021,23532,25649,23648,20656,15358,219
1/3/2022,934179,622592,634264,721434,1295363,563950
1/30/2021,87333,84589,88394,87381,268479,2189
1/31/2021,88241,85322,89262,88437,274614,2224
1/4/2021,25251,27305,25296,22188,17453,239
1/4/2022,935756,623334,634914,722180,1296289,566190
1/5/2021,27025,28991,26923,23793,19736,269
1/5/2022,937410,624112,635588,723007,1297222,568787
1/6/2021,29214,30943,28998,25888,22994,328
1/6/2022,939002,624847,636346,723773,1298057,571137
1/7/2021,31001,32617,30801,27742,26505,359
1/7/2022,940616,625711,637185,724585,1298775,574427
1/8/2021,32718,34218,32496,29451,29076,381
1/8/2022,941635,626247,637684,725030,1299086,576848
1/9/2021,33796,35065,33353,30248,31297,402
1/9/2022,942403,626670,638068,725320,1299330,577860
10/1/2021,825197,562979,581088,663684,1205395,364549
10/10/2021,835197,568244,585359,667182,1210970,369268
10/11/2021,836502,568989,585928,667706,1211865,369918
10/12/2021,837462,569473,586304,668020,1212413,370423
10/13/2021,838636,570080,586822,668444,1213127,370977
10/14/2021,839915,570719,587393,668926,1213894,371494
10/15/2021,841455,571482,588085,669459,1214564,372100
10/16/2021,842444,571926,588455,669770,1214868,373418
10/17/2021,843171,572225,588687,669943,1215068,373670
10/18/2021,844445,572929,589244,670426,1215838,374177
10/19/2021,845551,573545,589713,670910,1216515,374700
10/2/2021,826202,563466,581538,664031,1205857,365087
10/20/2021,846646,574113,590171,671385,1217232,375211
