date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,232,287,302,358,935,5
1/1/2022,6866,5066,5588,7851,16048,9179
1/10/2021,382,485,512,617,2255,29
1/10/2022,6949,5113,5630,7891,16090,9385
1/11/2021,421,533,581,668,2499,32
1/11/2022,6959,5117,5632,7894,16096,9426
1/12/2021,448,560,642,739,2752,33
1/12/2022,6968,5122,5639,7898,16103,9483
1/13/2021,467,586,669,812,2958,33
1/13/2022,6974,5128,5646,7899,16109,9521
1/14/2021,500,635,711,900,3197,41
1/14/2022,6983,5137,5655,7910,16119,9596
1/15/2021,536,682,774,986,3469,42
1/15/2022,6988,5140,5659,7914,16119,9605
1/16/2021,540,683,775,988,3478,42
1/16/2022,6989,5140,5660,7914,16120,9607
1/17/2021,542,684,775,990,3480,42
1/17/2022,6989,5145,5662,7915,16124,9610
1/18/2021,554,696,804,1018,3503,42
1/18/2022,6995,5147,5662,7915,16125,9640
1/19/2021,586,722,849,1097,3675,43
1/19/2022,7000,5149,5666,7916,16130,9689
1/2/2021,232,288,302,358,936,5
1/2/2022,6869,5067,5589,7851,16048,9180
1/20/2021,616,765,910,1201,3841,49
1/20/2022,7008,5152,5668,7924,16131,9713
1/21/2021,719,857,1027,1379,4062,63
1/21/2022,7020,5160,5671,7924,16137,9733
1/22/2021,791,915,1083,1487,4196,76
1/23/2021,798,920,1088,1492,4320,109
1/24/2021,799,921,1088,1493,4332,111
1/25/2021,813,938,1117,1544,4454,112
1/26/2021,848,958,1149,1597,4600,114
1/27/2021,881,988,1192,1648,4776,127
1/28/2021,1036,1079,1307,1786,5000,174
1/29/2021,1119,1126,1383,1894,5244,229
1/3/2021,232,288,302,359,938,5
1/3/2022,6886,5075,5595,7861,16061,9213
1/30/2021,1130,1146,1431,1925,5268,229
1/31/2021,1130,1147,1434,1928,5277,229
1/4/2021,247,309,321,391,1076,5
1/4/2022,6897,5082,5600,7863,16070,9251
1/5/2021,292,344,362,428,1314,5
1/5/2022,6916,5088,5608,7868,16074,9280
1/6/2021,304,368,383,459,1666,24
1/6/2022,6927,5091,5613,7872,16078,9302
1/7/2021,342,440,472,563,2047,29
1/7/2022,6932,5101,5619,7876,16081,9348
1/8/2021,381,484,511,612,2252,29
1/8/2022,6941,5108,5624,7885,16085,9355
1/9/2021,382,485,511,617,2255,29
1/9/2022,6945,5110,5626,7885,16086,9361
10/1/2021,6057,4598,5098,7283,15174,6387
10/10/2021,6115,4635,5127,7315,15229,6435
10/11/2021,6125,4642,5128,7324,15241,6448
10/12/2021,6139,4644,5131,7328,15248,6453
10/13/2021,6152,4646,5137,7333,15258,6466
10/14/2021,6163,4652,5141,7340,15268,6473
10/15/2021,6173,4661,5144,7347,15277,6485
10/16/2021,6177,4661,5145,7350,15280,6486
10/17/2021,6178,4661,5145,7352,15280,6486
10/18/2021,6189,4665,5146,7358,15292,6489
10/19/2021,6199,4671,5148,7367,15303,6497
10/2/2021,6060,4600,5100,7289,15182,6387
10/20/2021,6205,4673,5150,7374,15321,6506
10/21/2021,6213,4681,5153,7377,15334,6512
10/22/2021,6232,4690,5163,7382,15349,6522
10/23/2021,6235,4692,5164,7382,15355,6525
10/24/2021,6236,4693,5164,7384,15360,6527
10/25/2021,6246,4696,5169,7392,15378,6530
10/26/2021,6251,4704,5177,7396,15401,6537
10/27/2021,6264,4709,5183,7406,15421,6549
10/28/2021,6284,4726,5199,7424,15449,6555
10/29/2021,6299,4737,5208,7440,15470,6568
10/3/2021,6061,4600,5100,7289,15183,6387
10/30/2021,6305,4740,5210,7443,15476,6573
10/31/2021,6308,4740,5210,7443,15478,6573
10/4/2021,6069,4605,5102,7294,15195,6396
10/5/2021,6082,4609,5106,7300,15203,6404
10/6/2021,6091,4617,5111,7304,15211,6411
10/7/2021,6100,4621,5117,7310,15220,6423
10/8/2021,6109,4632,5126,7314,15229,6435
10/9/2021,6113,4633,5127,7315,15229,6435
11/1/2021,6319,4743,5220,7455,15489,6575
11/10/2021,6389,4788,5281,7518,15618,7516
11/11/2021,6396,4796,5283,7527,15627,7541
11/12/2021,6406,4805,5292,7532,15636,7687
11/13/2021,6411,4806,5293,7539,15641,7698
11/14/2021,6415,4807,5294,7542,15644,7703
11/15/2021,6434,4818,5302,7555,15662,7758
11/16/2021,6448,4824,5306,7563,15678,7798
11/17/2021,6467,4838,5324,7576,15686,7904
11/18/2021,6476,4840,5327,7581,15701,7926
11/19/2021,6492,4848,5341,7595,15712,8019
11/2/2021,6329,4752,5228,7462,15506,6578
11/20/2021,6502,4851,5345,7602,15722,8080
11/21/2021,6502,4851,5348,7604,15728,8082
11/22/2021,6513,4863,5361,7609,15742,8145
11/23/2021,6528,4870,5366,7615,15753,8176
11/24/2021,6536,4875,5371,7622,15759,8203
11/25/2021,6536,4875,5371,7622,15759,8203
11/26/2021,6544,4884,5377,7622,15766,8235
11/27/2021,6549,4884,5379,7625,15767,8245
11/28/2021,6554,4886,5379,7628,15770,8254
11/29/2021,6569,4894,5394,7637,15793,8285
11/3/2021,6334,4756,5237,7472,15527,6585
11/30/2021,6587,4910,5416,7650,15806,8330
11/4/2021,6346,4760,5245,7482,15547,6608
11/5/2021,6358,4763,5257,7491,15561,6671
11/6/2021,6362,4769,5268,7496,15581,6736
11/7/2021,6362,4775,5270,7497,15587,6751
11/8/2021,6371,4778,5275,7503,15598,6862
11/9/2021,6380,4784,5278,7511,15608,6958
12/1/2021,6593,4917,5424,7661,15816,8411
12/10/2020,1,,1,2,1,1
12/10/2021,6699,4968,5488,7735,15911,8651
12/11/2020,1,,1,2,1,1
12/11/2021,6704,4973,5490,7741,15916,8683
12/12/2020,1,,1,2,1,1
12/12/2021,6708,4973,5493,7741,15921,8692
12/13/2020,2,,1,2,1,1
12/13/2021,6728,4989,5502,7747,15935,8709
12/14/2020,2,,1,3,1,1
12/14/2021,6737,4998,5512,7758,15946,8776
12/15/2020,3,3,4,3,1,1
12/15/2021,6742,5001,5518,7763,15956,8806
12/16/2020,10,7,13,9,2,1
12/16/2021,6751,5004,5526,7771,15963,8818
12/17/2020,20,27,36,28,9,1
12/17/2021,6761,5010,5532,7779,15967,8840
12/18/2020,30,44,50,43,24,1
12/18/2021,6764,5013,5536,7783,15972,8850
12/19/2020,31,44,50,44,24,1
12/19/2021,6767,5017,5538,7785,15976,8852
12/2/2020,,,,,,1
12/2/2021,6601,4924,5432,7671,15825,8432
12/20/2020,31,44,50,46,25,1
12/20/2021,6780,5022,5544,7791,15986,8875
12/21/2020,33,44,51,48,29,1
12/21/2021,6791,5026,5549,7798,15993,8903
12/22/2020,37,55,68,58,67,1
12/22/2021,6802,5033,5555,7806,16002,8962
12/23/2020,67,85,93,91,117,1
12/23/2021,6808,5039,5562,7818,16009,8982
12/24/2020,80,103,107,107,163,1
12/24/2021,6812,5042,5563,7821,16011,8983
12/25/2020,82,104,108,107,163,1
12/25/2021,6812,5042,5563,7821,16011,8983
12/26/2020,82,104,109,108,163,1
12/26/2021,6813,5044,5566,7822,16014,8983
12/27/2020,83,104,109,108,163,1
12/27/2021,6832,5051,5570,7834,16021,9030
12/28/2020,120,156,166,184,281,1
12/28/2021,6839,5057,5574,7840,16029,9069
12/29/2020,142,201,222,246,472,2
12/29/2021,6844,5061,5576,7844,16034,9122
12/3/2020,,,,,,1
12/3/2021,6620,4931,5438,7685,15839,8505
12/30/2020,184,242,268,301,663,3
12/30/2021,6862,5065,5585,7845,16045,9169
12/31/2020,228,282,301,353,853,5
12/31/2021,6866,5066,5588,7850,16048,9176
12/4/2020,,,,1,,1
12/4/2021,6638,4937,5448,7693,15864,8548
12/5/2020,,,,1,,1
12/5/2021,6641,4940,5452,7694,15866,8551
12/6/2020,,,1,1,,1
12/6/2021,6654,4948,5460,7703,15875,8568
12/7/2020,1,,1,1,,1
12/7/2021,6667,4951,5466,7708,15879,8585
12/8/2020,1,,1,1,,1
12/8/2021,6676,4956,5476,7718,15886,8602
12/9/2020,1,,1,1,,1
12/9/2021,6686,4960,5482,7725,15897,8626
2/1/2021,1158,1178,1475,2019,5549,242
2/10/2021,1411,1450,1907,2708,7325,436
2/11/2021,1537,1537,1987,2811,7589,475
2/12/2021,1601,1592,2037,2888,7844,490
2/13/2021,1811,1698,2130,2966,7950,520
2/14/2021,1814,1699,2132,2973,7981,522
2/15/2021,1821,1705,2138,2988,8069,523
2/16/2021,1849,1728,2171,3023,8363,545
2/17/2021,1900,1772,2221,3071,8606,627
2/18/2021,1939,1801,2257,3130,8813,646
2/19/2021,1990,1830,2294,3183,8897,661
2/2/2021,1176,1197,1505,2054,5802,249
2/20/2021,2026,1848,2308,3199,8920,681
2/21/2021,2031,1849,2312,3200,8932,684
2/22/2021,2086,1890,2352,3236,8989,695
2/23/2021,2155,1935,2385,3304,9121,729
2/24/2021,2193,1958,2406,3348,9251,738
2/25/2021,2240,2011,2458,3424,9544,868
2/26/2021,2301,2053,2507,3457,9668,948
2/27/2021,2318,2065,2516,3475,9709,950
2/28/2021,2321,2065,2520,3479,9715,952
2/3/2021,1202,1224,1547,2119,6123,251
2/4/2021,1221,1253,1595,2178,6346,271
2/5/2021,1236,1273,1629,2304,6513,279
2/6/2021,1305,1343,1782,2560,6639,378
2/7/2021,1305,1343,1783,2560,6647,379
2/8/2021,1335,1384,1824,2587,6845,392
2/9/2021,1345,1407,1852,2638,7062,403
3/1/2021,2362,2087,2544,3507,9808,961
3/10/2021,2622,2245,2762,4022,10801,1119
3/11/2021,2656,2278,2785,4140,11002,1126
3/12/2021,2686,2289,2802,4214,11107,1130
3/13/2021,2696,2291,2811,4234,11142,1133
3/14/2021,2696,2292,2812,4242,11157,1134
3/15/2021,2723,2316,2864,4393,11327,1145
3/16/2021,2751,2334,2890,4434,11407,1151
3/17/2021,2793,2375,2936,4543,11523,1154
3/18/2021,2841,2407,2976,4682,11739,1179
3/19/2021,2867,2432,3003,4753,11829,1188
3/2/2021,2398,2109,2564,3553,9930,969
3/20/2021,2876,2439,3006,4762,11855,1193
3/21/2021,2878,2439,3010,4765,11872,1197
3/22/2021,2912,2468,3032,4815,11955,1202
3/23/2021,2953,2511,3089,4934,12169,1237
3/24/2021,3008,2570,3144,5033,12290,1269
3/25/2021,3051,2594,3185,5105,12401,1303
3/26/2021,3083,2623,3232,5165,12465,1341
3/27/2021,3123,2645,3250,5182,12480,1347
3/28/2021,3131,2647,3252,5188,12483,1349
3/29/2021,3176,2680,3293,5247,12570,1356
3/3/2021,2419,2128,2603,3620,10104,1012
3/30/2021,3223,2702,3318,5300,12630,1369
3/31/2021,3287,2749,3366,5367,12708,1396
