date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,168,157,203,249,286,3
1/1/2022,4797,3147,3334,4334,6333,8378
1/10/2021,234,237,325,424,896,10
1/10/2022,4850,3185,3367,4353,6352,8653
1/11/2021,246,252,340,451,1414,11
1/11/2022,4859,3192,3370,4355,6360,8676
1/12/2021,257,267,362,488,1691,11
1/12/2022,4870,3195,3377,4364,6364,8727
1/13/2021,268,291,400,540,1892,13
1/13/2022,4877,3196,3379,4369,6372,8749
1/14/2021,307,328,430,613,2254,16
1/14/2022,4888,3200,3384,4374,6375,8794
1/15/2021,328,348,463,656,2447,20
1/15/2022,4890,3200,3385,4375,6375,8805
1/16/2021,328,348,464,659,2461,20
1/16/2022,4892,3201,3387,4377,6376,8822
1/17/2021,328,348,465,659,2461,20
1/17/2022,4897,3202,3388,4377,6377,8827
1/18/2021,335,355,477,669,2487,20
1/18/2022,4908,3205,3391,4383,6379,8851
1/19/2021,354,375,496,709,2579,21
1/19/2022,4916,3210,3395,4388,6380,8891
1/2/2021,173,160,204,250,287,3
1/2/2022,4799,3148,3334,4334,6333,8386
1/20/2021,484,448,620,955,2726,60
1/20/2022,4921,3219,3398,4389,6386,8920
1/21/2021,599,546,750,1151,2909,111
1/21/2022,4921,3219,3398,4390,6386,8921
1/22/2021,656,607,820,1257,3035,123
1/23/2021,658,608,821,1260,3054,125
1/24/2021,658,608,821,1261,3056,125
1/25/2021,665,623,829,1275,3120,125
1/26/2021,678,635,845,1301,3216,131
1/27/2021,722,672,895,1378,3327,146
1/28/2021,830,764,1055,1585,3492,152
1/29/2021,876,815,1108,1660,3556,159
1/3/2021,173,160,204,250,287,3
1/3/2022,4810,3154,3337,4335,6334,8420
1/30/2021,878,815,1108,1662,3557,166
1/31/2021,880,816,1108,1697,3570,170
1/4/2021,181,164,215,264,351,3
1/4/2022,4817,3162,3342,4337,6335,8451
1/5/2021,189,179,237,287,431,6
1/5/2022,4828,3166,3345,4339,6338,8492
1/6/2021,199,200,261,323,637,10
1/6/2022,4829,3169,3348,4344,6340,8526
1/7/2021,210,222,295,389,810,10
1/7/2022,4833,3173,3354,4349,6347,8598
1/8/2021,234,237,325,423,882,10
1/8/2022,4840,3176,3357,4351,6348,8612
1/9/2021,234,237,325,424,895,10
1/9/2022,4846,3178,3361,4352,6350,8624
10/1/2021,4237,2740,2965,3876,5869,5385
10/10/2021,4280,2772,3001,3923,5920,5413
10/11/2021,4281,2777,3002,3923,5929,5414
10/12/2021,4288,2784,3003,3925,5931,5417
10/13/2021,4289,2786,3006,3928,5938,5420
10/14/2021,4292,2789,3008,3931,5945,5424
10/15/2021,4295,2790,3010,3936,5947,5426
10/16/2021,4298,2791,3010,3938,5948,5426
10/17/2021,4299,2792,3010,3938,5948,5427
10/18/2021,4302,2797,3017,3943,5953,5434
10/19/2021,4310,2800,3020,3946,5962,5436
10/2/2021,4238,2742,2967,3879,5873,5386
10/20/2021,4316,2806,3020,3954,5973,5438
10/21/2021,4319,2811,3026,3959,5974,5441
10/22/2021,4323,2816,3028,3962,5979,5447
10/23/2021,4325,2818,3035,3970,5993,5448
10/24/2021,4326,2820,3035,3971,5997,5449
10/25/2021,4332,2822,3041,3977,6005,5454
10/26/2021,4343,2823,3046,3982,6014,5459
10/27/2021,4350,2833,3050,3991,6017,5470
10/28/2021,4357,2836,3054,4000,6025,5473
10/29/2021,4363,2839,3057,4008,6029,5474
10/3/2021,4240,2743,2970,3881,5874,5386
10/30/2021,4363,2841,3057,4010,6032,5475
10/31/2021,4369,2842,3059,4012,6035,5475
10/4/2021,4247,2747,2971,3886,5880,5395
10/5/2021,4253,2752,2978,3892,5884,5396
10/6/2021,4256,2755,2986,3900,5890,5402
10/7/2021,4265,2764,2992,3910,5907,5404
10/8/2021,4271,2768,2998,3915,5913,5413
10/9/2021,4277,2771,3001,3923,5919,5413
11/1/2021,4377,2849,3063,4020,6050,5479
11/10/2021,4429,2886,3108,4083,6105,6004
11/11/2021,4433,2892,3113,4086,6107,6093
11/12/2021,4437,2896,3121,4088,6112,6311
11/13/2021,4447,2902,3126,4098,6127,6347
11/14/2021,4459,2905,3132,4099,6132,6394
11/15/2021,4464,2908,3139,4106,6137,6468
11/16/2021,4474,2917,3148,4113,6140,6578
11/17/2021,4482,2927,3157,4127,6150,6664
11/18/2021,4494,2937,3166,4128,6165,6737
11/19/2021,4504,2939,3169,4140,6172,6854
11/2/2021,4378,2855,3076,4032,6062,5482
11/20/2021,4515,2950,3180,4152,6176,6894
11/21/2021,4527,2954,3182,4154,6179,6921
11/22/2021,4534,2962,3188,4165,6188,7072
11/23/2021,4543,2968,3196,4171,6199,7148
11/24/2021,4550,2972,3206,4175,6202,7206
11/25/2021,4550,2972,3206,4175,6202,7206
11/26/2021,4560,2975,3213,4179,6206,7250
11/27/2021,4561,2976,3214,4182,6206,7260
11/28/2021,4565,2979,3215,4185,6207,7285
11/29/2021,4571,2984,3222,4188,6213,7322
11/3/2021,4382,2859,3088,4044,6068,5506
11/30/2021,4585,3001,3229,4198,6220,7371
11/4/2021,4393,2864,3097,4058,6074,5625
11/5/2021,4401,2865,3098,4064,6080,5656
11/6/2021,4408,2870,3099,4065,6081,5721
11/7/2021,4411,2874,3102,4068,6084,5796
11/8/2021,4419,2878,3104,4076,6091,5859
11/9/2021,4427,2881,3104,4080,6097,5893
12/1/2020,,,2,,,
12/1/2021,4595,3007,3233,4211,6228,7416
12/10/2020,2,2,3,3,,1
12/10/2021,4682,3065,3277,4258,6279,7844
12/11/2020,2,2,3,3,,1
12/11/2021,4688,3078,3281,4265,6283,7873
12/12/2020,2,2,3,3,,1
12/12/2021,4693,3082,3281,4267,6283,7884
12/13/2020,2,2,3,3,1,1
12/13/2021,4700,3086,3286,4270,6286,7905
12/14/2020,2,2,3,3,1,1
12/14/2021,4710,3094,3290,4274,6289,7936
12/15/2020,4,3,4,6,1,1
12/15/2021,4717,3097,3293,4278,6290,7979
12/16/2020,8,9,12,19,3,1
12/16/2021,4721,3102,3296,4280,6298,8001
12/17/2020,15,21,27,33,3,1
12/17/2021,4722,3104,3302,4285,6300,8021
12/18/2020,22,27,35,42,12,1
12/18/2021,4726,3106,3303,4289,6303,8028
12/19/2020,22,27,36,42,12,1
12/19/2021,4730,3107,3304,4291,6303,8037
12/2/2020,,1,2,,,
12/2/2021,4606,3016,3236,4214,6240,7441
12/20/2020,22,27,36,42,12,1
12/20/2021,4735,3110,3306,4299,6307,8065
12/21/2020,26,28,39,50,13,1
12/21/2021,4745,3112,3310,4304,6311,8085
12/22/2020,28,31,44,53,13,1
12/22/2021,4752,3120,3316,4307,6314,8148
12/23/2020,65,60,71,104,41,1
12/23/2021,4757,3125,3319,4312,6322,8160
12/24/2020,68,61,72,106,43,1
12/24/2021,4759,3126,3319,4312,6323,8160
12/25/2020,68,61,72,107,44,1
12/25/2021,4759,3126,3319,4313,6323,8160
12/26/2020,68,61,74,107,44,1
12/26/2021,4761,3128,3319,4313,6323,8161
12/27/2020,68,61,74,107,44,1
12/27/2021,4766,3135,3326,4317,6324,8207
12/28/2020,84,68,83,123,70,1
12/28/2021,4778,3138,3330,4321,6328,8255
12/29/2020,125,124,150,183,179,1
12/29/2021,4789,3140,3331,4324,6332,8314
12/3/2020,1,1,2,1,,
12/3/2021,4617,3022,3239,4223,6244,7571
12/30/2020,153,140,181,221,222,3
12/30/2021,4792,3147,3333,4333,6333,8374
12/31/2020,168,157,203,249,283,3
12/31/2021,4797,3147,3334,4334,6333,8378
12/4/2020,1,1,2,2,,
12/4/2021,4631,3031,3243,4229,6248,7598
12/5/2020,1,1,2,2,,
12/5/2021,4635,3035,3246,4231,6248,7613
12/6/2020,1,1,2,2,,
12/6/2021,4645,3036,3254,4237,6257,7644
12/7/2020,1,1,3,2,,1
12/7/2021,4649,3044,3257,4242,6260,7700
12/8/2020,1,1,3,3,,1
12/8/2021,4661,3051,3263,4246,6267,7784
12/9/2020,2,2,3,3,,1
