Category,value
tests,9867174
YUMA,247606
YAVAPAI,210266
SANTA CRUZ,60083
PINAL,610495
PIMA,1672176
NAVAJO,113967
MOHAVE,199608
MARICOPA,5872938
LA PAZ,17649
GREENLEE,2932
GRAHAM,22685
GILA,64258
COCONINO,248674
COCHISE,110104
APACHE,52919
Unknown,18160
65 years and older,1519368
55 - 64 years,1252449
45 - 54 years,1328226
20 - 44 years,4259538
Less than 20 years,1489433
positive,0.0993108057078957
