date,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA
2020-11-25 00:00:00,7,0,0,,,
2020-11-24 00:00:00,865,56,0.0647398843930636,1.0,0.0,0
2020-11-23 00:00:00,2728,278,0.1019061583577713,52.0,17.0,0.326923076923077
2020-11-22 00:00:00,1441,169,0.1172796668979875,19.0,2.0,0.1052631578947368
2020-11-21 00:00:00,1923,228,0.1185647425897036,47.0,4.0,0.0851063829787234
2020-11-20 00:00:00,3781,399,0.1055276381909548,78.0,11.0,0.141025641025641
2020-11-19 00:00:00,4219,486,0.1151931737378526,76.0,11.0,0.1447368421052632
2020-11-18 00:00:00,3838,425,0.1107347576862949,56.0,7.0,0.125
2020-11-17 00:00:00,3631,370,0.1019003029468466,82.0,9.0,0.1097560975609756
2020-11-16 00:00:00,3387,418,0.1234130498966637,100.0,8.0,0.08
2020-11-15 00:00:00,1931,209,0.108234075608493,81.0,3.0,0.037037037037037
2020-11-14 00:00:00,2147,255,0.1187703772706102,42.0,6.0,0.1428571428571429
2020-11-13 00:00:00,3224,234,0.0725806451612903,127.0,5.0,0.0393700787401575
2020-11-12 00:00:00,3065,280,0.0913539967373573,85.0,9.0,0.1058823529411765
2020-11-11 00:00:00,1960,188,0.0959183673469388,49.0,7.0,0.1428571428571429
2020-11-10 00:00:00,2819,247,0.0876197233061369,96.0,8.0,0.0833333333333333
2020-11-09 00:00:00,2901,240,0.0827300930713547,83.0,7.0,0.0843373493975904
2020-11-08 00:00:00,1426,124,0.0869565217391304,46.0,2.0,0.0434782608695652
2020-11-07 00:00:00,1572,178,0.1132315521628499,66.0,5.0,0.0757575757575758
2020-11-06 00:00:00,3007,226,0.0751579647489192,103.0,11.0,0.1067961165048544
2020-11-05 00:00:00,2806,262,0.0933713471133286,106.0,6.0,0.0566037735849057
2020-11-04 00:00:00,2826,248,0.0877565463552725,67.0,11.0,0.164179104477612
2020-11-03 00:00:00,2682,180,0.0671140939597316,84.0,4.0,0.0476190476190476
2020-11-02 00:00:00,2561,211,0.0823896915267474,81.0,9.0,0.1111111111111111
2020-11-01 00:00:00,1096,78,0.0711678832116788,56.0,1.0,0.0178571428571429
2020-10-31 00:00:00,1199,84,0.0700583819849875,56.0,2.0,0.0357142857142857
2020-10-30 00:00:00,2493,188,0.0754111512234256,170.0,7.0,0.0411764705882353
2020-10-29 00:00:00,2423,136,0.0561287659925712,78.0,7.0,0.0897435897435898
2020-10-28 00:00:00,2139,144,0.0673211781206171,68.0,4.0,0.0588235294117647
2020-10-27 00:00:00,2249,138,0.0613606047132059,101.0,7.0,0.0693069306930693
2020-10-26 00:00:00,2275,108,0.0474725274725275,148.0,15.0,0.1013513513513514
2020-10-25 00:00:00,809,48,0.0593325092707046,65.0,3.0,0.0461538461538462
2020-10-24 00:00:00,939,78,0.0830670926517572,66.0,5.0,0.0757575757575758
2020-10-23 00:00:00,2160,104,0.0481481481481482,137.0,9.0,0.0656934306569343
2020-10-22 00:00:00,2249,143,0.0635838150289017,107.0,12.0,0.1121495327102804
2020-10-21 00:00:00,2032,109,0.0536417322834646,43.0,4.0,0.0930232558139535
2020-10-20 00:00:00,1988,93,0.0467806841046278,145.0,7.0,0.0482758620689655
2020-10-19 00:00:00,1823,90,0.0493691716950082,128.0,12.0,0.09375
2020-10-18 00:00:00,865,46,0.0531791907514451,51.0,3.0,0.0588235294117647
2020-10-17 00:00:00,874,45,0.051487414187643,70.0,2.0,0.0285714285714286
2020-10-16 00:00:00,1547,50,0.0323206205559147,139.0,5.0,0.0359712230215827
2020-10-15 00:00:00,1694,51,0.0301062573789847,108.0,7.0,0.0648148148148148
2020-10-14 00:00:00,1879,65,0.0345928685470995,102.0,9.0,0.0882352941176471
2020-10-13 00:00:00,1574,45,0.0285895806861499,113.0,5.0,0.0442477876106195
2020-10-12 00:00:00,2075,64,0.0308433734939759,149.0,13.0,0.087248322147651
2020-10-11 00:00:00,871,50,0.0574052812858783,49.0,4.0,0.0816326530612245
2020-10-10 00:00:00,948,35,0.0369198312236287,69.0,0.0,0
2020-10-09 00:00:00,1854,50,0.0269687162891046,182.0,16.0,0.0879120879120879
2020-10-08 00:00:00,1631,43,0.026364193746168,116.0,13.0,0.1120689655172414
2020-10-07 00:00:00,1947,47,0.0241397021058038,90.0,8.0,0.0888888888888889
2020-10-06 00:00:00,1917,53,0.0276473656755347,179.0,11.0,0.0614525139664805
2020-10-05 00:00:00,2041,78,0.0382165605095541,171.0,12.0,0.0701754385964912
2020-10-04 00:00:00,688,27,0.0392441860465116,34.0,0.0,0
2020-10-03 00:00:00,674,27,0.0400593471810089,64.0,1.0,0.015625
2020-10-02 00:00:00,1916,59,0.0307933194154489,156.0,7.0,0.0448717948717949
2020-10-01 00:00:00,2025,75,0.037037037037037,137.0,8.0,0.0583941605839416
2020-09-30 00:00:00,1562,48,0.030729833546735,87.0,7.0,0.0804597701149425
2020-09-29 00:00:00,1546,38,0.0245795601552393,160.0,18.0,0.1125
2020-09-28 00:00:00,1656,66,0.0398550724637681,187.0,17.0,0.0909090909090909
2020-09-27 00:00:00,559,15,0.0268336314847943,64.0,5.0,0.078125
2020-09-26 00:00:00,549,19,0.034608378870674,59.0,3.0,0.0508474576271187
2020-09-25 00:00:00,1815,44,0.0242424242424242,208.0,8.0,0.0384615384615385
2020-09-24 00:00:00,1619,45,0.0277949351451513,142.0,6.0,0.0422535211267606
2020-09-23 00:00:00,1727,63,0.0364794441227562,136.0,9.0,0.0661764705882353
2020-09-22 00:00:00,1952,75,0.038422131147541,170.0,10.0,0.0588235294117647
2020-09-21 00:00:00,2126,136,0.0639698965192851,232.0,11.0,0.0474137931034483
2020-09-20 00:00:00,542,30,0.0553505535055351,50.0,5.0,0.1
2020-09-19 00:00:00,481,13,0.027027027027027,46.0,5.0,0.108695652173913
2020-09-18 00:00:00,1891,107,0.056583818085669,199.0,12.0,0.0603015075376884
2020-09-17 00:00:00,1267,71,0.0560378847671665,137.0,13.0,0.0948905109489051
2020-09-16 00:00:00,1514,119,0.0785997357992074,114.0,7.0,0.0614035087719298
2020-09-15 00:00:00,1550,107,0.0690322580645161,147.0,9.0,0.0612244897959184
2020-09-14 00:00:00,1581,76,0.0480708412397217,174.0,6.0,0.0344827586206897
2020-09-13 00:00:00,505,23,0.0455445544554455,41.0,1.0,0.024390243902439
2020-09-12 00:00:00,685,71,0.1036496350364964,64.0,3.0,0.046875
2020-09-11 00:00:00,1185,63,0.0531645569620253,200.0,7.0,0.035
2020-09-10 00:00:00,1386,79,0.056998556998557,159.0,12.0,0.0754716981132076
2020-09-09 00:00:00,1500,96,0.064,138.0,13.0,0.0942028985507246
2020-09-08 00:00:00,1696,143,0.0843160377358491,193.0,13.0,0.0673575129533679
2020-09-07 00:00:00,343,13,0.0379008746355685,64.0,1.0,0.015625
2020-09-06 00:00:00,441,18,0.0408163265306122,48.0,5.0,0.1041666666666667
2020-09-05 00:00:00,386,22,0.0569948186528497,72.0,2.0,0.0277777777777778
2020-09-04 00:00:00,1552,66,0.0425257731958763,221.0,12.0,0.0542986425339367
2020-09-03 00:00:00,1504,94,0.0625,131.0,10.0,0.0763358778625954
2020-09-02 00:00:00,1601,113,0.070580886945659,86.0,6.0,0.0697674418604651
2020-09-01 00:00:00,1436,83,0.0577994428969359,137.0,11.0,0.0802919708029197
2020-08-31 00:00:00,1448,78,0.0538674033149171,156.0,12.0,0.0769230769230769
2020-08-30 00:00:00,511,20,0.0391389432485323,54.0,2.0,0.037037037037037
2020-08-29 00:00:00,543,30,0.0552486187845304,64.0,3.0,0.046875
2020-08-28 00:00:00,1489,67,0.0449966420416387,177.0,12.0,0.0677966101694915
2020-08-27 00:00:00,1276,47,0.036833855799373,119.0,14.0,0.1176470588235294
2020-08-26 00:00:00,1833,72,0.0392798690671031,115.0,10.0,0.0869565217391304
2020-08-25 00:00:00,1417,65,0.0458715596330275,150.0,13.0,0.0866666666666667
2020-08-24 00:00:00,1703,65,0.0381679389312977,151.0,17.0,0.1125827814569537
2020-08-23 00:00:00,565,27,0.047787610619469,52.0,5.0,0.0961538461538462
2020-08-22 00:00:00,1018,31,0.0304518664047151,67.0,8.0,0.1194029850746269
