date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-12-27 00:00:00,1,0,0,,,
2020-12-26 00:00:00,161,52,0.3229813664596274,,,
2020-12-25 00:00:00,54,18,0.3333333333333333,1.0,0.0,0
2020-12-24 00:00:00,291,81,0.2783505154639176,10.0,2.0,0.2
2020-12-23 00:00:00,440,142,0.3227272727272728,27.0,7.0,0.2592592592592593
2020-12-22 00:00:00,645,139,0.2155038759689923,45.0,13.0,0.2888888888888889
2020-12-21 00:00:00,813,201,0.2472324723247233,28.0,7.0,0.25
2020-12-20 00:00:00,322,88,0.2732919254658386,50.0,11.0,0.22
2020-12-19 00:00:00,349,96,0.2750716332378224,48.0,4.0,0.0833333333333333
2020-12-18 00:00:00,739,176,0.2381596752368065,54.0,5.0,0.0925925925925926
2020-12-17 00:00:00,804,183,0.2276119402985075,158.0,20.0,0.1265822784810127
2020-12-16 00:00:00,686,142,0.206997084548105,23.0,5.0,0.2173913043478261
2020-12-15 00:00:00,848,168,0.1981132075471698,19.0,3.0,0.1578947368421053
2020-12-14 00:00:00,835,195,0.2335329341317366,21.0,7.0,0.3333333333333333
2020-12-13 00:00:00,286,74,0.2587412587412588,29.0,4.0,0.1379310344827586
2020-12-12 00:00:00,237,71,0.29957805907173,5.0,0.0,0
2020-12-11 00:00:00,675,164,0.242962962962963,31.0,6.0,0.1935483870967742
2020-12-10 00:00:00,777,122,0.157014157014157,49.0,10.0,0.2040816326530612
2020-12-09 00:00:00,690,164,0.2376811594202899,13.0,2.0,0.1538461538461539
2020-12-08 00:00:00,728,163,0.2239010989010989,59.0,11.0,0.1864406779661017
2020-12-07 00:00:00,967,183,0.1892450879007239,25.0,2.0,0.08
2020-12-06 00:00:00,275,73,0.2654545454545455,2.0,2.0,1
2020-12-05 00:00:00,240,69,0.2875,50.0,0.0,0
2020-12-04 00:00:00,782,125,0.159846547314578,103.0,6.0,0.058252427184466
2020-12-03 00:00:00,738,144,0.1951219512195122,30.0,4.0,0.1333333333333333
2020-12-02 00:00:00,739,157,0.2124492557510149,19.0,0.0,0
2020-12-01 00:00:00,727,152,0.2090784044016506,23.0,1.0,0.0434782608695652
2020-11-30 00:00:00,911,216,0.2371020856201976,61.0,3.0,0.0491803278688525
2020-11-29 00:00:00,275,73,0.2654545454545455,3.0,0.0,0
2020-11-28 00:00:00,340,96,0.2823529411764706,2.0,0.0,0
2020-11-27 00:00:00,401,103,0.256857855361596,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,80,22,0.275,1.0,1.0,1
2020-11-25 00:00:00,737,148,0.2008141112618725,27.0,7.0,0.2592592592592593
2020-11-24 00:00:00,788,144,0.182741116751269,60.0,3.0,0.05
2020-11-23 00:00:00,828,151,0.1823671497584541,20.0,2.0,0.1
2020-11-22 00:00:00,239,48,0.200836820083682,1.0,0.0,0
2020-11-21 00:00:00,342,59,0.1725146198830409,38.0,3.0,0.0789473684210526
2020-11-20 00:00:00,748,127,0.1697860962566845,63.0,4.0,0.0634920634920635
2020-11-19 00:00:00,711,118,0.1659634317862166,24.0,4.0,0.1666666666666667
2020-11-18 00:00:00,643,93,0.1446345256609643,9.0,3.0,0.3333333333333333
2020-11-17 00:00:00,688,106,0.1540697674418605,30.0,2.0,0.0666666666666667
2020-11-16 00:00:00,625,107,0.1712,20.0,0.0,0
2020-11-15 00:00:00,229,50,0.2183406113537118,,,
2020-11-14 00:00:00,232,37,0.1594827586206897,4.0,0.0,0
