Category,value
tests,635962
YUMA,11862
YAVAPAI,18162
SANTA CRUZ,2071
PINAL,39145
PIMA,62208
NAVAJO,4979
MOHAVE,13239
MARICOPA,450270
LA PAZ,1789
GREENLEE,273
GRAHAM,1522
GILA,5537
COCONINO,7816
COCHISE,6145
APACHE,1338
Unknown,591
65 years and older,154967
55 - 64 years,124707
45 - 54 years,114355
20 - 44 years,214604
Less than 20 years,26738
positive,0.167214393312808
