date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,391,22
2021-01-02,394,3
2021-01-03,400,6
2021-01-04,468,68
2021-01-05,545,77
2021-01-06,665,120
2021-01-07,834,169
2021-01-08,999,165
2021-01-09,1008,9
2021-01-10,1013,5
2021-01-11,1114,101
2021-01-12,1255,141
2021-01-13,1463,208
2021-01-14,1680,217
2021-01-15,1900,220
2021-01-16,1914,14
2021-01-17,1923,9
2021-01-18,1951,28
2021-01-19,2060,109
2021-01-20,2496,436
2021-01-21,2905,409
2021-01-22,3456,551
2021-01-23,3485,29
2021-01-24,3493,8
2021-01-25,3619,126
2021-01-26,4060,441
2021-01-27,4267,207
2021-01-28,4776,509
2021-01-29,5251,475
2021-01-30,5336,85
2021-01-31,5382,46
2021-02-01,5581,199
2021-02-02,6191,610
2021-02-03,6428,237
2021-02-04,7022,594
2021-02-05,7729,707
2021-02-06,7766,37
2021-02-07,7780,14
2021-02-08,7961,181
2021-02-09,8529,568
2021-02-10,9193,664
2021-02-11,9832,639
2021-02-12,10477,645
2021-02-13,10960,483
2021-02-14,11394,434
2021-02-15,11509,115
2021-02-16,11621,112
2021-02-17,11675,54
2021-02-18,11726,51
2021-02-19,11840,114
2021-02-20,11882,42
2021-02-21,11898,16
2021-02-22,11969,71
2021-02-23,12609,640
2021-02-24,13449,840
2021-02-25,14226,777
2021-02-26,15085,859
2021-02-27,15228,143
2021-02-28,15316,88
2021-03-01,15620,304
2021-03-02,16583,963
2021-03-03,17404,821
2021-03-04,18276,872
2021-03-05,19112,836
2021-03-06,19239,127
2021-03-07,19305,66
2021-03-08,19549,244
2021-03-09,20262,713
2021-03-10,21087,825
2021-03-11,21884,797
2021-03-12,22640,756
2021-03-13,23187,547
2021-03-14,23620,433
2021-03-15,23880,260
2021-03-16,24674,794
2021-03-17,25488,814
2021-03-18,26253,765
2021-03-19,27194,941
2021-03-20,27314,120
2021-03-21,27427,113
2021-03-22,27698,271
2021-03-23,28522,824
2021-03-24,29348,826
2021-03-25,30136,788
2021-03-26,31017,881
