date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20853,22914,21067,18361,13054,182
1/10/2021,34393,35135,33243,30114,30316,411
1/11/2021,36307,36950,35203,31804,34190,467
1/12/2021,39084,39630,38000,34351,41848,563
1/13/2021,41829,42543,41124,37074,50707,645
1/14/2021,44562,45585,44365,40099,60184,708
1/15/2021,48020,48814,47757,43230,69480,811
1/16/2021,49796,50391,49437,44849,74889,853
1/17/2021,50893,51409,50511,45938,78386,883
1/18/2021,52543,52927,52262,47677,86417,919
1/19/2021,54582,54789,54309,49870,96557,1008
1/2/2021,22742,24626,22624,19781,14157,207
1/20/2021,56997,57285,57254,52857,108932,1123
1/21/2021,59687,60138,60631,56376,124785,1265
1/22/2021,64144,64277,65233,61262,140612,1410
1/23/2021,67408,67029,68312,64450,151208,1551
1/24/2021,68917,68416,69833,66139,158900,1602
1/25/2021,71274,70570,72426,69088,172608,1676
1/26/2021,74169,73079,75319,72321,189968,1778
1/27/2021,77260,75689,78244,75693,208941,1869
1/28/2021,80284,78255,81210,79319,230298,2000
1/29/2021,84108,81400,84559,83057,250346,2182
1/3/2021,23624,25377,23280,20327,14532,225
1/30/2021,86903,83527,86903,85519,261799,2347
1/31/2021,87809,84259,87769,86553,267835,2385
1/4/2021,25326,27037,24889,21829,16489,246
1/5/2021,27106,28693,26474,23403,18661,275
1/6/2021,29289,30625,28531,25453,21797,335
1/7/2021,31086,32271,30304,27246,25179,365
1/8/2021,32783,33853,31959,28914,27644,386
1/9/2021,33867,34693,32807,29709,29824,406
10/1/2021,815826,557839,575488,657787,1175934,369993
10/10/2021,825461,562938,579606,661173,1180982,374627
10/11/2021,826807,563699,580180,661683,1181803,375298
10/12/2021,827576,564065,580488,661928,1182232,375725
10/13/2021,828642,564639,580999,662350,1182909,376216
10/14/2021,829967,565292,581597,662852,1183673,376731
10/15/2021,831525,566059,582284,663382,1184309,377318
10/16/2021,832505,566490,582651,663692,1184595,378588
10/17/2021,833225,566787,582875,663854,1184764,378851
10/18/2021,834493,567501,583449,664361,1185508,379341
10/19/2021,835585,568124,583914,664843,1186171,379869
10/2/2021,816808,558332,575937,658141,1176334,370536
10/20/2021,836655,568689,584372,665286,1186815,380386
10/21/2021,837784,569303,584909,665739,1187447,380825
10/22/2021,839224,570142,585601,666367,1188754,381446
10/23/2021,840057,570609,586037,666769,1189548,381840
10/24/2021,840531,570892,586264,667025,1190059,382078
10/25/2021,841751,571575,586867,667648,1191705,382547
10/26/2021,842947,572276,587462,668247,1193289,383084
10/27/2021,844227,573013,588163,668949,1194882,383783
10/28/2021,845530,573724,588754,669640,1196419,384251
10/29/2021,846813,574512,589443,670339,1197684,384784
10/3/2021,817331,558577,576119,658298,1176557,370782
10/30/2021,847498,574882,589753,670679,1198207,385071
10/31/2021,847879,575090,589949,670853,1198570,385191
10/4/2021,818721,559250,576724,658732,1177429,371412
10/5/2021,820213,559974,577275,659214,1178354,372021
10/6/2021,821614,560754,577873,659663,1179073,372669
10/7/2021,822612,561358,578347,660107,1179658,373210
10/8/2021,823921,562101,578920,660590,1180302,373904
10/9/2021,824895,562634,579358,660960,1180685,374391
11/1/2021,849026,575723,590515,671457,1199889,385650
11/10/2021,859393,581350,595505,676616,1209865,416945
11/11/2021,860579,581969,596101,677221,1211094,421859
11/12/2021,861963,582776,596810,677895,1212285,427161
11/13/2021,862932,583379,597291,678397,1212904,434608
11/14/2021,863616,583780,597667,678743,1213366,437201
11/15/2021,865039,584604,598412,679518,1214747,441252
11/16/2021,866403,585367,599093,680264,1216231,444908
