date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2020-12-15 00:00:00,64,14,0.21875,,,
2020-12-14 00:00:00,230,40,0.1739130434782609,6.0,1.0,0.1666666666666667
2020-12-13 00:00:00,64,19,0.296875,,,
2020-12-12 00:00:00,105,37,0.3523809523809524,41.0,4.0,0.0975609756097561
2020-12-11 00:00:00,249,57,0.2289156626506024,28.0,5.0,0.1785714285714286
2020-12-10 00:00:00,281,59,0.2099644128113879,31.0,2.0,0.0645161290322581
2020-12-09 00:00:00,406,90,0.2216748768472907,14.0,5.0,0.3571428571428572
2020-12-08 00:00:00,347,60,0.1729106628242075,8.0,1.0,0.125
2020-12-07 00:00:00,440,96,0.2181818181818182,5.0,0.0,0
2020-12-06 00:00:00,82,27,0.3292682926829269,,,
2020-12-05 00:00:00,46,16,0.3478260869565218,,,
2020-12-04 00:00:00,211,39,0.1848341232227488,2.0,0.0,0
2020-12-03 00:00:00,219,55,0.2511415525114155,10.0,3.0,0.3
2020-12-02 00:00:00,267,66,0.2471910112359551,7.0,2.0,0.2857142857142857
2020-12-01 00:00:00,325,77,0.236923076923077,9.0,0.0,0
2020-11-30 00:00:00,350,90,0.2571428571428571,12.0,0.0,0
2020-11-29 00:00:00,64,16,0.25,4.0,0.0,0
2020-11-28 00:00:00,86,11,0.1279069767441861,5.0,0.0,0
2020-11-27 00:00:00,180,41,0.2277777777777778,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,42,6,0.1428571428571429,,,
2020-11-25 00:00:00,258,43,0.1666666666666667,7.0,1.0,0.1428571428571429
2020-11-24 00:00:00,272,48,0.1764705882352941,10.0,0.0,0
2020-11-23 00:00:00,364,57,0.1565934065934066,15.0,2.0,0.1333333333333333
2020-11-22 00:00:00,97,9,0.0927835051546392,,,
2020-11-21 00:00:00,101,23,0.2277227722772278,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,349,47,0.1346704871060172,7.0,1.0,0.1428571428571429
2020-11-19 00:00:00,273,42,0.1538461538461539,10.0,6.0,0.6
2020-11-18 00:00:00,298,50,0.1677852348993289,44.0,3.0,0.0681818181818182
2020-11-17 00:00:00,328,50,0.1524390243902439,8.0,3.0,0.375
2020-11-16 00:00:00,320,49,0.153125,3.0,0.0,0
2020-11-15 00:00:00,72,15,0.2083333333333334,1.0,0.0,0
2020-11-14 00:00:00,79,13,0.1645569620253165,2.0,1.0,0.5
2020-11-13 00:00:00,249,31,0.1244979919678715,1.0,0.0,0
