date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11840,12915,12024,9699,5545,114
1/10/2021,20154,19890,18825,15815,11033,237
1/11/2021,21397,21000,20038,16784,12794,272
1/12/2021,23408,22975,22051,18451,17541,359
1/13/2021,25445,25105,24258,20107,23043,429
1/14/2021,27409,27235,26530,21995,29000,473
1/15/2021,29623,29258,28637,23767,33806,541
1/16/2021,30999,30459,29907,24928,36964,576
1/17/2021,31977,31356,30867,25895,40071,611
1/18/2021,33028,32301,32017,27006,45041,640
1/19/2021,34306,33522,33320,28311,51263,706
1/2/2021,13387,14284,13251,10775,6249,138
1/20/2021,35595,34799,34944,29827,58186,754
1/21/2021,37092,36301,36799,31693,66262,811
1/22/2021,40002,38942,39775,34695,74088,914
1/23/2021,42638,41011,42280,37160,78863,998
1/24/2021,43927,42189,43560,38577,83952,1043
1/25/2021,45237,43346,44984,40173,91359,1101
1/26/2021,46924,44794,46723,42065,102159,1162
1/27/2021,48425,46108,48236,43710,112512,1200
1/28/2021,49649,47192,49460,45143,123319,1239
1/29/2021,51704,48875,51180,46973,133958,1311
1/3/2021,14135,14860,13759,11213,6477,156
1/30/2021,53458,50280,52770,48546,138927,1379
1/31/2021,54078,50833,53406,49242,142548,1410
1/4/2021,15171,15789,14704,11997,7302,164
1/5/2021,16133,16614,15569,12798,8047,183
1/6/2021,17313,17579,16521,13714,8752,194
1/7/2021,18234,18381,17329,14500,9477,208
1/8/2021,19064,19051,17982,15063,9940,215
1/9/2021,19767,19587,18523,15522,10733,233
12/1/2020,28,21,19,12,16,1
12/10/2020,36,27,27,22,30,1
12/11/2020,37,29,27,25,30,1
12/12/2020,38,29,27,26,30,1
12/13/2020,38,30,29,27,31,1
12/14/2020,39,33,29,28,37,1
12/15/2020,42,37,34,35,40,1
12/16/2020,53,48,47,41,44,1
12/17/2020,279,396,352,274,167,4
12/18/2020,666,877,751,534,288,4
12/19/2020,1030,1342,1147,829,408,9
12/2/2020,30,21,19,16,21,1
12/20/2020,1226,1587,1389,1024,492,10
12/21/2020,1936,2425,2148,1577,758,13
12/22/2020,2899,3520,3137,2281,1056,18
12/23/2020,3967,4796,4284,3089,1410,25
12/24/2020,4344,5172,4638,3383,1547,25
12/25/2020,4344,5172,4639,3383,1551,25
12/26/2020,5479,6467,5750,4326,1961,35
12/27/2020,5990,7003,6271,4764,2167,43
12/28/2020,7157,8180,7403,5783,2763,54
12/29/2020,8935,9941,9084,7210,3780,84
12/3/2020,32,21,22,16,22,1
12/30/2020,10813,11920,11040,8855,4755,104
12/31/2020,11766,12846,11936,9601,5106,113
12/4/2020,32,21,22,17,24,1
12/5/2020,32,21,22,17,25,1
12/6/2020,32,21,22,17,25,1
12/7/2020,32,22,25,18,26,1
12/8/2020,34,23,25,19,26,1
12/9/2020,34,23,26,20,28,1
2/1/2021,54903,51579,54184,50195,150846,1451
2/10/2021,63840,59664,62849,60787,241431,2024
2/11/2021,64924,60576,63873,62237,252385,2090
2/12/2021,66727,62050,65413,64220,267552,2197
2/13/2021,68589,63649,67222,66279,277569,2305
2/14/2021,69241,64127,67810,67033,282714,2333
2/15/2021,69911,64748,68480,67932,292218,2379
2/16/2021,71038,65545,69384,69114,302573,2434
2/17/2021,72019,66443,70320,70312,313678,2519
2/18/2021,72873,67164,71106,71387,324612,2555
2/19/2021,73992,68083,72004,72606,333761,2646
2/2/2021,55870,52458,55039,51356,160798,1497
2/20/2021,75692,69472,73385,74195,341771,2756
2/21/2021,76298,70051,73974,74925,346845,2796
2/22/2021,76911,70608,74503,75598,352685,2847
2/23/2021,78036,71486,75522,76866,360900,2920
2/24/2021,79216,72525,76645,78331,370550,3011
2/25/2021,80324,73475,77644,79649,380428,3104
2/26/2021,81863,74762,78949,81419,389657,3208
2/27/2021,83124,75852,80035,82766,396101,3295
2/28/2021,83689,76285,80539,83747,399927,3340
2/3/2021,56704,53254,55863,52341,171181,1553
2/4/2021,57644,54115,56892,53515,181947,1609
2/5/2021,58889,55218,58007,54854,190871,1684
2/6/2021,60146,56280,59141,56099,201487,1774
2/7/2021,60673,56788,59645,56684,207153,1808
2/8/2021,61639,57698,60666,57963,217792,1890
