date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,296,385,433,498,342,7
1/10/2021,448,552,645,748,806,12
1/11/2021,465,566,676,786,905,12
1/12/2021,485,590,705,833,1067,12
1/13/2021,503,621,747,878,1233,13
1/14/2021,537,651,796,943,1435,14
1/15/2021,562,696,833,1010,1668,15
1/16/2021,573,713,849,1049,1936,17
1/17/2021,574,716,849,1052,1960,17
1/18/2021,592,734,871,1082,2170,18
1/19/2021,611,750,903,1132,2353,19
1/2/2021,302,394,442,509,355,7
1/20/2021,645,778,927,1197,2628,19
1/21/2021,662,800,948,1232,2777,19
1/22/2021,691,822,977,1277,3019,19
1/23/2021,704,832,986,1296,3618,19
1/24/2021,704,838,995,1302,4150,19
1/25/2021,711,844,1006,1320,4404,20
1/26/2021,726,851,1014,1348,4760,20
1/27/2021,750,870,1040,1399,5173,21
1/28/2021,769,893,1072,1447,5702,21
1/29/2021,785,901,1086,1477,6081,21
1/3/2021,304,395,451,516,362,7
1/30/2021,790,906,1098,1496,6384,21
1/31/2021,793,907,1105,1509,6858,21
1/4/2021,324,422,482,563,424,8
1/5/2021,339,446,505,590,467,8
1/6/2021,379,480,545,654,538,9
1/7/2021,406,508,590,690,652,11
1/8/2021,437,540,629,732,757,12
1/9/2021,443,549,640,743,775,12
10/1/2021,7456,5963,8376,16697,40539,2955
10/10/2021,7579,6018,8438,16785,40636,2990
10/11/2021,7591,6022,8445,16799,40648,2992
10/12/2021,7608,6030,8456,16806,40661,2996
10/13/2021,7616,6039,8460,16810,40674,2999
10/14/2021,7629,6042,8474,16820,40698,3007
10/15/2021,7651,6054,8486,16828,40717,3021
10/16/2021,7662,6059,8494,16829,40722,3026
10/17/2021,7666,6059,8495,16831,40724,3027
10/2/2021,7465,5975,8384,16706,40555,2957
10/3/2021,7470,5976,8384,16706,40557,2957
10/4/2021,7488,5980,8397,16720,40571,2961
10/5/2021,7508,5989,8404,16734,40590,2968
10/6/2021,7533,5996,8405,16751,40601,2969
10/7/2021,7553,6002,8416,16764,40614,2970
10/8/2021,7571,6012,8427,16778,40630,2986
10/9/2021,7578,6016,8433,16784,40635,2989
12/1/2020,,,,,1,
12/10/2020,,,,,1,
12/11/2020,,,,,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,,1,1,
12/16/2020,,,1,1,1,
12/17/2020,,,1,1,1,
12/18/2020,,1,1,2,1,
12/19/2020,,1,1,2,1,
12/2/2020,,,,,1,
12/20/2020,,1,1,2,1,
12/21/2020,1,1,5,6,4,
12/22/2020,5,13,23,25,12,
12/23/2020,32,55,76,81,44,
12/24/2020,65,90,104,102,60,
12/25/2020,65,90,104,102,60,
12/26/2020,93,132,137,144,78,1
12/27/2020,99,141,151,154,99,2
12/28/2020,144,198,209,220,140,3
12/29/2020,204,269,304,317,197,4
12/3/2020,,,,,1,
12/30/2020,249,331,371,413,263,6
12/31/2020,294,382,425,487,315,6
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,,,,,1,
12/7/2020,,,,,1,
12/8/2020,,,,,1,
12/9/2020,,,,,1,
2/1/2021,810,927,1123,1560,7267,22
2/10/2021,896,1023,1240,1786,10488,28
2/11/2021,899,1029,1252,1801,10713,29
2/12/2021,923,1056,1276,1843,11085,32
2/13/2021,925,1065,1281,1860,11310,32
2/14/2021,926,1066,1281,1867,11336,32
2/15/2021,936,1076,1299,1885,11494,33
2/16/2021,940,1081,1309,1905,11742,33
2/17/2021,953,1086,1315,1919,12005,33
2/18/2021,962,1100,1330,1937,12183,33
2/19/2021,965,1103,1332,1944,12267,33
2/2/2021,818,943,1140,1581,7674,23
2/20/2021,965,1103,1333,1948,12288,33
2/21/2021,965,1103,1333,1948,12311,33
2/22/2021,968,1104,1337,1956,12399,33
2/23/2021,970,1104,1338,1961,12474,33
2/24/2021,972,1110,1348,1982,12737,33
2/25/2021,977,1114,1361,2001,13058,33
2/26/2021,980,1120,1374,2019,13375,33
2/27/2021,990,1134,1384,2032,13588,33
2/28/2021,995,1137,1394,2043,13898,33
2/3/2021,836,958,1168,1628,8439,25
2/4/2021,848,972,1189,1662,8856,25
2/5/2021,863,983,1205,1685,9212,26
2/6/2021,868,985,1207,1689,9416,26
2/7/2021,868,993,1210,1700,9523,26
2/8/2021,868,996,1213,1715,9682,27
2/9/2021,879,1009,1227,1738,9815,27
3/1/2021,1004,1143,1407,2057,14300,34
3/10/2021,1165,1306,1632,3024,19543,40
3/11/2021,1177,1319,1644,3215,20399,40
3/12/2021,1200,1339,1665,3364,21146,41
3/13/2021,1210,1356,1685,3509,21492,42
3/14/2021,1214,1366,1691,3569,21762,42
3/15/2021,1228,1376,1702,3688,22174,43
3/16/2021,1240,1380,1716,3815,22756,43
3/17/2021,1260,1395,1757,4008,23880,43
3/18/2021,1281,1416,1793,4161,24620,43
3/19/2021,1305,1437,1817,4413,25236,44
3/2/2021,1013,1153,1413,2070,14774,34
3/20/2021,1334,1462,1858,4694,25871,44
3/21/2021,1341,1465,1873,4858,26051,45
3/22/2021,1362,1488,1903,5205,26580,47
3/23/2021,1392,1509,1951,5572,27048,49
3/24/2021,1411,1536,2007,6082,27573,51
3/25/2021,1436,1571,2061,6515,28052,52
3/26/2021,1527,1662,2231,6881,28481,67
3/27/2021,1599,1716,2347,7140,28690,80
3/28/2021,1654,1754,2417,7262,28897,85
3/29/2021,1756,1842,2596,7617,29259,110
3/3/2021,1051,1174,1460,2158,15586,37
3/30/2021,1848,1927,2767,7934,29615,115
3/31/2021,1975,2039,2964,8266,30143,126
3/4/2021,1060,1182,1474,2211,16259,37
3/5/2021,1101,1232,1526,2382,16943,37
3/6/2021,1122,1272,1581,2490,17351,38
3/7/2021,1127,1272,1586,2582,17604,38
3/8/2021,1130,1279,1592,2711,18009,39
3/9/2021,1135,1289,1603,2845,18634,40
4/1/2021,2074,2122,3119,8559,30541,137
4/10/2021,2712,2640,3947,10125,32573,240
4/11/2021,2732,2663,3986,10206,32679,256
4/12/2021,2930,2857,4237,10511,33014,273
4/13/2021,2979,2897,4318,10637,33177,291
4/14/2021,3049,2931,4404,10764,33399,308
4/15/2021,3234,3093,4537,10899,33545,316
4/16/2021,3290,3135,4610,11012,33677,336
4/17/2021,3318,3166,4645,11061,33758,346
4/18/2021,3329,3175,4661,11083,33789,351
4/19/2021,3383,3199,4693,11182,33925,356
4/2/2021,2156,2209,3227,8769,30824,151
4/20/2021,3413,3240,4734,11272,34068,360
4/21/2021,3456,3281,4778,11354,34197,366
4/22/2021,3517,3318,4844,11474,34323,371
4/23/2021,3593,3362,4895,11586,34436,392
4/24/2021,3621,3392,4934,11629,34497,399
4/25/2021,3634,3397,4942,11647,34515,399
4/26/2021,3675,3426,4988,11712,34601,410
4/27/2021,3719,3447,5039,11788,34718,415
4/28/2021,3754,3463,5080,11872,34832,420
4/29/2021,3796,3494,5115,11953,34959,426
4/3/2021,2218,2250,3290,8880,30940,158
4/30/2021,3829,3532,5160,12052,35097,440
4/4/2021,2246,2266,3324,8924,30967,164
4/5/2021,2311,2322,3434,9124,31215,166
4/6/2021,2388,2362,3540,9330,31502,181
4/7/2021,2512,2464,3659,9575,31834,196
4/8/2021,2580,2531,3774,9774,32116,208
4/9/2021,2667,2609,3898,10001,32436,233
5/1/2021,3853,3550,5189,12096,35130,447
5/10/2021,4082,3733,5471,12544,35781,486
5/11/2021,4103,3763,5494,12605,35854,492
5/12/2021,4128,3786,5516,12648,35929,496
5/13/2021,4166,3807,5549,12700,35995,506
5/14/2021,4207,3831,5597,12761,36084,526
5/15/2021,4241,3852,5626,12817,36142,566
5/16/2021,4254,3860,5642,12834,36163,584
5/17/2021,4324,3935,5725,12936,36257,614
5/18/2021,4373,3964,5773,12997,36360,631
5/19/2021,4418,3987,5811,13064,36440,675
5/2/2021,3858,3558,5204,12106,35142,447
5/20/2021,4479,4026,5852,13139,36528,717
5/21/2021,4522,4044,5887,13203,36593,781
5/22/2021,4559,4059,5917,13237,36619,812
5/23/2021,4579,4065,5928,13260,36626,822
5/24/2021,4613,4078,5961,13313,36679,859
5/25/2021,4652,4092,5992,13361,36750,886
5/26/2021,4678,4112,6015,13409,36811,895
5/27/2021,4703,4121,6039,13450,36855,909
5/28/2021,4732,4145,6067,13495,36910,938
5/29/2021,4744,4153,6081,13513,36924,950
5/3/2021,3890,3580,5235,12168,35219,451
5/30/2021,4748,4161,6087,13521,36927,955
5/31/2021,4761,4166,6087,13532,36934,957
5/4/2021,3917,3606,5275,12231,35327,455
5/5/2021,3950,3625,5312,12286,35442,462
5/6/2021,3985,3659,5360,12362,35548,466
5/7/2021,4012,3685,5405,12428,35620,471
5/8/2021,4045,3706,5428,12487,35684,480
5/9/2021,4051,3712,5442,12498,35695,481
6/1/2021,4792,4186,6119,13572,36994,975
6/10/2021,4968,4298,6271,13834,37285,1192
6/11/2021,4985,4316,6295,13873,37326,1214
6/12/2021,5003,4321,6310,13893,37340,1225
6/13/2021,5008,4326,6315,13902,37347,1230
6/14/2021,5028,4334,6332,13934,37373,1241
6/15/2021,5056,4345,6340,13953,37403,1266
6/16/2021,5074,4356,6351,13983,37433,1284
6/17/2021,5090,4366,6369,14009,37457,1292
6/18/2021,5123,4381,6386,14035,37490,1313
6/19/2021,5137,4386,6394,14051,37499,1328
6/2/2021,4811,4198,6146,13608,37025,1002
6/20/2021,5143,4392,6400,14056,37502,1333
6/21/2021,5163,4396,6410,14083,37536,1344
6/22/2021,5180,4405,6426,14110,37568,1352
6/23/2021,5206,4416,6445,14129,37598,1363
6/24/2021,5227,4430,6460,14150,37638,1375
6/25/2021,5254,4450,6489,14183,37672,1388
6/26/2021,5273,4460,6498,14203,37686,1402
6/27/2021,5278,4465,6504,14210,37695,1411
6/28/2021,5295,4478,6522,14227,37721,1432
6/29/2021,5316,4487,6537,14257,37742,1444
6/3/2021,4829,4207,6163,13641,37063,1010
6/30/2021,5331,4496,6551,14287,37778,1471
6/4/2021,4850,4225,6184,13676,37111,1023
6/5/2021,4863,4235,6195,13692,37133,1034
6/6/2021,4871,4237,6199,13701,37137,1042
6/7/2021,4907,4251,6218,13737,37177,1077
6/8/2021,4918,4265,6230,13756,37210,1103
6/9/2021,4942,4280,6251,13795,37256,1171
7/1/2021,5351,4509,6567,14307,37814,1492
7/10/2021,5529,4625,6713,14499,38027,1618
7/11/2021,5536,4628,6718,14504,38041,1620
7/12/2021,5558,4649,6738,14527,38084,1646
7/13/2021,5577,4667,6753,14558,38108,1661
7/14/2021,5609,4674,6772,14590,38142,1674
7/15/2021,5629,4686,6782,14605,38169,1689
7/16/2021,5659,4715,6805,14653,38210,1722
7/17/2021,5679,4727,6837,14680,38229,1744
7/18/2021,5690,4736,6852,14693,38237,1749
7/19/2021,5710,4758,6881,14742,38282,1764
7/2/2021,5391,4533,6591,14333,37851,1519
7/20/2021,5735,4775,6907,14778,38322,1788
7/21/2021,5768,4788,6934,14815,38387,1812
7/22/2021,5802,4808,6968,14861,38426,1829
7/23/2021,5828,4840,7016,14934,38478,1874
7/24/2021,5859,4858,7043,14967,38508,1891
7/25/2021,5866,4874,7054,14987,38521,1896
7/26/2021,5894,4904,7084,15026,38574,1920
7/27/2021,5918,4937,7119,15083,38630,1940
7/28/2021,5954,4955,7151,15118,38689,1956
7/29/2021,5975,4977,7177,15157,38745,1985
7/3/2021,5403,4538,6603,14351,37866,1525
7/30/2021,6019,5017,7220,15210,38812,2038
7/31/2021,6049,5043,7253,15241,38831,2065
7/4/2021,5403,4540,6608,14354,37871,1525
7/5/2021,5425,4544,6621,14377,37892,1533
7/6/2021,5441,4557,6643,14399,37919,1547
7/7/2021,5464,4570,6657,14417,37945,1569
7/8/2021,5483,4588,6674,14442,37981,1582
7/9/2021,5509,4614,6699,14475,38010,1602
8/1/2021,6066,5065,7263,15248,38836,2070
8/10/2021,6377,5264,7538,15615,39309,2264
8/11/2021,6404,5283,7562,15648,39358,2283
8/12/2021,6437,5304,7600,15689,39402,2297
8/13/2021,6477,5330,7637,15746,39450,2370
8/14/2021,6508,5343,7660,15771,39481,2388
8/15/2021,6530,5355,7681,15784,39491,2396
8/16/2021,6558,5388,7708,15821,39536,2408
8/17/2021,6598,5412,7737,15859,39596,2424
8/18/2021,6629,5427,7758,15882,39626,2443
8/19/2021,6653,5449,7780,15904,39659,2458
8/2/2021,6114,5088,7289,15297,38898,2090
8/20/2021,6702,5478,7805,15953,39705,2495
8/21/2021,6718,5485,7828,15976,39720,2506
8/22/2021,6743,5502,7832,15988,39731,2519
8/23/2021,6775,5520,7855,16019,39760,2549
8/24/2021,6800,5533,7879,16045,39799,2562
8/25/2021,6835,5549,7903,16071,39846,2579
8/26/2021,6851,5575,7922,16111,39871,2594
8/27/2021,6874,5592,7943,16148,39908,2616
8/28/2021,6887,5607,7960,16163,39920,2628
8/29/2021,6898,5615,7972,16168,39924,2634
8/3/2021,6141,5112,7320,15336,38976,2103
8/30/2021,6923,5631,7991,16185,39949,2653
8/31/2021,6933,5647,8003,16197,39969,2662
8/4/2021,6180,5133,7351,15372,39037,2122
8/5/2021,6214,5154,7380,15406,39097,2133
8/6/2021,6259,5190,7429,15467,39145,2198
8/7/2021,6276,5205,7456,15507,39173,2219
8/8/2021,6298,5229,7469,15524,39183,2226
8/9/2021,6334,5243,7512,15573,39247,2248
9/1/2021,6944,5654,8019,16219,39987,2671
9/10/2021,7106,5756,8122,16366,40135,2772
9/11/2021,7120,5764,8135,16381,40146,2782
9/12/2021,7125,5771,8138,16386,40147,2785
9/13/2021,7151,5784,8157,16413,40182,2794
9/14/2021,7171,5797,8173,16433,40204,2799
9/15/2021,7187,5807,8183,16435,40223,2805
9/16/2021,7213,5819,8196,16452,40244,2818
9/17/2021,7238,5837,8221,16487,40267,2837
9/18/2021,7249,5845,8229,16496,40273,2850
9/19/2021,7252,5847,8232,16502,40279,2850
9/2/2021,6952,5662,8026,16243,40012,2678
9/20/2021,7267,5851,8244,16513,40296,2858
9/21/2021,7285,5867,8251,16534,40325,2866
9/22/2021,7302,5874,8260,16550,40345,2873
9/23/2021,7319,5886,8281,16571,40366,2887
9/24/2021,7337,5899,8296,16601,40390,2905
9/25/2021,7352,5909,8302,16606,40408,2910
9/26/2021,7359,5918,8303,16609,40415,2912
