date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,334,321,275,279,205,3
1/10/2021,456,454,385,388,636,6
1/11/2021,468,468,406,405,834,6
1/12/2021,474,474,411,415,1047,6
1/13/2021,493,507,433,439,1359,6
1/14/2021,498,515,446,450,1607,6
1/15/2021,503,522,456,460,2034,6
1/16/2021,519,527,464,472,2390,6
1/17/2021,522,528,467,473,2403,6
1/18/2021,525,533,474,482,2579,6
1/19/2021,542,545,486,497,2784,6
1/2/2021,335,324,278,282,208,3
1/20/2021,551,560,501,521,3161,6
1/21/2021,557,574,514,542,3540,6
1/22/2021,570,582,522,550,3707,6
1/23/2021,596,619,557,584,4065,6
1/24/2021,606,623,564,604,4137,6
1/25/2021,628,642,600,647,4325,6
1/26/2021,650,685,648,706,4540,8
1/27/2021,679,722,690,753,4923,8
1/28/2021,729,760,745,828,5536,9
1/29/2021,770,804,814,897,5903,10
1/3/2021,347,338,289,296,233,3
1/30/2021,772,809,816,902,5921,10
1/31/2021,777,812,820,910,5948,10
1/4/2021,353,347,294,298,254,3
1/5/2021,372,374,308,313,263,3
1/6/2021,393,393,326,337,280,4
1/7/2021,401,399,336,346,310,4
1/8/2021,431,432,365,369,340,5
1/9/2021,449,452,385,386,633,6
10/1/2021,12511,8503,8098,11055,22633,6126
10/10/2021,12652,8580,8178,11106,22685,6204
10/11/2021,12665,8590,8185,11110,22691,6214
10/12/2021,12685,8595,8189,11114,22694,6226
10/13/2021,12698,8609,8195,11116,22697,6236
10/14/2021,12731,8625,8213,11133,22707,6248
10/15/2021,12749,8636,8223,11144,22712,6253
10/16/2021,12780,8663,8236,11153,22716,6806
10/17/2021,12787,8665,8237,11153,22720,6811
10/2/2021,12519,8504,8102,11058,22634,6133
10/3/2021,12523,8505,8104,11058,22634,6134
10/4/2021,12544,8510,8120,11062,22642,6141
10/5/2021,12572,8521,8130,11070,22645,6150
10/6/2021,12593,8539,8148,11077,22655,6158
10/7/2021,12617,8551,8157,11088,22665,6175
10/8/2021,12632,8569,8171,11103,22681,6196
10/9/2021,12647,8576,8175,11105,22683,6203
12/1/2020,,1,,1,1,
12/10/2020,,1,,1,1,
12/11/2020,,1,,1,1,
12/12/2020,,1,,1,1,
12/13/2020,,1,,1,1,
12/14/2020,,1,,1,1,
12/15/2020,,1,1,1,1,
12/16/2020,,1,2,1,1,
12/17/2020,,1,7,4,4,
12/18/2020,1,3,8,8,4,
12/19/2020,1,5,10,9,5,
12/2/2020,,1,,1,1,
12/20/2020,1,5,10,9,5,
12/21/2020,3,7,11,13,7,
12/22/2020,72,82,62,61,18,
12/23/2020,179,180,153,151,43,1
12/24/2020,209,209,178,166,53,1
12/25/2020,209,209,178,166,53,1
12/26/2020,211,214,180,177,54,1
12/27/2020,211,214,180,177,54,1
12/28/2020,227,229,199,196,66,1
12/29/2020,243,248,212,215,73,1
12/3/2020,,1,,1,1,
12/30/2020,287,285,247,248,128,1
12/31/2020,332,318,272,278,187,3
12/4/2020,,1,,1,1,
12/5/2020,,1,,1,1,
12/6/2020,,1,,1,1,
12/7/2020,,1,,1,1,
12/8/2020,,1,,1,1,
12/9/2020,,1,,1,1,
2/1/2021,785,828,831,929,6108,10
2/10/2021,1044,1069,1074,1226,8020,19
2/11/2021,1161,1182,1207,1386,9049,22
2/12/2021,1231,1241,1271,1463,9724,27
2/13/2021,1255,1256,1294,1495,9909,28
2/14/2021,1255,1257,1294,1495,9921,28
2/15/2021,1258,1268,1308,1510,10075,28
2/16/2021,1265,1274,1316,1534,10307,30
2/17/2021,1271,1282,1330,1558,10484,30
2/18/2021,1276,1294,1346,1581,10673,30
2/19/2021,1280,1299,1358,1596,10856,31
2/2/2021,792,840,842,946,6250,11
2/20/2021,1285,1305,1367,1603,10868,31
2/21/2021,1286,1305,1370,1607,10875,31
2/22/2021,1288,1309,1376,1615,10910,31
2/23/2021,1290,1309,1377,1616,10955,31
2/24/2021,1323,1331,1405,1639,11186,31
2/25/2021,1363,1354,1456,1739,11932,33
2/26/2021,1400,1383,1495,1818,12386,35
2/27/2021,1460,1438,1556,1906,12698,37
2/28/2021,1462,1440,1558,1908,12728,37
2/3/2021,818,869,867,975,6519,12
2/4/2021,838,887,883,1002,6782,13
2/5/2021,873,927,940,1042,6970,14
2/6/2021,876,928,946,1055,7053,14
2/7/2021,877,931,947,1057,7070,14
2/8/2021,887,940,957,1072,7184,15
2/9/2021,922,975,1001,1125,7483,16
3/1/2021,1464,1448,1566,1938,12961,40
3/10/2021,1718,1723,1912,3831,15643,56
3/11/2021,1770,1774,1979,4061,15936,59
3/12/2021,1808,1811,2007,4232,16116,62
3/13/2021,1831,1834,2031,4365,16271,63
3/14/2021,1833,1836,2032,4374,16287,63
3/15/2021,1893,1877,2073,4673,16514,65
3/16/2021,1955,1932,2158,4877,16705,73
3/17/2021,1998,1981,2221,5098,16940,85
3/18/2021,2136,2064,2388,5409,17317,97
3/19/2021,2208,2129,2509,5664,17560,108
3/2/2021,1472,1460,1581,1982,13199,40
3/20/2021,2266,2182,2718,5989,17796,112
3/21/2021,2271,2189,2732,5997,17802,112
3/22/2021,2300,2233,2835,6163,17930,114
3/23/2021,2338,2264,2906,6241,18001,123
3/24/2021,2415,2330,2999,6405,18139,146
3/25/2021,2743,2594,3268,6680,18385,196
3/26/2021,2937,2697,3419,6850,18544,227
3/27/2021,3074,2827,3563,6912,18588,239
3/28/2021,3080,2832,3565,6916,18594,243
3/29/2021,3141,2865,3614,7022,18660,254
3/3/2021,1507,1503,1629,2104,13704,44
3/30/2021,3247,2934,3668,7081,18714,281
3/31/2021,3391,3046,3859,7183,18826,307
3/4/2021,1562,1569,1701,2636,14297,46
3/5/2021,1596,1598,1737,2863,14661,50
3/6/2021,1608,1611,1770,3128,15112,50
3/7/2021,1610,1614,1777,3146,15133,51
3/8/2021,1621,1626,1787,3280,15289,51
3/9/2021,1675,1692,1874,3639,15472,54
4/1/2021,3592,3225,4022,7359,18997,336
4/10/2021,4996,4206,4890,8201,19823,614
4/11/2021,5021,4215,4897,8217,19833,623
4/12/2021,5125,4298,4962,8293,19920,644
4/13/2021,5187,4340,5007,8336,19982,661
4/14/2021,5286,4418,5054,8382,20028,671
4/15/2021,5447,4594,5188,8482,20117,684
4/16/2021,5548,4676,5265,8555,20185,696
4/17/2021,5591,4714,5290,8585,20211,704
4/18/2021,5599,4717,5294,8589,20213,710
4/19/2021,5667,4751,5349,8643,20250,721
4/2/2021,3783,3353,4162,7456,19112,367
4/20/2021,5715,4788,5382,8687,20305,728
4/21/2021,5827,4860,5432,8749,20355,748
4/22/2021,5936,4954,5503,8823,20406,771
4/23/2021,6037,5016,5573,8869,20435,787
4/24/2021,6081,5040,5597,8889,20456,807
4/25/2021,6086,5045,5602,8892,20460,811
4/26/2021,6129,5078,5644,8927,20502,829
4/27/2021,6166,5104,5674,8964,20529,843
4/28/2021,6241,5144,5742,9002,20575,856
4/29/2021,6342,5218,5808,9058,20646,872
4/3/2021,3896,3440,4229,7497,19155,388
4/30/2021,6407,5255,5844,9100,20698,885
4/4/2021,3905,3442,4234,7502,19158,397
4/5/2021,3966,3492,4289,7569,19224,412
4/6/2021,4136,3573,4360,7658,19333,449
4/7/2021,4417,3824,4544,7829,19478,491
4/8/2021,4655,4003,4687,8003,19654,534
4/9/2021,4857,4119,4820,8117,19757,585
5/1/2021,6431,5276,5856,9113,20713,899
5/10/2021,6725,5485,6054,9302,20902,1168
5/11/2021,6754,5498,6073,9310,20922,1202
5/12/2021,6785,5521,6094,9339,20952,1249
5/13/2021,6868,5564,6132,9366,21004,1339
5/14/2021,6908,5594,6152,9402,21030,1439
5/15/2021,6928,5601,6171,9413,21040,1576
5/16/2021,6943,5612,6178,9414,21042,1590
5/17/2021,6994,5648,6200,9435,21074,1669
5/18/2021,7059,5688,6224,9462,21103,1740
5/19/2021,7150,5746,6273,9513,21160,1850
5/2/2021,6435,5280,5858,9114,20719,904
5/20/2021,7220,5797,6313,9550,21200,2008
5/21/2021,7275,5840,6349,9581,21220,2105
5/22/2021,7347,5885,6394,9594,21230,2165
5/23/2021,7363,5891,6397,9596,21234,2173
5/24/2021,7409,5914,6420,9619,21249,2234
5/25/2021,7444,5940,6437,9635,21266,2289
5/26/2021,7480,5967,6457,9656,21292,2376
5/27/2021,7548,5999,6491,9683,21320,2471
5/28/2021,7625,6030,6531,9714,21335,2533
5/29/2021,7642,6037,6538,9719,21335,2544
5/3/2021,6455,5304,5878,9138,20740,910
5/30/2021,7650,6043,6540,9724,21339,2557
5/31/2021,7658,6046,6543,9725,21340,2573
5/4/2021,6492,5337,5902,9157,20760,917
5/5/2021,6538,5365,5934,9201,20790,967
5/6/2021,6604,5420,5974,9248,20849,1035
5/7/2021,6663,5447,6016,9267,20879,1086
5/8/2021,6693,5461,6033,9281,20888,1129
5/9/2021,6700,5466,6039,9281,20892,1133
6/1/2021,7689,6075,6558,9747,21356,2608
6/10/2021,7968,6252,6689,9874,21478,3013
6/11/2021,7987,6264,6702,9884,21492,3061
6/12/2021,8002,6274,6706,9887,21498,3092
6/13/2021,8012,6276,6707,9890,21500,3093
6/14/2021,8031,6288,6721,9900,21501,3119
6/15/2021,8054,6302,6730,9907,21512,3160
6/16/2021,8084,6315,6740,9915,21522,3194
6/17/2021,8119,6339,6758,9936,21534,3237
6/18/2021,8168,6363,6780,9952,21553,3264
6/19/2021,8199,6392,6793,9955,21555,3287
6/2/2021,7744,6106,6584,9777,21378,2678
6/20/2021,8202,6393,6795,9957,21556,3287
6/21/2021,8225,6403,6801,9961,21566,3309
6/22/2021,8239,6414,6805,9972,21570,3329
6/23/2021,8270,6429,6817,9982,21584,3380
6/24/2021,8309,6445,6833,10000,21596,3415
6/25/2021,8355,6463,6854,10015,21600,3463
6/26/2021,8370,6469,6855,10017,21602,3484
6/27/2021,8381,6473,6859,10020,21604,3486
6/28/2021,8401,6481,6869,10027,21611,3523
6/29/2021,8422,6491,6873,10034,21623,3556
6/3/2021,7791,6142,6606,9812,21403,2760
6/30/2021,8819,6671,6905,10053,21632,3606
6/4/2021,7833,6165,6621,9823,21424,2826
6/5/2021,7850,6172,6629,9826,21427,2840
6/6/2021,7855,6176,6631,9827,21427,2845
6/7/2021,7888,6195,6645,9841,21436,2893
6/8/2021,7907,6210,6656,9853,21449,2930
6/9/2021,7932,6225,6668,9860,21458,2977
7/1/2021,9377,6839,6942,10070,21652,3660
7/10/2021,9571,6952,7024,10147,21719,3918
7/11/2021,9572,6954,7024,10148,21721,3926
7/12/2021,9586,6963,7031,10157,21732,3968
7/13/2021,9600,6970,7036,10167,21737,3989
7/14/2021,9893,7092,7077,10179,21745,4042
7/15/2021,10218,7254,7139,10201,21758,4092
7/16/2021,10245,7272,7146,10219,21773,4138
7/17/2021,10253,7273,7153,10226,21778,4152
7/18/2021,10255,7276,7158,10230,21780,4157
7/19/2021,10286,7280,7170,10240,21793,4183
7/2/2021,9415,6856,6954,10084,21665,3724
7/20/2021,10309,7288,7184,10249,21800,4218
7/21/2021,10333,7297,7188,10262,21816,4264
7/22/2021,10371,7316,7205,10282,21840,4292
7/23/2021,10413,7339,7220,10308,21855,4360
7/24/2021,10440,7347,7226,10317,21858,4389
7/25/2021,10451,7352,7229,10320,21860,4395
7/26/2021,10481,7364,7237,10332,21880,4441
7/27/2021,10511,7375,7249,10342,21902,4488
7/28/2021,10530,7384,7264,10360,21927,4527
7/29/2021,10564,7416,7284,10378,21946,4572
7/3/2021,9425,6863,6954,10089,21666,3734
7/30/2021,10611,7437,7299,10399,21962,4657
7/31/2021,10999,7624,7424,10455,21986,4739
7/4/2021,9428,6863,6954,10089,21668,3735
7/5/2021,9444,6869,6963,10096,21674,3748
7/6/2021,9470,6879,6971,10110,21677,3778
7/7/2021,9491,6894,6982,10119,21687,3816
7/8/2021,9528,6922,6996,10130,21704,3848
7/9/2021,9561,6945,7023,10143,21718,3901
8/1/2021,11009,7629,7429,10461,21992,4745
8/10/2021,11336,7849,7567,10614,22152,5091
8/11/2021,11364,7856,7578,10630,22163,5120
8/12/2021,11408,7878,7598,10633,22181,5155
8/13/2021,11462,7909,7630,10651,22198,5223
8/14/2021,11481,7923,7641,10659,22207,5265
8/15/2021,11488,7926,7643,10663,22209,5274
8/16/2021,11514,7946,7658,10679,22224,5301
8/17/2021,11542,7958,7667,10687,22237,5325
8/18/2021,11571,7970,7685,10699,22250,5354
8/19/2021,11609,7991,7697,10707,22264,5379
8/2/2021,11046,7653,7443,10473,22011,4786
8/20/2021,11650,8004,7705,10729,22284,5440
8/21/2021,11734,8041,7734,10737,22293,5492
8/22/2021,11742,8044,7738,10738,22296,5501
