date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,221,275,287,338,902,6
1/10/2021,373,460,481,579,2167,32
1/11/2021,409,509,546,629,2348,35
1/12/2021,435,536,606,699,2566,36
1/13/2021,455,557,628,766,2725,37
1/14/2021,487,603,666,851,2925,45
1/15/2021,519,648,723,931,3166,46
1/16/2021,523,649,724,933,3174,46
1/17/2021,525,650,724,934,3176,46
1/18/2021,538,661,754,960,3200,46
1/19/2021,569,688,793,1041,3353,47
1/2/2021,222,275,287,338,903,6
1/20/2021,592,725,846,1125,3501,53
1/21/2021,673,801,946,1270,3692,69
1/22/2021,741,857,995,1370,3816,85
1/23/2021,746,859,998,1375,3941,119
1/24/2021,747,860,998,1376,3954,121
1/25/2021,759,874,1023,1426,4068,123
1/26/2021,786,893,1052,1478,4208,125
1/27/2021,807,912,1076,1516,4368,138
1/28/2021,954,999,1185,1638,4579,189
1/29/2021,1028,1046,1250,1732,4812,247
1/3/2021,222,275,287,339,905,6
1/30/2021,1040,1065,1301,1761,4832,247
1/31/2021,1040,1066,1303,1762,4840,247
1/4/2021,237,294,305,367,1032,6
1/5/2021,280,328,344,401,1255,6
1/6/2021,293,350,363,429,1596,25
1/7/2021,332,419,449,526,1968,31
1/8/2021,372,459,480,574,2164,32
1/9/2021,373,460,480,579,2167,32
10/1/2021,5687,4364,4790,7035,14363,6378
10/10/2021,5722,4397,4814,7057,14399,6402
10/11/2021,5729,4402,4815,7063,14408,6411
10/12/2021,5738,4405,4818,7068,14416,6413
10/13/2021,5745,4406,4823,7073,14421,6417
10/14/2021,5754,4408,4825,7080,14433,6418
10/15/2021,5759,4416,4828,7089,14442,6422
10/16/2021,5763,4417,4828,7092,14442,6423
10/2/2021,5688,4366,4793,7039,14370,6378
10/3/2021,5689,4367,4793,7039,14371,6378
10/4/2021,5696,4372,4795,7045,14375,6385
10/5/2021,5702,4376,4797,7048,14382,6389
10/6/2021,5707,4382,4803,7050,14392,6393
10/7/2021,5713,4385,4807,7053,14398,6398
10/8/2021,5717,4393,4813,7055,14399,6402
10/9/2021,5720,4395,4814,7057,14399,6402
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,6,8,6,2,1
12/17/2020,12,25,29,23,7,1
12/18/2020,22,40,42,36,20,1
12/19/2020,23,40,42,37,20,1
12/2/2020,,,,,,1
12/20/2020,23,40,42,39,20,1
12/21/2020,24,40,42,40,23,2
12/22/2020,27,52,58,48,61,2
12/23/2020,56,83,81,79,110,2
12/24/2020,69,100,96,94,156,2
12/25/2020,71,101,97,94,156,2
12/26/2020,71,101,98,94,156,2
12/27/2020,72,101,98,94,156,2
12/28/2020,110,152,156,169,274,2
12/29/2020,132,197,212,232,459,3
12/3/2020,,,,,,1
12/30/2020,173,237,255,285,645,4
12/31/2020,218,272,287,335,822,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1057,1086,1335,1846,5098,260
2/10/2021,1262,1330,1731,2488,6793,455
2/11/2021,1383,1416,1802,2591,7053,493
2/12/2021,1446,1464,1848,2665,7304,510
2/13/2021,1649,1566,1941,2744,7411,548
2/14/2021,1652,1567,1944,2750,7441,550
2/15/2021,1660,1572,1950,2765,7531,551
2/16/2021,1688,1595,1983,2803,7816,573
2/17/2021,1737,1638,2034,2848,8058,656
2/18/2021,1773,1667,2068,2906,8265,676
2/19/2021,1822,1697,2104,2953,8349,691
2/2/2021,1072,1100,1363,1875,5338,267
2/20/2021,1855,1712,2119,2967,8370,711
2/21/2021,1857,1713,2121,2968,8382,714
2/22/2021,1911,1754,2160,3005,8436,726
2/23/2021,1981,1795,2193,3074,8562,760
2/24/2021,2017,1818,2211,3121,8687,770
2/25/2021,2065,1866,2259,3195,8976,900
2/26/2021,2126,1910,2305,3229,9097,982
2/27/2021,2141,1919,2313,3244,9135,984
2/28/2021,2144,1919,2317,3248,9141,986
2/3/2021,1094,1126,1396,1936,5647,270
2/4/2021,1110,1155,1442,1990,5865,289
2/5/2021,1124,1173,1474,2117,6022,296
2/6/2021,1165,1229,1611,2354,6126,395
2/7/2021,1165,1229,1612,2354,6134,396
2/8/2021,1195,1269,1651,2382,6331,409
2/9/2021,1205,1294,1683,2427,6540,420
3/1/2021,2185,1942,2340,3274,9233,995
3/10/2021,2429,2094,2553,3785,10184,1152
3/11/2021,2461,2127,2574,3906,10379,1160
3/12/2021,2484,2138,2592,3979,10480,1165
3/13/2021,2494,2141,2600,3999,10511,1168
3/14/2021,2494,2142,2601,4007,10526,1169
3/15/2021,2521,2164,2655,4163,10689,1181
3/16/2021,2548,2181,2681,4206,10765,1187
3/17/2021,2591,2220,2728,4316,10876,1190
3/18/2021,2638,2251,2765,4460,11086,1216
3/19/2021,2664,2275,2794,4531,11176,1225
3/2/2021,2222,1962,2360,3319,9355,1003
3/20/2021,2673,2278,2796,4540,11200,1230
3/21/2021,2675,2278,2800,4543,11217,1234
3/22/2021,2708,2307,2822,4596,11293,1239
3/23/2021,2747,2349,2877,4713,11503,1276
3/24/2021,2798,2407,2929,4812,11618,1311
3/25/2021,2837,2431,2971,4887,11722,1346
3/26/2021,2868,2457,3017,4949,11782,1384
3/27/2021,2907,2478,3035,4966,11795,1389
3/28/2021,2915,2480,3037,4972,11798,1391
3/29/2021,2958,2511,3080,5028,11884,1399
3/3/2021,2242,1979,2397,3388,9518,1045
3/30/2021,3002,2532,3105,5081,11942,1414
3/31/2021,3064,2576,3150,5147,12019,1442
3/4/2021,2262,1990,2413,3461,9740,1091
3/5/2021,2286,2006,2434,3505,9805,1107
3/6/2021,2337,2031,2473,3550,9836,1115
3/7/2021,2338,2033,2478,3563,9845,1117
3/8/2021,2349,2041,2489,3613,9935,1122
3/9/2021,2389,2066,2516,3680,10018,1135
4/1/2021,3103,2608,3205,5206,12099,1457
4/10/2021,3388,2817,3417,5472,12484,1600
4/11/2021,3393,2822,3422,5481,12495,1604
4/12/2021,3428,2867,3464,5510,12545,1612
4/13/2021,3449,2885,3489,5537,12591,1635
4/14/2021,3488,2911,3506,5567,12627,1645
4/15/2021,3533,2934,3534,5596,12658,1660
4/16/2021,3568,2957,3553,5624,12675,1676
4/17/2021,3578,2964,3559,5634,12689,1677
4/18/2021,3581,2967,3562,5637,12697,1677
4/19/2021,3616,2999,3583,5660,12723,1684
4/2/2021,3129,2637,3239,5232,12151,1495
4/20/2021,3658,3044,3602,5683,12751,1694
4/21/2021,3694,3082,3633,5695,12780,1701
4/22/2021,3745,3119,3663,5719,12793,1706
4/23/2021,3772,3139,3676,5737,12813,1718
4/24/2021,3781,3143,3688,5744,12826,1719
4/25/2021,3782,3148,3691,5747,12827,1722
4/26/2021,3795,3158,3703,5764,12852,1728
4/27/2021,3815,3172,3711,5786,12884,1742
4/28/2021,3837,3185,3720,5805,12912,1751
4/29/2021,3863,3198,3741,5824,12941,1766
4/3/2021,3138,2641,3244,5238,12162,1497
4/30/2021,3876,3208,3754,5838,12955,1779
4/4/2021,3139,2643,3246,5242,12163,1497
4/5/2021,3162,2668,3270,5275,12234,1508
4/6/2021,3202,2692,3291,5322,12289,1522
4/7/2021,3256,2726,3316,5355,12330,1541
4/8/2021,3321,2778,3372,5409,12406,1554
4/9/2021,3370,2802,3400,5444,12460,1562
5/1/2021,3880,3211,3755,5847,12959,1780
5/10/2021,3995,3274,3821,5942,13089,1824
5/11/2021,4010,3278,3826,5955,13109,1856
5/12/2021,4027,3284,3835,5967,13119,1877
5/13/2021,4047,3302,3843,5979,13134,2028
5/14/2021,4063,3310,3864,5993,13153,2301
5/15/2021,4069,3317,3871,5999,13157,2319
5/16/2021,4071,3319,3874,6002,13162,2329
5/17/2021,4091,3331,3881,6014,13171,2422
5/18/2021,4116,3346,3892,6026,13183,2574
5/19/2021,4139,3359,3911,6030,13201,2738
5/2/2021,3881,3211,3755,5848,12962,1780
5/20/2021,4152,3367,3919,6044,13214,2844
5/21/2021,4167,3380,3927,6053,13224,2948
5/22/2021,4177,3390,3929,6055,13228,3156
5/23/2021,4182,3393,3935,6062,13236,3163
5/24/2021,4197,3407,3950,6081,13257,3219
5/25/2021,4215,3418,3964,6098,13268,3322
