date,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA
2021-10-22 00:00:00,30,1,0.0333333333333333
2021-10-21 00:00:00,6752,500,0.0740521327014218
2021-10-20 00:00:00,14875,1425,0.0957983193277311
2021-10-19 00:00:00,18317,1548,0.0845116558388382
2021-10-18 00:00:00,19562,1847,0.0944177486964523
2021-10-17 00:00:00,8721,1015,0.116385735580782
2021-10-16 00:00:00,9494,1054,0.1110174847271961
2021-10-15 00:00:00,17293,1461,0.0844850517550454
2021-10-14 00:00:00,19265,1564,0.0811834933817804
2021-10-13 00:00:00,18129,1648,0.0909040763417729
2021-10-12 00:00:00,18725,1602,0.0855540720961282
2021-10-11 00:00:00,20228,1854,0.0916551315008899
2021-10-10 00:00:00,9907,1161,0.1171898657514889
2021-10-09 00:00:00,11406,1328,0.1164299491495704
2021-10-08 00:00:00,18197,1716,0.0943012584491949
2021-10-07 00:00:00,20701,1707,0.082459784551471
2021-10-06 00:00:00,18621,1757,0.0943558348101606
2021-10-05 00:00:00,20684,1773,0.0857184297041191
2021-10-04 00:00:00,22556,2067,0.091638588402199
2021-10-03 00:00:00,10501,1267,0.1206551756975526
2021-10-02 00:00:00,12100,1385,0.1144628099173554
2021-10-01 00:00:00,20047,1867,0.0931311418167307
2021-09-30 00:00:00,23035,1907,0.0827870631647493
2021-09-29 00:00:00,22600,2114,0.0935398230088496
2021-09-28 00:00:00,23252,2140,0.0920350937553759
2021-09-27 00:00:00,23849,2403,0.1007589416747033
2021-09-26 00:00:00,10794,1272,0.1178432462479155
2021-09-25 00:00:00,12478,1518,0.121654111235775
2021-09-24 00:00:00,19970,1984,0.099349023535303
2021-09-23 00:00:00,22227,2002,0.0900706348135151
2021-09-22 00:00:00,21308,2045,0.0959733433452225
2021-09-21 00:00:00,23592,2126,0.0901152933197694
2021-09-20 00:00:00,23456,2262,0.0964358799454297
2021-09-19 00:00:00,10916,1286,0.1178087211432759
2021-09-18 00:00:00,12381,1425,0.1150957111703417
2021-09-17 00:00:00,20392,1853,0.0908689682228325
2021-09-16 00:00:00,24287,1916,0.0788899411207642
2021-09-15 00:00:00,22965,1976,0.0860439799695188
2021-09-14 00:00:00,23244,2049,0.0881517811048012
2021-09-13 00:00:00,25729,2331,0.0905981577208597
2021-09-12 00:00:00,10985,1270,0.1156121984524352
2021-09-11 00:00:00,13819,1692,0.1224401186771836
2021-09-10 00:00:00,21565,2072,0.0960816137259448
2021-09-09 00:00:00,23254,2074,0.0891889567386256
2021-09-08 00:00:00,24397,2386,0.0977989097020126
2021-09-07 00:00:00,28390,2688,0.0946812257837267
2021-09-06 00:00:00,12128,1406,0.1159300791556728
2021-09-05 00:00:00,11503,1430,0.1243153959836565
2021-09-04 00:00:00,12888,1561,0.1211204220980757
2021-09-03 00:00:00,20613,2072,0.1005190898947266
2021-09-02 00:00:00,24829,2071,0.0834105280115994
2021-09-01 00:00:00,23311,2251,0.0965638539745185
2021-08-31 00:00:00,26850,2309,0.0859962756052142
2021-08-30 00:00:00,27494,2569,0.0934385684149269
2021-08-29 00:00:00,12642,1405,0.1111374782471128
2021-08-28 00:00:00,15226,1772,0.1163798765269933
2021-08-27 00:00:00,23251,2170,0.093329319169068
2021-08-26 00:00:00,26796,2317,0.0864681295715779
2021-08-25 00:00:00,26025,2518,0.0967531219980788
2021-08-24 00:00:00,28720,2572,0.0895543175487465
2021-08-23 00:00:00,29786,2739,0.0919559524608877
2021-08-22 00:00:00,14993,1803,0.1202561195224438
2021-08-21 00:00:00,16755,1872,0.111727842435094
2021-08-20 00:00:00,26436,2658,0.1005447117566954
2021-08-19 00:00:00,30213,2859,0.0946281402045477
2021-08-18 00:00:00,27718,2725,0.0983115664910888
2021-08-17 00:00:00,29810,2721,0.0912780945991278
2021-08-16 00:00:00,32430,3018,0.0930619796484736
