date,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE
2021-05-06 00:00:00,346,16,0.046242774566474
2021-05-05 00:00:00,518,15,0.028957528957529
2021-05-04 00:00:00,469,17,0.0362473347547974
2021-05-03 00:00:00,563,30,0.0532859680284192
2021-05-02 00:00:00,135,12,0.0888888888888889
2021-05-01 00:00:00,169,19,0.1124260355029586
2021-04-30 00:00:00,372,21,0.0564516129032258
2021-04-29 00:00:00,260,12,0.0461538461538462
2021-04-28 00:00:00,527,23,0.0436432637571157
2021-04-27 00:00:00,386,16,0.0414507772020725
2021-04-26 00:00:00,677,31,0.0457902511078287
