date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20946,22860,20900,18212,12648,191,153.0,140.0,182.0,205.0,239.0,3.0,639.0,731.0,569.0,438,357.0,3.0,334.0,321,277.0,279,205,3.0,177.0,183.0,163.0,188.0,244.0,5.0,16.0,17.0,27.0,20.0,36.0,,158,151.0,166.0,209.0,201.0,6.0,11.0,7.0,21.0,14.0,16.0,,11745,12975,12122,9754,5754,107,295.0,385.0,433.0,499.0,342,7.0,225.0,277.0,289.0,344.0,905.0,6.0,641,994,932,752.0,525,5.0,4354,4468,3715,3499,2247,26.0,311.0,413.0,436.0,645.0,420,8.0,112.0,94.0,56,63.0,50.0,1.0,933,876,642,481.0,233,7.0
1/10/2021,34557,35007,33047,29924,29665,439,188.0,189.0,256.0,320.0,671.0,10.0,1153.0,1143.0,940.0,792,712.0,15.0,455.0,455,387.0,388,636,6.0,272.0,303.0,301.0,313.0,525.0,7.0,23.0,22.0,39.0,33.0,88.0,1.0,306,340.0,413.0,533.0,1022.0,16.0,29.0,18.0,42.0,38.0,31.0,,19994,19966,18952,15888,11380,219,446.0,553.0,644.0,750.0,806,12.0,376.0,464.0,485.0,586.0,2174.0,32.0,1181,1728,1730,1467.0,2277,15.0,6641,6445,5591,5428,4781,61.0,567.0,700.0,803.0,1122.0,938,12.0,268.0,209.0,158,156.0,182.0,5.0,1280,1211,931,711.0,509,10.0
1/11/2021,36480,36819,35004,31605,33479,495,192.0,196.0,267.0,335.0,772.0,11.0,1224.0,1228.0,1017.0,844,778.0,16.0,467.0,470,408.0,405,834,6.0,279.0,315.0,309.0,328.0,571.0,7.0,23.0,22.0,39.0,33.0,88.0,1.0,321,356.0,431.0,566.0,1098.0,16.0,29.0,18.0,42.0,39.0,34.0,,21234,21073,20171,16858,13163,252,463.0,567.0,675.0,788.0,905,12.0,412.0,513.0,550.0,636.0,2358.0,35.0,1231,1812,1814,1532.0,2456,19.0,6956,6721,5862,5715,5166,71.0,576.0,709.0,811.0,1139.0,964,13.0,285.0,229.0,184,173.0,198.0,5.0,1339,1299,996,749.0,851,10.0
1/12/2021,39272,39504,37797,34131,41080,592,201.0,207.0,280.0,366.0,894.0,11.0,1331.0,1313.0,1090.0,929,975.0,17.0,473.0,476,413.0,415,1047,6.0,288.0,322.0,323.0,357.0,636.0,10.0,26.0,28.0,44.0,39.0,105.0,1.0,329,360.0,441.0,580.0,1133.0,16.0,29.0,18.0,43.0,39.0,40.0,,23228,23052,22188,18528,17937,332,483.0,591.0,704.0,835.0,1067,12.0,438.0,540.0,610.0,705.0,2580.0,36.0,1321,1928,1936,1631.0,2737,19.0,7288,6977,6128,5974,5684,80.0,595.0,734.0,840.0,1186.0,1054,13.0,304.0,245.0,207,200.0,243.0,6.0,1402,1368,1072,802.0,1173,11.0
1/13/2021,42027,42417,40908,36835,49893,678,204.0,219.0,303.0,398.0,989.0,13.0,1393.0,1378.0,1170.0,1005,1234.0,18.0,492.0,509,435.0,439,1359,6.0,299.0,331.0,335.0,374.0,734.0,10.0,29.0,34.0,45.0,42.0,133.0,1.0,334,366.0,451.0,587.0,1170.0,16.0,57.0,46.0,80.0,82.0,64.0,,25252,25174,24398,20193,23454,399,501.0,622.0,745.0,881.0,1233,13.0,457.0,562.0,633.0,773.0,2743.0,37.0,1432,2067,2087,1806.0,3144,22.0,7503,7217,6371,6220,6133,89.0,639.0,782.0,927.0,1279.0,1238,14.0,313.0,254.0,213,209.0,411.0,6.0,1487,1442,1147,864.0,1509,11.0
1/14/2021,44769,45458,44140,39850,59308,744,221.0,242.0,322.0,453.0,1225.0,16.0,1492.0,1465.0,1263.0,1092,1505.0,18.0,497.0,517,448.0,450,1607,6.0,315.0,362.0,362.0,422.0,857.0,11.0,37.0,41.0,60.0,65.0,143.0,1.0,344,381.0,471.0,618.0,1315.0,16.0,58.0,46.0,80.0,83.0,69.0,1.0,27197,27303,26668,22095,29432,440,535.0,652.0,794.0,946.0,1435,14.0,489.0,608.0,672.0,858.0,2947.0,45.0,1532,2252,2243,1956.0,3666,23.0,7807,7528,6687,6514,6558,94.0,672.0,827.0,982.0,1351.0,1351,16.0,324.0,265.0,222,220.0,573.0,6.0,1506,1460,1174,888.0,1597,11.0
1/15/2021,48236,48704,47508,42971,68522,852,228.0,246.0,340.0,478.0,1307.0,21.0,1607.0,1561.0,1341.0,1184,2249.0,19.0,502.0,524,458.0,460,2034,6.0,423.0,478.0,468.0,548.0,986.0,30.0,40.0,42.0,64.0,67.0,148.0,1.0,401,427.0,512.0,673.0,1350.0,22.0,60.0,46.0,80.0,83.0,72.0,1.0,29400,29323,28777,23872,34278,502,560.0,697.0,830.0,1014.0,1668,15.0,521.0,653.0,730.0,938.0,3191.0,46.0,1652,2410,2420,2094.0,4041,25.0,8433,8103,7265,7080,7871,102.0,687.0,838.0,994.0,1371.0,1399,16.0,340.0,279.0,232,229.0,739.0,7.0,1535,1475,1195,916.0,1687,11.0
1/16/2021,50026,50274,49191,44579,73919,896,228.0,246.0,341.0,481.0,1321.0,21.0,1618.0,1577.0,1356.0,1208,2352.0,19.0,518.0,529,466.0,472,2390,6.0,426.0,478.0,469.0,548.0,1041.0,30.0,40.0,42.0,64.0,67.0,149.0,1.0,401,428.0,513.0,674.0,1352.0,22.0,60.0,47.0,80.0,84.0,73.0,1.0,30769,30516,30051,25035,37451,535,571.0,714.0,846.0,1053.0,1936,17.0,525.0,654.0,731.0,940.0,3199.0,46.0,1712,2500,2520,2184.0,4659,28.0,8674,8296,7450,7246,8147,105.0,710.0,868.0,1038.0,1418.0,1544,18.0,346.0,281.0,232,229.0,744.0,7.0,1539,1476,1199,917.0,1692,11.0
1/17/2021,51132,51299,50258,45673,77390,928,228.0,246.0,342.0,481.0,1321.0,21.0,1624.0,1585.0,1364.0,1212,2359.0,19.0,521.0,530,469.0,473,2403,6.0,427.0,478.0,469.0,548.0,1043.0,30.0,40.0,42.0,64.0,67.0,149.0,1.0,401,428.0,513.0,674.0,1355.0,22.0,60.0,47.0,80.0,85.0,74.0,1.0,31738,31420,31006,26006,40571,562,572.0,717.0,846.0,1056.0,1960,17.0,527.0,655.0,731.0,941.0,3201.0,46.0,1731,2532,2562,2220.0,4713,28.0,8757,8355,7496,7304,8280,108.0,712.0,870.0,1041.0,1423.0,1560,19.0,347.0,282.0,232,230.0,748.0,7.0,1541,1479,1200,918.0,1696,11.0
1/18/2021,52784,52823,51999,47398,85195,966,235.0,253.0,354.0,491.0,1348.0,21.0,1693.0,1657.0,1420.0,1265,2424.0,20.0,524.0,535,476.0,482,2579,6.0,440.0,482.0,483.0,560.0,1118.0,30.0,43.0,43.0,65.0,71.0,156.0,1.0,404,436.0,519.0,697.0,1422.0,22.0,61.0,48.0,81.0,87.0,81.0,1.0,32784,32359,32154,27121,45558,590,590.0,735.0,868.0,1086.0,2170,18.0,540.0,666.0,761.0,967.0,3225.0,46.0,1796,2644,2633,2312.0,4933,29.0,9103,8663,7815,7594,9851,114.0,719.0,873.0,1054.0,1443.0,1709,20.0,349.0,287.0,234,235.0,754.0,7.0,1549,1486,1209,922.0,1714,11.0
