date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,248,,2.0,,1.0,,3.0,,,,,,1.0,,,,145.0,,1.0,,,,5.0,,73,,1.0,,1.0,,7.0,
2020-12-02,271,23.0,3.0,1.0,2.0,1.0,,,,,,,,,,,160.0,15.0,,,1.0,,,,76,3.0,,,,,,
2020-12-03,292,21.0,5.0,2.0,,,,,,,,,,,,,169.0,9.0,,,,,,,82,6.0,,,,,8.0,1.0
2020-12-04,301,9.0,6.0,1.0,,,,,,,,,,,,,173.0,4.0,,,2.0,1.0,,,84,2.0,,,,,9.0,1.0
2020-12-05,305,4.0,,,,,,,,,,,,,,,175.0,2.0,,,,,,,85,1.0,,,,,,
2020-12-06,309,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,87,2.0,,,2.0,1.0,,
2020-12-07,330,21.0,8.0,2.0,,,,,,,,,,,,,184.0,9.0,,,4.0,1.0,,,89,2.0,,,,,,
2020-12-08,344,14.0,9.0,1.0,,,,,,,,,,,,,190.0,6.0,,,,,,,91,2.0,,,,,10.0,1.0
2020-12-09,364,20.0,11.0,2.0,,,,,,,,,,,,,198.0,8.0,,,,,6.0,1.0,100,9.0,,,,,,
2020-12-10,386,22.0,,,,,,,,,,,,,,,212.0,14.0,,,5.0,1.0,,,102,2.0,,,,,11.0,1.0
2020-12-11,404,18.0,,,,,,,,,,,,,,,220.0,8.0,,,,,,,111,9.0,,,,,,
2020-12-12,418,14.0,,,3.0,1.0,,,,,,,,,,,223.0,3.0,2.0,1.0,,,,,116,5.0,,,3.0,1.0,13.0,2.0
2020-12-13,428,10.0,12.0,1.0,,,,,,,,,,,,,228.0,5.0,,,,,,,119,3.0,,,,,,
2020-12-14,451,23.0,,,,,,,,,,,,,,,241.0,13.0,,,6.0,1.0,,,126,7.0,,,,,,
2020-12-15,545,94.0,16.0,4.0,12.0,9.0,4.0,1.0,,,,,,,,,275.0,34.0,,,9.0,3.0,,,153,27.0,,,,,,
2020-12-16,1193,648.0,45.0,29.0,144.0,132.0,5.0,1.0,,,,,,,,,325.0,50.0,4.0,2.0,36.0,27.0,11.0,5.0,162,9.0,,,6.0,3.0,19.0,6.0
2020-12-17,4464,3271.0,92.0,47.0,271.0,127.0,16.0,11.0,80.0,,,,69.0,68.0,,,1577.0,1252.0,,,111.0,75.0,48.0,37.0,1379,1217.0,9.0,8.0,10.0,4.0,44.0,25.0
2020-12-18,8197,3733.0,115.0,23.0,472.0,201.0,24.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3244.0,1667.0,6.0,2.0,179.0,68.0,82.0,34.0,2751,1372.0,15.0,6.0,,,45.0,1.0
2020-12-19,10776,2579.0,116.0,1.0,517.0,45.0,31.0,7.0,,,,,111.0,2.0,,,4900.0,1656.0,,,181.0,2.0,109.0,27.0,3487,736.0,19.0,4.0,13.0,3.0,48.0,3.0
2020-12-20,11869,1093.0,,,521.0,4.0,,,148.0,1.0,,,112.0,1.0,,,5892.0,992.0,,,183.0,2.0,120.0,11.0,3511,24.0,21.0,2.0,16.0,3.0,51.0,3.0
2020-12-21,17459,5590.0,129.0,13.0,529.0,8.0,43.0,12.0,195.0,47.0,16.0,14.0,148.0,36.0,10.0,,9051.0,3159.0,18.0,12.0,190.0,7.0,271.0,151.0,5020,1509.0,24.0,3.0,19.0,3.0,224.0,173.0
2020-12-22,25310,7851.0,136.0,7.0,586.0,57.0,304.0,261.0,241.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13130.0,4079.0,79.0,61.0,268.0,78.0,520.0,249.0,6585,1565.0,71.0,47.0,385.0,366.0,870.0,646.0
2020-12-23,35222,9912.0,299.0,163.0,893.0,307.0,719.0,415.0,372.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,17825.0,4695.0,289.0,210.0,433.0,165.0,892.0,372.0,8468,1883.0,97.0,26.0,826.0,441.0,1600.0,730.0
2020-12-24,39109,3887.0,308.0,9.0,1217.0,324.0,829.0,110.0,433.0,61.0,53.0,4.0,293.0,69.0,,,19382.0,1557.0,423.0,134.0,540.0,107.0,962.0,70.0,9523,1055.0,122.0,25.0,876.0,50.0,1821.0,221.0
2020-12-25,39254,145.0,310.0,2.0,1316.0,99.0,,,,,,,,,,,19387.0,5.0,,,544.0,4.0,,,9531,8.0,,,892.0,16.0,,
2020-12-26,45814,6560.0,312.0,2.0,1384.0,68.0,851.0,22.0,443.0,10.0,54.0,1.0,321.0,28.0,,,24328.0,4941.0,587.0,164.0,545.0,1.0,1275.0,313.0,10325,794.0,128.0,6.0,930.0,38.0,1920.0,99.0
2020-12-27,48489,2675.0,,,1464.0,80.0,,,446.0,3.0,,,322.0,1.0,,,26561.0,2233.0,648.0,61.0,546.0,1.0,1351.0,76.0,10498,173.0,,,944.0,14.0,1921.0,1.0
2020-12-28,58016,9527.0,383.0,71.0,1667.0,203.0,935.0,84.0,601.0,155.0,56.0,2.0,457.0,135.0,45.0,3.0,31707.0,5146.0,917.0,269.0,888.0,342.0,1791.0,440.0,12312,1814.0,171.0,43.0,1020.0,76.0,2335.0,414.0
2020-12-29,71353,13337.0,713.0,330.0,1996.0,329.0,1009.0,74.0,754.0,153.0,64.0,8.0,582.0,125.0,47.0,2.0,39465.0,7758.0,1298.0,381.0,1265.0,377.0,2422.0,631.0,14241,1929.0,232.0,61.0,1324.0,304.0,2664.0,329.0
2020-12-30,86535,15182.0,874.0,161.0,2422.0,426.0,1215.0,206.0,873.0,119.0,85.0,21.0,738.0,156.0,64.0,17.0,47995.0,8530.0,1636.0,338.0,1635.0,370.0,3277.0,855.0,16337,2096.0,304.0,72.0,2074.0,750.0,3074.0,410.0
2020-12-31,94653,8118.0,950.0,76.0,2652.0,230.0,1409.0,194.0,959.0,86.0,115.0,30.0,893.0,155.0,69.0,5.0,51995.0,4000.0,1912.0,276.0,1983.0,348.0,3820.0,543.0,17914,1577.0,369.0,65.0,2216.0,142.0,3157.0,83.0
2021-01-01,97442,2789.0,953.0,3.0,2765.0,113.0,1442.0,33.0,968.0,9.0,117.0,2.0,897.0,4.0,,,53267.0,1272.0,1979.0,67.0,2076.0,93.0,3894.0,74.0,18812,898.0,391.0,22.0,2245.0,29.0,3202.0,45.0
2021-01-02,105206,7764.0,958.0,5.0,2840.0,75.0,1455.0,13.0,971.0,3.0,,,1093.0,196.0,,,59294.0,6027.0,2028.0,49.0,2078.0,2.0,4412.0,518.0,19467,655.0,394.0,3.0,2365.0,120.0,3208.0,6.0
2021-01-03,108473,3267.0,,,2845.0,5.0,1533.0,78.0,,,,,1096.0,3.0,,,61842.0,2548.0,2054.0,26.0,2082.0,4.0,4579.0,167.0,19840,373.0,400.0,6.0,2370.0,5.0,3210.0,2.0
2021-01-04,117467,8994.0,998.0,40.0,3189.0,344.0,1580.0,47.0,1113.0,142.0,118.0,1.0,1247.0,151.0,70.0,1.0,66493.0,4651.0,2242.0,188.0,2331.0,249.0,5159.0,580.0,21654,1814.0,468.0,68.0,2413.0,43.0,3434.0,224.0
2021-01-05,126774,9307.0,1097.0,99.0,3556.0,367.0,1668.0,88.0,1228.0,115.0,139.0,21.0,1559.0,312.0,72.0,2.0,70811.0,4318.0,2375.0,133.0,2751.0,420.0,5786.0,627.0,23425,1771.0,545.0,77.0,2485.0,72.0,3767.0,333.0
2021-01-06,139072,12298.0,1378.0,281.0,3995.0,439.0,1771.0,103.0,1350.0,122.0,154.0,15.0,1835.0,276.0,103.0,31.0,75693.0,4882.0,2627.0,252.0,3239.0,488.0,6558.0,772.0,25550,2125.0,665.0,120.0,2576.0,91.0,4234.0,467.0
2021-01-07,152021,12949.0,1649.0,271.0,4589.0,594.0,1840.0,69.0,1592.0,242.0,192.0,38.0,2322.0,487.0,158.0,55.0,80988.0,5295.0,2879.0,252.0,3939.0,700.0,7301.0,743.0,27809,2259.0,834.0,169.0,3239.0,663.0,4448.0,214.0
2021-01-08,164272,12251.0,1775.0,126.0,5190.0,601.0,1994.0,154.0,1862.0,270.0,208.0,16.0,2706.0,384.0,,,85550.0,4562.0,3136.0,257.0,4331.0,392.0,8172.0,871.0,30450,2641.0,999.0,165.0,3980.0,741.0,4721.0,273.0
2021-01-09,172284,8012.0,1784.0,9.0,5288.0,98.0,2367.0,373.0,1864.0,2.0,209.0,1.0,2742.0,36.0,,,90171.0,4621.0,3192.0,56.0,4342.0,11.0,8493.0,321.0,32543,2093.0,1008.0,9.0,4165.0,185.0,4737.0,16.0
2021-01-10,175613,3329.0,1785.0,1.0,5297.0,9.0,2382.0,15.0,,,,,2743.0,1.0,,,92772.0,2601.0,3241.0,49.0,4344.0,2.0,8574.0,81.0,32997,454.0,1013.0,5.0,4174.0,9.0,4754.0,17.0
2021-01-11,191675,16062.0,1932.0,147.0,5662.0,365.0,2660.0,278.0,2001.0,137.0,,,2929.0,186.0,162.0,4.0,102280.0,9508.0,3440.0,199.0,4744.0,400.0,9172.0,598.0,35839,2842.0,1114.0,101.0,4252.0,78.0,5361.0,607.0
