date,pcr_tests,pcr_pos_test,pcr_positivity,pcr_tests_APACHE,pcr_pos_test_APACHE,pcr_positivity_APACHE,pcr_tests_YUMA,pcr_pos_test_YUMA,pcr_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_test_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_test_PINAL,pcr_positivity_PINAL,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_test_NAVAJO,pcr_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_test_LA_PAZ,pcr_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_test_GREENLEE,pcr_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_test_GRAHAM,pcr_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_test_GILA,pcr_positivity_GILA,pcr_tests_COCONINO,pcr_pos_test_COCONINO,pcr_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_test_COCHISE,pcr_positivity_COCHISE
2021-11-24 00:00:00,481,28,0.0582120582120582,1.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.125,23.0,2.0,0.0869565217391304,15.0,1.0,0.0666666666666667,103.0,7.0,0.0679611650485437,2.0,0.0,0.0,7.0,2.0,0.2857142857142857,193.0,13.0,0.0673575129533679,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,91.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0
2021-11-23 00:00:00,17189,2061,0.1199022630752225,119.0,18.0,0.1512605042016807,296.0,28.0,0.0945945945945946,394.0,69.0,0.1751269035532995,98.0,6.0,0.0612244897959184,757.0,158.0,0.2087186261558785,3791.0,384.0,0.1012925349512002,355.0,52.0,0.1464788732394366,779.0,50.0,0.0641848523748395,9742.0,1203.0,0.123485937179224,39.0,4.0,0.1025641025641026,4.0,0.0,0.0,73.0,7.0,0.0958904109589041,136.0,30.0,0.2205882352941177,225.0,18.0,0.08,123.0,20.0,0.1626016260162602
2021-11-22 00:00:00,35553,4574,0.1286529969341546,214.0,39.0,0.1822429906542056,522.0,64.0,0.1226053639846743,846.0,141.0,0.1666666666666667,246.0,29.0,0.1178861788617886,2584.0,482.0,0.1865325077399381,6161.0,705.0,0.1144294757344587,667.0,99.0,0.1484257871064468,823.0,95.0,0.1154313487241798,20184.0,2634.0,0.130499405469679,330.0,2.0,0.0060606060606061,3.0,1.0,0.3333333333333333,53.0,15.0,0.2830188679245283,487.0,35.0,0.0718685831622177,563.0,77.0,0.1367673179396092,620.0,89.0,0.1435483870967742
2021-11-21 00:00:00,17071,2687,0.1574014410403609,79.0,17.0,0.2151898734177215,205.0,20.0,0.0975609756097561,377.0,105.0,0.2785145888594165,51.0,10.0,0.196078431372549,1181.0,228.0,0.1930567315834039,2556.0,440.0,0.1721439749608764,197.0,33.0,0.16751269035533,229.0,39.0,0.1703056768558952,11368.0,1696.0,0.1491907107670655,24.0,2.0,0.0833333333333333,4.0,0.0,0.0,3.0,1.0,0.3333333333333333,63.0,12.0,0.1904761904761905,208.0,32.0,0.1538461538461539,157.0,28.0,0.178343949044586
2021-11-20 00:00:00,19165,2949,0.153874249934777,78.0,9.0,0.1153846153846154,237.0,26.0,0.109704641350211,416.0,107.0,0.2572115384615385,58.0,6.0,0.103448275862069,1496.0,317.0,0.2118983957219251,2777.0,460.0,0.1656463809866763,233.0,47.0,0.2017167381974249,306.0,67.0,0.2189542483660131,12289.0,1771.0,0.1441126210432094,10.0,0.0,0.0,,,,14.0,3.0,0.2142857142857143,47.0,9.0,0.1914893617021277,464.0,44.0,0.0948275862068966,312.0,47.0,0.1506410256410256
2021-11-19 00:00:00,35601,4461,0.1253054689475015,158.0,26.0,0.1645569620253165,623.0,53.0,0.0850722311396469,847.0,143.0,0.1688311688311688,188.0,27.0,0.1436170212765958,2349.0,419.0,0.1783737760749255,5677.0,714.0,0.12577065351418,497.0,83.0,0.1670020120724346,533.0,98.0,0.1838649155722327,21894.0,2619.0,0.1196218141956701,78.0,6.0,0.0769230769230769,2.0,0.0,0.0,37.0,8.0,0.2162162162162162,204.0,13.0,0.0637254901960784,999.0,96.0,0.0960960960960961,692.0,89.0,0.1286127167630058
2021-11-18 00:00:00,37256,4448,0.1193901653424952,262.0,41.0,0.1564885496183206,524.0,48.0,0.0916030534351145,950.0,164.0,0.1726315789473684,364.0,29.0,0.0796703296703297,2304.0,397.0,0.1723090277777778,5841.0,666.0,0.1140215716486903,644.0,113.0,0.1754658385093168,970.0,94.0,0.0969072164948454,21991.0,2643.0,0.1201855304442727,55.0,10.0,0.1818181818181818,3.0,0.0,0.0,86.0,12.0,0.1395348837209302,381.0,24.0,0.062992125984252,849.0,78.0,0.0918727915194346,710.0,79.0,0.1112676056338028
2021-11-17 00:00:00,38590,5064,0.1312257061414874,346.0,56.0,0.161849710982659,627.0,53.0,0.0845295055821372,820.0,140.0,0.1707317073170732,279.0,35.0,0.1254480286738351,2428.0,445.0,0.1832784184514003,6103.0,791.0,0.1296083893167295,599.0,119.0,0.1986644407345576,685.0,127.0,0.1854014598540146,23203.0,2981.0,0.1284747661940267,54.0,8.0,0.1481481481481482,4.0,0.0,0.0,50.0,12.0,0.24,269.0,33.0,0.1226765799256506,1061.0,106.0,0.0999057492931197,866.0,109.0,0.1258660508083141
2021-11-16 00:00:00,39017,4808,0.1232283363661994,268.0,36.0,0.1343283582089552,595.0,66.0,0.1109243697478992,1068.0,203.0,0.1900749063670412,324.0,48.0,0.1481481481481482,2341.0,431.0,0.1841093549765058,6289.0,806.0,0.1281602798537129,627.0,113.0,0.1802232854864434,1152.0,142.0,0.1232638888888889,22397.0,2680.0,0.1196588828861008,250.0,4.0,0.016,12.0,0.0,0.0,44.0,6.0,0.1363636363636364,179.0,18.0,0.1005586592178771,951.0,105.0,0.110410094637224,805.0,97.0,0.1204968944099379
2021-11-15 00:00:00,41872,5352,0.1278181123423768,343.0,41.0,0.119533527696793,882.0,64.0,0.072562358276644,1012.0,203.0,0.2005928853754941,343.0,49.0,0.1428571428571429,3052.0,513.0,0.168086500655308,6220.0,828.0,0.1331189710610933,849.0,164.0,0.193168433451119,854.0,141.0,0.1651053864168618,23558.0,2971.0,0.12611427116054,61.0,4.0,0.0655737704918033,8.0,0.0,0.0,58.0,13.0,0.2241379310344828,471.0,45.0,0.0955414012738854,1223.0,130.0,0.1062959934587081,886.0,128.0,0.1444695259593679
