date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,294,384,434,498,359,7
1/10/2021,444,553,644,747,827,11
1/11/2021,461,567,675,785,926,11
1/12/2021,481,590,704,833,1089,11
1/13/2021,499,621,745,880,1257,12
1/14/2021,533,651,793,947,1459,13
1/15/2021,558,695,830,1015,1693,14
1/16/2021,569,713,845,1055,1961,15
1/17/2021,570,716,845,1058,1985,15
1/18/2021,588,733,871,1092,2218,16
1/19/2021,606,750,902,1143,2402,17
1/2/2021,300,394,443,509,372,7
1/20/2021,640,778,926,1209,2678,17
1/21/2021,657,801,953,1250,2852,17
1/22/2021,685,824,981,1295,3095,17
1/23/2021,698,834,990,1314,3694,17
1/24/2021,698,840,999,1320,4224,17
1/25/2021,704,847,1009,1339,4480,18
1/26/2021,719,854,1017,1366,4836,18
1/27/2021,743,873,1043,1417,5251,19
1/28/2021,762,896,1075,1465,5780,19
1/29/2021,777,905,1089,1495,6158,19
1/3/2021,302,395,452,516,379,7
1/30/2021,782,910,1101,1514,6461,19
1/31/2021,785,911,1108,1526,6936,19
1/4/2021,321,423,483,561,443,8
1/5/2021,336,446,506,589,486,8
1/6/2021,375,481,544,653,558,9
1/7/2021,402,509,589,688,673,11
1/8/2021,433,542,628,730,778,11
1/9/2021,439,551,638,742,796,11
10/1/2021,7423,5986,8321,16577,40827,2922
10/10/2021,7548,6046,8394,16670,40937,2963
10/11/2021,7560,6053,8404,16685,40952,2965
10/12/2021,7579,6064,8415,16695,40966,2969
10/13/2021,7590,6076,8425,16703,40989,2974
10/14/2021,7604,6079,8440,16714,41017,2982
10/15/2021,7637,6096,8455,16724,41039,2999
10/16/2021,7649,6107,8465,16727,41044,3007
10/17/2021,7659,6107,8468,16731,41048,3010
10/18/2021,7688,6116,8483,16745,41064,3012
10/19/2021,7703,6130,8489,16761,41089,3025
10/2/2021,7432,5998,8329,16586,40843,2924
10/20/2021,7712,6139,8498,16768,41108,3027
10/21/2021,7733,6146,8507,16779,41123,3031
10/22/2021,7753,6165,8532,16791,41169,3039
10/23/2021,7761,6170,8537,16799,41214,3043
