date,Yuma_cume,Yuma
1/1/2021,6,
1/10/2021,7,1
1/11/2021,8,1
1/12/2021,9,1
1/13/2021,10,1
1/14/2021,12,2
1/15/2021,19,7
1/16/2021,49,30
1/17/2021,52,3
1/18/2021,54,2
1/19/2021,230,176
1/2/2021,929,699
1/20/2021,1686,757
1/21/2021,1924,238
1/22/2021,2028,104
1/23/2021,2029,1
1/24/2021,2459,430
1/25/2021,2819,360
1/26/2021,3254,435
1/27/2021,3347,93
1/28/2021,3387,40
1/29/2021,3390,3
1/3/2021,3391,1
1/30/2021,3611,220
1/31/2021,3942,331
1/4/2021,4428,486
1/5/2021,4657,229
1/6/2021,4983,326
1/7/2021,4997,14
1/8/2021,5012,15
1/9/2021,5692,680
10/1/2021,6374,682
12/1/2020,7126,752
12/10/2020,7312,186
12/12/2020,7504,192
12/16/2020,7505,1
12/17/2020,7506,1
12/19/2020,7543,37
12/20/2020,7934,391
12/21/2020,8512,578
12/22/2020,10302,1790
12/23/2020,11885,1583
12/24/2020,12029,144
12/26/2020,12043,14
12/27/2020,12478,435
12/28/2020,13332,854
12/29/2020,14737,1405
12/3/2020,16811,2074
12/30/2020,18885,2074
12/31/2020,20088,1203
12/4/2020,20101,13
12/8/2020,20990,889
2/1/2021,22073,1083
2/10/2021,23582,1509
2/11/2021,24596,1014
2/12/2021,25303,707
2/13/2021,25345,42
2/14/2021,25367,22
2/15/2021,25650,283
2/16/2021,26498,848
2/17/2021,28859,2361
2/18/2021,31335,2476
2/19/2021,33222,1887
2/2/2021,34092,870
2/20/2021,34095,3
2/21/2021,34211,116
2/22/2021,34471,260
2/23/2021,34807,336
2/24/2021,35433,626
2/25/2021,36292,859
2/26/2021,36672,380
2/27/2021,36682,10
2/28/2021,36726,44
2/3/2021,37927,1201
2/4/2021,40562,2635
2/5/2021,43728,3166
2/6/2021,46483,2755
2/7/2021,47328,845
2/8/2021,47680,352
2/9/2021,49597,1917
3/1/2021,50970,1373
3/10/2021,52249,1279
3/11/2021,55133,2884
3/12/2021,58775,3642
3/13/2021,59006,231
3/14/2021,59184,178
3/15/2021,60211,1027
3/16/2021,62392,2181
3/17/2021,64365,1973
3/18/2021,67792,3427
3/19/2021,70986,3194
3/2/2021,72623,1637
3/20/2021,72827,204
3/21/2021,73685,858
3/22/2021,75305,1620
3/23/2021,77420,2115
3/24/2021,81379,3959
3/25/2021,84548,3169
3/26/2021,85891,1343
3/27/2021,86241,350
3/28/2021,86795,554
3/29/2021,88309,1514
3/3/2021,90670,2361
3/30/2021,93007,2337
3/31/2021,95265,2258
3/4/2021,95873,608
3/5/2021,96126,253
3/6/2021,96744,618
3/7/2021,99586,2842
3/8/2021,102614,3028
3/9/2021,105559,2945
4/1/2021,107478,1919
4/10/2021,108240,762
4/11/2021,108936,696
4/12/2021,110368,1432
4/13/2021,112592,2224
4/14/2021,115049,2457
4/15/2021,117935,2886
4/16/2021,119983,2048
4/17/2021,120531,548
4/18/2021,120747,216
4/19/2021,121400,653
4/2/2021,122448,1048
4/20/2021,125129,2681
4/21/2021,128167,3038
4/22/2021,131289,3122
4/23/2021,132046,757
4/24/2021,132619,573
4/25/2021,134223,1604
4/26/2021,136213,1990
4/27/2021,137823,1610
4/28/2021,139227,1404
4/29/2021,141183,1956
4/3/2021,141512,329
4/30/2021,141703,191
4/4/2021,142252,549
4/5/2021,145391,3139
4/6/2021,147331,1940
4/7/2021,149142,1811
4/8/2021,150675,1533
4/9/2021,150924,249
5/1/2021,151106,182
5/10/2021,151985,879
5/11/2021,153584,1599
5/12/2021,154798,1214
5/13/2021,156326,1528
5/14/2021,157508,1182
5/15/2021,157775,267
5/16/2021,157901,126
