date,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-09-30 00:00:00,48,4,0.0833333333333333,,,
2021-09-29 00:00:00,281,37,0.1316725978647687,14,9,0.642857142857143
2021-09-28 00:00:00,240,23,0.0958333333333333,12,9,0.75
2021-09-27 00:00:00,312,54,0.1730769230769231,18,13,0.7222222222222222
2021-09-26 00:00:00,60,8,0.1333333333333333,6,4,0.6666666666666666
2021-09-25 00:00:00,71,16,0.2253521126760564,13,9,0.6923076923076924
2021-09-24 00:00:00,255,39,0.1529411764705883,17,13,0.7647058823529412
2021-09-23 00:00:00,317,30,0.0946372239747634,14,8,0.5714285714285714
2021-09-22 00:00:00,259,32,0.1235521235521236,13,5,0.3846153846153847
2021-09-21 00:00:00,223,26,0.1165919282511211,19,11,0.5789473684210528
2021-09-20 00:00:00,299,46,0.1538461538461539,16,12,0.75
2021-09-19 00:00:00,71,14,0.1971830985915493,6,3,0.5
2021-09-18 00:00:00,88,8,0.0909090909090909,14,8,0.5714285714285714
2021-09-17 00:00:00,276,33,0.1195652173913044,18,15,0.8333333333333334
2021-09-16 00:00:00,220,18,0.0818181818181818,7,2,0.2857142857142857
2021-09-15 00:00:00,274,27,0.0985401459854015,10,3,0.3
2021-09-14 00:00:00,282,29,0.1028368794326241,25,14,0.5600000000000002
2021-09-13 00:00:00,400,39,0.0975,14,11,0.7857142857142858
2021-09-12 00:00:00,77,17,0.2207792207792208,3,3,1
2021-09-11 00:00:00,77,16,0.2077922077922078,16,13,0.8125
2021-09-10 00:00:00,290,34,0.1172413793103448,15,8,0.5333333333333334
2021-09-09 00:00:00,225,23,0.1022222222222222,18,11,0.6111111111111112
2021-09-08 00:00:00,275,27,0.0981818181818182,13,5,0.3846153846153847
2021-09-07 00:00:00,298,33,0.1107382550335571,22,15,0.6818181818181818
2021-09-06 00:00:00,56,8,0.1428571428571429,7,5,0.7142857142857144
2021-09-05 00:00:00,80,8,0.1,2,1,0.5
2021-09-04 00:00:00,115,19,0.1652173913043478,15,12,0.8
2021-09-03 00:00:00,249,26,0.1044176706827309,21,10,0.4761904761904762
