date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-01-04 00:00:00,1,0,0,,,
2021-01-03 00:00:00,8,2,0.25,,,
2021-01-02 00:00:00,32,6,0.1875,,,
2021-01-01 00:00:00,28,6,0.2142857142857143,,,
2020-12-31 00:00:00,119,37,0.3109243697478992,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,214,58,0.2710280373831776,,,
2020-12-29 00:00:00,208,58,0.2788461538461539,1.0,1.0,1
2020-12-28 00:00:00,250,65,0.26,2.0,2.0,1
2020-12-27 00:00:00,49,19,0.3877551020408163,1.0,0.0,0
2020-12-26 00:00:00,53,18,0.339622641509434,,,
2020-12-25 00:00:00,7,2,0.2857142857142857,,,
2020-12-24 00:00:00,108,34,0.3148148148148149,2.0,0.0,0
2020-12-23 00:00:00,181,40,0.2209944751381216,2.0,2.0,1
2020-12-22 00:00:00,152,34,0.2236842105263158,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,200,53,0.265,3.0,1.0,0.3333333333333333
2020-12-20 00:00:00,62,19,0.3064516129032258,2.0,0.0,0
2020-12-19 00:00:00,68,17,0.25,1.0,0.0,0
2020-12-18 00:00:00,188,33,0.175531914893617,7.0,2.0,0.2857142857142857
2020-12-17 00:00:00,222,52,0.2342342342342343,6.0,3.0,0.5
2020-12-16 00:00:00,203,54,0.2660098522167488,3.0,2.0,0.6666666666666666
2020-12-15 00:00:00,146,41,0.2808219178082192,3.0,0.0,0
2020-12-14 00:00:00,204,68,0.3333333333333333,3.0,0.0,0
2020-12-13 00:00:00,58,23,0.3965517241379311,,,
2020-12-12 00:00:00,62,17,0.2741935483870968,,,
2020-12-11 00:00:00,178,43,0.2415730337078652,3.0,1.0,0.3333333333333333
2020-12-10 00:00:00,205,48,0.2341463414634147,2.0,0.0,0
2020-12-09 00:00:00,232,54,0.2327586206896552,6.0,1.0,0.1666666666666667
2020-12-08 00:00:00,221,70,0.3167420814479638,3.0,1.0,0.3333333333333333
2020-12-07 00:00:00,223,62,0.2780269058295965,2.0,1.0,0.5
2020-12-06 00:00:00,70,24,0.3428571428571429,,,
2020-12-05 00:00:00,49,16,0.326530612244898,,,
2020-12-04 00:00:00,232,59,0.2543103448275862,1.0,0.0,0
2020-12-03 00:00:00,223,60,0.2690582959641256,4.0,2.0,0.5
2020-12-02 00:00:00,407,69,0.1695331695331695,1.0,0.0,0
2020-12-01 00:00:00,153,43,0.281045751633987,2.0,1.0,0.5
2020-11-30 00:00:00,278,94,0.3381294964028777,5.0,2.0,0.4
2020-11-29 00:00:00,30,6,0.2,1.0,0.0,0
2020-11-28 00:00:00,76,24,0.3157894736842105,1.0,0.0,0
2020-11-27 00:00:00,73,13,0.1780821917808219,1.0,0.0,0
2020-11-26 00:00:00,13,7,0.5384615384615384,,,
2020-11-25 00:00:00,367,77,0.2098092643051771,1.0,0.0,0
2020-11-24 00:00:00,118,36,0.3050847457627119,5.0,1.0,0.2
2020-11-23 00:00:00,232,48,0.2068965517241379,2.0,0.0,0
2020-11-22 00:00:00,46,9,0.1956521739130435,,,
2020-11-21 00:00:00,72,16,0.2222222222222222,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,220,48,0.2181818181818182,5.0,4.0,0.8
2020-11-19 00:00:00,196,45,0.2295918367346939,4.0,1.0,0.25
2020-11-18 00:00:00,212,35,0.1650943396226415,1.0,1.0,1
2020-11-17 00:00:00,125,38,0.304,5.0,0.0,0
2020-11-16 00:00:00,208,61,0.2932692307692308,9.0,0.0,0
2020-11-15 00:00:00,34,5,0.1470588235294118,3.0,1.0,0.3333333333333333
2020-11-14 00:00:00,56,11,0.1964285714285714,2.0,1.0,0.5
2020-11-13 00:00:00,241,27,0.1120331950207469,3.0,0.0,0
2020-11-12 00:00:00,299,26,0.0869565217391304,3.0,1.0,0.3333333333333333
2020-11-11 00:00:00,61,9,0.1475409836065574,1.0,1.0,1
2020-11-10 00:00:00,176,25,0.1420454545454546,2.0,0.0,0
2020-11-09 00:00:00,109,20,0.1834862385321101,5.0,2.0,0.4
2020-11-08 00:00:00,48,7,0.1458333333333334,1.0,0.0,0
2020-11-07 00:00:00,38,8,0.2105263157894737,1.0,0.0,0
2020-11-06 00:00:00,73,10,0.136986301369863,,,
2020-11-05 00:00:00,140,15,0.1071428571428571,,,
2020-11-04 00:00:00,174,15,0.0862068965517241,2.0,1.0,0.5
2020-11-03 00:00:00,65,13,0.2,2.0,0.0,0
2020-11-02 00:00:00,80,9,0.1125,3.0,0.0,0
2020-11-01 00:00:00,20,3,0.15,1.0,1.0,1
2020-10-31 00:00:00,44,5,0.1136363636363636,,,
2020-10-30 00:00:00,73,7,0.0958904109589041,3.0,1.0,0.3333333333333333
2020-10-29 00:00:00,72,13,0.1805555555555556,3.0,0.0,0
2020-10-28 00:00:00,100,8,0.08,,,
2020-10-27 00:00:00,65,7,0.1076923076923077,4.0,1.0,0.25
2020-10-26 00:00:00,87,14,0.1609195402298851,2.0,0.0,0
2020-10-25 00:00:00,24,5,0.2083333333333334,1.0,1.0,1
2020-10-24 00:00:00,54,3,0.0555555555555556,,,
2020-10-23 00:00:00,196,10,0.0510204081632653,,,
