date,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL
2021-05-04 00:00:00,2,0,0,,,
2021-05-03 00:00:00,164,8,0.0487804878048781,12.0,4.0,0.3333333333333333
2021-05-02 00:00:00,233,18,0.0772532188841202,19.0,16.0,0.8421052631578948
2021-05-01 00:00:00,310,16,0.0516129032258065,52.0,29.0,0.5576923076923078
2021-04-30 00:00:00,515,31,0.0601941747572816,44.0,28.0,0.6363636363636364
2021-04-29 00:00:00,566,30,0.0530035335689046,105.0,53.0,0.5047619047619048
2021-04-28 00:00:00,501,32,0.063872255489022,59.0,39.0,0.6610169491525424
2021-04-27 00:00:00,564,42,0.074468085106383,45.0,22.0,0.488888888888889
2021-04-26 00:00:00,766,47,0.0613577023498695,34.0,15.0,0.4411764705882353
2021-04-25 00:00:00,267,21,0.0786516853932584,10.0,4.0,0.4
2021-04-24 00:00:00,328,25,0.076219512195122,34.0,20.0,0.5882352941176472
2021-04-23 00:00:00,528,32,0.0606060606060606,27.0,16.0,0.5925925925925926
2021-04-22 00:00:00,499,36,0.0721442885771543,47.0,28.0,0.5957446808510638
2021-04-21 00:00:00,517,37,0.0715667311411992,48.0,22.0,0.4583333333333334
2021-04-20 00:00:00,701,40,0.0570613409415121,24.0,13.0,0.5416666666666666
2021-04-19 00:00:00,655,44,0.067175572519084,30.0,16.0,0.5333333333333334
2021-04-18 00:00:00,430,24,0.0558139534883721,5.0,3.0,0.6
2021-04-17 00:00:00,315,20,0.0634920634920635,8.0,7.0,0.875
2021-04-16 00:00:00,521,31,0.0595009596928983,26.0,15.0,0.576923076923077
2021-04-15 00:00:00,560,30,0.0535714285714286,31.0,14.0,0.4516129032258064
2021-04-14 00:00:00,694,47,0.0677233429394813,67.0,41.0,0.6119402985074628
2021-04-13 00:00:00,645,31,0.048062015503876,68.0,34.0,0.5
2021-04-12 00:00:00,691,26,0.0376266280752533,43.0,24.0,0.558139534883721
2021-04-11 00:00:00,311,23,0.0739549839228296,6.0,4.0,0.6666666666666666
2021-04-10 00:00:00,352,29,0.0823863636363636,4.0,1.0,0.25
2021-04-09 00:00:00,486,29,0.0596707818930041,23.0,13.0,0.5652173913043478
2021-04-08 00:00:00,584,35,0.0599315068493151,56.0,31.0,0.5535714285714286
2021-04-07 00:00:00,560,37,0.0660714285714286,39.0,22.0,0.5641025641025642
2021-04-06 00:00:00,689,30,0.0435413642960813,27.0,13.0,0.4814814814814816
2021-04-05 00:00:00,747,35,0.0468540829986613,37.0,15.0,0.4054054054054055
2021-04-04 00:00:00,265,12,0.0452830188679245,7.0,4.0,0.5714285714285714
2021-04-03 00:00:00,380,23,0.0605263157894737,10.0,2.0,0.2
2021-04-02 00:00:00,510,35,0.0686274509803922,33.0,20.0,0.6060606060606062
2021-04-01 00:00:00,536,19,0.0354477611940299,78.0,40.0,0.5128205128205128
2021-03-31 00:00:00,638,31,0.04858934169279,36.0,9.0,0.25
2021-03-30 00:00:00,711,33,0.0464135021097046,56.0,32.0,0.5714285714285714
2021-03-29 00:00:00,595,24,0.0403361344537815,37.0,20.0,0.5405405405405406
2021-03-28 00:00:00,351,14,0.0398860398860399,8.0,5.0,0.625
2021-03-27 00:00:00,397,17,0.0428211586901763,48.0,27.0,0.5625
2021-03-26 00:00:00,649,46,0.0708782742681048,27.0,10.0,0.3703703703703704
2021-03-25 00:00:00,579,32,0.0552677029360967,39.0,21.0,0.5384615384615384
2021-03-24 00:00:00,637,34,0.0533751962323391,44.0,20.0,0.4545454545454546
2021-03-23 00:00:00,650,27,0.0415384615384615,60.0,31.0,0.5166666666666668
2021-03-22 00:00:00,703,35,0.0497866287339972,55.0,22.0,0.4
2021-03-21 00:00:00,347,16,0.0461095100864553,4.0,1.0,0.25
2021-03-20 00:00:00,397,29,0.0730478589420655,19.0,6.0,0.3157894736842105
