Category,value
tests,10618850
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1617562
20 - 44 years,4588323
45 - 54 years,1431352
55 - 64 years,1341658
65 years and older,1621313
Unknown,18642
positive,0.0970344246316692
