date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-08-04 00:00:00,168,6,0.0357142857142857,3.0,0.0,0
2021-08-03 00:00:00,10184,1086,0.1066378633150039,344.0,143.0,0.4156976744186047
2021-08-02 00:00:00,18908,3110,0.1644806431140258,837.0,459.0,0.5483870967741936
2021-08-01 00:00:00,13868,2066,0.1489760599942313,232.0,84.0,0.3620689655172414
2021-07-31 00:00:00,14427,1989,0.1378665003119152,329.0,163.0,0.4954407294832828
2021-07-30 00:00:00,22562,2708,0.120024820494637,798.0,391.0,0.4899749373433584
2021-07-29 00:00:00,24039,2706,0.1125670784974417,833.0,412.0,0.4945978391356542
2021-07-28 00:00:00,23069,2611,0.1131821925527765,767.0,364.0,0.4745762711864408
2021-07-27 00:00:00,22338,2374,0.1062763004745277,756.0,356.0,0.470899470899471
2021-07-26 00:00:00,22052,2409,0.1092417921276982,774.0,355.0,0.458656330749354
2021-07-25 00:00:00,9928,1422,0.1432312651087832,161.0,68.0,0.422360248447205
2021-07-24 00:00:00,10296,1441,0.139957264957265,180.0,73.0,0.4055555555555556
2021-07-23 00:00:00,17316,1861,0.1074728574728575,632.0,283.0,0.4477848101265823
2021-07-22 00:00:00,19240,1934,0.1005197505197505,809.0,389.0,0.480840543881335
2021-07-21 00:00:00,18307,1859,0.1015458567760966,747.0,364.0,0.4872824631860778
2021-07-20 00:00:00,19802,1835,0.0926674073325927,670.0,307.0,0.4582089552238806
2021-07-19 00:00:00,19606,1770,0.0902784861777007,579.0,267.0,0.461139896373057
2021-07-18 00:00:00,8508,1081,0.1270568876351669,123.0,50.0,0.4065040650406504
2021-07-17 00:00:00,8749,1073,0.1226425877243114,161.0,87.0,0.5403726708074534
2021-07-16 00:00:00,14686,1437,0.0978482908892823,548.0,235.0,0.4288321167883212
2021-07-15 00:00:00,15454,1347,0.0871618998317588,616.0,299.0,0.4853896103896104
2021-07-14 00:00:00,15471,1298,0.0838989076336371,553.0,257.0,0.464737793851718
2021-07-13 00:00:00,16987,1312,0.0772355330546889,666.0,310.0,0.4654654654654656
2021-07-12 00:00:00,17982,1352,0.0751862974085196,540.0,258.0,0.4777777777777778
2021-07-11 00:00:00,7121,721,0.1012498244628563,175.0,87.0,0.4971428571428572
2021-07-10 00:00:00,7995,787,0.0984365228267667,154.0,64.0,0.4155844155844156
2021-07-09 00:00:00,12944,974,0.0752472187886279,707.0,391.0,0.553041018387553
2021-07-08 00:00:00,15122,961,0.0635497950006613,638.0,284.0,0.445141065830721
2021-07-07 00:00:00,15730,1039,0.0660521296884933,556.0,281.0,0.5053956834532374
2021-07-06 00:00:00,17553,998,0.0568563778271521,504.0,229.0,0.4543650793650794
2021-07-05 00:00:00,11049,864,0.0781971219114852,490.0,248.0,0.5061224489795918
2021-07-04 00:00:00,3039,195,0.0641658440276407,131.0,67.0,0.5114503816793894
2021-07-03 00:00:00,7368,423,0.0574104234527687,1224.0,672.0,0.5490196078431374
2021-07-02 00:00:00,12288,723,0.058837890625,1215.0,650.0,0.5349794238683128
2021-07-01 00:00:00,12477,735,0.0589083914402501,1563.0,808.0,0.5169545745361486
2021-06-30 00:00:00,13640,735,0.0538856304985337,1823.0,1004.0,0.5507405375754252
2021-06-29 00:00:00,15517,722,0.046529612682864,1692.0,925.0,0.5466903073286052
2021-06-28 00:00:00,15793,750,0.0474893940353321,806.0,421.0,0.522332506203474
2021-06-27 00:00:00,7471,423,0.0566189265158613,517.0,273.0,0.528046421663443
2021-06-26 00:00:00,7305,491,0.0672142368240931,1081.0,581.0,0.5374653098982424
2021-06-25 00:00:00,13072,633,0.0484241126070991,1391.0,718.0,0.5161754133716752
2021-06-24 00:00:00,14024,638,0.0454934398174558,1778.0,950.0,0.5343082114735658
2021-06-23 00:00:00,14115,622,0.0440665958200496,1824.0,966.0,0.5296052631578948
2021-06-22 00:00:00,16262,609,0.0374492682326897,1752.0,928.0,0.5296803652968036
2021-06-21 00:00:00,15694,662,0.0421817255001912,920.0,447.0,0.4858695652173914
2021-06-20 00:00:00,6520,311,0.0476993865030675,344.0,176.0,0.5116279069767442
2021-06-19 00:00:00,6883,399,0.0579689089060003,1054.0,578.0,0.5483870967741936
2021-06-18 00:00:00,12397,531,0.0428329434540615,1168.0,552.0,0.4726027397260274
2021-06-17 00:00:00,14102,573,0.0406325343922848,1128.0,502.0,0.4450354609929078
2021-06-16 00:00:00,14553,596,0.0409537552394695,1062.0,430.0,0.4048964218455744
2021-06-15 00:00:00,15689,577,0.0367773599337115,1157.0,454.0,0.3923941227312014
2021-06-14 00:00:00,17367,601,0.0346058616917142,705.0,328.0,0.4652482269503546
2021-06-13 00:00:00,7210,318,0.0441054091539528,381.0,210.0,0.5511811023622048
2021-06-12 00:00:00,7059,321,0.0454738631534212,520.0,211.0,0.4057692307692308
2021-06-11 00:00:00,13552,487,0.0359356552538371,1025.0,537.0,0.5239024390243904
