Category,value
tests,518177
Yuma,10523
Yavapai,13334
Santa Cruz,1962
Pinal,33045
Pima,52660
Navajo,4344
Mohave,10931
Maricopa,359860
La Paz,1585
Greenlee,203
Graham,1106
Gila,5723
Coconino,6590
Cochise,5667
Apache,1210
Unknown,441
65 years and older,121743
55 - 64 years,98072
45 - 54 years,91488
20 - 44 years,181012
Less than 20 years,25421
positive,0.1829124025188304
