date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,4,1
1/14/2021,9,5
1/15/2021,24,15
1/16/2021,50,26
1/18/2021,51,1
1/19/2021,56,5
1/2/2021,148,92
1/20/2021,321,173
1/21/2021,425,104
1/22/2021,788,363
1/23/2021,1096,308
1/24/2021,1381,285
1/25/2021,1666,285
1/26/2021,1752,86
1/27/2021,1753,1
1/28/2021,1754,1
1/29/2021,1982,228
1/3/2021,2299,317
1/30/2021,2673,374
1/31/2021,3318,645
1/4/2021,3661,343
1/5/2021,3662,1
1/6/2021,4087,425
1/7/2021,4540,453
1/8/2021,4838,298
1/9/2021,5229,391
12/14/2020,5547,318
12/15/2020,5551,4
12/16/2020,5736,185
12/17/2020,6184,448
12/18/2020,6687,503
12/2/2020,7348,661
12/20/2020,7759,411
12/21/2020,8011,252
12/22/2020,8033,22
12/23/2020,8506,473
12/24/2020,8951,445
12/28/2020,9579,628
12/29/2020,10572,993
12/30/2020,11134,562
12/31/2020,11277,143
12/4/2020,11279,2
2/1/2021,11875,596
2/10/2021,12503,628
2/11/2021,13516,1013
2/12/2021,14300,784
2/13/2021,14726,426
2/14/2021,14906,180
2/15/2021,14908,2
2/16/2021,15567,659
2/17/2021,16423,856
2/18/2021,17111,688
2/19/2021,18060,949
2/2/2021,18867,807
2/20/2021,18998,131
2/21/2021,19051,53
2/22/2021,19247,196
2/23/2021,20111,864
2/24/2021,21044,933
2/25/2021,21732,688
2/26/2021,22111,379
2/27/2021,22165,54
2/28/2021,22193,28
2/3/2021,22511,318
2/4/2021,23032,521
2/5/2021,23518,486
2/6/2021,24360,842
2/7/2021,24965,605
2/8/2021,25369,404
2/9/2021,25393,24
3/1/2021,25887,494
3/10/2021,26366,479
3/11/2021,27151,785
3/12/2021,27901,750
3/13/2021,28158,257
3/14/2021,28375,217
3/15/2021,28410,35
3/16/2021,28755,345
3/17/2021,29149,394
3/18/2021,29963,814
3/19/2021,30926,963
3/2/2021,31544,618
3/20/2021,31707,163
3/21/2021,31775,68
3/22/2021,32359,584
3/23/2021,32877,518
3/24/2021,33566,689
3/25/2021,34552,986
3/26/2021,34963,411
3/27/2021,35052,89
3/28/2021,35125,73
3/29/2021,35526,401
3/3/2021,36229,703
3/30/2021,37074,845
3/31/2021,37999,925
3/4/2021,38608,609
3/5/2021,38772,164
3/6/2021,38834,62
3/7/2021,39318,484
3/8/2021,39651,333
3/9/2021,40555,904
4/1/2021,40953,398
4/10/2021,41288,335
4/11/2021,41487,199
4/12/2021,41525,38
4/13/2021,41893,368
4/14/2021,42243,350
4/15/2021,42580,337
4/16/2021,43337,757
4/17/2021,43649,312
4/18/2021,43849,200
4/19/2021,43937,88
4/2/2021,44589,652
4/20/2021,44890,301
4/21/2021,45328,438
4/22/2021,45904,576
4/23/2021,46220,316
4/24/2021,46313,93
4/25/2021,46367,54
4/26/2021,46778,411
4/27/2021,47119,341
4/28/2021,47533,414
4/29/2021,47903,370
4/3/2021,48146,243
4/30/2021,48299,153
4/4/2021,48331,32
4/5/2021,48642,311
4/6/2021,48857,215
4/7/2021,49133,276
4/8/2021,49458,325
4/9/2021,49672,214
5/1/2021,49739,67
5/10/2021,49760,21
5/11/2021,49926,166
5/12/2021,50148,222
5/13/2021,50289,141
5/14/2021,50639,350
5/15/2021,50783,144
5/16/2021,50845,62
5/17/2021,50865,20
5/18/2021,51167,302
5/19/2021,51292,125
5/2/2021,51436,144
5/20/2021,51721,285
5/21/2021,52173,452
5/22/2021,52227,54
5/23/2021,52282,55
5/24/2021,52687,405
5/25/2021,53003,316
5/26/2021,53353,350
5/27/2021,53831,478
5/28/2021,54074,243
5/29/2021,54352,278
5/3/2021,54400,48
5/30/2021,54608,208
5/31/2021,54849,241
5/4/2021,55038,189
5/5/2021,55252,214
5/6/2021,55386,134
5/7/2021,55434,48
5/8/2021,55461,27
5/9/2021,55493,32
6/1/2021,55714,221
6/10/2021,55818,104
6/11/2021,56039,221
6/12/2021,56350,311
6/13/2021,56373,23
6/14/2021,56412,39
6/15/2021,56628,216
6/16/2021,56827,199
6/17/2021,57195,368
6/18/2021,57447,252
6/19/2021,57665,218
6/2/2021,57857,192
6/20/2021,57876,19
6/21/2021,58074,198
6/22/2021,58322,248
6/23/2021,58511,189
6/24/2021,58672,161
6/25/2021,58806,134
6/26/2021,58841,35
6/27/2021,58875,34
6/28/2021,59006,131
6/29/2021,59203,197
6/3/2021,59326,123
6/30/2021,59450,124
6/4/2021,59558,108
6/5/2021,59583,25
6/6/2021,59597,14
6/7/2021,59696,99
6/8/2021,59849,153
6/9/2021,59981,132
7/1/2021,60101,120
7/10/2021,60193,92
7/11/2021,60206,13
7/12/2021,60215,9
7/13/2021,60264,49
7/14/2021,60409,145
7/15/2021,60522,113
7/16/2021,60681,159
7/17/2021,60821,140
7/18/2021,60838,17
7/19/2021,60851,13
7/2/2021,60969,118
7/20/2021,61074,105
7/21/2021,61156,82
7/22/2021,61220,64
7/23/2021,61310,90
7/24/2021,61355,45
7/25/2021,61378,23
7/26/2021,61497,119
7/27/2021,61623,126
7/28/2021,61724,101
7/29/2021,61831,107
7/3/2021,61909,78
7/30/2021,61955,46
7/31/2021,61970,15
7/4/2021,62089,119
7/5/2021,62222,133
7/6/2021,62323,101
7/7/2021,62437,114
7/8/2021,62533,96
7/9/2021,62580,47
8/1/2021,62590,10
8/2/2021,62690,100
8/3/2021,62763,73
8/4/2021,62802,39
