Category,value
Cases,1318580
Deaths,23040
pct_increase,
wow,
case_Diff,
Death_diff,
Apache,"15,763"
Cochise,"19,126"
Coconino,"26,353"
Gila,"11,693"
Graham,"8,793"
Greenlee,"1,421"
La Paz,"3,516"
Maricopa,"830,216"
Mohave,"37,246"
Navajo,"25,768"
Pima,"165,803"
Pinal,"84,692"
Santa Cruz,"10,188"
Yavapai,"34,578"
Yuma,"43,424"
0_5,
<20y,261024
20-44y,562168
45-54y,181040
55-64y,148117
65+,160224
%null%,439
Male,634835
Female,678177
"White, non-Hispanic",521672
Hispanic or Latino,381349
"American Indian or Alaska Native, non-Hispanic",63093
"Black or African American, non-Hispanic",47452
"Asian or Pacific Islander, non-Hispanic",19583
Other Race,72850
Unknown,212581
