date,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2021-08-10 00:00:00,83,10,0.1204819277108434,,,
2021-08-09 00:00:00,239,31,0.1297071129707113,7,3,0.4285714285714286
2021-08-08 00:00:00,96,13,0.1354166666666667,1,1,1
2021-08-07 00:00:00,177,34,0.192090395480226,,,
2021-08-06 00:00:00,211,35,0.1658767772511848,6,4,0.6666666666666666
2021-08-05 00:00:00,305,44,0.1442622950819672,4,4,1
2021-08-04 00:00:00,216,29,0.1342592592592593,5,2,0.4
2021-08-03 00:00:00,191,31,0.162303664921466,3,2,0.6666666666666666
2021-08-02 00:00:00,208,48,0.2307692307692308,8,4,0.5
2021-08-01 00:00:00,99,26,0.2626262626262627,,,
2021-07-31 00:00:00,56,11,0.1964285714285714,1,1,1
2021-07-30 00:00:00,155,18,0.1161290322580645,5,1,0.2
2021-07-29 00:00:00,184,14,0.0760869565217391,2,2,1
2021-07-28 00:00:00,125,13,0.104,2,1,0.5
2021-07-27 00:00:00,114,18,0.1578947368421053,5,2,0.4
2021-07-26 00:00:00,152,23,0.1513157894736842,7,3,0.4285714285714286
2021-07-25 00:00:00,60,3,0.05,,,
2021-07-24 00:00:00,85,3,0.0352941176470588,,,
2021-07-23 00:00:00,163,15,0.0920245398773006,6,3,0.5
2021-07-22 00:00:00,167,6,0.0359281437125749,9,3,0.3333333333333333
2021-07-21 00:00:00,157,6,0.0382165605095541,5,3,0.6
2021-07-20 00:00:00,188,10,0.0531914893617021,3,2,0.6666666666666666
2021-07-19 00:00:00,136,10,0.0735294117647059,7,6,0.8571428571428572
2021-07-18 00:00:00,103,9,0.087378640776699,,,
2021-07-17 00:00:00,95,12,0.1263157894736842,,,
2021-07-16 00:00:00,174,10,0.0574712643678161,2,2,1
2021-07-15 00:00:00,162,14,0.0864197530864198,3,2,0.6666666666666666
2021-07-14 00:00:00,94,15,0.1595744680851064,2,2,1
2021-07-13 00:00:00,150,6,0.04,3,1,0.3333333333333333
2021-07-12 00:00:00,167,14,0.0838323353293413,3,3,1
2021-07-11 00:00:00,63,3,0.0476190476190476,1,1,1
2021-07-10 00:00:00,118,6,0.0508474576271187,,,
2021-07-09 00:00:00,159,8,0.050314465408805,3,1,0.3333333333333333
2021-07-08 00:00:00,109,3,0.0275229357798165,3,1,0.3333333333333333
2021-07-07 00:00:00,82,4,0.0487804878048781,5,3,0.6
2021-07-06 00:00:00,140,6,0.0428571428571429,,,
2021-07-05 00:00:00,86,4,0.0465116279069767,,,
2021-07-04 00:00:00,37,0,0,,,
2021-07-03 00:00:00,50,3,0.06,,,
2021-07-02 00:00:00,143,0,0,3,3,1
2021-07-01 00:00:00,144,5,0.0347222222222222,4,2,0.5
2021-06-30 00:00:00,101,8,0.0792079207920792,3,1,0.3333333333333333
2021-06-29 00:00:00,132,11,0.0833333333333333,1,1,1
2021-06-28 00:00:00,138,1,0.0072463768115942,3,2,0.6666666666666666
2021-06-27 00:00:00,53,0,0,1,0,0
2021-06-26 00:00:00,77,3,0.038961038961039,1,1,1
2021-06-25 00:00:00,108,2,0.0185185185185185,2,0,0
2021-06-24 00:00:00,95,0,0,4,3,0.75
2021-06-23 00:00:00,58,6,0.103448275862069,2,1,0.5
2021-06-22 00:00:00,103,1,0.0097087378640777,4,2,0.5
2021-06-21 00:00:00,120,1,0.0083333333333333,5,2,0.4
2021-06-20 00:00:00,35,0,0,,,
2021-06-19 00:00:00,43,2,0.0465116279069767,,,
2021-06-18 00:00:00,103,1,0.0097087378640777,1,1,1
2021-06-17 00:00:00,78,1,0.0128205128205128,5,1,0.2
2021-06-16 00:00:00,107,3,0.0280373831775701,6,2,0.3333333333333333
2021-06-15 00:00:00,100,1,0.01,3,1,0.3333333333333333
2021-06-14 00:00:00,112,2,0.0178571428571429,4,3,0.75
2021-06-13 00:00:00,31,0,0,,,
2021-06-12 00:00:00,28,0,0,2,0,0
2021-06-11 00:00:00,117,2,0.0170940170940171,29,22,0.7586206896551724
2021-06-10 00:00:00,95,1,0.0105263157894737,16,12,0.75
2021-06-09 00:00:00,72,2,0.0277777777777778,18,12,0.6666666666666666
2021-06-08 00:00:00,114,2,0.0175438596491228,2,1,0.5
2021-06-07 00:00:00,113,2,0.0176991150442478,4,2,0.5
2021-06-06 00:00:00,48,1,0.0208333333333333,,,
2021-06-05 00:00:00,60,2,0.0333333333333333,,,
2021-06-04 00:00:00,104,1,0.0096153846153846,4,2,0.5
2021-06-03 00:00:00,103,5,0.0485436893203884,4,4,1
2021-06-02 00:00:00,99,2,0.0202020202020202,9,4,0.4444444444444444
2021-06-01 00:00:00,141,1,0.0070921985815603,9,4,0.4444444444444444
2021-05-31 00:00:00,28,0,0,,,
2021-05-30 00:00:00,48,1,0.0208333333333333,1,0,0
2021-05-29 00:00:00,45,1,0.0222222222222222,,,
2021-05-28 00:00:00,143,2,0.013986013986014,4,1,0.25
2021-05-27 00:00:00,84,5,0.0595238095238095,5,5,1
2021-05-26 00:00:00,110,3,0.0272727272727273,7,5,0.7142857142857144
2021-05-25 00:00:00,132,2,0.0151515151515152,4,2,0.5
2021-05-24 00:00:00,141,4,0.0283687943262411,3,3,1
2021-05-23 00:00:00,39,2,0.0512820512820513,,,
2021-05-22 00:00:00,52,0,0,1,1,1
2021-05-21 00:00:00,189,9,0.0476190476190476,4,1,0.25
2021-05-20 00:00:00,254,1,0.0039370078740157,6,3,0.5
2021-05-19 00:00:00,98,3,0.0306122448979592,7,3,0.4285714285714286
2021-05-18 00:00:00,134,3,0.0223880597014925,2,1,0.5
2021-05-17 00:00:00,195,3,0.0153846153846154,2,2,1
2021-05-16 00:00:00,31,1,0.032258064516129,2,2,1
2021-05-15 00:00:00,48,2,0.0416666666666667,1,0,0
2021-05-14 00:00:00,135,1,0.0074074074074074,9,7,0.7777777777777778
2021-05-13 00:00:00,141,3,0.0212765957446809,10,4,0.4
2021-05-12 00:00:00,152,4,0.0263157894736842,21,17,0.8095238095238096
2021-05-11 00:00:00,179,4,0.0223463687150838,1,0,0
2021-05-10 00:00:00,169,5,0.029585798816568,5,3,0.6
2021-05-09 00:00:00,37,1,0.027027027027027,,,
2021-05-08 00:00:00,47,1,0.0212765957446809,2,1,0.5
2021-05-07 00:00:00,137,1,0.0072992700729927,2,0,0
2021-05-06 00:00:00,153,6,0.0392156862745098,5,3,0.6
2021-05-05 00:00:00,165,3,0.0181818181818182,4,2,0.5
2021-05-04 00:00:00,196,6,0.0306122448979592,11,7,0.6363636363636364
2021-05-03 00:00:00,201,6,0.0298507462686567,11,5,0.4545454545454546
2021-05-02 00:00:00,36,3,0.0833333333333333,1,1,1
2021-05-01 00:00:00,42,2,0.0476190476190476,1,0,0
2021-04-30 00:00:00,139,7,0.0503597122302158,10,6,0.6
2021-04-29 00:00:00,103,3,0.029126213592233,4,3,0.75
2021-04-28 00:00:00,134,6,0.0447761194029851,4,1,0.25
2021-04-27 00:00:00,221,6,0.0271493212669683,5,2,0.4
2021-04-26 00:00:00,160,4,0.025,7,0,0
2021-04-25 00:00:00,33,2,0.0606060606060606,,,
2021-04-24 00:00:00,42,2,0.0476190476190476,,,
2021-04-23 00:00:00,160,8,0.05,7,4,0.5714285714285714
2021-04-22 00:00:00,138,3,0.0217391304347826,8,5,0.625
2021-04-21 00:00:00,153,2,0.0130718954248366,10,5,0.5
2021-04-20 00:00:00,216,3,0.0138888888888889,8,4,0.5
2021-04-19 00:00:00,239,5,0.0209205020920502,5,4,0.8
2021-04-18 00:00:00,37,1,0.027027027027027,,,
2021-04-17 00:00:00,50,7,0.14,32,28,0.875
2021-04-16 00:00:00,173,5,0.0289017341040462,8,5,0.625
2021-04-15 00:00:00,150,10,0.0666666666666667,19,13,0.6842105263157896
2021-04-14 00:00:00,153,2,0.0130718954248366,19,15,0.7894736842105264
2021-04-13 00:00:00,277,1,0.0036101083032491,6,2,0.3333333333333333
2021-04-12 00:00:00,216,5,0.0231481481481481,4,3,0.75
2021-04-11 00:00:00,29,2,0.0689655172413793,2,0,0
2021-04-10 00:00:00,50,1,0.02,1,1,1
2021-04-09 00:00:00,327,2,0.0061162079510703,8,4,0.5
2021-04-08 00:00:00,193,4,0.0207253886010363,6,5,0.8333333333333334
2021-04-07 00:00:00,160,5,0.03125,9,5,0.5555555555555556
2021-04-06 00:00:00,216,13,0.0601851851851852,8,5,0.625
2021-04-05 00:00:00,260,8,0.0307692307692308,5,1,0.2
2021-04-04 00:00:00,38,2,0.0526315789473684,,,
2021-04-03 00:00:00,56,6,0.1071428571428571,,,
2021-04-02 00:00:00,214,8,0.0373831775700935,7,4,0.5714285714285714
2021-04-01 00:00:00,202,11,0.0544554455445545,11,7,0.6363636363636364
2021-03-31 00:00:00,209,7,0.0334928229665072,10,4,0.4
2021-03-30 00:00:00,260,9,0.0346153846153846,12,5,0.4166666666666667
2021-03-29 00:00:00,291,6,0.0206185567010309,9,5,0.5555555555555556
2021-03-28 00:00:00,34,1,0.0294117647058824,1,1,1
2021-03-27 00:00:00,47,3,0.0638297872340426,2,1,0.5
2021-03-26 00:00:00,180,5,0.0277777777777778,8,4,0.5
2021-03-25 00:00:00,217,12,0.0552995391705069,6,5,0.8333333333333334
2021-03-24 00:00:00,185,8,0.0432432432432432,16,10,0.625
2021-03-23 00:00:00,181,7,0.0386740331491713,9,7,0.7777777777777778
2021-03-22 00:00:00,289,10,0.0346020761245675,13,4,0.3076923076923077
2021-03-21 00:00:00,31,5,0.1612903225806452,,,
2021-03-20 00:00:00,45,4,0.0888888888888889,1,0,0
2021-03-19 00:00:00,176,7,0.0397727272727273,12,5,0.4166666666666667
2021-03-18 00:00:00,131,4,0.0305343511450382,16,9,0.5625
2021-03-17 00:00:00,153,7,0.0457516339869281,38,26,0.6842105263157896
2021-03-16 00:00:00,218,10,0.0458715596330275,31,16,0.5161290322580646
2021-03-15 00:00:00,233,12,0.0515021459227468,10,6,0.6
2021-03-14 00:00:00,38,1,0.0263157894736842,,,
2021-03-13 00:00:00,45,4,0.0888888888888889,3,2,0.6666666666666666
2021-03-12 00:00:00,160,4,0.025,18,9,0.5
2021-03-11 00:00:00,274,11,0.0401459854014599,9,5,0.5555555555555556
2021-03-10 00:00:00,128,11,0.0859375,17,12,0.7058823529411766
2021-03-09 00:00:00,214,3,0.014018691588785,15,7,0.4666666666666668
2021-03-08 00:00:00,226,8,0.0353982300884956,7,5,0.7142857142857144
2021-03-07 00:00:00,50,3,0.06,1,0,0
2021-03-06 00:00:00,64,3,0.046875,1,0,0
2021-03-05 00:00:00,181,9,0.0497237569060773,12,5,0.4166666666666667
2021-03-04 00:00:00,173,9,0.0520231213872832,8,5,0.625
2021-03-03 00:00:00,205,14,0.0682926829268293,11,5,0.4545454545454546
2021-03-02 00:00:00,203,12,0.0591133004926108,7,2,0.2857142857142857
2021-03-01 00:00:00,311,15,0.0482315112540193,9,5,0.5555555555555556
2021-02-28 00:00:00,80,7,0.0875,1,0,0
2021-02-27 00:00:00,143,3,0.020979020979021,2,1,0.5
2021-02-26 00:00:00,233,5,0.0214592274678112,16,9,0.5625
