date,Maricopa_cume,Maricopa
1/1/2021,79,
1/10/2021,90,11
1/11/2021,95,5
1/12/2021,96,1
1/13/2021,100,4
1/14/2021,103,3
1/15/2021,108,5
1/16/2021,118,10
1/17/2021,122,4
1/18/2021,124,2
1/19/2021,126,2
1/2/2021,133,7
1/20/2021,150,17
1/21/2021,194,44
1/22/2021,1446,1252
1/23/2021,3107,1661
1/24/2021,4791,1684
1/25/2021,5772,981
1/26/2021,9044,3272
1/27/2021,13312,4268
1/28/2021,18135,4823
1/29/2021,19699,1564
1/3/2021,19701,2
1/30/2021,24826,5125
1/31/2021,27147,2321
1/4/2021,32448,5301
1/5/2021,40415,7967
1/6/2021,49234,8819
1/7/2021,53012,3778
1/8/2021,53784,772
1/9/2021,60024,6240
12/1/2020,62723,2699
12/10/2020,67413,4690
12/11/2020,71812,4399
12/12/2020,76849,5037
12/13/2020,82146,5297
12/14/2020,86734,4588
12/15/2020,91387,4653
12/16/2020,94121,2734
12/17/2020,103142,9021
12/18/2020,113948,10806
12/19/2020,125538,11590
12/2/2020,137011,11473
12/20/2020,146891,9880
12/21/2020,153301,6410
12/22/2020,156044,2743
12/23/2020,162902,6858
12/24/2020,175201,12299
12/25/2020,188801,13600
12/26/2020,203124,14323
12/27/2020,220476,17352
12/28/2020,234415,13939
12/29/2020,241599,7184
12/3/2020,253232,11633
12/30/2020,270146,16914
12/31/2020,285987,15841
12/4/2020,300292,14305
12/7/2020,317695,17403
12/8/2020,329093,11398
12/9/2020,332606,3513
2/1/2021,342108,9502
2/10/2021,356644,14536
2/11/2021,371011,14367
2/12/2021,387830,16819
2/13/2021,403035,15205
2/14/2021,417530,14495
2/15/2021,420040,2510
2/16/2021,431378,11338
2/17/2021,449457,18079
2/18/2021,466082,16625
2/19/2021,483323,17241
2/2/2021,510175,26852
2/20/2021,529919,19744
2/21/2021,533829,3910
2/22/2021,543343,9514
2/23/2021,561525,18182
2/24/2021,581112,19587
2/25/2021,601233,20121
2/26/2021,622060,20827
2/27/2021,638308,16248
2/28/2021,641410,3102
2/3/2021,651011,9601
2/4/2021,670532,19521
2/5/2021,692060,21528
2/6/2021,711968,19908
2/7/2021,738766,26798
2/8/2021,758073,19307
2/9/2021,762293,4220
3/1/2021,777673,15380
3/10/2021,795102,17429
3/11/2021,813616,18514
3/12/2021,832867,19251
3/13/2021,853116,20249
3/14/2021,867944,14828
3/15/2021,872783,4839
3/16/2021,889959,17176
3/17/2021,909792,19833
3/18/2021,932786,22994
3/19/2021,956604,23818
3/2/2021,986378,29774
3/20/2021,1004252,17874
3/21/2021,1011528,7276
3/22/2021,1029584,18056
3/23/2021,1050189,20605
3/24/2021,1074001,23812
3/25/2021,1098046,24045
3/26/2021,1119747,21701
3/27/2021,1138343,18596
3/28/2021,1147474,9131
3/29/2021,1164689,17215
3/3/2021,1183243,18554
3/30/2021,1205671,22428
3/31/2021,1230241,24570
3/4/2021,1253133,22892
3/5/2021,1270308,17175
3/6/2021,1279047,8739
