date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21202,22631,20555,17916,11769,211
1/10/2021,34961,34736,32620,29518,28335,501
1/11/2021,36903,36547,34569,31180,32059,562
1/12/2021,39726,39231,37351,33692,39552,680
1/13/2021,42516,42148,40426,36392,48252,776
1/14/2021,45299,45187,43650,39377,57550,849
1/15/2021,48800,48424,47003,42488,66612,975
1/16/2021,50611,50003,48670,44097,71957,1023
1/17/2021,51727,51023,49746,45184,75395,1067
1/18/2021,53384,52561,51484,46913,83143,1116
1/19/2021,55430,54439,53514,49087,93161,1217
1/2/2021,23119,24322,22088,19326,12767,244
1/20/2021,57854,56951,56434,52020,105344,1349
1/21/2021,60573,59818,59768,55483,120980,1503
1/22/2021,65101,63959,64386,60338,136580,1679
1/23/2021,68417,66729,67485,63502,147061,1836
1/24/2021,69960,68121,69006,65188,154685,1891
1/25/2021,72366,70269,71608,68125,168246,1977
1/26/2021,75307,72791,74511,71376,185455,2096
1/27/2021,78439,75413,77445,74740,204319,2203
1/28/2021,81492,77997,80407,78387,225520,2355
1/29/2021,85365,81125,83764,82149,245400,2577
1/3/2021,24023,25062,22734,19872,13103,266
1/30/2021,88192,83260,86094,84618,256791,2770
1/31/2021,89099,84002,86961,85648,262743,2821
1/4/2021,25758,26695,24322,21344,14946,292
1/5/2021,27554,28335,25894,22895,17024,329
1/6/2021,29771,30283,27928,24906,20039,399
1/7/2021,31591,31904,29698,26689,23335,437
1/8/2021,33321,33461,31359,28337,25719,467
1/9/2021,34423,34293,32202,29128,27882,494
12/1/2020,29,20,24,17,28,1
12/10/2020,41,27,37,34,49,2
12/11/2020,41,30,39,39,51,2
12/12/2020,42,30,41,42,52,2
12/13/2020,43,30,43,43,54,2
12/14/2020,44,34,46,44,61,2
12/15/2020,53,45,59,57,69,2
12/16/2020,161,191,218,177,125,2
12/17/2020,791,1023,1008,830,373,9
12/18/2020,1653,2025,1847,1482,661,10
12/19/2020,2276,2741,2422,1916,857,15
12/2/2020,32,21,26,21,33,2
12/20/2020,2488,3003,2675,2127,950,17
12/21/2020,3861,4422,3929,3097,1420,26
12/22/2020,5726,6462,5731,4530,2048,35
12/23/2020,7999,9021,7965,6343,2931,53
12/24/2020,8971,9988,8775,7078,3279,56
12/25/2020,9009,10022,8802,7103,3294,56
12/26/2020,10536,11750,10229,8372,3835,70
12/27/2020,11161,12406,10830,8879,4081,81
12/28/2020,13317,14570,12823,10722,5292,106
12/29/2020,16186,17506,15542,13233,7421,154
12/3/2020,35,21,29,23,36,2
12/30/2020,19358,20834,18750,16204,9698,186
12/31/2020,21064,22497,20392,17735,11066,205
12/4/2020,35,21,31,25,37,2
12/5/2020,36,21,31,25,38,2
12/6/2020,37,21,31,26,38,2
12/7/2020,37,23,35,27,39,2
12/8/2020,38,24,35,30,40,2
12/9/2020,39,24,36,32,45,2
2/1/2021,90931,85676,88722,87920,278222,2940
2/10/2021,110489,101548,106817,111628,441427,4906
2/11/2021,113213,103759,109108,114828,464038,5288
2/12/2021,116500,106457,111948,118536,491184,5621
2/13/2021,120166,109292,114928,121917,510507,6043
2/14/2021,121095,110000,115840,123080,517869,6095
2/15/2021,122256,110977,116910,124520,532099,6164
2/16/2021,124156,112311,118410,126569,548779,6328
2/17/2021,126575,114160,120230,128858,565392,6977
2/18/2021,128052,115373,121498,130600,581466,7104
2/19/2021,129989,116875,123014,132537,593416,7534
2/2/2021,93018,87509,90760,90589,296252,3051
2/20/2021,132767,118863,124974,134714,603228,7900
2/21/2021,133447,119495,125646,135534,609106,7959
2/22/2021,134462,120289,126432,136581,616881,8064
2/23/2021,136173,121551,127887,138533,628731,8247
2/24/2021,138475,123380,129787,141209,645619,8487
2/25/2021,140592,125113,131603,143772,664586,9034
2/26/2021,143299,127280,133814,147000,682811,9321
2/27/2021,145343,128965,135536,149456,695000,9560
2/28/2021,146161,129592,136344,151035,702766,9630
2/3/2021,95451,89574,93034,93525,316985,3218
2/4/2021,97955,91615,95575,96716,336765,3403
2/5/2021,100682,93908,98107,100007,354251,3568
2/6/2021,103414,95961,100594,103055,370806,4253
2/7/2021,104089,96565,101227,103867,378717,4297
2/8/2021,105940,98029,102874,106096,396346,4462
2/9/2021,107870,99657,104656,108676,416344,4634
3/1/2021,147651,130798,137734,153283,713896,9841
3/10/2021,167022,145440,154106,237003,817261,12350
3/11/2021,170708,148316,157167,252244,831562,12691
3/12/2021,174455,150999,160306,265913,844064,13021
3/13/2021,176953,152971,162648,277206,851291,13272
3/14/2021,178728,154421,164217,285558,856123,13417
3/15/2021,181263,156482,166740,298817,864840,13684
3/16/2021,185140,159445,170262,312102,874617,14129
3/17/2021,190548,163506,174920,327299,886919,14638
3/18/2021,195625,167516,179781,341773,898388,15079
3/19/2021,201796,172082,184955,355465,908200,15708
3/2/2021,149581,132222,139311,156542,726798,10136
3/20/2021,206119,175498,189233,364908,915366,16121
3/21/2021,209349,178296,192437,371415,919066,16495
3/22/2021,214648,182642,197334,380223,926027,17132
3/23/2021,221651,188024,203194,389983,933085,18092
3/24/2021,231866,195852,211729,399469,940381,20113
3/25/2021,243635,204670,221318,408792,947808,22336
3/26/2021,254166,212605,229991,417069,953517,24636
3/27/2021,262616,219150,236942,422032,956508,27096
3/28/2021,269300,224165,242417,424641,958183,29166
3/29/2021,280826,232500,251758,428812,961341,32053
3/3/2021,151520,133713,141074,161841,741809,10448
3/30/2021,293337,241375,261655,433890,965325,35207
3/31/2021,306906,250885,272954,439883,970143,38919
3/4/2021,153574,135383,142890,172187,755707,10746
3/5/2021,156556,137536,145198,183818,767865,11129
3/6/2021,158425,138873,146680,192628,776353,11458
3/7/2021,159659,139819,147714,199645,781745,11556
3/8/2021,161460,141163,149240,211210,792485,11733
3/9/2021,164028,143234,151550,223317,804163,11984
4/1/2021,319690,259765,283840,445332,975078,42305
4/10/2021,404559,314973,345892,486634,1009236,64548
4/11/2021,409170,317812,348996,488623,1010681,66289
4/12/2021,416912,322705,354762,492968,1014576,68150
4/13/2021,423526,326649,359193,496352,1017503,69852
4/14/2021,430934,331108,363853,499565,1020187,71663
4/15/2021,438976,336578,369015,503164,1023034,73327
4/16/2021,445967,341154,373787,506521,1025661,74978
4/17/2021,450582,344345,377401,508954,1027551,76529
4/18/2021,453195,345919,379198,510160,1028414,77527
4/19/2021,458299,349249,382710,513014,1030880,78953
4/2/2021,330518,267302,292545,450009,978808,45407
4/20/2021,463171,352324,386131,515576,1033231,80289
4/21/2021,469495,356427,390278,518656,1035866,81834
4/22/2021,475511,360318,394161,521587,1038329,83234
4/23/2021,481480,364323,398163,524606,1040583,84914
4/24/2021,485174,366626,400708,526527,1042067,86503
4/25/2021,487565,368029,402203,527527,1042758,87542
4/26/2021,491915,370883,405215,529918,1044757,89006
4/27/2021,496550,373825,408389,532450,1046947,90239
4/28/2021,501466,376674,411603,535042,1049391,91560
4/29/2021,506086,379411,414504,537483,1051740,92676
4/3/2021,337724,272185,298267,453037,980990,47708
4/30/2021,511137,382381,417868,540256,1054108,94041
4/4/2021,341443,274264,300717,454248,981799,48844
4/5/2021,350665,280062,307407,459084,985986,51332
4/6/2021,361102,286595,315186,464783,991277,53999
4/7/2021,373366,295124,324009,470786,996360,56700
4/8/2021,384868,302644,332221,476999,1001785,59208
4/9/2021,396366,309719,340228,482863,1006477,62081
5/1/2021,514053,384119,419842,541874,1055147,95016
5/10/2021,540284,399249,435592,555234,1066908,102465
5/11/2021,543215,400816,437285,556715,1068315,103372
5/12/2021,546244,402562,439078,558196,1069726,104881
5/13/2021,549582,404501,441020,559729,1071026,112654
5/14/2021,553472,406850,443344,561507,1072505,120853
5/15/2021,556132,408524,445050,562845,1073316,130672
5/16/2021,558013,409585,446110,563619,1073830,135222
5/17/2021,561541,411584,448290,565286,1075311,140233
5/18/2021,564894,413529,450186,566881,1076779,144455
5/19/2021,568469,415525,452273,568577,1078242,149999
5/2/2021,516038,385319,421043,542766,1055757,95713
5/20/2021,571673,417421,454114,570080,1079545,154250
5/21/2021,575250,419576,456258,571692,1080765,160466
5/22/2021,578011,421163,457932,572856,1081481,166605
5/23/2021,579637,422085,458786,573487,1081853,168794
5/24/2021,582381,423624,460306,574756,1082909,172042
5/25/2021,584903,425141,461793,575976,1083888,174872
5/26/2021,587677,426647,463217,577046,1084824,178040
5/27/2021,590173,428056,464577,578139,1085703,181182
5/28/2021,592922,429660,466169,579374,1086627,184666
5/29/2021,594635,430621,467193,580125,1087083,186704
5/3/2021,519131,387010,422899,544423,1057319,96530
5/30/2021,595706,431250,467781,580567,1087298,187750
5/31/2021,596221,431563,468073,580788,1087454,188217
