date,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA
2021-08-11 00:00:00,92,8,0.0869565217391304,,,
2021-08-10 00:00:00,970,90,0.0927835051546392,7,3,0.4285714285714286
2021-08-09 00:00:00,1948,187,0.0959958932238193,43,22,0.5116279069767442
2021-08-08 00:00:00,1004,110,0.1095617529880478,9,5,0.5555555555555556
2021-08-07 00:00:00,1045,136,0.1301435406698565,13,6,0.4615384615384616
2021-08-06 00:00:00,1597,174,0.1089542892924233,55,16,0.2909090909090909
2021-08-05 00:00:00,1740,184,0.1057471264367816,49,20,0.4081632653061225
2021-08-04 00:00:00,1720,181,0.1052325581395349,43,10,0.2325581395348837
2021-08-03 00:00:00,1781,198,0.1111734980348119,41,11,0.2682926829268293
2021-08-02 00:00:00,1678,195,0.1162097735399285,47,25,0.5319148936170214
2021-08-01 00:00:00,919,98,0.1066376496191513,8,3,0.375
2021-07-31 00:00:00,958,108,0.1127348643006263,6,2,0.3333333333333333
2021-07-30 00:00:00,1513,130,0.0859220092531395,53,24,0.4528301886792454
2021-07-29 00:00:00,1488,122,0.081989247311828,44,15,0.3409090909090909
2021-07-28 00:00:00,1292,110,0.0851393188854489,58,29,0.5
2021-07-27 00:00:00,1158,109,0.0941278065630397,51,25,0.4901960784313726
2021-07-26 00:00:00,1143,91,0.0796150481189851,29,8,0.2758620689655173
2021-07-25 00:00:00,529,63,0.1190926275992439,2,2,1
2021-07-24 00:00:00,463,40,0.0863930885529158,10,2,0.2
2021-07-23 00:00:00,929,82,0.0882669537136706,31,11,0.3548387096774194
2021-07-22 00:00:00,947,69,0.0728616684266104,30,12,0.4
2021-07-21 00:00:00,952,75,0.078781512605042,31,17,0.5483870967741936
2021-07-20 00:00:00,956,76,0.0794979079497908,26,8,0.3076923076923077
2021-07-19 00:00:00,1035,89,0.0859903381642512,32,13,0.40625
2021-07-18 00:00:00,492,47,0.0955284552845529,4,1,0.25
2021-07-17 00:00:00,500,44,0.088,9,3,0.3333333333333333
2021-07-16 00:00:00,924,58,0.0627705627705628,40,10,0.25
2021-07-15 00:00:00,867,46,0.0530565167243368,27,14,0.5185185185185186
2021-07-14 00:00:00,835,61,0.0730538922155689,30,9,0.3
2021-07-13 00:00:00,874,68,0.0778032036613272,44,15,0.3409090909090909
2021-07-12 00:00:00,789,53,0.0671736375158428,39,18,0.4615384615384616
2021-07-11 00:00:00,467,37,0.0792291220556745,4,2,0.5
2021-07-10 00:00:00,472,23,0.048728813559322,5,3,0.6
2021-07-09 00:00:00,834,47,0.0563549160671463,35,12,0.3428571428571429
2021-07-08 00:00:00,820,52,0.0634146341463415,42,16,0.380952380952381
2021-07-07 00:00:00,763,40,0.0524246395806029,36,16,0.4444444444444444
2021-07-06 00:00:00,913,59,0.0646221248630887,29,19,0.6551724137931034
2021-07-05 00:00:00,617,28,0.0453808752025932,5,2,0.4
2021-07-04 00:00:00,227,12,0.052863436123348,2,2,1
2021-07-03 00:00:00,507,30,0.0591715976331361,11,3,0.2727272727272727
2021-07-02 00:00:00,787,35,0.0444726810673443,27,9,0.3333333333333333
2021-07-01 00:00:00,683,27,0.0395314787701318,33,15,0.4545454545454546
2021-06-30 00:00:00,763,39,0.0511140235910878,40,16,0.4
2021-06-29 00:00:00,780,29,0.0371794871794872,44,21,0.4772727272727274
2021-06-28 00:00:00,910,43,0.0472527472527473,43,18,0.4186046511627907
2021-06-27 00:00:00,436,24,0.055045871559633,8,0,0
2021-06-26 00:00:00,483,29,0.0600414078674948,6,3,0.5
2021-06-25 00:00:00,765,37,0.0483660130718954,27,9,0.3333333333333333
2021-06-24 00:00:00,772,38,0.0492227979274611,28,8,0.2857142857142857
2021-06-23 00:00:00,803,38,0.0473225404732254,45,21,0.4666666666666668
2021-06-22 00:00:00,802,43,0.0536159600997506,37,18,0.4864864864864866
2021-06-21 00:00:00,833,35,0.0420168067226891,39,14,0.358974358974359
2021-06-20 00:00:00,454,25,0.0550660792951542,3,1,0.3333333333333333
2021-06-19 00:00:00,474,17,0.0358649789029536,9,5,0.5555555555555556
2021-06-18 00:00:00,748,31,0.0414438502673797,38,19,0.5
2021-06-17 00:00:00,709,29,0.0409026798307475,37,10,0.2702702702702703
2021-06-16 00:00:00,847,26,0.0306965761511216,26,13,0.5
2021-06-15 00:00:00,754,32,0.0424403183023873,43,19,0.4418604651162791
2021-06-14 00:00:00,745,38,0.051006711409396,37,14,0.3783783783783784
2021-06-13 00:00:00,464,16,0.0344827586206897,4,4,1
2021-06-12 00:00:00,517,24,0.04642166344294,6,3,0.5
2021-06-11 00:00:00,818,37,0.0452322738386308,27,11,0.4074074074074074
2021-06-10 00:00:00,801,28,0.034956304619226,35,16,0.4571428571428572
2021-06-09 00:00:00,748,17,0.0227272727272727,36,17,0.4722222222222222
2021-06-08 00:00:00,774,25,0.0322997416020672,43,16,0.372093023255814
2021-06-07 00:00:00,920,28,0.0304347826086957,39,17,0.4358974358974359
2021-06-06 00:00:00,538,15,0.0278810408921933,2,1,0.5
2021-06-05 00:00:00,554,13,0.0234657039711191,7,2,0.2857142857142857
2021-06-04 00:00:00,901,24,0.0266370699223085,45,24,0.5333333333333334
2021-06-03 00:00:00,863,32,0.0370799536500579,36,15,0.4166666666666667
2021-06-02 00:00:00,916,38,0.0414847161572052,29,15,0.517241379310345
2021-06-01 00:00:00,1107,27,0.024390243902439,44,18,0.4090909090909091
2021-05-31 00:00:00,295,8,0.0271186440677966,6,4,0.6666666666666666
2021-05-30 00:00:00,625,20,0.032,4,1,0.25
2021-05-29 00:00:00,574,18,0.0313588850174216,7,5,0.7142857142857144
2021-05-28 00:00:00,918,29,0.0315904139433551,28,12,0.4285714285714286
2021-05-27 00:00:00,903,29,0.0321151716500554,26,12,0.4615384615384616
2021-05-26 00:00:00,1011,31,0.0306627101879327,36,13,0.3611111111111111
2021-05-25 00:00:00,1018,36,0.0353634577603143,44,25,0.5681818181818182
2021-05-24 00:00:00,1100,32,0.0290909090909091,46,22,0.4782608695652174
