date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,3,1
2020-12-03,5,2
2020-12-04,6,1
2020-12-07,8,2
2020-12-08,9,1
2020-12-09,11,2
2020-12-13,12,1
2020-12-15,18,6
2020-12-16,50,32
2020-12-17,97,47
2020-12-18,135,38
2020-12-19,136,1
2020-12-21,153,17
2020-12-22,166,13
2020-12-23,340,174
2020-12-24,349,9
2020-12-25,351,2
2020-12-26,353,2
2020-12-28,427,74
2020-12-29,759,332
2020-12-30,920,161
2020-12-31,1064,144
2021-01-01,1067,3
2021-01-02,1079,12
2021-01-04,1184,105
2021-01-05,1362,178
2021-01-06,1702,340
2021-01-07,2032,330
2021-01-08,2229,197
2021-01-09,2245,16
2021-01-10,2246,1
2021-01-11,2842,596
2021-01-12,3212,370
2021-01-13,3543,331
2021-01-14,4079,536
2021-01-15,4387,308
2021-01-16,4406,19
2021-01-17,4407,1
2021-01-18,4476,69
2021-01-19,4766,290
2021-01-20,5590,824
2021-01-21,6418,828
2021-01-22,6886,468
2021-01-23,6916,30
2021-01-24,6920,4
2021-01-25,7304,384
2021-01-26,7748,444
2021-01-27,8308,560
2021-01-28,9204,896
2021-01-29,9633,429
2021-01-30,9648,15
2021-01-31,9695,47
2021-02-01,10184,489
2021-02-02,10593,409
2021-02-03,11276,683
2021-02-04,12525,1249
2021-02-05,13119,594
2021-02-06,13355,236
2021-02-07,13359,4
2021-02-08,13616,257
2021-02-09,13895,279
2021-02-10,14970,1075
2021-02-11,15833,863
2021-02-12,16147,314
2021-02-13,16301,154
2021-02-14,16305,4
2021-02-15,16403,98
2021-02-16,17165,762
2021-02-17,17882,717
2021-02-18,18803,921
2021-02-19,19233,430
2021-02-20,19360,127
2021-02-21,19378,18
2021-02-22,19931,553
2021-02-23,20386,455
2021-02-24,20862,476
2021-02-25,21564,702
2021-02-26,21771,207
2021-02-27,22009,238
2021-02-28,22013,4
2021-03-01,22418,405
2021-03-02,22706,288
2021-03-03,23191,485
2021-03-04,23582,391
2021-03-05,23946,364
2021-03-06,24034,88
2021-03-07,24038,4
2021-03-08,24281,243
2021-03-09,24583,302
2021-03-10,25277,694
2021-03-11,25747,470
2021-03-12,26064,317
2021-03-13,26134,70
2021-03-14,26137,3
2021-03-15,26347,210
2021-03-16,26733,386
2021-03-17,27021,288
2021-03-18,27275,254
2021-03-19,27446,171
2021-03-20,27507,61
2021-03-21,27513,6
2021-03-22,27770,257
2021-03-23,28007,237
2021-03-24,28414,407
2021-03-25,28662,248
2021-03-26,28831,169
2021-03-27,28895,64
2021-03-28,28899,4
2021-03-29,29095,196
2021-03-30,29310,215
2021-03-31,29542,232
2021-04-01,29718,176
2021-04-02,29888,170
2021-04-03,29982,94
2021-04-04,29990,8
2021-04-05,30169,179
2021-04-06,30374,205
2021-04-07,30581,207
2021-04-08,30780,199
2021-04-09,30951,171
2021-04-10,31020,69
2021-04-11,31029,9
2021-04-12,31233,204
2021-04-13,31388,155
2021-04-14,31540,152
2021-04-15,31688,148
2021-04-16,31843,155
2021-04-17,31859,16
2021-04-18,31864,5
2021-04-19,32002,138
2021-04-20,32132,130
2021-04-21,32239,107
2021-04-22,32363,124
2021-04-23,32471,108
2021-04-24,32524,53
2021-04-25,32531,7
2021-04-26,32647,116
2021-04-27,32782,135
2021-04-28,32911,129
2021-04-29,33051,140
2021-04-30,33180,129
2021-05-01,33241,61
2021-05-02,33243,2
2021-05-03,33357,114
2021-05-04,33481,124
2021-05-05,33579,98
2021-05-06,33658,79
2021-05-07,33741,83
2021-05-08,33759,18
2021-05-09,33763,4
2021-05-10,33862,99
2021-05-11,33967,105
2021-05-12,34072,105
2021-05-13,34252,180
2021-05-14,34501,249
2021-05-15,34923,422
2021-05-16,34931,8
2021-05-17,35233,302
2021-05-18,35505,272
2021-05-19,35694,189
2021-05-20,35853,159
2021-05-21,35968,115
2021-05-22,36032,64
2021-05-23,36039,7
2021-05-24,36168,129
2021-05-25,36305,137
2021-05-26,36449,144
2021-05-27,36582,133
2021-05-28,36688,106
2021-05-29,36706,18
2021-05-30,36711,5
2021-05-31,36718,7
2021-06-01,36833,115
2021-06-02,36931,98
2021-06-03,37032,101
2021-06-04,37266,234
2021-06-05,37617,351
2021-06-06,37627,10
2021-06-07,37901,274
2021-06-08,38216,315
2021-06-09,38471,255
2021-06-10,38581,110
2021-06-11,38702,121
2021-06-12,38734,32
2021-06-13,38740,6
2021-06-14,38859,119
2021-06-15,38986,127
2021-06-16,39133,147
2021-06-17,39226,93
2021-06-18,39283,57
2021-06-19,39316,33
2021-06-20,39320,4
2021-06-21,39409,89
2021-06-22,39503,94
2021-06-23,39594,91
2021-06-24,39663,69
2021-06-25,39749,86
2021-06-26,39785,36
2021-06-27,39790,5
2021-06-28,39886,96
2021-06-29,40002,116
2021-06-30,40114,112
2021-07-01,40174,60
2021-07-02,40234,60
2021-07-03,40239,5
2021-07-04,40241,2
2021-07-05,40246,5
2021-07-06,40366,120
2021-07-07,40439,73
2021-07-08,40512,73
2021-07-09,40559,47
2021-07-10,40564,5
2021-07-11,40566,2
2021-07-12,40660,94
2021-07-13,40734,74
2021-07-14,40826,92
2021-07-15,40886,60
2021-07-16,40968,82
2021-07-17,40979,11
2021-07-18,40986,7
2021-07-19,41040,54
2021-07-20,41127,87
2021-07-21,41199,72
2021-07-22,41275,76
2021-07-23,41381,106
2021-07-24,41386,5
2021-07-25,41390,4
2021-07-26,41469,79
2021-07-27,41581,112
2021-07-28,41694,113
2021-07-29,41799,105
2021-07-30,41886,87
2021-07-31,41901,15
2021-08-01,41902,1
2021-08-02,42013,111
2021-08-03,42140,127
2021-08-04,42237,97
2021-08-05,42306,69
2021-08-06,42418,112
2021-08-07,42432,14
2021-08-08,42437,5
2021-08-09,42550,113
2021-08-10,42636,86
2021-08-11,42738,102
2021-08-12,42827,89
2021-08-13,42959,132
2021-08-14,42985,26
2021-08-15,43001,16
2021-08-16,43097,96
2021-08-17,43206,109
2021-08-18,43326,120
2021-08-19,43426,100
2021-08-20,43546,120
2021-08-21,43561,15
2021-08-22,43573,12
2021-08-23,43680,107
2021-08-24,43786,106
2021-08-25,43880,94
2021-08-26,43998,118
2021-08-27,44132,134
2021-08-28,44158,26
2021-08-29,44165,7
2021-08-30,44250,85
2021-08-31,44326,76
2021-09-01,44411,85
2021-09-02,44485,74
2021-09-03,44604,119
2021-09-04,44624,20
2021-09-05,44629,5
2021-09-06,44634,5
2021-09-07,44711,77
2021-09-08,44811,100
2021-09-09,44873,62
2021-09-10,44951,78
2021-09-11,44967,16
2021-09-12,44973,6
2021-09-13,45051,78
2021-09-14,45118,67
2021-09-15,45186,68
2021-09-16,45234,48
2021-09-17,45356,122
2021-09-18,45364,8
2021-09-19,45369,5
2021-09-20,45431,62
2021-09-21,45503,72
2021-09-22,45552,49
2021-09-23,45602,50
2021-09-24,45721,119
2021-09-25,45767,46
2021-09-26,45806,39
2021-09-27,45872,66
2021-09-28,45982,110
2021-09-29,46119,137
2021-09-30,46305,186
2021-10-01,46467,162
2021-10-02,46529,62
2021-10-03,46580,51
2021-10-04,46680,100
2021-10-05,46835,155
2021-10-06,46956,121
2021-10-07,47126,170
2021-10-08,47276,150
2021-10-09,47351,75
2021-10-10,47380,29
2021-10-11,47429,49
2021-10-12,47562,133
2021-10-13,47764,202
2021-10-14,47887,123
2021-10-15,48009,122
2021-10-16,48058,49
2021-10-17,48079,21
2021-10-18,48206,127
2021-10-19,48329,123
2021-10-20,48470,141
2021-10-21,48550,80
2021-10-22,48662,112
2021-10-23,48743,81
2021-10-24,48814,71
2021-10-25,48976,162
2021-10-26,49146,170
2021-10-27,49457,311
2021-10-28,49686,229
2021-10-29,49846,160
2021-10-30,49898,52
2021-10-31,49977,79
2021-11-01,50189,212
2021-11-02,50396,207
2021-11-03,50624,228
2021-11-04,50994,370
2021-11-05,51170,176
2021-11-06,51313,143
2021-11-07,51488,175
2021-11-08,51715,227
2021-11-09,51954,239
2021-11-10,52303,349
2021-11-11,52534,231
2021-11-12,52885,351
2021-11-13,53027,142
2021-11-14,53228,201
2021-11-15,53452,224
2021-11-16,53834,382
2021-11-17,54114,280
2021-11-18,54344,230
2021-11-19,54671,327
2021-11-20,54845,174
2021-11-21,54954,109
2021-11-22,55310,356
2021-11-23,55618,308
2021-11-24,55834,216
2021-11-26,56048,214
2021-11-27,56144,96
2021-11-28,56288,144
2021-11-29,56540,252
2021-11-30,56837,297
2021-12-01,57138,301
2021-12-02,57328,190
2021-12-03,57820,492
2021-12-04,58065,245
2021-12-05,58195,130
2021-12-06,58418,223
2021-12-07,58695,277
2021-12-08,58969,274
2021-12-09,59228,259
2021-12-10,59484,256
2021-12-11,59637,153
2021-12-12,59730,93
2021-12-13,59964,234
2021-12-14,60193,229
2021-12-15,60429,236
2021-12-16,60641,212
2021-12-17,60824,183
2021-12-18,60890,66
2021-12-19,60969,79
2021-12-20,61186,217
2021-12-21,61406,220
2021-12-22,61704,298
2021-12-23,61830,126
2021-12-24,61862,32
2021-12-25,61863,1
2021-12-26,61893,30
2021-12-27,62126,233
2021-12-28,62377,251
2021-12-29,62650,273
2021-12-30,62831,181
2021-12-31,62870,39
2022-01-02,62931,61
2022-01-03,63119,188
2022-01-04,63313,194
2022-01-05,63516,203
2022-01-06,63675,159
2022-01-07,63917,242
2022-01-08,64041,124
2022-01-09,64043,2
