date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,321,28
2020-12-27,322,1
2020-12-28,457,135
2020-12-29,582,125
2020-12-30,739,157
2020-12-31,895,156
2021-01-01,901,6
2021-01-02,1097,196
2021-01-03,1100,3
2021-01-04,1251,151
2021-01-05,1562,311
2021-01-06,1839,277
2021-01-07,2329,490
2021-01-08,2714,385
2021-01-09,2750,36
2021-01-10,2751,1
2021-01-11,2937,186
2021-01-12,3031,94
2021-01-13,3128,97
2021-01-14,3376,248
2021-01-15,3627,251
2021-01-16,3634,7
2021-01-17,3637,3
2021-01-18,3759,122
2021-01-19,3951,192
2021-01-20,4233,282
2021-01-21,4557,324
2021-01-22,4677,120
2021-01-23,4827,150
2021-01-24,4840,13
2021-01-25,5046,206
2021-01-26,5165,119
2021-01-27,5507,342
2021-01-28,6016,509
2021-01-29,6316,300
2021-01-30,6552,236
2021-01-31,6559,7
2021-02-01,6914,355
2021-02-02,7572,658
2021-02-03,8264,692
2021-02-04,9270,1006
2021-02-05,10046,776
2021-02-06,10494,448
2021-02-07,10513,19
2021-02-08,10846,333
2021-02-09,11288,442
2021-02-10,11694,406
2021-02-11,12032,338
2021-02-12,12362,330
2021-02-13,13157,795
2021-02-14,13602,445
2021-02-15,13783,181
2021-02-16,14174,391
2021-02-17,14499,325
2021-02-18,14790,291
2021-02-19,15107,317
2021-02-20,15310,203
2021-02-21,15314,4
2021-02-22,15455,141
2021-02-23,15720,265
2021-02-24,15929,209
2021-02-25,16317,388
2021-02-26,16694,377
2021-02-27,18443,1749
2021-02-28,19325,882
2021-03-01,19574,249
2021-03-02,19929,355
2021-03-03,20256,327
2021-03-04,20977,721
2021-03-05,21237,260
2021-03-06,21626,389
2021-03-07,21637,11
2021-03-08,21854,217
2021-03-09,22138,284
2021-03-10,22448,310
2021-03-11,23728,1280
2021-03-12,24105,377
2021-03-13,25208,1103
2021-03-14,25624,416
2021-03-15,25799,175
2021-03-16,26099,300
2021-03-17,26245,146
2021-03-18,26567,322
2021-03-19,26817,250
2021-03-20,27150,333
2021-03-21,27163,13
2021-03-22,27337,174
2021-03-23,27504,167
2021-03-24,27631,127
2021-03-25,27888,257
2021-03-26,28060,172
2021-03-27,29725,1665
2021-03-28,30522,797
2021-03-29,30783,261
2021-03-30,30905,122
2021-03-31,31058,153
2021-04-01,31685,627
2021-04-02,31876,191
2021-04-03,31919,43
2021-04-04,31924,5
2021-04-05,32061,137
2021-04-06,32480,419
2021-04-07,32660,180
2021-04-08,32946,286
2021-04-09,33134,188
2021-04-10,33667,533
2021-04-11,33684,17
2021-04-12,33845,161
2021-04-13,33954,109
2021-04-14,34020,66
2021-04-15,34208,188
2021-04-16,34328,120
2021-04-17,34691,363
2021-04-18,34707,16
2021-04-19,34822,115
2021-04-20,34926,104
