date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20723,23104,21280,18589,13602,179
1/1/2022,926347,618564,630258,716868,1281580,554641
1/10/2021,34251,35391,33607,30525,31468,399
1/11/2021,36170,37211,35589,32230,35899,454
1/12/2021,38936,39917,38402,34803,43828,548
1/13/2021,41676,42856,41557,37569,52896,623
1/14/2021,44418,45921,44834,40635,62579,681
1/15/2021,47878,49180,48273,43802,72083,772
1/16/2021,49649,50749,49960,45429,77539,808
1/17/2021,50747,51762,51034,46523,81053,836
1/18/2021,52397,53285,52803,48300,89195,871
1/19/2021,54451,55158,54884,50537,99478,960
1/2/2021,22603,24819,22854,20009,14748,203
1/2/2022,926979,618899,630574,717200,1281886,555352
1/20/2021,56986,57725,57956,53760,112071,1069
1/21/2021,59776,60680,61470,57441,128230,1204
1/22/2021,64242,64855,66089,62404,144243,1335
1/23/2021,67486,67610,69177,65607,154906,1469
1/24/2021,68987,68993,70695,67294,162639,1515
1/25/2021,71357,71161,73303,70280,176518,1584
1/26/2021,74259,73696,76210,73534,194068,1675
1/27/2021,77382,76361,79193,77004,213273,1762
1/28/2021,80498,79018,82272,80769,234869,1880
1/29/2021,84363,82194,85692,84577,255196,2053
1/3/2021,23481,25560,23517,20565,15134,221
1/3/2022,928421,619550,631250,717990,1282775,557320
1/30/2021,87147,84329,88043,87046,266747,2212
1/31/2021,88055,85057,88910,88096,272846,2247
1/4/2021,25193,27211,25155,22094,17209,241
1/4/2022,929955,620269,631894,718731,1283680,559439
1/5/2021,26964,28897,26766,23695,19470,270
1/5/2022,931567,621015,632542,719533,1284586,561832
1/6/2021,29151,30839,28843,25782,22708,327
1/6/2022,933089,621704,633242,720225,1285363,563964
1/7/2021,30941,32504,30631,27624,26192,357
1/7/2022,934530,622436,633945,720940,1285987,566774
1/8/2021,32654,34102,32321,29318,28745,375
1/8/2022,935442,622900,634374,721350,1286276,568743
1/9/2021,33731,34946,33174,30113,30961,394
1/9/2022,935667,623058,634516,721466,1286367,569206
10/1/2021,821229,560900,578919,661303,1195753,364524
10/10/2021,830997,566054,583075,664669,1200831,369147
10/11/2021,832337,566815,583645,665180,1201665,369816
10/12/2021,833176,567222,583972,665444,1202091,370262
10/13/2021,834264,567802,584463,665835,1202751,370766
10/14/2021,835551,568447,585033,666325,1203505,371277
10/15/2021,837081,569206,585712,666846,1204134,371865
10/16/2021,838059,569637,586071,667150,1204415,373140
10/17/2021,838770,569934,586296,667311,1204595,373400
10/18/2021,840014,570640,586853,667794,1205333,373899
10/19/2021,841098,571252,587313,668265,1205997,374422
10/2/2021,822207,561386,579366,661649,1196150,365054
10/20/2021,842169,571812,587754,668719,1206654,374948
10/21/2021,843291,572432,588297,669172,1207298,375387
10/22/2021,844716,573275,588984,669790,1208633,376003
10/23/2021,845563,573749,589426,670197,1209450,376405
10/24/2021,846039,574038,589652,670452,1209988,376649
10/25/2021,847272,574723,590256,671085,1211708,377122
10/26/2021,848505,575451,590876,671696,1213374,377744
10/27/2021,849812,576193,591578,672409,1215040,378457
10/28/2021,851106,576913,592162,673097,1216600,378917
10/29/2021,852440,577720,592867,673810,1218018,379509
10/3/2021,822754,561643,579552,661809,1196379,365304
10/30/2021,853154,578114,593210,674172,1218628,379802
10/31/2021,853576,578336,593418,674372,1219049,379924
10/4/2021,824148,562322,580157,662246,1197272,365933
10/5/2021,825635,563051,580699,662717,1198189,366539
10/6/2021,827062,563833,581306,663163,1198923,367180
10/7/2021,828133,564474,581796,663614,1199523,367733
10/8/2021,829477,565229,582390,664098,1200154,368431
10/9/2021,830432,565759,582821,664458,1200528,368915
11/1/2021,854760,578982,593990,674996,1220424,380398
