date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-12,3,2
2020-12-16,5,2
2020-12-18,7,2
2020-12-21,19,12
2020-12-22,80,61
2020-12-23,290,210
2020-12-24,424,134
2020-12-26,589,165
2020-12-27,650,61
2020-12-28,919,269
2020-12-29,1299,380
2020-12-30,1637,338
2020-12-31,1912,275
2021-01-01,1984,72
2021-01-02,2033,49
2021-01-03,2059,26
2021-01-04,2251,192
2021-01-05,2384,133
2021-01-06,2637,253
2021-01-07,2889,252
2021-01-08,3151,262
2021-01-09,3207,56
2021-01-10,3258,51
2021-01-11,3456,198
2021-01-12,3743,287
2021-01-13,4049,306
2021-01-14,4436,387
2021-01-15,4850,414
2021-01-16,5208,358
2021-01-17,5239,31
2021-01-18,5615,376
2021-01-19,5956,341
2021-01-20,6524,568
2021-01-21,6981,457
2021-01-22,7402,421
2021-01-23,8215,813
2021-01-24,8831,616
2021-01-25,9394,563
2021-01-26,10024,630
2021-01-27,10836,812
2021-01-28,11749,913
2021-01-29,12286,537
2021-01-30,12748,462
2021-01-31,13277,529
2021-02-01,13965,688
2021-02-02,14582,617
2021-02-03,15744,1162
2021-02-04,16458,714
2021-02-05,17120,662
2021-02-06,17460,340
2021-02-07,17648,188
2021-02-08,18051,403
2021-02-09,18500,449
2021-02-10,19467,967
2021-02-11,20110,643
2021-02-12,21021,911
2021-02-13,21523,502
2021-02-14,21632,109
2021-02-15,22177,545
2021-02-16,22750,573
2021-02-17,23292,542
2021-02-18,23684,392
2021-02-19,24102,418
2021-02-20,24265,163
2021-02-21,24328,63
2021-02-22,24651,323
2021-02-23,24896,245
2021-02-24,25647,751
2021-02-25,26670,1023
2021-02-26,27564,894
2021-02-27,28396,832
2021-02-28,28929,533
2021-03-01,29820,891
2021-03-02,30777,957
2021-03-03,33037,2260
2021-03-04,34543,1506
2021-03-05,36102,1559
2021-03-06,36929,827
2021-03-07,37358,429
2021-03-08,38160,802
2021-03-09,39125,965
2021-03-10,41060,1935
2021-03-11,42655,1595
2021-03-12,44067,1412
2021-03-13,44891,824
2021-03-14,45261,370
2021-03-15,46069,808
2021-03-16,47075,1006
2021-03-17,48879,1804
2021-03-18,50198,1319
2021-03-19,51385,1187
2021-03-20,52559,1174
2021-03-21,53112,553
2021-03-22,54375,1263
2021-03-23,55605,1230
2021-03-24,57141,1536
2021-03-25,58558,1417
2021-03-26,60098,1540
2021-03-27,61113,1015
2021-03-28,61928,815
2021-03-29,63466,1538
2021-03-30,64984,1518
2021-03-31,67230,2246
2021-04-01,68964,1734
2021-04-02,70479,1515
2021-04-03,71200,721
2021-04-04,71492,292
2021-04-05,72703,1211
2021-04-06,74070,1367
2021-04-07,75764,1694
2021-04-08,77257,1493
2021-04-09,78864,1607
2021-04-10,79835,971
2021-04-11,80269,434
2021-04-12,82266,1997
2021-04-13,83338,1072
2021-04-14,85065,1727
2021-04-15,86576,1511
2021-04-16,87837,1261
2021-04-17,88723,886
2021-04-18,89156,433
2021-04-19,90185,1029
2021-04-20,91359,1174
2021-04-21,92734,1375
2021-04-22,94004,1270
2021-04-23,95310,1306
2021-04-24,96105,795
2021-04-25,96437,332
2021-04-26,97634,1197
2021-04-27,98985,1351
2021-04-28,100239,1254
2021-04-29,101405,1166
2021-04-30,102628,1223
2021-05-01,103295,667
2021-05-02,103536,241
2021-05-03,104355,819
2021-05-04,105217,862
2021-05-05,106159,942
2021-05-06,106968,809
2021-05-07,107811,843
2021-05-08,108404,593
2021-05-09,108541,137
2021-05-10,109126,585
2021-05-11,109734,608
2021-05-12,110271,537
2021-05-13,111045,774
2021-05-14,111734,689
2021-05-15,112146,412
2021-05-16,112316,170
2021-05-17,113555,1239
2021-05-18,114153,598
2021-05-19,114816,663
2021-05-20,115505,689
2021-05-21,116181,676
2021-05-22,116548,367
2021-05-23,116676,128
2021-05-24,117122,446
2021-05-25,117573,451
2021-05-26,117944,371
2021-05-27,118339,395
2021-05-28,118863,524
2021-05-29,118997,134
2021-05-30,119068,71
2021-05-31,119143,75
2021-06-01,119599,456
2021-06-02,119956,357
2021-06-03,120301,345
2021-06-04,120711,410
2021-06-05,120918,207
2021-06-06,120993,75
2021-06-07,121404,411
2021-06-08,121678,274
2021-06-09,122100,422
2021-06-10,122447,347
2021-06-11,122892,445
2021-06-12,123164,272
2021-06-13,123251,87
2021-06-14,123565,314
2021-06-15,123915,350
2021-06-16,124233,318
2021-06-17,124489,256
2021-06-18,124842,353
2021-06-19,125021,179
2021-06-20,125112,91
2021-06-21,125347,235
2021-06-22,125603,256
2021-06-23,125867,264
2021-06-24,126088,221
2021-06-25,126409,321
2021-06-26,126551,142
2021-06-27,126619,68
2021-06-28,126829,210
2021-06-29,127062,233
2021-06-30,127324,262
2021-07-01,127564,240
2021-07-02,127875,311
2021-07-03,127972,97
2021-07-04,127996,24
2021-07-05,128186,190
2021-07-06,128389,203
2021-07-07,128600,211
2021-07-08,128829,229
2021-07-09,129106,277
2021-07-10,129292,186
2021-07-11,129360,68
2021-07-12,129591,231
2021-07-13,129801,210
2021-07-14,130009,208
2021-07-15,130186,177
2021-07-16,130503,317
2021-07-17,130688,185
2021-07-18,130772,84
2021-07-19,131041,269
2021-07-20,131306,265
2021-07-21,131607,301
2021-07-22,131912,305
2021-07-23,132325,413
2021-07-24,132531,206
2021-07-25,132635,104
2021-07-26,132920,285
2021-07-27,133220,300
2021-07-28,133519,299
2021-07-29,133804,285
2021-07-30,134242,438
2021-07-31,134476,234
2021-08-01,134565,89
2021-08-02,134871,306
2021-08-03,135149,278
2021-08-04,135453,304
2021-08-05,135733,280
2021-08-06,136213,480
2021-08-07,136437,224
2021-08-08,136575,138
2021-08-09,136944,369
2021-08-10,137231,287
2021-08-11,137516,285
2021-08-12,137812,296
2021-08-13,138289,477
2021-08-14,138548,259
2021-08-15,138701,153
2021-08-16,139079,378
2021-08-17,139439,360
2021-08-18,139749,310
2021-08-19,140070,321
2021-08-20,140619,549
2021-08-21,140849,230
2021-08-22,140993,144
2021-08-23,141315,322
2021-08-24,141608,293
2021-08-25,141965,357
2021-08-26,142280,315
2021-08-27,142711,431
2021-08-28,142950,239
2021-08-29,143086,136
2021-08-30,143444,358
2021-08-31,143690,246
2021-09-01,143925,235
2021-09-02,144146,221
2021-09-03,144532,386
2021-09-04,144714,182
2021-09-05,144812,98
2021-09-06,144876,64
2021-09-07,145162,286
2021-09-08,145414,252
2021-09-09,145661,247
2021-09-10,145974,313
2021-09-11,146156,182
2021-09-12,146238,82
2021-09-13,146546,308
2021-09-14,146815,269
2021-09-15,146991,176
2021-09-16,147266,275
2021-09-17,147638,372
2021-09-18,147801,163
2021-09-19,147855,54
2021-09-20,148046,191
2021-09-21,148273,227
2021-09-22,148459,186
2021-09-23,148674,215
2021-09-24,148974,300
2021-09-25,149117,143
2021-09-26,149194,77
2021-09-27,149438,244
2021-09-28,149710,272
2021-09-29,149950,240
2021-09-30,150129,179
2021-10-01,150410,281
2021-10-02,150551,141
2021-10-03,150589,38
2021-10-04,150770,181
2021-10-05,150978,208
2021-10-06,151132,154
2021-10-07,151287,155
2021-10-08,151511,224
2021-10-09,151618,107
2021-10-10,151666,48
2021-10-11,151875,209
2021-10-12,152021,146
2021-10-13,152164,143
2021-10-14,152361,197
2021-10-15,152578,217
2021-10-16,152688,110
2021-10-17,152739,51
2021-10-18,152902,163
2021-10-19,153112,210
2021-10-20,153240,128
2021-10-21,153421,181
2021-10-22,154008,587
2021-10-23,154501,493
2021-10-24,154724,223
2021-10-25,155605,881
2021-10-26,156319,714
2021-10-27,157066,747
2021-10-28,157832,766
2021-10-29,158562,730
2021-10-30,158905,343
2021-10-31,159070,165
2021-11-01,159709,639
2021-11-02,160269,560
2021-11-03,160854,585
2021-11-04,161517,663
2021-11-05,162229,712
2021-11-06,162613,384
2021-11-07,162757,144
2021-11-08,163461,704
2021-11-09,164037,576
2021-11-10,164694,657
2021-11-11,165364,670
2021-11-12,166106,742
2021-11-13,166426,320
2021-11-14,166583,157
2021-11-15,167224,641
2021-11-16,167822,598
2021-11-17,168438,616
2021-11-18,169107,669
2021-11-19,169940,833
2021-11-20,170364,424
2021-11-21,170620,256
2021-11-22,171241,621
2021-11-23,171916,675
2021-11-24,172356,440
2021-11-25,172358,2
2021-11-26,172823,465
2021-11-27,173159,336
2021-11-28,173374,215
2021-11-29,174050,676
2021-11-30,174767,717
2021-12-01,175489,722
2021-12-02,176177,688
2021-12-03,177004,827
2021-12-04,177426,422
2021-12-05,177649,223
2021-12-06,178323,674
2021-12-07,178972,649
2021-12-08,179589,617
2021-12-09,180281,692
2021-12-10,181064,783
2021-12-11,181485,421
2021-12-12,181772,287
2021-12-13,182316,544
2021-12-14,182739,423
2021-12-15,183236,497
2021-12-16,183754,518
2021-12-17,184476,722
2021-12-18,184791,315
2021-12-19,184983,192
2021-12-20,185712,729
2021-12-21,186358,646
2021-12-22,187002,644
2021-12-23,187489,487
2021-12-24,187607,118
2021-12-26,187740,133
2021-12-27,188219,479
2021-12-28,188662,443
2021-12-29,189111,449
2021-12-30,189571,460
2021-12-31,189789,218
2022-01-01,189809,20
2022-01-02,189955,146
2022-01-03,190394,439
2022-01-04,190778,384
2022-01-05,191152,374
2022-01-06,191536,384
2022-01-07,192008,472
2022-01-08,192247,239
2022-01-09,192277,30
