date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,334,326,283,287,221,2
1/1/2022,14472,9963,9407,12333,24893,11854
1/10/2021,453,465,395,399,656,4
1/11/2021,465,480,419,418,855,4
1/12/2021,472,488,427,428,1072,5
1/13/2021,492,522,450,455,1388,5
1/14/2021,497,530,463,466,1640,5
1/15/2021,502,537,473,477,2066,5
1/16/2021,518,543,481,489,2423,5
1/17/2021,521,544,484,491,2437,5
1/18/2021,524,549,491,500,2615,5
1/19/2021,542,561,506,517,2827,5
1/2/2021,335,329,287,290,223,2
1/2/2022,14479,9970,9410,12340,24895,11873
1/20/2021,553,576,521,541,3207,6
1/21/2021,559,591,533,564,3586,6
1/22/2021,574,599,541,573,3752,6
1/23/2021,600,634,576,608,4110,6
1/24/2021,610,638,582,629,4184,6
1/25/2021,636,661,623,678,4374,6
1/26/2021,658,705,672,737,4592,7
1/27/2021,686,744,716,783,4982,7
1/28/2021,738,785,769,862,5608,8
1/29/2021,780,832,838,935,5989,8
1/3/2021,346,343,299,305,247,2
1/3/2022,14505,9983,9425,12358,24909,11898
1/30/2021,782,837,840,940,6006,8
1/31/2021,787,840,843,948,6033,8
1/4/2021,352,352,304,307,268,2
1/4/2022,14524,10003,9440,12370,24927,11945
1/5/2021,372,379,318,322,280,2
1/5/2022,14549,10010,9452,12382,24940,11987
1/6/2021,394,396,338,347,298,2
1/6/2022,14576,10028,9462,12398,24956,12054
1/7/2021,402,403,347,357,328,2
1/7/2022,14608,10042,9485,12413,24971,12093
1/8/2021,432,436,375,381,358,3
1/8/2022,14619,10054,9494,12417,24977,12126
1/9/2021,447,460,395,397,653,4
1/9/2022,14622,10056,9496,12418,24977,12131
10/1/2021,12633,8590,8180,11093,23265,5975
10/10/2021,12781,8674,8274,11144,23321,6053
10/11/2021,12797,8685,8282,11149,23329,6063
10/12/2021,12818,8691,8288,11155,23333,6075
10/13/2021,12839,8712,8294,11158,23337,6087
10/14/2021,12871,8731,8311,11175,23348,6098
10/15/2021,12890,8746,8323,11190,23355,6106
10/16/2021,12922,8776,8337,11199,23359,6669
10/17/2021,12931,8778,8343,11200,23362,6676
10/18/2021,12950,8800,8357,11209,23371,6688
10/19/2021,12966,8808,8368,11221,23378,6694
10/2/2021,12641,8590,8184,11096,23266,5982
10/20/2021,12974,8820,8373,11228,23385,6699
10/21/2021,12984,8832,8381,11242,23394,6706
10/22/2021,13017,8861,8399,11254,23417,6724
10/23/2021,13028,8862,8399,11259,23424,6729
10/24/2021,13033,8863,8402,11264,23434,6730
10/25/2021,13049,8873,8414,11271,23461,6734
10/26/2021,13062,8894,8427,11281,23484,6740
