date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,6,21,15,16,
1/1/2022,736,566,713,1385,4957,759
1/10/2021,28,21,42,37,33,
1/11/2021,28,21,42,38,36,
1/12/2021,28,21,44,39,42,
1/13/2021,56,49,81,82,66,
1/14/2021,57,49,81,83,71,1
1/15/2021,59,50,81,83,74,1
1/16/2021,59,51,81,84,75,1
1/17/2021,59,51,81,84,77,1
1/18/2021,60,52,81,87,84,1
1/19/2021,60,52,81,87,89,1
1/2/2021,11,6,21,15,16,
1/2/2022,736,566,713,1385,4958,761
1/20/2021,67,56,89,108,105,1
1/21/2021,67,56,90,110,111,1
1/22/2021,67,59,90,110,111,1
1/23/2021,68,60,90,110,114,1
1/24/2021,68,60,90,111,114,1
1/25/2021,69,62,91,113,138,1
1/26/2021,71,62,91,115,159,1
1/27/2021,72,62,94,117,520,1
1/28/2021,75,65,97,123,905,1
1/29/2021,76,65,98,124,925,1
1/3/2021,11,6,21,15,16,
1/3/2022,738,567,714,1387,4964,761
1/30/2021,77,67,98,124,930,1
1/31/2021,77,67,98,125,938,1
1/4/2021,11,8,21,16,16,
1/4/2022,738,567,714,1388,4968,764
1/5/2021,11,8,21,16,18,
1/5/2022,740,567,714,1390,4971,767
1/6/2021,17,12,29,26,21,
1/6/2022,742,567,717,1399,4980,767
1/7/2021,28,21,42,37,33,
1/7/2022,743,568,719,1400,4983,767
1/8/2021,28,21,42,37,33,
1/8/2022,744,568,720,1401,4984,767
1/9/2021,28,21,42,37,33,
10/1/2021,599,476,638,1228,4550,434
10/10/2021,626,486,649,1239,4569,459
10/11/2021,628,487,650,1240,4573,460
10/12/2021,628,489,650,1243,4576,465
10/13/2021,632,492,653,1246,4576,467
10/14/2021,635,493,654,1247,4576,469
10/15/2021,636,493,654,1248,4577,469
10/16/2021,640,493,655,1248,4577,469
10/17/2021,644,494,656,1248,4577,470
10/18/2021,646,494,658,1248,4578,477
10/19/2021,646,494,659,1249,4580,482
10/2/2021,599,476,639,1228,4551,435
10/20/2021,648,498,660,1251,4582,483
10/21/2021,648,500,661,1253,4589,483
10/22/2021,649,502,662,1253,4595,485
10/23/2021,652,502,662,1254,4595,485
10/24/2021,653,502,663,1255,4596,485
10/25/2021,653,502,663,1255,4599,489
10/26/2021,653,504,663,1257,4612,497
10/27/2021,654,510,665,1262,4619,502
10/28/2021,655,510,665,1262,4621,502
10/29/2021,657,511,666,1264,4624,506
10/3/2021,600,476,639,1228,4551,435
10/30/2021,657,511,666,1265,4626,506
10/31/2021,657,512,666,1265,4627,506
10/4/2021,600,476,639,1228,4554,444
10/5/2021,600,476,639,1229,4556,447
10/6/2021,606,480,641,1230,4561,449
10/7/2021,624,486,649,1236,4565,458
10/8/2021,624,486,649,1238,4568,459
10/9/2021,626,486,649,1239,4569,459
11/1/2021,658,514,666,1265,4629,508
11/10/2021,681,525,673,1278,4668,523
11/11/2021,681,525,673,1278,4677,525
11/12/2021,681,526,673,1278,4683,526
11/13/2021,681,526,673,1278,4684,527
11/14/2021,681,526,673,1278,4685,527
11/15/2021,682,527,674,1281,4688,549
11/16/2021,684,527,675,1282,4700,551
11/17/2021,691,532,677,1289,4710,587
11/18/2021,693,533,679,1290,4714,587
11/19/2021,694,534,681,1293,4719,591
11/2/2021,662,515,666,1266,4635,509
11/20/2021,694,535,683,1293,4722,591
11/21/2021,695,535,683,1293,4723,591
11/22/2021,695,535,683,1294,4724,600
11/23/2021,696,537,683,1295,4726,608
11/24/2021,697,540,685,1296,4727,630
11/25/2021,697,540,685,1296,4727,630
11/26/2021,697,540,685,1296,4729,631
11/27/2021,697,541,685,1296,4731,632
11/28/2021,698,541,686,1296,4734,632
11/29/2021,699,541,686,1297,4741,635
11/3/2021,666,515,667,1268,4640,509
11/30/2021,702,541,686,1297,4742,640
11/4/2021,671,519,673,1273,4648,513
11/5/2021,671,520,673,1273,4653,514
11/6/2021,671,520,673,1274,4654,515
11/7/2021,671,520,673,1274,4654,515
11/8/2021,674,520,673,1274,4657,518
11/9/2021,678,523,673,1274,4662,520
12/1/2021,704,541,689,1302,4761,652
12/10/2021,719,551,700,1334,4830,721
12/11/2021,720,551,701,1334,4832,721
12/12/2021,720,551,701,1334,4833,722
12/13/2021,720,554,702,1340,4844,725
12/14/2021,720,557,703,1346,4851,727
12/15/2021,722,558,703,1349,4859,732
12/16/2021,722,560,703,1351,4864,733
12/17/2021,722,560,703,1353,4871,734
12/18/2021,722,560,703,1354,4871,734
12/19/2021,723,561,703,1354,4872,734
12/2/2021,706,545,693,1306,4771,652
12/20/2021,726,562,703,1356,4880,736
12/21/2020,1,1,2,,6,
12/21/2021,728,563,703,1361,4891,741
12/22/2020,5,3,7,4,10,
12/22/2021,730,563,704,1365,4906,745
12/23/2020,7,5,10,7,13,
12/23/2021,730,563,705,1368,4919,745
12/24/2020,7,5,10,7,13,
12/24/2021,731,563,705,1370,4923,745
12/25/2020,7,5,10,7,13,
12/25/2021,731,563,705,1370,4923,745
12/26/2020,7,5,10,7,13,
12/26/2021,732,563,706,1370,4925,746
12/27/2020,7,5,10,7,13,
12/27/2021,732,566,709,1370,4930,747
12/28/2020,7,6,11,8,13,
12/28/2021,733,566,711,1373,4937,751
12/29/2020,8,6,12,8,13,
12/29/2021,735,566,712,1377,4944,759
12/3/2021,709,545,693,1314,4779,654
12/30/2020,11,6,19,12,16,
12/30/2021,735,566,713,1383,4957,759
12/31/2020,11,6,21,15,16,
12/31/2021,736,566,713,1385,4957,759
12/4/2021,711,545,694,1316,4785,654
12/5/2021,712,545,695,1319,4785,654
12/6/2021,716,547,697,1324,4796,655
12/7/2021,716,547,698,1328,4806,691
12/8/2021,717,548,698,1329,4812,718
12/9/2021,717,551,698,1332,4819,718
2/1/2021,77,69,99,126,956,1
2/10/2021,90,87,112,180,1875,2
2/11/2021,92,91,113,185,1898,2
2/12/2021,94,91,113,188,1905,2
2/13/2021,94,91,114,189,1911,2
2/14/2021,94,91,114,190,1920,2
2/15/2021,94,92,114,191,1924,2
2/16/2021,94,93,114,191,1932,3
2/17/2021,94,95,116,199,1949,3
2/18/2021,97,99,116,218,2207,3
2/19/2021,97,100,117,218,2214,3
2/2/2021,77,69,99,129,981,1
2/20/2021,98,100,117,219,2215,3
2/21/2021,98,100,117,220,2216,3
2/22/2021,98,100,117,220,2221,3
2/23/2021,98,101,117,224,2231,4
2/24/2021,102,106,124,248,2474,5
2/25/2021,105,109,126,258,2510,5
2/26/2021,106,109,129,258,2517,5
2/27/2021,106,110,129,259,2519,5
2/28/2021,106,110,129,259,2523,5
2/3/2021,83,71,101,149,1401,1
2/4/2021,87,79,107,164,1460,1
2/5/2021,87,80,108,165,1495,1
2/6/2021,88,80,108,165,1497,1
2/7/2021,88,80,108,165,1501,1
2/8/2021,88,80,110,167,1527,2
2/9/2021,88,82,111,168,1561,2
3/1/2021,106,111,130,259,2552,6
3/10/2021,112,117,142,327,2812,7
3/11/2021,115,124,153,406,3050,9
3/12/2021,116,124,156,415,3086,9
3/13/2021,116,125,157,421,3090,9
3/14/2021,118,125,157,424,3090,9
3/15/2021,118,125,157,433,3125,9
3/16/2021,118,125,158,441,3157,9
3/17/2021,120,133,175,516,3366,10
3/18/2021,122,138,182,529,3394,11
3/19/2021,123,138,184,536,3418,11
3/2/2021,106,111,130,264,2585,7
3/20/2021,123,139,184,538,3421,11
3/21/2021,123,139,185,540,3424,11
3/22/2021,123,139,188,548,3453,11
3/23/2021,126,142,192,561,3477,12
3/24/2021,128,143,198,578,3507,12
3/25/2021,139,153,219,672,3696,15
3/26/2021,140,156,222,676,3698,15
3/27/2021,141,157,223,677,3699,15
3/28/2021,141,158,223,677,3699,15
3/29/2021,144,159,225,679,3702,16
3/3/2021,108,112,131,275,2634,7
3/30/2021,177,183,246,696,3713,17
3/31/2021,203,215,288,793,3828,22
3/4/2021,109,113,136,298,2697,7
3/5/2021,109,115,136,298,2706,7
3/6/2021,110,115,137,299,2711,7
3/7/2021,110,115,137,300,2712,7
3/8/2021,110,115,137,305,2724,7
3/9/2021,110,115,138,313,2764,7
4/1/2021,208,217,297,802,3843,22
4/10/2021,261,263,367,893,4025,63
4/11/2021,266,264,368,899,4026,63
4/12/2021,270,266,370,906,4031,63
4/13/2021,274,266,371,908,4035,64
4/14/2021,289,273,382,915,4046,64
4/15/2021,301,276,389,927,4062,64
4/16/2021,303,278,391,928,4062,64
4/17/2021,304,278,391,928,4062,64
4/18/2021,305,278,393,928,4062,64
4/19/2021,308,279,393,931,4067,64
4/2/2021,213,221,299,805,3846,22
4/20/2021,309,279,393,932,4074,64
4/21/2021,320,284,401,953,4103,66
4/22/2021,326,285,404,960,4127,66
4/23/2021,331,292,406,964,4129,68
4/24/2021,333,293,408,965,4132,69
4/25/2021,333,293,408,965,4132,69
4/26/2021,335,295,410,969,4134,72
4/27/2021,337,299,412,971,4148,73
4/28/2021,344,301,417,976,4157,75
4/29/2021,346,304,420,979,4168,75
4/3/2021,213,221,301,806,3847,22
4/30/2021,353,307,424,979,4174,76
4/4/2021,214,221,301,806,3848,22
4/5/2021,216,224,305,812,3860,23
4/6/2021,220,228,316,826,3878,23
4/7/2021,239,251,349,845,3937,26
4/8/2021,251,257,365,889,4010,26
4/9/2021,259,262,366,893,4023,63
5/1/2021,362,314,428,982,4179,78
5/10/2021,378,335,450,1012,4220,86
5/11/2021,379,335,451,1014,4223,87
5/12/2021,381,338,456,1018,4241,88
5/13/2021,382,338,457,1020,4245,90
5/14/2021,382,338,458,1025,4250,90
5/15/2021,382,340,458,1025,4250,91
5/16/2021,382,340,458,1025,4251,91
5/17/2021,385,340,463,1028,4255,93
5/18/2021,385,341,465,1032,4264,99
5/19/2021,388,343,471,1043,4278,120
5/2/2021,363,314,430,983,4180,78
5/20/2021,390,343,472,1046,4284,120
5/21/2021,398,343,473,1051,4288,121
5/22/2021,399,343,473,1051,4290,123
5/23/2021,399,343,474,1051,4290,125
5/24/2021,399,344,476,1054,4291,127
5/25/2021,400,344,477,1059,4294,135
5/26/2021,405,349,482,1060,4303,136
5/27/2021,405,349,484,1061,4303,137
5/28/2021,406,349,484,1061,4305,137
5/29/2021,407,351,485,1061,4306,137
5/3/2021,366,315,432,988,4181,78
5/30/2021,407,351,485,1061,4306,138
5/31/2021,407,351,485,1061,4306,138
5/4/2021,367,317,434,989,4187,82
5/5/2021,375,330,443,998,4201,84
5/6/2021,376,334,449,1007,4215,85
5/7/2021,377,335,450,1007,4215,86
5/8/2021,377,335,450,1010,4217,86
5/9/2021,377,335,450,1010,4218,86
6/1/2021,410,354,486,1062,4308,142
6/10/2021,419,363,501,1077,4338,166
6/11/2021,421,364,502,1077,4340,169
6/12/2021,422,364,502,1077,4340,169
6/13/2021,422,365,502,1079,4340,169
6/14/2021,423,365,505,1079,4341,169
6/15/2021,425,367,505,1079,4342,177
6/16/2021,425,367,508,1083,4344,178
6/17/2021,427,367,510,1083,4344,178
6/18/2021,429,367,510,1083,4345,179
6/19/2021,429,368,510,1084,4345,179
6/2/2021,412,357,491,1069,4318,142
6/20/2021,429,368,510,1084,4345,179
6/21/2021,430,369,510,1084,4346,180
6/22/2021,432,369,511,1086,4347,187
6/23/2021,434,369,513,1088,4350,187
6/24/2021,435,370,514,1092,4351,188
6/25/2021,437,371,515,1092,4351,189
6/26/2021,437,373,516,1093,4351,190
6/27/2021,437,373,516,1094,4352,190
6/28/2021,437,373,517,1095,4354,190
6/29/2021,437,373,518,1100,4356,196
6/3/2021,414,359,496,1071,4325,143
6/30/2021,439,374,520,1100,4357,199
6/4/2021,414,359,497,1072,4326,144
6/5/2021,414,359,497,1072,4328,145
6/6/2021,415,359,497,1072,4330,145
6/7/2021,418,360,499,1072,4330,146
6/8/2021,419,360,500,1072,4333,156
6/9/2021,419,363,501,1076,4337,166
7/1/2021,441,376,520,1100,4362,199
7/10/2021,445,383,529,1112,4373,203
7/11/2021,445,384,531,1112,4373,203
7/12/2021,449,387,533,1114,4375,204
7/13/2021,449,388,534,1114,4376,208
7/14/2021,449,388,536,1115,4377,210
7/15/2021,451,388,537,1115,4378,210
7/16/2021,451,388,540,1115,4378,212
7/17/2021,451,389,540,1116,4379,213
7/18/2021,451,390,540,1116,4379,213
7/19/2021,451,390,540,1117,4381,215
7/2/2021,441,377,523,1100,4362,199
7/20/2021,452,392,541,1120,4384,222
7/21/2021,454,395,548,1123,4388,231
7/22/2021,455,398,548,1124,4392,232
7/23/2021,456,399,551,1127,4394,235
7/24/2021,456,399,551,1129,4395,235
7/25/2021,456,399,551,1129,4397,237
7/26/2021,460,400,551,1129,4399,238
7/27/2021,460,403,552,1129,4401,247
7/28/2021,464,403,553,1131,4407,252
7/29/2021,478,409,556,1139,4411,266
7/3/2021,441,377,524,1101,4362,199
7/30/2021,481,409,558,1140,4412,268
7/31/2021,481,409,559,1141,4412,269
7/4/2021,441,377,524,1101,4362,199
7/5/2021,441,377,525,1102,4362,199
7/6/2021,441,377,525,1102,4363,202
7/7/2021,443,379,526,1108,4367,202
7/8/2021,444,382,529,1111,4370,203
7/9/2021,445,383,529,1111,4373,203
8/1/2021,483,410,559,1141,4412,269
8/10/2021,502,422,572,1164,4452,283
8/11/2021,505,423,575,1169,4456,294
8/12/2021,511,423,577,1170,4460,306
8/13/2021,515,425,577,1173,4463,314
8/14/2021,517,426,579,1174,4464,315
8/15/2021,517,426,580,1174,4465,316
8/16/2021,518,426,581,1174,4466,318
8/17/2021,520,428,582,1175,4469,325
8/18/2021,526,431,587,1179,4473,328
8/19/2021,526,431,588,1183,4474,330
8/2/2021,484,410,560,1143,4416,271
8/20/2021,527,433,588,1186,4474,330
8/21/2021,528,433,588,1186,4476,331
8/22/2021,529,433,588,1186,4476,331
8/23/2021,532,436,588,1189,4479,331
8/24/2021,533,436,588,1192,4479,335
8/25/2021,535,439,593,1194,4479,336
8/26/2021,546,447,597,1197,4483,345
8/27/2021,547,448,599,1199,4484,349
8/28/2021,551,448,602,1199,4485,350
8/29/2021,551,448,602,1199,4485,351
8/3/2021,486,411,561,1148,4421,275
8/30/2021,552,450,604,1200,4486,354
8/31/2021,553,451,604,1200,4488,357
8/4/2021,489,415,566,1155,4429,276
8/5/2021,493,419,569,1158,4439,276
8/6/2021,494,420,569,1159,4442,278
8/7/2021,497,420,570,1160,4445,278
8/8/2021,498,420,570,1160,4446,278
8/9/2021,500,421,572,1162,4446,281
9/1/2021,556,454,606,1205,4491,358
9/10/2021,566,459,610,1207,4510,372
9/11/2021,566,459,610,1207,4511,374
9/12/2021,566,459,610,1207,4513,374
9/13/2021,569,460,610,1208,4516,375
9/14/2021,570,463,612,1209,4521,398
9/15/2021,573,465,614,1209,4526,400
9/16/2021,575,467,619,1212,4527,400
9/17/2021,577,468,620,1212,4530,408
9/18/2021,579,468,623,1212,4532,409
9/19/2021,579,468,623,1212,4532,410
9/2/2021,557,454,607,1205,4492,361
9/20/2021,579,469,627,1214,4533,415
9/21/2021,583,471,629,1214,4534,420
9/22/2021,586,471,631,1220,4536,422
9/23/2021,586,471,631,1220,4537,422
9/24/2021,586,471,631,1221,4540,424
9/25/2021,589,471,631,1221,4541,424
9/26/2021,589,471,631,1221,4541,424
9/27/2021,591,474,633,1222,4542,424
9/28/2021,592,475,633,1225,4542,425
9/29/2021,598,476,635,1226,4545,433
9/3/2021,557,455,607,1206,4494,362
9/30/2021,599,476,637,1228,4548,433
9/4/2021,558,455,607,1206,4494,362
9/5/2021,558,455,607,1206,4495,362
9/6/2021,558,455,607,1206,4496,362
9/7/2021,558,456,609,1206,4499,364
9/8/2021,560,458,610,1207,4503,368
9/9/2021,564,459,610,1207,4506,368
