date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-03,2,1
2020-12-17,10,8
2020-12-18,17,7
2020-12-19,21,4
2020-12-20,23,2
2020-12-21,26,3
2020-12-22,73,47
2020-12-23,99,26
2020-12-24,124,25
2020-12-26,130,6
2020-12-28,173,43
2020-12-29,235,62
2020-12-30,309,74
2020-12-31,374,65
2021-01-01,404,30
2021-01-02,407,3
2021-01-03,413,6
2021-01-04,481,68
2021-01-05,558,77
2021-01-06,679,121
2021-01-07,849,170
2021-01-08,1016,167
2021-01-09,1025,9
2021-01-10,1030,5
2021-01-11,1131,101
2021-01-12,1272,141
2021-01-13,1484,212
2021-01-14,1705,221
2021-01-15,1925,220
2021-01-16,1939,14
2021-01-17,1948,9
2021-01-18,1976,28
2021-01-19,2087,111
2021-01-20,2525,438
2021-01-21,2935,410
2021-01-22,3490,555
2021-01-23,3519,29
2021-01-24,3527,8
2021-01-25,3653,126
2021-01-26,4095,442
2021-01-27,4306,211
2021-01-28,4818,512
2021-01-29,5294,476
2021-01-30,5380,86
2021-01-31,5428,48
2021-02-01,5627,199
2021-02-02,6251,624
2021-02-03,6490,239
2021-02-04,7084,594
2021-02-05,7795,711
2021-02-06,7834,39
2021-02-07,7848,14
2021-02-08,8030,182
2021-02-09,8598,568
2021-02-10,9266,668
2021-02-11,9906,640
2021-02-12,10551,645
2021-02-13,11032,481
2021-02-14,11466,434
2021-02-15,11581,115
2021-02-16,11693,112
2021-02-17,11748,55
2021-02-18,11804,56
2021-02-19,11922,118
2021-02-20,11966,44
2021-02-21,11984,18
2021-02-22,12057,73
2021-02-23,12697,640
2021-02-24,13542,845
2021-02-25,14319,777
2021-02-26,15180,861
2021-02-27,15328,148
2021-02-28,15416,88
2021-03-01,15722,306
2021-03-02,16696,974
2021-03-03,17518,822
2021-03-04,18392,874
2021-03-05,19239,847
2021-03-06,19375,136
2021-03-07,19443,68
2021-03-08,19691,248
2021-03-09,20412,721
2021-03-10,21250,838
2021-03-11,22049,799
2021-03-12,22808,759
2021-03-13,23356,548
2021-03-14,23789,433
2021-03-15,24051,262
2021-03-16,24848,797
2021-03-17,25666,818
2021-03-18,26435,769
2021-03-19,27386,951
2021-03-20,27513,127
2021-03-21,27635,122
2021-03-22,27915,280
2021-03-23,28741,826
2021-03-24,29569,828
2021-03-25,30355,786
2021-03-26,31237,882
2021-03-27,31398,161
2021-03-28,31481,83
2021-03-29,31789,308
2021-03-30,32786,997
2021-03-31,33747,961
2021-04-01,34791,1044
2021-04-02,35610,819
2021-04-03,35741,131
2021-04-04,35813,72
2021-04-05,36515,702
2021-04-06,37366,851
2021-04-07,38290,924
2021-04-08,39206,916
2021-04-09,40077,871
2021-04-10,40721,644
2021-04-11,40800,79
2021-04-12,41258,458
2021-04-13,42175,917
2021-04-14,43150,975
2021-04-15,44109,959
2021-04-16,45179,1070
2021-04-17,45346,167
2021-04-18,45450,104
2021-04-19,45771,321
2021-04-20,46646,875
2021-04-21,47496,850
2021-04-22,48361,865
2021-04-23,49242,881
2021-04-24,49690,448
2021-04-25,49761,71
2021-04-26,50412,651
2021-04-27,51266,854
2021-04-28,51995,729
2021-04-29,52735,740
2021-04-30,53387,652
2021-05-01,53518,131
2021-05-02,53579,61
2021-05-03,54110,531
2021-05-04,54739,629
2021-05-05,55510,771
2021-05-06,56150,640
2021-05-07,56851,701
2021-05-08,56942,91
2021-05-09,56984,42
2021-05-10,57432,448
