date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,926,867,660,487,246,5
1/1/2022,35347,20279,19702,22217,37114,26107
1/10/2021,1266,1208,952,720,530,9
1/11/2021,1328,1298,1016,757,875,9
1/12/2021,1390,1371,1092,812,1199,10
1/13/2021,1478,1445,1168,880,1538,10
1/14/2021,1496,1467,1196,904,1626,10
1/15/2021,1526,1483,1216,932,1716,10
1/16/2021,1530,1484,1220,933,1721,10
1/17/2021,1532,1487,1221,934,1725,10
1/18/2021,1540,1494,1231,938,1744,10
1/19/2021,1586,1519,1266,966,1871,16
1/2/2021,928,868,660,489,248,5
1/2/2022,35361,20288,19709,22236,37135,26116
1/20/2021,1600,1527,1275,977,1905,17
1/21/2021,1720,1713,1453,1079,2428,20
1/22/2021,1829,1810,1539,1158,3102,20
1/23/2021,1858,1849,1564,1189,3138,21
1/24/2021,1859,1851,1567,1192,3149,21
1/25/2021,1892,1925,1630,1243,3308,21
1/26/2021,2020,2066,1770,1381,3466,29
1/27/2021,2161,2218,1890,1480,3684,29
1/28/2021,2313,2370,2073,1700,4393,30
1/29/2021,2468,2500,2239,1842,5485,32
1/3/2021,930,868,661,489,248,5
1/3/2022,35396,20294,19717,22267,37209,26173
1/30/2021,2506,2532,2276,1914,6346,32
1/31/2021,2507,2533,2276,1915,6363,32
1/4/2021,985,923,703,520,289,5
1/4/2022,35444,20315,19735,22317,37335,26270
1/5/2021,1071,1019,769,566,325,6
1/5/2022,35509,20333,19757,22368,37429,26438
1/6/2021,1184,1133,865,635,395,9
1/6/2022,35563,20356,19777,22411,37491,26527
1/7/2021,1226,1175,923,673,428,9
1/7/2022,35615,20380,19798,22452,37533,26600
1/8/2021,1259,1204,948,714,519,9
1/8/2022,35644,20395,19810,22468,37550,26660
1/9/2021,1261,1205,952,718,524,9
1/9/2022,35650,20399,19817,22473,37555,26668
10/1/2021,30837,17954,17881,19903,32480,15514
10/10/2021,31254,18138,17994,19977,32560,15709
10/11/2021,31302,18169,18012,19997,32568,15739
10/12/2021,31334,18193,18021,20001,32574,15768
10/13/2021,31370,18210,18034,20007,32580,15788
10/14/2021,31438,18232,18064,20024,32592,15817
10/15/2021,31501,18256,18082,20041,32602,15839
10/16/2021,31529,18268,18092,20053,32606,15852
10/17/2021,31543,18275,18096,20055,32606,15860
10/18/2021,31592,18310,18114,20070,32618,15908
10/19/2021,31628,18328,18126,20091,32634,15935
10/2/2021,30857,17963,17892,19909,32485,15538
10/20/2021,31655,18339,18138,20106,32642,15959
10/21/2021,31705,18366,18158,20124,32661,15975
10/22/2021,31805,18410,18183,20141,32693,16018
10/23/2021,31860,18431,18192,20156,32710,16045
10/24/2021,31875,18449,18204,20164,32718,16062
10/25/2021,31941,18478,18222,20177,32758,16092
10/26/2021,31998,18515,18235,20203,32805,16106
10/27/2021,32042,18540,18268,20220,32854,16123
10/28/2021,32100,18577,18296,20253,32898,16149
10/29/2021,32199,18611,18312,20276,32935,16169
10/3/2021,30866,17966,17898,19911,32487,15547
10/30/2021,32253,18628,18319,20282,32945,16183
10/31/2021,32263,18631,18325,20285,32948,16186
10/4/2021,30908,17986,17917,19922,32496,15571
10/5/2021,31059,18025,17935,19935,32513,15602
10/6/2021,31110,18063,17951,19945,32527,15638
10/7/2021,31152,18074,17967,19955,32533,15666
10/8/2021,31200,18108,17979,19965,32547,15690
10/9/2021,31238,18127,17985,19970,32554,15702
11/1/2021,32325,18658,18346,20308,32993,16259
11/10/2021,32786,18899,18540,20539,33361,19177
11/11/2021,32830,18918,18555,20560,33382,19338
11/12/2021,32896,18952,18578,20589,33428,19617
11/13/2021,32951,18982,18591,20605,33435,20195
11/14/2021,32973,19005,18603,20620,33445,20249
11/15/2021,33068,19059,18638,20646,33508,20608
11/16/2021,33119,19095,18669,20683,33567,20781
11/17/2021,33187,19138,18696,20718,33639,21039
11/18/2021,33292,19193,18738,20754,33701,21283
11/19/2021,33398,19251,18777,20785,33744,21496
11/2/2021,32379,18689,18368,20323,33045,16292
11/20/2021,33433,19267,18793,20804,33757,21581
11/21/2021,33456,19272,18805,20811,33765,21639
11/22/2021,33524,19301,18831,20845,33812,21839
11/23/2021,33719,19347,18870,20883,33874,22141
11/24/2021,33815,19383,18899,20922,33928,22386
11/25/2021,33816,19383,18899,20922,33928,22387
11/26/2021,33849,19401,18917,20944,33956,22493
11/27/2021,33870,19418,18939,20964,33978,22562
11/28/2021,33882,19432,18952,20980,33993,22582
11/29/2021,33934,19469,18980,21013,34068,22749
11/3/2021,32443,18711,18385,20348,33088,16418
11/30/2021,34003,19509,19031,21075,34156,22936
11/4/2021,32517,18743,18409,20382,33143,16540
11/5/2021,32562,18766,18437,20410,33174,16803
11/6/2021,32591,18781,18450,20428,33186,16931
11/7/2021,32611,18786,18459,20440,33198,17004
11/8/2021,32674,18826,18487,20485,33267,17245
11/9/2021,32731,18871,18508,20518,33314,17475
12/1/2020,1,1,2,,3,
12/1/2021,34082,19545,19058,21108,34246,23163
12/10/2020,1,2,4,,4,
12/10/2021,34605,19856,19320,21502,35178,24478
12/11/2020,1,2,4,,4,
12/11/2021,34624,19872,19329,21521,35215,24609
12/12/2020,1,2,6,,4,
12/12/2021,34650,19885,19351,21535,35244,24688
12/13/2020,1,2,6,,4,
12/13/2021,34699,19906,19372,21579,35390,24826
12/14/2020,1,2,6,,4,
12/14/2021,34740,19928,19396,21633,35528,24930
12/15/2020,1,2,6,,4,
12/15/2021,34788,19955,19426,21691,35669,25028
12/16/2020,3,3,7,1,5,
12/16/2021,34845,19987,19453,21748,35800,25150
12/17/2020,9,8,9,9,9,
12/17/2021,34907,20024,19475,21796,35953,25281
12/18/2020,9,8,10,9,9,
12/18/2021,34926,20041,19483,21808,35999,25305
12/19/2020,9,8,12,9,11,
12/19/2021,34953,20052,19498,21825,36052,25319
12/2/2020,1,1,2,,3,
12/2/2021,34153,19586,19087,21152,34361,23402
12/20/2020,9,10,12,10,11,
12/20/2021,34994,20078,19525,21874,36201,25439
12/21/2020,73,48,49,28,26,
12/21/2021,35057,20119,19545,21922,36348,25558
12/22/2020,248,247,176,139,62,
12/22/2021,35096,20146,19572,21976,36497,25665
12/23/2020,433,459,342,257,107,3
12/23/2021,35132,20165,19584,22008,36594,25743
12/24/2020,494,510,402,298,114,3
12/24/2021,35138,20171,19589,22019,36625,25752
12/25/2020,494,510,402,298,114,3
12/25/2021,35138,20171,19589,22019,36626,25752
12/26/2020,518,545,417,317,120,3
12/26/2021,35151,20175,19598,22042,36669,25766
12/27/2020,518,545,417,317,121,3
12/27/2021,35189,20207,19620,22079,36772,25861
12/28/2020,659,656,499,366,149,4
12/28/2021,35249,20230,19647,22121,36891,25947
12/29/2020,754,748,556,414,183,5
12/29/2021,35301,20248,19672,22153,36987,26027
12/3/2020,1,1,3,,3,
12/3/2021,34230,19636,19127,21200,34475,23596
12/30/2020,888,849,639,468,218,5
12/30/2021,35330,20266,19692,22196,37071,26084
12/31/2020,920,864,653,483,226,5
12/31/2021,35342,20275,19700,22213,37111,26099
12/4/2020,1,1,4,,3,
12/4/2021,34310,19666,19153,21250,34510,23717
12/5/2020,1,1,4,,3,
12/5/2021,34321,19673,19161,21260,34533,23743
12/6/2020,1,1,4,,3,
12/6/2021,34370,19704,19190,21304,34658,23899
12/7/2020,1,1,4,,3,
12/7/2021,34446,19733,19220,21363,34804,24023
12/8/2020,1,1,4,,4,
12/8/2021,34503,19776,19254,21413,34915,24209
12/9/2020,1,1,4,,4,
12/9/2021,34544,19806,19288,21468,35101,24348
2/1/2021,2557,2560,2298,1940,6969,32
2/10/2021,2895,2873,2679,2395,10107,46
