date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,294,,2.0,,1.0,,4.0,,,,,,1.0,,,,175.0,,1.0,,,,5.0,,83,,1.0,,2.0,,7.0,
2020-12-02,322,28.0,3.0,1.0,2.0,1.0,,,,,,,,,,,192.0,17.0,,,1.0,,,,88,5.0,,,,,,
2020-12-03,350,28.0,5.0,2.0,3.0,1.0,,,,,,,,,,,202.0,10.0,,,,,6.0,1.0,96,8.0,2.0,1.0,,,8.0,1.0
2020-12-04,361,11.0,6.0,1.0,,,,,,,,,,,,,207.0,5.0,,,2.0,1.0,,,99,3.0,,,,,9.0,1.0
2020-12-05,365,4.0,,,,,,,,,,,,,,,209.0,2.0,,,,,,,100,1.0,,,,,,
2020-12-06,369,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,102,2.0,,,3.0,1.0,,
2020-12-07,394,25.0,8.0,2.0,,,,,,,,,,,,,219.0,10.0,,,4.0,1.0,,,105,3.0,,,,,,
2020-12-08,412,18.0,9.0,1.0,,,,,,,,,,,,,226.0,7.0,,,,,,,107,2.0,,,,,10.0,1.0
2020-12-09,432,20.0,11.0,2.0,,,,,,,,,,,,,234.0,8.0,,,,,7.0,1.0,116,9.0,,,,,,
2020-12-10,459,27.0,,,,,,,,,,,,,,,250.0,16.0,,,6.0,2.0,,,119,3.0,,,,,11.0,1.0
2020-12-11,477,18.0,,,,,,,,,,,,,,,258.0,8.0,,,,,,,128,9.0,,,,,,
2020-12-12,494,17.0,,,4.0,1.0,,,,,,,,,,,262.0,4.0,3.0,2.0,,,,,134,6.0,,,4.0,1.0,13.0,2.0
2020-12-13,508,14.0,12.0,1.0,,,,,,,,,,,,,270.0,8.0,,,7.0,1.0,,,137,3.0,,,,,,
2020-12-14,533,25.0,,,,,,,,,,,,,,,284.0,14.0,,,8.0,1.0,,,144,7.0,,,,,,
2020-12-15,639,106.0,18.0,6.0,14.0,10.0,5.0,1.0,,,,,,,,,322.0,38.0,,,14.0,6.0,,,172,28.0,,,,,,
2020-12-16,1299,660.0,50.0,32.0,146.0,132.0,6.0,1.0,,,,,,,,,377.0,55.0,5.0,2.0,41.0,27.0,13.0,6.0,182,10.0,,,7.0,3.0,19.0,6.0
2020-12-17,4589,3290.0,97.0,47.0,276.0,130.0,17.0,11.0,80.0,,,,69.0,68.0,,,1636.0,1259.0,,,118.0,77.0,50.0,37.0,1400,1218.0,10.0,8.0,11.0,4.0,44.0,25.0
2020-12-18,8353,3764.0,135.0,38.0,478.0,202.0,25.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3308.0,1672.0,7.0,2.0,189.0,71.0,84.0,34.0,2776,1376.0,17.0,7.0,,,45.0,1.0
