date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,618,987,963,764,554,6
1/1/2022,41936,33459,34730,39881,81967,25951
1/10/2021,1159,1711,1781,1511,2345,15
1/10/2022,42471,33763,34993,40228,82460,27094
1/11/2021,1208,1792,1867,1577,2526,19
1/11/2022,42534,33782,35030,40262,82519,27238
1/12/2021,1295,1909,1993,1675,2812,19
1/12/2022,42600,33813,35057,40291,82556,27388
1/13/2021,1403,2049,2145,1851,3220,21
1/13/2022,42679,33845,35097,40341,82609,27505
1/14/2021,1502,2231,2304,2004,3745,22
1/14/2022,42770,33890,35133,40377,82652,27664
1/15/2021,1622,2392,2484,2138,4128,23
1/15/2022,42831,33915,35151,40401,82668,27821
1/16/2021,1681,2481,2586,2230,4754,25
1/16/2022,42850,33928,35159,40410,82677,27862
1/17/2021,1701,2510,2630,2266,4810,26
1/17/2022,42896,33952,35173,40428,82722,27987
1/18/2021,1771,2623,2712,2366,5040,28
1/18/2022,42970,33980,35197,40444,82752,28098
1/19/2021,1844,2701,2801,2455,5561,30
1/19/2022,43024,34006,35227,40474,82781,28184
1/2/2021,698,1105,1094,869,636,7
1/2/2022,41960,33475,34741,39902,82004,25978
1/20/2021,1922,2828,2910,2577,6338,35
1/20/2022,43077,34042,35255,40512,82819,28292
1/21/2021,2013,2962,3082,2748,7096,39
1/21/2022,43112,34069,35281,40541,82841,28398
1/22/2021,2160,3130,3270,2940,7860,42
1/22/2022,43143,34088,35297,40556,82852,28495
1/23/2021,2243,3298,3431,3100,8457,44
1/23/2022,43163,34099,35303,40569,82861,28529
1/24/2021,2281,3331,3493,3130,8618,46
1/24/2022,43200,34130,35333,40597,82886,28594
1/25/2021,2359,3404,3583,3256,9230,48
1/25/2022,43250,34151,35356,40614,82908,28694
1/26/2021,2432,3487,3684,3373,9810,49
1/26/2022,43298,34176,35369,40637,82939,28800
1/27/2021,2544,3613,3845,3565,10545,50
1/27/2022,43347,34200,35398,40661,82958,28876
1/28/2021,2624,3726,3966,3717,11569,50
1/28/2022,43397,34232,35412,40682,82979,28949
1/29/2021,2737,3849,4105,3901,12588,58
1/29/2022,43425,34245,35427,40695,82984,29068
1/3/2021,726,1149,1141,895,659,8
1/3/2022,42019,33509,34775,39959,82081,26080
1/30/2021,2806,3937,4242,4058,13384,61
1/30/2022,43430,34247,35433,40699,82985,29077
1/31/2021,2843,3959,4274,4085,13540,62
1/4/2021,789,1249,1233,986,892,9
1/4/2022,42086,33545,34807,40012,82166,26227
1/5/2021,884,1358,1324,1085,1128,10
1/5/2022,42155,33580,34834,40055,82230,26414
1/6/2021,997,1484,1466,1214,1403,12
1/6/2022,42226,33612,34882,40093,82301,26561
1/7/2021,1061,1569,1580,1323,1741,14
1/7/2022,42324,33665,34919,40146,82372,26767
1/8/2021,1117,1651,1721,1461,2187,15
1/8/2022,42371,33693,34934,40169,82388,26943
1/9/2021,1149,1696,1766,1499,2324,15
1/9/2022,42395,33704,34942,40181,82400,26981
10/1/2021,36243,29962,31802,37000,76907,17919
10/10/2021,36942,30387,32109,37209,77169,18259
10/11/2021,37041,30453,32157,37239,77211,18319
10/12/2021,37121,30498,32190,37261,77239,18350
10/13/2021,37209,30544,32225,37278,77261,18385
10/14/2021,37286,30589,32254,37311,77282,18409
10/15/2021,37388,30647,32300,37351,77320,18457
10/16/2021,37456,30680,32329,37368,77336,18481
10/17/2021,37494,30710,32350,37381,77346,18497
10/18/2021,37570,30763,32395,37410,77385,18520
10/19/2021,37633,30797,32424,37440,77408,18559
10/2/2021,36293,30002,31836,37030,76922,17960
10/20/2021,37691,30839,32464,37474,77443,18581
10/21/2021,37782,30882,32498,37501,77473,18610
10/22/2021,37878,30945,32544,37536,77526,18642
10/23/2021,37952,31002,32577,37552,77561,18669
10/24/2021,37980,31017,32595,37560,77592,18686
10/25/2021,38052,31067,32642,37589,77672,18705
10/26/2021,38139,31122,32696,37613,77735,18748
10/27/2021,38231,31179,32743,37653,77805,18782
10/28/2021,38355,31242,32786,37697,77890,18807
10/29/2021,38452,31291,32837,37741,77945,18837
10/3/2021,36347,30033,31852,37043,76931,17978
10/30/2021,38514,31330,32869,37756,77969,18851
10/31/2021,38542,31347,32887,37767,77980,18865
10/4/2021,36432,30093,31898,37065,76986,18033
10/5/2021,36527,30142,31922,37097,77024,18078
10/6/2021,36637,30203,31971,37126,77068,18141
10/7/2021,36729,30254,32005,37152,77116,18172
10/8/2021,36835,30321,32053,37187,77141,18211
10/9/2021,36906,30362,32090,37201,77153,18243
11/1/2021,38599,31399,32919,37805,78059,18897
