date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,923,871,657,492,250,4
1/1/2022,35642,20435,19769,22354,37487,26892
1/10/2021,1261,1215,948,725,537,8
1/10/2022,36034,20601,19925,22664,38019,27685
1/11/2021,1324,1306,1012,762,885,8
1/11/2022,36097,20625,19945,22701,38085,27744
1/12/2021,1390,1378,1089,817,1210,9
1/12/2022,36183,20658,19965,22745,38124,27824
1/13/2021,1482,1452,1167,886,1551,9
1/13/2022,36241,20684,19985,22772,38168,27959
1/14/2021,1501,1474,1194,911,1640,9
1/14/2022,36281,20704,20003,22808,38194,28060
1/15/2021,1532,1490,1214,940,1730,9
1/15/2022,36304,20715,20009,22821,38207,28090
1/16/2021,1537,1492,1218,941,1735,9
1/16/2022,36322,20728,20017,22829,38226,28111
1/17/2021,1540,1495,1219,942,1739,10
1/17/2022,36350,20745,20024,22845,38243,28182
1/18/2021,1548,1502,1229,946,1758,10
1/18/2022,36411,20766,20048,22873,38285,28321
1/19/2021,1599,1530,1265,975,1892,14
1/19/2022,36463,20796,20074,22907,38317,28437
1/2/2021,925,872,657,494,252,4
1/2/2022,35656,20444,19776,22373,37508,26901
1/20/2021,1613,1538,1274,986,1927,15
1/20/2022,36568,20850,20111,22948,38350,28525
1/21/2021,1733,1723,1453,1088,2451,19
1/21/2022,36623,20871,20138,22971,38373,28593
1/22/2021,1842,1820,1540,1167,3129,19
1/22/2022,36661,20885,20148,22977,38386,28625
1/23/2021,1870,1860,1566,1199,3166,20
1/23/2022,36693,20899,20155,22982,38391,28637
1/24/2021,1871,1862,1569,1202,3177,20
1/24/2022,36745,20921,20165,23001,38424,28723
1/25/2021,1905,1936,1632,1253,3336,20
1/25/2022,36780,20947,20184,23030,38464,28803
1/26/2021,2033,2076,1772,1393,3498,28
1/26/2022,36859,20995,20213,23057,38498,28981
1/27/2021,2175,2229,1892,1492,3722,28
1/27/2022,36920,21028,20232,23080,38523,29055
1/28/2021,2329,2380,2074,1713,4431,28
1/28/2022,36955,21040,20247,23099,38532,29117
1/29/2021,2483,2511,2240,1855,5525,30
1/29/2022,36973,21053,20263,23115,38538,29185
1/3/2021,926,873,658,494,252,4
1/3/2022,35692,20451,19785,22404,37583,27005
1/30/2021,2521,2544,2277,1927,6388,30
1/30/2022,36981,21057,20267,23117,38538,29192
1/31/2021,2522,2545,2277,1928,6405,30
1/4/2021,981,928,701,525,293,4
1/4/2022,35748,20477,19803,22455,37714,27127
1/5/2021,1065,1026,767,571,330,5
1/5/2022,35814,20496,19824,22506,37807,27297
1/6/2021,1179,1140,861,640,401,8
1/6/2022,35873,20520,19846,22555,37880,27390
1/7/2021,1220,1182,919,678,434,8
1/7/2022,35942,20552,19872,22598,37930,27492
1/8/2021,1253,1211,944,719,525,8
1/8/2022,35970,20567,19883,22615,37947,27573
1/9/2021,1255,1212,948,723,531,8
1/9/2022,35985,20578,19898,22628,37967,27585
10/1/2021,31027,18065,17911,19993,32753,15505
10/10/2021,31462,18249,18029,20069,32836,15699
10/11/2021,31510,18277,18048,20087,32844,15726
10/12/2021,31552,18304,18058,20095,32852,15761
10/13/2021,31592,18321,18071,20101,32858,15781
10/14/2021,31660,18343,18102,20117,32872,15814
10/15/2021,31729,18366,18122,20135,32881,15836
10/16/2021,31757,18378,18132,20147,32885,15849
10/17/2021,31773,18385,18137,20149,32885,15857
10/18/2021,31823,18422,18154,20165,32897,15906
10/19/2021,31861,18441,18167,20186,32911,15935
10/2/2021,31048,18074,17922,19999,32758,15527
10/20/2021,31890,18452,18181,20201,32919,15959
10/21/2021,31946,18479,18201,20218,32937,16033
10/22/2021,32053,18524,18227,20236,32968,16143
10/23/2021,32112,18546,18236,20252,32987,16295
10/24/2021,32131,18563,18246,20261,32995,16426
10/25/2021,32200,18591,18266,20275,33035,16532
10/26/2021,32256,18630,18278,20301,33083,16548
10/27/2021,32301,18655,18311,20321,33131,16566
10/28/2021,32359,18691,18339,20354,33177,16588
10/29/2021,32463,18728,18360,20378,33221,16608
10/3/2021,31057,18077,17929,20001,32761,15537
10/30/2021,32519,18747,18368,20383,33231,16622
10/31/2021,32531,18751,18374,20387,33235,16625
10/4/2021,31100,18100,17949,20013,32770,15563
10/5/2021,31254,18139,17967,20027,32789,15593
10/6/2021,31306,18173,17984,20037,32802,15626
10/7/2021,31353,18185,18002,20048,32809,15654
10/8/2021,31405,18219,18014,20058,32823,15679
10/9/2021,31445,18238,18020,20063,32830,15692
11/1/2021,32592,18778,18397,20408,33288,16724
11/10/2021,33048,19030,18590,20642,33661,19691
11/11/2021,33094,19049,18605,20663,33684,19863
11/12/2021,33160,19083,18630,20694,33732,20149
11/13/2021,33217,19113,18643,20709,33740,20730
11/14/2021,33237,19136,18655,20724,33751,20785
11/15/2021,33328,19190,18691,20749,33813,21146
