date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,286,384,439,501,372,7
1/1/2022,8872,6789,9283,18066,45246,3951
1/10/2021,435,554,648,749,858,10
1/10/2022,9031,6885,9391,18246,45443,4097
1/11/2021,452,568,678,787,957,10
1/11/2022,9047,6894,9404,18269,45473,4115
1/12/2021,472,591,707,835,1124,10
1/12/2022,9057,6900,9415,18284,45500,4124
1/13/2021,491,622,745,882,1295,11
1/13/2022,9077,6908,9422,18296,45526,4138
1/14/2021,526,651,794,950,1501,13
1/14/2022,9099,6921,9439,18315,45550,4184
1/15/2021,552,695,831,1018,1736,13
1/15/2022,9110,6929,9442,18322,45560,4195
1/16/2021,563,712,847,1057,2008,14
1/16/2022,9114,6932,9446,18324,45564,4198
1/17/2021,564,715,847,1059,2033,14
1/17/2022,9121,6937,9457,18341,45581,4204
1/18/2021,582,735,874,1095,2273,14
1/18/2022,9130,6947,9464,18353,45603,4216
1/19/2021,600,755,906,1151,2464,15
1/19/2022,9141,6959,9469,18363,45630,4225
1/2/2021,292,394,448,512,385,7
1/2/2022,8886,6794,9289,18080,45255,3956
1/20/2021,634,785,931,1218,2741,15
1/20/2022,9146,6964,9471,18370,45645,4230
1/21/2021,652,810,959,1260,2923,15
1/21/2022,9161,6973,9482,18381,45662,4255
1/22/2021,680,833,986,1309,3167,15
1/22/2022,9169,6976,9486,18386,45669,4256
1/23/2021,693,843,995,1328,3773,15
1/23/2022,9173,6976,9490,18387,45673,4258
1/24/2021,693,849,1004,1334,4300,15
1/24/2022,9179,6986,9499,18404,45693,4266
1/25/2021,699,856,1015,1355,4570,16
1/25/2022,9187,6993,9505,18412,45711,4276
1/26/2021,714,863,1024,1381,4932,16
1/26/2022,9199,6999,9516,18422,45726,4284
1/27/2021,738,882,1051,1430,5353,16
1/27/2022,9213,7006,9521,18428,45740,4291
1/28/2021,756,906,1081,1479,5888,16
1/28/2022,9229,7020,9530,18441,45748,4305
1/29/2021,771,915,1095,1508,6274,16
1/29/2022,9234,7027,9533,18445,45753,4311
1/3/2021,294,395,457,518,393,7
1/3/2022,8902,6803,9306,18111,45298,3974
1/30/2021,776,920,1107,1527,6578,16
1/30/2022,9234,7028,9534,18447,45755,4315
1/31/2021,779,921,1114,1539,7053,16
1/4/2021,312,425,489,563,461,8
1/4/2022,8924,6815,9323,18138,45323,3989
1/5/2021,327,448,511,591,506,8
1/5/2022,8950,6828,9337,18163,45358,4000
1/6/2021,367,482,551,654,580,8
1/6/2022,8963,6836,9351,18189,45386,4018
1/7/2021,393,511,595,688,697,10
1/7/2022,8982,6857,9371,18213,45411,4062
1/8/2021,424,544,634,730,807,10
1/8/2022,9004,6867,9381,18226,45425,4082
1/9/2021,430,552,643,743,825,10
1/9/2022,9015,6875,9385,18231,45428,4086
10/1/2021,7493,6008,8312,16491,41708,2866
10/10/2021,7617,6073,8385,16588,41835,2914
10/11/2021,7630,6084,8393,16605,41852,2919
10/12/2021,7652,6095,8407,16617,41875,2923
10/13/2021,7663,6106,8417,16626,41900,2928
10/14/2021,7678,6109,8432,16638,41926,2936
10/15/2021,7711,6128,8449,16648,41950,2951
10/16/2021,7727,6138,8460,16650,41955,2959
10/17/2021,7735,6139,8462,16654,41959,2962
10/18/2021,7767,6147,8476,16668,41974,2962
10/19/2021,7786,6161,8484,16683,41997,2975
10/2/2021,7502,6019,8318,16500,41728,2869
10/20/2021,7795,6170,8495,16691,42013,2977
10/21/2021,7818,6176,8505,16701,42028,2980
10/22/2021,7840,6195,8530,16712,42076,2987
10/23/2021,7848,6201,8536,16720,42126,2990
10/24/2021,7852,6204,8538,16726,42144,2994
10/25/2021,7867,6210,8552,16749,42233,2994
10/26/2021,7883,6217,8561,16763,42298,2997
10/27/2021,7895,6224,8577,16783,42376,3002
10/28/2021,7911,6229,8587,16810,42447,3008
10/29/2021,7929,6237,8596,16839,42505,3018
10/3/2021,7507,6021,8318,16500,41733,2873
10/30/2021,7938,6240,8607,16851,42535,3020
10/31/2021,7944,6241,8615,16855,42546,3021
10/4/2021,7524,6025,8329,16516,41750,2877
10/5/2021,7543,6037,8336,16530,41771,2884
10/6/2021,7566,6047,8339,16548,41789,2887
10/7/2021,7589,6054,8351,16563,41803,2889
10/8/2021,7608,6066,8368,16582,41827,2910
10/9/2021,7616,6072,8376,16587,41833,2913
11/1/2021,7948,6244,8620,16874,42606,3029
11/10/2021,8052,6311,8698,17003,43066,3194
11/11/2021,8076,6327,8721,17025,43144,3216
11/12/2021,8100,6343,8744,17064,43182,3242
11/13/2021,8116,6348,8751,17078,43206,3259
11/14/2021,8122,6351,8756,17083,43230,3265
11/15/2021,8143,6355,8776,17100,43300,3279
11/16/2021,8168,6366,8793,17112,43349,3295
11/17/2021,8194,6381,8807,17142,43406,3309
11/18/2021,8224,6399,8817,17171,43466,3325
11/19/2021,8254,6421,8844,17205,43530,3370
11/2/2021,7957,6250,8634,16886,42656,3030
11/20/2021,8268,6426,8851,17222,43559,3405
11/21/2021,8281,6436,8858,17238,43590,3423
