date,Yuma_cume,Yuma
2020-12-01 00:00:00,1,
2020-12-03 00:00:00,2,1
2020-12-04 00:00:00,3,1
2020-12-12 00:00:00,4,1
2020-12-17 00:00:00,7,3
2020-12-19 00:00:00,8,1
2020-12-20 00:00:00,10,2
2020-12-21 00:00:00,185,175
2020-12-22 00:00:00,848,663
2020-12-23 00:00:00,1592,744
2020-12-24 00:00:00,1830,238
2020-12-26 00:00:00,1934,104
2020-12-27 00:00:00,1935,1
2020-12-28 00:00:00,2363,428
2020-12-29 00:00:00,2687,324
2020-12-30 00:00:00,3061,374
2020-12-31 00:00:00,3136,75
2021-01-01 00:00:00,3141,5
2021-01-02 00:00:00,3142,1
2021-01-04 00:00:00,3358,216
2021-01-05 00:00:00,3676,318
2021-01-06 00:00:00,4138,462
2021-01-07 00:00:00,4335,197
2021-01-08 00:00:00,4587,252
2021-01-09 00:00:00,4601,14
2021-01-10 00:00:00,4613,12
2021-01-11 00:00:00,5277,664
2021-01-12 00:00:00,5931,654
2021-01-13 00:00:00,6642,711
2021-01-14 00:00:00,6795,153
2021-01-15 00:00:00,6953,158
2021-01-16 00:00:00,6954,1
2021-01-17 00:00:00,6955,1
2021-01-18 00:00:00,6990,35
2021-01-19 00:00:00,7376,386
2021-01-20 00:00:00,7942,566
2021-01-21 00:00:00,9718,1776
2021-01-22 00:00:00,11289,1571
2021-01-23 00:00:00,11431,142
2021-01-24 00:00:00,11444,13
2021-01-25 00:00:00,11869,425
2021-01-26 00:00:00,12694,825
2021-01-27 00:00:00,14042,1348
2021-01-28 00:00:00,15899,1857
2021-01-29 00:00:00,17945,2046
2021-01-30 00:00:00,19148,1203
2021-01-31 00:00:00,19160,12
2021-02-01 00:00:00,19999,839
2021-02-02 00:00:00,21014,1015
2021-02-03 00:00:00,22515,1501
2021-02-04 00:00:00,23322,807
2021-02-05 00:00:00,24023,701
2021-02-06 00:00:00,24058,35
2021-02-07 00:00:00,24079,21
2021-02-08 00:00:00,24356,277
2021-02-09 00:00:00,25128,772
2021-02-10 00:00:00,27470,2342
2021-02-11 00:00:00,29554,2084
2021-02-12 00:00:00,31430,1876
2021-02-13 00:00:00,32295,865
2021-02-14 00:00:00,32296,1
2021-02-15 00:00:00,32400,104
2021-02-16 00:00:00,32653,253
2021-02-17 00:00:00,32967,314
2021-02-18 00:00:00,33511,544
2021-02-19 00:00:00,34063,552
2021-02-20 00:00:00,34238,175
2021-02-21 00:00:00,34244,6
2021-02-22 00:00:00,34272,28
2021-02-23 00:00:00,35471,1199
2021-02-24 00:00:00,38095,2624
2021-02-25 00:00:00,41142,3047
2021-02-26 00:00:00,43879,2737
2021-02-27 00:00:00,44716,837
2021-02-28 00:00:00,45058,342
2021-03-01 00:00:00,46888,1830
2021-03-02 00:00:00,47965,1077
2021-03-03 00:00:00,49221,1256
2021-03-04 00:00:00,51895,2674
2021-03-05 00:00:00,55228,3333
2021-03-06 00:00:00,55452,224
2021-03-07 00:00:00,55625,173
2021-03-08 00:00:00,56638,1013
2021-03-09 00:00:00,58805,2167
2021-03-10 00:00:00,60746,1941
2021-03-11 00:00:00,63785,3039
2021-03-12 00:00:00,66964,3179
2021-03-13 00:00:00,68595,1631
2021-03-14 00:00:00,68790,195
2021-03-15 00:00:00,69617,827
2021-03-16 00:00:00,70884,1267
2021-03-17 00:00:00,72972,2088
2021-03-18 00:00:00,76557,3585
2021-03-19 00:00:00,79711,3154
2021-03-20 00:00:00,80803,1092
2021-03-21 00:00:00,81005,202
2021-03-22 00:00:00,81538,533
2021-03-23 00:00:00,82920,1382
2021-03-24 00:00:00,85255,2335
2021-03-25 00:00:00,87467,2212
2021-03-26 00:00:00,89689,2222
2021-03-27 00:00:00,90284,595
2021-03-28 00:00:00,90526,242
2021-03-29 00:00:00,91124,598
2021-03-30 00:00:00,93883,2759
2021-03-31 00:00:00,96863,2980
2021-04-01 00:00:00,99444,2581
2021-04-02 00:00:00,101331,1887
2021-04-03 00:00:00,102085,754
2021-04-04 00:00:00,102770,685
2021-04-05 00:00:00,104170,1400
2021-04-06 00:00:00,106368,2198
2021-04-07 00:00:00,108758,2390
2021-04-08 00:00:00,111525,2767
2021-04-09 00:00:00,113546,2021
2021-04-10 00:00:00,114086,540
2021-04-11 00:00:00,114297,211
2021-04-12 00:00:00,114902,605
2021-04-13 00:00:00,115912,1010
2021-04-14 00:00:00,118504,2592
2021-04-15 00:00:00,121310,2806
2021-04-16 00:00:00,124410,3100
2021-04-17 00:00:00,125157,747
2021-04-18 00:00:00,125727,570
2021-04-19 00:00:00,127284,1557
2021-04-20 00:00:00,129209,1925
2021-04-21 00:00:00,130688,1479
2021-04-22 00:00:00,131917,1229
2021-04-23 00:00:00,133809,1892
2021-04-24 00:00:00,134119,310
2021-04-25 00:00:00,134302,183
2021-04-26 00:00:00,134727,425
2021-04-27 00:00:00,137738,3011
2021-04-28 00:00:00,139585,1847
2021-04-29 00:00:00,141332,1747
2021-04-30 00:00:00,142707,1375
2021-05-01 00:00:00,142847,140
2021-05-02 00:00:00,142964,117
2021-05-03 00:00:00,143629,665
2021-05-04 00:00:00,144954,1325
2021-05-05 00:00:00,145894,940
