date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,641,994,932,752,525,5
1/10/2021,1180,1728,1731,1467,2278,15
1/11/2021,1230,1812,1815,1532,2457,19
1/12/2021,1320,1928,1937,1631,2738,19
1/13/2021,1431,2067,2088,1805,3146,22
1/14/2021,1531,2251,2245,1955,3668,23
1/15/2021,1651,2409,2422,2093,4043,25
1/16/2021,1711,2499,2522,2183,4662,28
1/17/2021,1730,2531,2564,2219,4716,28
1/18/2021,1795,2643,2635,2311,4936,29
1/19/2021,1867,2720,2719,2394,5441,32
1/2/2021,723,1114,1057,859,604,6
1/20/2021,1944,2850,2827,2516,6211,37
1/21/2021,2039,2983,2997,2685,6957,41
1/22/2021,2188,3151,3186,2872,7710,43
1/23/2021,2273,3317,3349,3027,8302,46
1/24/2021,2310,3350,3410,3057,8463,48
1/25/2021,2391,3419,3502,3180,9058,50
1/26/2021,2467,3502,3597,3296,9628,51
1/27/2021,2580,3628,3759,3484,10353,53
1/28/2021,2656,3745,3878,3635,11365,54
1/29/2021,2767,3870,4016,3822,12367,63
1/3/2021,751,1161,1102,882,626,6
1/30/2021,2838,3961,4149,3981,13151,66
1/31/2021,2874,3984,4180,4012,13302,68
1/4/2021,815,1261,1195,969,854,7
1/5/2021,911,1369,1285,1065,1087,8
1/6/2021,1024,1494,1419,1186,1353,10
1/7/2021,1086,1584,1535,1286,1688,12
1/8/2021,1138,1668,1671,1419,2121,14
1/9/2021,1170,1712,1716,1456,2257,15
10/1/2021,35770,29791,31425,36877,75069,18359
10/10/2021,36299,30151,31708,37067,75309,18697
10/11/2021,36380,30209,31754,37095,75348,18751
10/12/2021,36407,30237,31778,37111,75369,18772
10/13/2021,36458,30270,31807,37126,75390,18801
10/14/2021,36531,30314,31842,37159,75410,18824
10/15/2021,36617,30368,31886,37201,75444,18867
10/16/2021,36666,30395,31913,37218,75458,18894
10/17/2021,36701,30418,31929,37232,75466,18910
10/18/2021,36773,30471,31971,37264,75503,18931
10/19/2021,36820,30500,32001,37290,75528,18974
10/2/2021,35818,29828,31455,36904,75083,18399
10/20/2021,36867,30535,32034,37320,75557,18994
10/21/2021,36925,30569,32060,37344,75574,19019
10/22/2021,36975,30609,32092,37376,75610,19044
10/23/2021,37025,30649,32112,37387,75632,19063
10/24/2021,37050,30661,32125,37395,75645,19076
10/25/2021,37073,30677,32135,37406,75661,19084
10/3/2021,35855,29851,31470,36914,75090,18417
10/4/2021,35928,29908,31512,36936,75143,18471
10/5/2021,36003,29954,31538,36965,75181,18517
10/6/2021,36062,30000,31584,36992,75222,18578
10/7/2021,36129,30038,31611,37014,75263,18614
10/8/2021,36206,30092,31653,37045,75282,18647
10/9/2021,36270,30129,31688,37059,75294,18680
12/1/2020,1,1,2,,1,
12/10/2020,1,1,2,,2,
12/11/2020,1,1,2,,2,
12/12/2020,1,1,2,,2,
12/13/2020,1,1,2,,2,
12/14/2020,1,1,2,,2,
12/15/2020,1,1,2,,2,
12/16/2020,2,2,5,,2,
12/17/2020,10,14,16,4,4,
12/18/2020,20,23,24,9,5,
12/19/2020,24,32,29,15,8,
12/2/2020,1,1,2,,1,
12/20/2020,24,37,30,19,9,
12/21/2020,50,84,74,36,21,1
12/22/2020,108,155,131,81,37,1
12/23/2020,168,245,239,157,70,2
12/24/2020,185,265,256,170,73,2
12/25/2020,185,265,256,170,73,2
12/26/2020,241,363,333,227,96,3
12/27/2020,257,392,349,238,98,3
12/28/2020,319,507,479,335,134,3
12/29/2020,425,674,638,474,188,4
12/3/2020,1,1,2,,1,
12/30/2020,561,894,825,654,316,4
12/31/2020,638,989,928,745,491,5
12/4/2020,1,1,2,,1,
12/5/2020,1,1,2,,1,
12/6/2020,1,1,2,,1,
12/7/2020,1,1,2,,1,
12/8/2020,1,1,2,,1,
12/9/2020,1,1,2,,2,
2/1/2021,2953,4089,4276,4117,14137,73
2/10/2021,3666,4892,5186,5391,24451,103
2/11/2021,3736,4958,5268,5531,26200,106
2/12/2021,3838,5067,5407,5723,28224,112
2/13/2021,4037,5306,5674,5951,29702,123
2/14/2021,4066,5346,5724,6008,30050,124
2/15/2021,4114,5389,5773,6094,30837,129
2/16/2021,4189,5458,5821,6170,31850,138
2/17/2021,4271,5514,5877,6263,32889,143
2/18/2021,4344,5573,5934,6324,34016,155
2/19/2021,4414,5642,6003,6397,34647,164
2/2/2021,3025,4182,4395,4272,15064,73
2/20/2021,4555,5735,6090,6471,35147,183
2/21/2021,4567,5748,6102,6492,35425,184
2/22/2021,4600,5788,6127,6549,35841,188
2/23/2021,4639,5827,6178,6614,36440,189
2/24/2021,4694,5892,6235,6686,37447,194
2/25/2021,4780,5986,6328,6868,39091,201
2/26/2021,4867,6074,6424,7040,40890,206
2/27/2021,4915,6108,6470,7119,41431,208
2/28/2021,4927,6120,6495,7170,41793,208
2/3/2021,3138,4331,4523,4414,16097,75
2/4/2021,3216,4430,4636,4536,17133,77
2/5/2021,3371,4584,4812,4728,18197,81
2/6/2021,3428,4663,4903,4886,19572,89
2/7/2021,3446,4669,4918,4914,19935,89
2/8/2021,3501,4720,4992,5047,21242,90
2/9/2021,3554,4790,5076,5227,22695,95
3/1/2021,4979,6179,6581,7369,42913,212
3/10/2021,5630,6836,7468,11897,51652,270
3/11/2021,5799,7074,7666,12908,52861,277
3/12/2021,5946,7162,7845,13618,53713,287
3/13/2021,6031,7250,7934,14061,54097,293
3/14/2021,6072,7287,8002,14425,54310,297
3/15/2021,6177,7367,8160,15196,54885,306
3/16/2021,6304,7508,8373,16042,55757,314
3/17/2021,6529,7690,8648,16949,56666,329
3/18/2021,6720,7878,8920,17823,57673,340
3/19/2021,6985,8149,9259,18587,58392,374
3/2/2021,5034,6236,6683,7581,44202,219
3/20/2021,7112,8282,9485,18931,58779,387
3/21/2021,7219,8420,9663,19228,59034,401
3/22/2021,7488,8725,10011,19784,59573,448
3/23/2021,7831,9063,10458,20410,60199,491
3/24/2021,8209,9442,10976,21024,60774,564
3/25/2021,8625,9808,11446,21464,61300,622
3/26/2021,8996,10178,11872,22119,61818,684
3/27/2021,9277,10473,12205,22376,61997,759
3/28/2021,9553,10710,12471,22594,62181,839
3/29/2021,9962,11049,12897,22889,62497,913
3/3/2021,5125,6320,6795,8054,45930,236
3/30/2021,10333,11381,13323,23165,62786,999
3/31/2021,10688,11731,13792,23493,63040,1102
3/4/2021,5236,6453,6936,8661,47571,239
3/5/2021,5343,6562,7063,9264,48541,248
3/6/2021,5391,6615,7135,9737,49244,252
3/7/2021,5422,6638,7170,10015,49549,253
3/8/2021,5476,6694,7243,10567,50219,256
3/9/2021,5552,6770,7369,11270,51015,261
4/1/2021,11044,12062,14265,23765,63314,1200
4/10/2021,13861,14586,17302,26056,65701,1920
4/11/2021,14014,14707,17447,26155,65781,2003
4/12/2021,14296,14940,17748,26377,66066,2086
4/13/2021,14572,15160,17999,26658,66352,2163
4/14/2021,14869,15477,18329,26867,66526,2234
4/15/2021,15246,15812,18688,27081,66695,2304
4/16/2021,15562,16140,18936,27243,66836,2363
4/17/2021,15720,16277,19103,27362,66955,2409
4/18/2021,15808,16359,19180,27426,67000,2456
4/19/2021,16012,16510,19373,27592,67201,2520
4/2/2021,11324,12335,14566,23956,63544,1293
4/20/2021,16249,16738,19582,27777,67402,2584
4/21/2021,16537,17007,19913,27952,67561,2659
4/22/2021,16765,17218,20125,28119,67701,2724
4/23/2021,17007,17415,20319,28294,67848,2786
4/24/2021,17133,17543,20459,28377,67948,2856
4/25/2021,17233,17611,20527,28437,68006,2907
4/26/2021,17424,17785,20683,28569,68153,2972
4/27/2021,17641,17964,20887,28757,68304,3040
4/28/2021,17820,18100,21043,28903,68453,3083
4/29/2021,18012,18257,21210,29059,68605,3142
4/3/2021,11556,12524,14806,24083,63668,1376
4/30/2021,18244,18444,21391,29224,68738,3219
4/4/2021,11687,12593,14928,24147,63716,1421
4/5/2021,11970,12840,15277,24462,64048,1493
4/6/2021,12377,13147,15717,24833,64437,1598
4/7/2021,12881,13689,16294,25167,64791,1683
4/8/2021,13174,13991,16620,25516,65163,1745
4/9/2021,13512,14283,17001,25823,65475,1833
5/1/2021,18381,18531,21532,29321,68799,3287
5/10/2021,19503,19286,22376,30100,69504,3681
5/11/2021,19641,19362,22470,30178,69622,3726
5/12/2021,19778,19468,22572,30280,69711,3789
5/13/2021,19925,19563,22669,30377,69819,4059
5/14/2021,20130,19685,22791,30488,69919,4291
5/15/2021,20251,19774,22909,30599,69987,4630
5/16/2021,20313,19847,22961,30634,70016,4873
5/17/2021,20453,19959,23066,30738,70115,5051
5/18/2021,20566,20048,23182,30838,70224,5264
5/19/2021,20718,20143,23285,30953,70324,5490
5/2/2021,18453,18567,21576,29367,68829,3330
5/20/2021,20863,20265,23399,31051,70415,5658
5/21/2021,20993,20385,23528,31145,70505,5886
5/22/2021,21154,20472,23630,31228,70549,6191
5/23/2021,21237,20509,23679,31266,70582,6291
5/24/2021,21389,20605,23771,31338,70645,6428
5/25/2021,21538,20704,23878,31401,70702,6563
5/26/2021,21649,20805,23967,31484,70763,6693
5/27/2021,21766,20898,24054,31542,70838,6851
5/28/2021,21938,20987,24149,31628,70908,7050
5/29/2021,22006,21043,24197,31669,70941,7169
5/3/2021,18605,18658,21676,29462,68921,3384
5/30/2021,22055,21066,24225,31697,70957,7241
5/31/2021,22077,21085,24243,31715,70969,7268
5/4/2021,18773,18760,21808,29573,69033,3434
5/5/2021,18940,18877,21944,29680,69128,3491
5/6/2021,19097,18995,22063,29803,69231,3543
5/7/2021,19226,19117,22186,29922,69344,3587
5/8/2021,19316,19173,22247,29973,69385,3629
5/9/2021,19368,19205,22278,30019,69414,3653
6/1/2021,22218,21172,24324,31778,71039,7398
6/10/2021,23180,21708,24910,32198,71483,8410
6/11/2021,23319,21807,24984,32239,71536,8528
6/12/2021,23401,21848,25022,32270,71545,8596
6/13/2021,23486,21877,25049,32281,71563,8621
6/14/2021,23587,21941,25106,32334,71595,8709
6/15/2021,23684,22010,25149,32382,71624,8787
6/16/2021,23784,22061,25192,32424,71655,8888
